per_sies;id_carr_gen;area_carr;tipo_inst;nom_carr_gen;coho_mat;tasa_ret_1er_anio;tasa_ret_2do_anio;tasa_ret_1er_anio2;tasa_ret_2do_anio3
5;0.6197916666666666;4;3;103;0.7142857142857224;0.35907335907335924;0.07846812392635094;0,359073359;0,078468124
5;0.6302083333333333;9;3;105;0.7142857142857224;0.2382790954219527;0.37412244125047955;0,238279095;0,374122441
5;0.6406249999999999;9;3;108;0.7142857142857224;0.2872841444270018;0.37412244125047955;0,287284144;0,374122441
5;0.6458333333333333;0;3;110;0.7142857142857224;0.49229952203929894;0.37412244125047955;0,492299522;0,374122441
5;0.6510416666666666;5;3;49;0.7142857142857224;0.4426229508196722;0.37412244125047955;0,442622951;0,374122441
5;0.6562499999999999;8;3;50;0.7142857142857224;0.41404358353510906;0.37412244125047955;0,414043584;0,374122441
5;0.6614583333333333;1;3;51;0.7142857142857224;0.8200224971878514;0.37412244125047955;0,820022497;0,374122441
4;0.0;0;0;40;0.5714285714285552;0.6059113300492611;0.4518905526534329;0,60591133;0,451890553
4;0.005208333333333333;1;0;45;0.5714285714285552;0.4022700587084147;0.4518905526534329;0,402270059;0,451890553
4;0.010416666666666668;6;0;47;0.5714285714285552;0.6798623063683304;0.4518905526534329;0,679862306;0,451890553
4;0.015625;6;0;46;0.5714285714285552;0.6798880842659647;0.4518905526534329;0,679888084;0,451890553
4;0.020833333333333332;8;0;48;0.5714285714285552;0.6468875951634572;0.4518905526534329;0,646887595;0,451890553
4;0.026041666666666668;0;0;55;0.5714285714285552;0.45515791377478365;0.4518905526534329;0,455157914;0,451890553
4;0.031249999999999997;0;0;56;0.5714285714285552;0.49714285714285733;0.4518905526534329;0,497142857;0,451890553
4;0.03645833333333333;9;0;57;0.5714285714285552;0.21038961038961035;0.4518905526534329;0,21038961;0,451890553
4;0.041666666666666664;0;0;58;0.5714285714285552;0.2081632653061225;0.4518905526534329;0,208163265;0,451890553
4;0.04687499999999999;0;0;53;0.5714285714285552;0.34749034749034746;0.4518905526534329;0,347490347;0,451890553
4;0.05208333333333333;4;0;54;0.5714285714285552;0.3261324041811846;0.4518905526534329;0,326132404;0,451890553
4;0.057291666666666664;0;0;63;0.5714285714285552;0.23376623376623384;0.4518905526534329;0,233766234;0,451890553
4;0.06249999999999999;9;0;64;0.5714285714285552;0.5513897866839044;0.4518905526534329;0,551389787;0,451890553
4;0.06770833333333333;9;0;66;0.5714285714285552;0.07098278581715922;0.4518905526534329;0,070982786;0,451890553
