per_sies;id_carr_gen;area_carr;tipo_inst;nom_carr_gen;fecha_act;ipbm_1er_anio;ipbm_2do_anio;ipbm_3er_anio;ipbm_4to_anio;ipbm_5to_anio
2022-2023;4;Educación;Centros de Formación Técnica;Técnico Asistente del Educador Diferencial;Septiembre de 2022;499348.71915742144;516072.6958835293;540954.7881422908;585164.5265640798;651765.3803494865
2022-2023;5;Salud;Centros de Formación Técnica;Técnico Dental y Asistente de Odontología;Septiembre de 2022;542592.3324170932;584740.3199634688;616085.000871529;642206.3473383973;667855.8750001615
2022-2023;6;Agropecuaria;Centros de Formación Técnica;Técnico en Acuicultura y Pesca;Septiembre de 2022;884119.3798258743;987890.63348998;1058465.707309091;1105051.3594380864;1144834.9472845455
2022-2023;7;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración de Empresas;Septiembre de 2022;822593.9439990413;875821.8625787321;983541.4633065736;1036295.8385025572;1152536.4800764981
2022-2023;8;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración de Recursos Humanos y Personal;Septiembre de 2022;761426.5282546156;798948.6235824707;844577.0112254897;889318.67990719;951848.1288949983
2022-2023;9;Tecnología;Centros de Formación Técnica;Técnico en Administración de Redes y Soporte;Septiembre de 2022;720058.4881656627;775308.8210557678;856370.9800018161;911159.8484958104;1010717.6876001604
2022-2023;10;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración de Ventas;Septiembre de 2022;952917.1742971964;1031492.9374130769;1060076.4099581167;1238290.289668142;1229732.0308866666
2022-2023;11;Ciencias Sociales;Centros de Formación Técnica;Técnico en Administración Pública o Municipal;Septiembre de 2022;1021701.7532012975;1057457.4209628438;1074070.8209162096;1082829.4949002464;1061603.7954237591
2022-2023;12;Administración y Comercio;Centros de Formación Técnica;Técnico en Comercio Exterior;Septiembre de 2022;774155.114199048;835917.5850803661;936904.3849452244;1011270.5758586215;1088601.2669896926
2022-2023;13;Tecnología;Centros de Formación Técnica;Técnico en Computación e Informática;Septiembre de 2022;918290.8166157531;1007631.8829677238;1118614.531851953;1226374.0438571696;1346754.4115975276
2022-2023;14;Tecnología;Centros de Formación Técnica;Técnico en Construcción y Obras Civiles;Septiembre de 2022;834209.8254245617;855660.8483041166;929590.9562203084;996305.0217125565;1038934.3349967278
2022-2023;15;Administración y Comercio;Centros de Formación Técnica;Técnico en Contabilidad General;Septiembre de 2022;837382.4968035393;893330.9475561283;944394.1484029073;1016860.1963759314;1086858.0707043482
2022-2023;16;Educación;Centros de Formación Técnica;Técnico en Deporte, Recreación y Preparación Física;Septiembre de 2022;641167.3794040465;679215.1527688947;710108.8716770853;713250.6743417504;715980.540977871
2022-2023;17;Tecnología;Centros de Formación Técnica;Técnico en Electricidad y Electricidad Industrial;Septiembre de 2022;931795.1722085191;981734.7621865433;1010024.588371419;1037673.2231705203;1089538.6514183455
2022-2023;18;Tecnología;Centros de Formación Técnica;Técnico en Electrónica y Electrónica Industrial;Septiembre de 2022;731911.4538044411;821910.4034888981;833237.1622371016;926470.3659472029;1136035.6132022222
2022-2023;19;Salud;Centros de Formación Técnica;Técnico en Enfermería;Septiembre de 2022;654448.0161321405;696679.9029198971;729910.044850911;750920.4457660862;768071.2370819164
2022-2023;20;Salud;Centros de Formación Técnica;Técnico en Farmacia;Septiembre de 2022;727162.3643936994;758157.0169908892;814944.2924859499;878793.0851877325;912923.0087860227
2022-2023;21;Administración y Comercio;Centros de Formación Técnica;Técnico en Gastronomía y Cocina;Septiembre de 2022;611673.6158359346;626146.3908025938;655438.8253681551;669465.5840584461;707259.2881618642
2022-2023;22;Tecnología;Centros de Formación Técnica;Técnico en Instrumentación, Automatización y Control Industrial;Septiembre de 2022;975876.1276050931;1056327.924810601;1165297.9856831222;1259794.4772478756;1383330.6941072973
2022-2023;23;Salud;Centros de Formación Técnica;Técnico en Laboratorio Clínico;Septiembre de 2022;607157.5674149125;652639.8255338133;688647.2589405711;725289.4468678628;752376.8125784422
2022-2023;24;Administración y Comercio;Centros de Formación Técnica;Técnico en Logística;Septiembre de 2022;906617.0078991859;980176.7387730788;1043490.6979123526;1106829.8557886868;1153497.5716194403
2022-2023;25;Tecnología;Centros de Formación Técnica;Técnico en Mantenimiento Industrial;Septiembre de 2022;934272.5632868046;982648.9398713757;1105012.3696016683;1183032.242505539;1361931.7725126005
2022-2023;26;Tecnología;Centros de Formación Técnica;Técnico en Mecánica Automotriz;Septiembre de 2022;825721.8883454162;883792.0624059672;948586.8191230631;1001100.9569187337;1094715.3266547106
2022-2023;27;Tecnología;Centros de Formación Técnica;Técnico en Mecánica Industrial;Septiembre de 2022;1032350.5394597959;1066291.144727312;1167066.0837332804;1259754.0897635666;1303559.4792536264
2022-2023;28;Tecnología;Centros de Formación Técnica;Técnico en Minería;Septiembre de 2022;1109617.2503330216;1250397.028352062;1369889.3253070728;1356990.1687764912;1256605.7533251585
2022-2023;29;Salud;Centros de Formación Técnica;Técnico en Podología;Septiembre de 2022;716299.9229987353;752915.6541311514;723214.307454617;747899.4847103006;734323.2988169782
2022-2023;30;Tecnología;Centros de Formación Técnica;Técnico en Prevención de Riesgos;Septiembre de 2022;745273.9512109614;770356.0689007737;816458.0262891522;874403.0561975256;947796.7962804358
2022-2023;31;Tecnología;Centros de Formación Técnica;Técnico en Procesos Industriales;Septiembre de 2022;840206.9563084;825971.0348143245;894099.6623836368;1007423.7281188384;1026627.1621022086
2022-2023;32;Ciencias Básicas;Centros de Formación Técnica;Técnico en Química (Análisis e Industrial);Septiembre de 2022;723193.5565813531;787618.4382589952;873027.8299646806;924792.7830287374;971826.3012951849
2022-2023;33;Salud;Centros de Formación Técnica;Técnico en Radiología y Radioterapia;Septiembre de 2022;596037.3550456628;674292.0691613265;671146.553142066;729165.8341712067;728340.442036703
2022-2023;34;Tecnología;Centros de Formación Técnica;Técnico en Refrigeración y Climatización;Septiembre de 2022;790933.3069799133;862040.9678671834;905553.1971596376;946709.0118524941;1092783.4640639054
2022-2023;35;Ciencias Sociales;Centros de Formación Técnica;Técnico en Servicio Social;Septiembre de 2022;647918.6816147494;673607.984006613;684627.2912663326;727406.0708707331;752048.2394355412
2022-2023;36;Tecnología;Centros de Formación Técnica;Técnico en Telecomunicaciones;Septiembre de 2022;786342.1802847447;846523.6691302949;908074.5074391619;964578.8177837104;1032940.9384380494
2022-2023;37;Tecnología;Centros de Formación Técnica;Técnico en Topografía;Septiembre de 2022;835482.4641556346;908989.2087951533;974699.6408548106;1048133.794598166;1133314.2952623763
2022-2023;38;Administración y Comercio;Centros de Formación Técnica;Técnico en Turismo y Hotelería;Septiembre de 2022;573666.1703428599;642529.8214370691;677281.2111570627;727788.0221081667;771449.2197119466
2022-2023;39;Derecho;Centros de Formación Técnica;Técnico Jurídico;Septiembre de 2022;696085.6759443762;754079.5738289701;794729.2202936944;878602.7412729701;882744.0131973164
2022-2023;40;Salud;Centros de Formación Técnica;Técnico Laboratorista Dental;Septiembre de 2022;615611.8013251454;666247.6374056226;713746.0182133741;740742.5858413154;725973.1706288975
2022-2023;41;Agropecuaria;Centros de Formación Técnica;Técnico Veterinario;Septiembre de 2022;585227.1554543693;628841.2440274056;677919.626126839;702689.6088004938;679970.8277607666
2022-2023;42;Administración y Comercio;Institutos Profesionales;Administración de Empresas e Ing. Asociadas;Septiembre de 2022;1115517.5742608646;1167455.592569493;1214625.3581466808;1269446.1259944926;1350532.9362591158
2022-2023;43;Administración y Comercio;Institutos Profesionales;Administración Gastronómica;Septiembre de 2022;642919.214342386;677923.5772214215;690530.6562463073;773402.9160721485;871654.9657005845
2022-2023;44;Ciencias Sociales;Institutos Profesionales;Administración Pública;Septiembre de 2022;1738898.482885835;1796984.9998182468;1848195.9652003478;1881450.2011751106;1905184.0528432906
2022-2023;45;Administración y Comercio;Institutos Profesionales;Administración Turística y Hotelera;Septiembre de 2022;644419.3336784584;679536.8534476223;729574.4451953844;797873.1444568376;868254.4922958455
2022-2023;46;Arte y Arquitectura;Institutos Profesionales;Comunicación Audiovisual y/o Multimedia;Septiembre de 2022;706225.8291659184;796941.3905825048;838298.2261422371;853111.3056855141;921360.8494093145
2022-2023;47;Tecnología;Institutos Profesionales;Construcción Civil;Septiembre de 2022;1036627.8158732475;1111355.2907545075;1213964.1670614767;1322227.3807497227;1439339.0504701664
2022-2023;48;Administración y Comercio;Institutos Profesionales;Contador Auditor;Septiembre de 2022;1011089.7600615668;1124390.0306942759;1205698.9750133113;1314221.1351034895;1403061.5487615422
2022-2023;49;Arte y Arquitectura;Institutos Profesionales;Diseño de Ambientes e Interiores;Septiembre de 2022;768022.9891736923;829927.7421123254;850481.7294022811;929119.5185078187;920180.9255158448
2022-2023;50;Arte y Arquitectura;Institutos Profesionales;Diseño de Vestuario;Septiembre de 2022;752856.0219451154;730336.920705035;775939.7470444948;826726.0699763806;922047.5386026684
2022-2023;51;Arte y Arquitectura;Institutos Profesionales;Diseño Gráfico;Septiembre de 2022;690801.39815687;750738.3514532336;808622.4937034072;864358.2573116894;910133.6259860554
2022-2023;52;Tecnología;Institutos Profesionales;Diseño Industrial;Septiembre de 2022;758462.6378448377;746284.7744138055;854146.3157014685;930142.2258894079;992959.3707860565
2022-2023;53;Agropecuaria;Institutos Profesionales;Ingeniería Agrícola;Septiembre de 2022;779437.5398971024;858915.9566677078;933344.3045920831;989269.5389877065;1081419.4807729044
2022-2023;54;Tecnología;Institutos Profesionales;Ingeniería en Automatización, Instrumentación y Control;Septiembre de 2022;1714643.3667933333;1547134.6770902337;1435291.3479255736;1518924.0756847153;1604452.7137373784
2022-2023;55;Administración y Comercio;Institutos Profesionales;Ingeniería en Comercio Exterior;Septiembre de 2022;975484.9505061887;1013031.1155205535;1204962.649603209;1230086.229652733;1363924.0572680002
2022-2023;56;Tecnología;Institutos Profesionales;Ingeniería en Computación e Informática;Septiembre de 2022;1223437.890030473;1339937.0176051552;1465754.2503993001;1562850.9109872296;1663789.9060941173
2022-2023;57;Tecnología;Institutos Profesionales;Ingeniería en Conectividad y Redes;Septiembre de 2022;1111319.531073895;1259347.021767004;1448508.5218123985;1595988.9061625937;1776336.539649658
2022-2023;58;Tecnología;Institutos Profesionales;Ingeniería en Construcción;Septiembre de 2022;897137.1102312224;1000422.0431621756;1127252.4569512287;1227356.6572039723;1342192.2523403985
2022-2023;59;Tecnología;Institutos Profesionales;Ingeniería en Electricidad;Septiembre de 2022;1090105.1246852812;1234425.6981697779;1371944.2600705898;1540837.196999238;1710977.2129303154
2022-2023;60;Administración y Comercio;Institutos Profesionales;Ingeniería en Finanzas;Septiembre de 2022;1107837.7292667937;1210611.6438289932;1355226.3331856949;1529868.2316843695;1604309.8865520768
2022-2023;61;Tecnología;Institutos Profesionales;Ingeniería en Geomensura y Cartografía;Septiembre de 2022;957144.6666259045;1179286.6976942527;1245546.9384437038;1361092.7681083335;1574788.5321949422
2022-2023;62;Ciencias Sociales;Institutos Profesionales;Ingeniería en Gestión Pública;Septiembre de 2022;1245196.8814453196;1308029.0858924566;1377380.2742263947;1443017.1223185372;1618869.000088794
2022-2023;63;Administración y Comercio;Institutos Profesionales;Ingeniería en Logística;Septiembre de 2022;1195575.0556660742;1230494.6670380502;1267570.5094111424;1418889.375549643;1549184.775181497
2022-2023;64;Administración y Comercio;Institutos Profesionales;Ingeniería en Marketing;Septiembre de 2022;915743.7414431087;1057442.3380774427;1133488.9460705388;1274320.748891819;1382959.6604166003
2022-2023;65;Tecnología;Institutos Profesionales;Ingeniería en Mecánica Automotriz;Septiembre de 2022;924009.2555476127;1012500.5343256044;1103730.6926968088;1196708.1657023125;1274966.9737487957
2022-2023;66;Tecnología;Institutos Profesionales;Ingeniería en Medio Ambiente;Septiembre de 2022;816625.8438546062;848521.2656909999;937416.188985274;1044463.9744404376;1143612.176328772
2022-2023;67;Tecnología;Institutos Profesionales;Ingeniería en Metalurgia;Septiembre de 2022;1152783.9827714057;1147090.778820207;1254198.3338628267;1435479.9511798222;1830425.305133857
2022-2023;68;Tecnología;Institutos Profesionales;Ingeniería en Minas;Septiembre de 2022;1141822.1689988596;1237347.9938538873;1356311.3285899023;1544082.4520033388;1812533.5508397417
2022-2023;69;Tecnología;Institutos Profesionales;Ingeniería en Prevención de Riesgos;Septiembre de 2022;981528.4736495438;995222.0244664883;1061884.8016881063;1132945.8801569198;1232241.4152175223
2022-2023;70;Tecnología;Institutos Profesionales;Ingeniería en Química;Septiembre de 2022;886921.3860368119;984600.2923053175;1011434.1562164901;1074314.4483092183;1213667.77518365
2022-2023;71;Administración y Comercio;Institutos Profesionales;Ingeniería en Recursos Humanos;Septiembre de 2022;1012324.3593580724;1058632.866470381;1128461.0538602062;1177547.9293718142;1282516.0857520334
2022-2023;72;Tecnología;Institutos Profesionales;Ingeniería en Refrigeración y Climatización;Septiembre de 2022;892982.4231916348;1027474.0418830446;1233998.8606221166;1336295.9527227245;1388854.4441121428
2022-2023;73;Tecnología;Institutos Profesionales;Ingeniería en Sonido;Septiembre de 2022;651616.8952512239;716278.64833876;778133.2742147177;791971.3218456499;817264.6141761563
2022-2023;74;Tecnología;Institutos Profesionales;Ingeniería en Telecomunicaciones;Septiembre de 2022;975018.5006765821;1111952.2489767754;1276823.8675463519;1432649.7462862926;1573997.5234335666
2022-2023;75;Tecnología;Institutos Profesionales;Ingeniería Industrial;Septiembre de 2022;1922671.451954086;1624258.315374764;1471488.6504771167;1591571.2265848655;1738999.3377351467
2022-2023;76;Tecnología;Institutos Profesionales;Ingeniería Mecánica;Septiembre de 2022;1143492.5265059555;1288265.4444156066;1359986.7560669389;1476181.3954239143;1565491.1753105756
2022-2023;77;Salud;Institutos Profesionales;Kinesiología;Septiembre de 2022;810150.1790834884;979471.4967991498;958986.7854444545;1021891.1083973821;1062951.4476580878
2022-2023;78;Salud;Institutos Profesionales;Nutrición y Dietética;Septiembre de 2022;744773.0780034012;715308.1153589665;807036.8213847849;841298.3748665549;886258.7845215135
2022-2023;79;Educación;Institutos Profesionales;Psicopedagogía;Septiembre de 2022;720529.817183638;752810.4845466417;811156.450225702;891710.3650205701;965588.9531166808
2022-2023;80;Ciencias Sociales;Institutos Profesionales;Publicidad;Septiembre de 2022;661491.3997462742;758091.7361720229;882418.5395153702;948006.5777207944;1074420.128146407
2022-2023;81;Ciencias Sociales;Institutos Profesionales;Relaciones Públicas;Septiembre de 2022;846521.4821522906;874256.1806530905;1032445.8201205813;995543.3710907408;1045797.059109656
2022-2023;82;Agropecuaria;Institutos Profesionales;Técnico Agropecuario;Septiembre de 2022;681211.5233559976;724906.6324862929;745030.5558170485;782742.4212352226;827347.520612139
2022-2023;83;Educación;Institutos Profesionales;Técnico Asistente del Educador de Párvulos;Septiembre de 2022;565770.0213033247;572215.1935961323;583287.033218504;606532.3447330075;627522.1771748007
2022-2023;84;Educación;Institutos Profesionales;Técnico Asistente del Educador Diferencial;Septiembre de 2022;530755.0056087001;522138.99469817564;545169.2514688467;597786.2110660449;638850.2908522185
2022-2023;85;Salud;Institutos Profesionales;Técnico Dental y Asistente de Odontología;Septiembre de 2022;532957.3484984365;548199.950407989;577150.891351508;596290.8043201041;626292.9317713698
2022-2023;86;Administración y Comercio;Institutos Profesionales;Técnico en Administración de Empresas;Septiembre de 2022;933952.8196767227;940912.6661573232;991887.2998868894;1032990.0542183857;1108330.9034600237
2022-2023;87;Administración y Comercio;Institutos Profesionales;Técnico en Administración de Recursos Humanos y Personal;Septiembre de 2022;787378.965811324;825334.8496735846;883918.0736231839;945180.3593766313;1016268.8433815707
2022-2023;88;Tecnología;Institutos Profesionales;Técnico en Administración de Redes y Soporte;Septiembre de 2022;835362.1969577372;839907.6104899532;906514.07364825;975835.963404092;1062447.8443584037
2022-2023;89;Administración y Comercio;Institutos Profesionales;Técnico en Administración de Ventas;Septiembre de 2022;978296.1805951272;970330.9674300671;1138165.6002489845;1328369.9421693152;1445128.4926046731
2022-2023;90;Administración y Comercio;Institutos Profesionales;Técnico en Administración Financiera y Finanzas;Septiembre de 2022;951885.6041443117;992236.0440970471;1042859.1779796758;1121610.583368652;1205625.2000127076
2022-2023;91;Ciencias Sociales;Institutos Profesionales;Técnico en Administración Pública o Municipal;Septiembre de 2022;1065578.2024371277;1087217.7644047893;1210290.1207953712;1388764.0209768608;1468825.671678198
2022-2023;92;Tecnología;Institutos Profesionales;Técnico en Alimentos;Septiembre de 2022;779549.0091291631;780723.6128832487;839178.4762743006;831384.6269398053;879917.9597185372
2022-2023;93;Administración y Comercio;Institutos Profesionales;Técnico en Comercio Exterior;Septiembre de 2022;838147.7316596477;887962.5931219596;946126.4200698549;1028595.8048776202;1077173.2707940834
2022-2023;94;Tecnología;Institutos Profesionales;Técnico en Computación e Informática;Septiembre de 2022;968023.8573179789;1065438.6886654352;1128804.531027435;1188018.5206205498;1274392.0586328518
2022-2023;95;Arte y Arquitectura;Institutos Profesionales;Técnico en Comunicación Audiovisual;Septiembre de 2022;645071.9889350364;665585.8452179113;726331.6829997606;744745.3472728301;827072.303366733
2022-2023;96;Tecnología;Institutos Profesionales;Técnico en Construcción y Obras Civiles;Septiembre de 2022;824392.0765170258;857794.8818019902;909210.3255093378;968148.8353470899;1037066.3964577178
2022-2023;97;Administración y Comercio;Institutos Profesionales;Técnico en Contabilidad General;Septiembre de 2022;936218.484040896;989813.360145293;1026525.3136793505;1103024.4275209878;1143247.4258555102
2022-2023;98;Administración y Comercio;Institutos Profesionales;Técnico en Contabilidad Tributaria;Septiembre de 2022;864290.6364445499;937440.5783979427;1015772.6674377414;1066064.799375201;1159739.986821517
2022-2023;99;Educación;Institutos Profesionales;Técnico en Deporte, Recreación y Preparación Física;Septiembre de 2022;650609.0041177011;720681.5573584224;725197.5168982532;766951.1900037759;788625.8088257983
2022-2023;100;Arte y Arquitectura;Institutos Profesionales;Técnico en Dibujo Arquitectónico;Septiembre de 2022;741712.4541434142;768395.4641193111;816231.1261510339;852759.0536454892;879884.7093729834
2022-2023;101;Arte y Arquitectura;Institutos Profesionales;Técnico en Diseño Gráfico;Septiembre de 2022;617787.8612573913;658609.8070846121;691830.8132490172;740447.9647469585;762189.8245629201
2022-2023;102;Tecnología;Institutos Profesionales;Técnico en Electricidad y Electricidad Industrial;Septiembre de 2022;878877.8115555083;927496.0087938216;960603.8503182532;1037413.7283647009;1095821.289014369
2022-2023;103;Tecnología;Institutos Profesionales;Técnico en Electromecánica;Septiembre de 2022;805879.5334159882;899940.8784399248;952550.9516083739;1009281.6663094386;1088697.897222368
2022-2023;104;Salud;Institutos Profesionales;Técnico en Enfermería;Septiembre de 2022;646709.2449083978;681066.2971596539;700075.0065430639;725360.3921574914;740275.7869960498
2022-2023;105;Salud;Institutos Profesionales;Técnico en Farmacia;Septiembre de 2022;659426.0334854771;735827.4646871206;729629.9636286407;767200.1856432686;791496.5390664068
2022-2023;106;Arte y Arquitectura;Institutos Profesionales;Técnico en Fotografía;Septiembre de 2022;929110.2458158579;751037.8015920995;822303.8727605463;781921.728177709;914420.7251415662
2022-2023;107;Administración y Comercio;Institutos Profesionales;Técnico en Gastronomía y Cocina;Septiembre de 2022;589914.1952905137;629118.3159769578;626637.4252158902;648280.7417474965;685145.2615866481
2022-2023;108;Ciencias Básicas;Institutos Profesionales;Técnico en Geología;Septiembre de 2022;670312.99553225;733848.1180688799;834213.0414530535;993126.7505600753;1052356.660086353
2022-2023;109;Tecnología;Institutos Profesionales;Técnico en Instrumentación, Automatización y Control Industrial;Septiembre de 2022;1626253.2680994053;1249034.3699591698;1086436.4849601272;1112940.9112583848;1162000.6753825548
2022-2023;110;Salud;Institutos Profesionales;Técnico en Laboratorio Clínico;Septiembre de 2022;572219.2867346894;599796.6379157219;643778.802736846;659282.3363331874;691823.2892202239
2022-2023;111;Administración y Comercio;Institutos Profesionales;Técnico en Logística;Septiembre de 2022;938466.9104879878;1008980.3360421015;1072968.3446058189;1164955.8621085251;1198057.5125603704
2022-2023;112;Tecnología;Institutos Profesionales;Técnico en Mantenimiento Industrial;Septiembre de 2022;841597.8125300524;884602.9926915693;969096.3620115502;1021483.7936130901;1102082.206005272
2022-2023;113;Salud;Institutos Profesionales;Técnico en Masoterapia;Septiembre de 2022;595245.2942978829;608382.3056627748;641179.4957709591;652186.633772675;673975.4811873301
2022-2023;114;Tecnología;Institutos Profesionales;Técnico en Mecánica Automotriz;Septiembre de 2022;738341.1684248237;760098.911896838;808933.5522876387;872882.3595363011;923962.2084910241
2022-2023;115;Tecnología;Institutos Profesionales;Técnico en Minería;Septiembre de 2022;973306.856004983;915327.2108544055;942636.8668692072;986381.0778961938;1089889.3841429553
2022-2023;116;Arte y Arquitectura;Institutos Profesionales;Técnico en Peluquería y Estética;Septiembre de 2022;619737.805626171;604236.6088389093;676446.1109492726;687765.727555038;776717.9987797126
2022-2023;117;Salud;Institutos Profesionales;Técnico en Podología;Septiembre de 2022;808765.857045417;872612.4952219795;904124.5887809688;966323.3962576085;1001095.0200757482
2022-2023;118;Tecnología;Institutos Profesionales;Técnico en Prevención de Riesgos;Septiembre de 2022;869001.5844421763;829535.9089716006;835845.0471819801;859872.2336332285;922215.1156296006
2022-2023;119;Salud;Institutos Profesionales;Técnico en Radiología y Radioterapia;Septiembre de 2022;603503.3255423626;642550.6461084388;679217.1277007533;697072.1378079971;690863.2677957764
2022-2023;120;Ciencias Sociales;Institutos Profesionales;Técnico en Relaciones Públicas;Septiembre de 2022;889169.5381088207;927572.1744658226;901146.0958011197;857741.1877907271;922317.4695944132
2022-2023;121;Ciencias Sociales;Institutos Profesionales;Técnico en Servicio Social;Septiembre de 2022;693254.4455842143;696849.0570952558;734934.0094095498;809161.5886783657;870997.9600418706
2022-2023;122;Tecnología;Institutos Profesionales;Técnico en Sonido;Septiembre de 2022;628278.5201648854;629152.0631029749;629125.5043312296;676342.6261077365;694443.6759062083
2022-2023;123;Tecnología;Institutos Profesionales;Técnico en Telecomunicaciones;Septiembre de 2022;693878.0332898395;804820.9196552486;931022.4785407704;951085.0341164727;1080721.7286273905
2022-2023;124;Tecnología;Institutos Profesionales;Técnico en Topografía;Septiembre de 2022;905212.8816112343;936415.0435755913;1004168.238636448;1110713.4736497346;1214196.6701590354
2022-2023;125;Administración y Comercio;Institutos Profesionales;Técnico en Turismo y Hotelería;Septiembre de 2022;674380.0986281886;648439.149647912;660491.5294495362;671656.2296925549;690691.0126647071
2022-2023;126;Derecho;Institutos Profesionales;Técnico Jurídico;Septiembre de 2022;859534.5057580152;752743.075008023;825585.6165999081;924023.384921625;918996.7490695979
2022-2023;127;Salud;Institutos Profesionales;Técnico Laboratorista Dental;Septiembre de 2022;666965.287302994;677843.2994201428;709938.7663143703;784771.5203176;717729.3455735865
2022-2023;128;Agropecuaria;Institutos Profesionales;Técnico Veterinario;Septiembre de 2022;564323.6268825098;575823.5631317316;632706.2033677275;645921.9861951745;693599.1942932482
2022-2023;129;Salud;Institutos Profesionales;Terapia Ocupacional;Septiembre de 2022;753648.2451753102;843889.9609907856;894047.8255437583;937202.9133268085;1005545.7409924298
2022-2023;130;Ciencias Sociales;Institutos Profesionales;Trabajo Social;Septiembre de 2022;908461.2127933608;975366.3520262899;1031921.4500406034;1096575.236867663;1112762.51128293
2021-2022;1;Administración y Comercio;Centro de Formación Técnica;Secretariado Bilingüe;Septiembre de 2021;648313.7220310834;683113.1813769273;713673.1442350136;752916.2024793974;797181.847761605
2021-2022;2;Agropecuaria;Centro de Formación Técnica;Técnico Agropecuario;Septiembre de 2021;575418.3236891928;602340.4240585011;639654.5860056314;699477.4105083203;777605.1975216486
2021-2022;3;Educación;Centro de Formación Técnica;Técnico Asistente del Educador de Párvulos;Septiembre de 2021;439671.42059467477;454688.149451333;473390.1524645357;493964.51044991415;515558.43566372123
2021-2022;4;Educación;Centro de Formación Técnica;Técnico Asistente del Educador Diferencial;Septiembre de 2021;415210.354457339;422940.54767768964;461428.01194573136;504540.98818486807;538989.1145908087
2021-2022;5;Salud;Centro de Formación Técnica;Técnico Dental y Asistente de Odontología;Septiembre de 2021;478077.70481685974;511887.06001230073;526432.1052906552;553634.2710406231;567676.7666044665
2021-2022;6;Administración y Comercio;Centro de Formación Técnica;Técnico en Administración de Empresas;Septiembre de 2021;714407.1335220428;797792.005505319;843618.9839943486;893595.1262578864;912959.497164554
2021-2022;7;Administración y Comercio;Centro de Formación Técnica;Técnico en Administración de Recursos Humanos y Personal;Septiembre de 2021;660522.4366885421;703865.1449773167;730854.7419776513;748830.0646908096;839386.031209561
2021-2022;8;Tecnología;Centro de Formación Técnica;Técnico en Administración de Redes y Soporte;Septiembre de 2021;631916.1869935609;672353.1750596317;722810.759756084;803077.5948637648;877703.0632737252
2021-2022;9;Administración y Comercio;Centro de Formación Técnica;Técnico en Administración de Ventas;Septiembre de 2021;830959.3220147635;868875.3174712297;1018426.4441438174;1086708.2009932233;1024910.2455774838
2021-2022;10;Administración y Comercio;Centro de Formación Técnica;Técnico en Administración Financiera y Finanzas;Septiembre de 2021;761125.5590831132;866186.4876528243;966458.294937201;1026531.8732464894;1052255.297612007
2021-2022;11;Ciencias Sociales;Centro de Formación Técnica;Técnico en Administración Pública o Municipal;Septiembre de 2021;890432.3894424784;894628.9703974734;903416.7040430598;874397.1740645056;899941.3123672148
2021-2022;12;Administración y Comercio;Centro de Formación Técnica;Técnico en Comercio Exterior;Septiembre de 2021;687542.8376558796;741054.549784835;835395.955143625;891428.2148887876;930584.2233560096
2021-2022;13;Tecnología;Centro de Formación Técnica;Técnico en Computación e Informática;Septiembre de 2021;786707.3253239802;840135.9063398804;945620.1783265285;1053531.6318256008;1090014.5220099445
2021-2022;14;Tecnología;Centro de Formación Técnica;Técnico en Construcción y Obras Civiles;Septiembre de 2021;693977.8601074461;720144.5810703937;781549.0438115336;827238.2735876746;856170.4717884951
2021-2022;15;Administración y Comercio;Centro de Formación Técnica;Técnico en Contabilidad General;Septiembre de 2021;739655.6452781335;785028.4780651695;813668.4706370422;899478.0986848759;929875.525570825
2021-2022;16;Educación;Centro de Formación Técnica;Técnico en Deporte, Recreación y Preparación Física;Septiembre de 2021;553376.1090633816;583171.9419635484;591949.7181668159;597924.8587727735;623313.6515785714
2021-2022;17;Tecnología;Centro de Formación Técnica;Técnico en Electricidad y Electricidad Industrial;Septiembre de 2021;777012.1686858074;815806.952902433;861369.4206692495;881258.2772361377;946382.573449259
2021-2022;18;Tecnología;Centro de Formación Técnica;Técnico en Electrónica y Electrónica Industrial;Septiembre de 2021;615878.6010352777;694879.6165043458;748869.2503627762;893687.2719002855;1026903.2584355124
2021-2022;19;Salud;Centro de Formación Técnica;Técnico en Enfermería;Septiembre de 2021;554886.3102820776;590437.8820553991;624203.6215434774;642722.0823582701;659382.7381432895
2021-2022;20;Salud;Centro de Formación Técnica;Técnico en Farmacia;Septiembre de 2021;629592.6003731363;679820.2191367237;730173.5367379807;760948.9339367151;778343.2458696527
2021-2022;21;Administración y Comercio;Centro de Formación Técnica;Técnico en Gastronomía y Cocina;Septiembre de 2021;517365.182153188;538056.6241279602;552204.3862721056;568438.3303578048;615424.1386974928
2021-2022;22;Tecnología;Centro de Formación Técnica;Técnico en Instrumentación, Automatización y Control Industrial;Septiembre de 2021;828040.3430334645;910659.1774179137;1002938.3431146696;1089396.0711556363;1222849.3843447967
2021-2022;23;Salud;Centro de Formación Técnica;Técnico en Laboratorio Clínico;Septiembre de 2021;523762.61059021787;558802.6616396494;591973.5220283009;637272.3269608055;658964.7245208226
2021-2022;24;Administración y Comercio;Centro de Formación Técnica;Técnico en Logística;Septiembre de 2021;807297.8691568582;860433.390263529;902705.0820417526;940473.9471688834;993247.2374120814
2021-2022;25;Tecnología;Centro de Formación Técnica;Técnico en Mantenimiento Industrial;Septiembre de 2021;781684.2862099535;892200.1061801958;942043.4741603234;1066798.1289347261;1142597.0746187526
