per_sies;id_carr_gen;area_carr;tipo_inst;nom_carr_gen;fecha_act;ipbm_1er_anio;ipbm_2do_anio;ipbm_3er_anio;ipbm_4to_anio;ipbm_5to_anio
2020-2021;19;Tecnología;Centro de Formación Técnica;Técnico en Electrónica y Electrónica Industrial;Septiembre de 2020;577954.9655362214;670388.065237263;773493.2278436803;890798.9961198987;1013051.3271749107
2020-2021;20;Salud;Centro de Formación Técnica;Técnico en Enfermería;Septiembre de 2020;524997.6693198323;559899.6574083358;587667.1685624544;602927.0067934706;629351.2595714519
2020-2021;21;Salud;Centro de Formación Técnica;Técnico en Farmacia;Septiembre de 2020;618166.843640667;663528.9798903253;709571.7778660451;716499.1339775214;646871.2604342992
2020-2021;22;Administración y Comercio;Centro de Formación Técnica;Técnico en Gastronomía y Cocina;Septiembre de 2020;475576.3882006805;496107.531179888;514938.17604225123;538542.4040698659;570089.1223802702
2020-2021;23;Ciencias Básicas;Centro de Formación Técnica;Técnico en Geominería;Septiembre de 2020;666931.3597677045;645247.2331983736;738183.411184163;850121.0426805464;1044271.7234062607
2020-2021;24;Tecnología;Centro de Formación Técnica;Técnico en Instrumentación, Automatización y Control Industrial;Septiembre de 2020;789731.9967062661;876234.0887143768;967413.4210852385;1066897.535026413;1207431.3955533209
2020-2021;25;Salud;Centro de Formación Técnica;Técnico en Laboratorio Clínico;Septiembre de 2020;504727.56988397794;532979.1376593044;572874.7373934011;607657.352127746;620248.2160571244
2020-2021;26;Administración y Comercio;Centro de Formación Técnica;Técnico en Logística;Septiembre de 2020;773606.8018313625;821968.2905211835;882043.3585248552;912929.4640775424;961497.6283076527
2020-2021;27;Tecnología;Centro de Formación Técnica;Técnico en Mantenimiento Industrial;Septiembre de 2020;765133.0292614404;848064.9649992249;927600.4946733745;1013067.5627074906;1135556.9271653844
2020-2021;28;Tecnología;Centro de Formación Técnica;Técnico en Mecánica Automotriz;Septiembre de 2020;669816.6918386383;712186.8118278816;767825.4704545079;841222.8081547241;950026.8793538982
2020-2021;29;Tecnología;Centro de Formación Técnica;Técnico en Mecánica Industrial;Septiembre de 2020;855157.1842670244;869092.3319156927;900366.9874330992;928926.1490404422;991556.3278655662
2020-2021;30;Tecnología;Centro de Formación Técnica;Técnico en Minería y Metalurgia;Septiembre de 2020;1007200.6652552731;893667.5721749758;890581.8320639118;1220385.8326985228;1561804.034050965
2020-2021;31;Salud;Centro de Formación Técnica;Técnico en Podología;Septiembre de 2020;561235.696192578;569703.5759852207;557236.1197322217;604873.3659973961;617005.642032902
2020-2021;32;Tecnología;Centro de Formación Técnica;Técnico en Prevención de Riesgos;Septiembre de 2020;575007.800445866;612914.3569946009;674249.8966177439;751811.0305566041;816281.6558506812
2020-2021;33;Tecnología;Centro de Formación Técnica;Técnico en Procesos Industriales;Septiembre de 2020;651857.1503542138;700580.0327893557;746166.3354730748;829698.5075878665;820390.4451674023
2020-2021;34;Arte y Arquitectura;Centro de Formación Técnica;Técnico en Producción Gráfica y Multimedia;Septiembre de 2020;504277.4613017778;663941.6835666765;737818.3252750784;803491.8533756437;844466.1070855734
2020-2021;35;Ciencias Básicas;Centro de Formación Técnica;Técnico en Química (Análisis e Industrial);Septiembre de 2020;596775.2667557303;657259.2096837091;715265.334130936;749560.9115552726;795753.490049455
2020-2021;36;Salud;Centro de Formación Técnica;Técnico en Radiología y Radioterapia;Septiembre de 2020;465191.8417015712;548951.8123656354;602190.2342225328;602222.2282184943;605900.6777412719
2020-2021;37;Tecnología;Centro de Formación Técnica;Técnico en Refrigeración y Climatización;Septiembre de 2020;664302.0874568842;700155.8837925919;770542.9417916074;835584.0163189722;905212.6770748824
2020-2021;38;Ciencias Sociales;Centro de Formación Técnica;Técnico en Servicio Social;Septiembre de 2020;515098.18272468727;530933.4131174312;578128.7777840215;599514.2113497645;615616.2093013666
2020-2021;39;Tecnología;Centro de Formación Técnica;Técnico en Telecomunicaciones;Septiembre de 2020;611629.5345848111;687004.8204761585;741916.839640952;822481.1760815546;861920.2546322292
2020-2021;40;Salud;Centro de Formación Técnica;Técnico en Terapias Naturales y Naturopatía;Septiembre de 2020;541911.0858952929;579244.5219875254;601781.7175562031;674407.6204446804;681038.8467955444
2020-2021;41;Tecnología;Centro de Formación Técnica;Técnico en Topografía;Septiembre de 2020;680143.6089321916;742333.2546147533;749959.8639381158;839232.2576946232;930250.2401532892
2020-2021;42;Administración y Comercio;Centro de Formación Técnica;Técnico en Turismo y Hotelería;Septiembre de 2020;507748.84612087696;545918.3971502272;579630.315186919;613405.9007290917;649062.7699332248
2020-2021;43;Derecho;Centro de Formación Técnica;Técnico Jurídico;Septiembre de 2020;595835.8176457996;657440.9852040652;673737.9638461747;691552.0470216415;709247.9603175583
2020-2021;44;Salud;Centro de Formación Técnica;Técnico Laboratorista Dental;Septiembre de 2020;510883.07354685414;527184.5616733953;543461.8993782718;580282.9896660252;603121.9952104408
2020-2021;45;Agropecuaria;Centro de Formación Técnica;Técnico Veterinario;Septiembre de 2020;485762.90278520633;503522.3642271499;527023.7133137533;531952.1502298197;565648.4936021507
2020-2021;46;Administración y Comercio;Instituto Profesional;Administración de Empresas e Ing. Asociadas;Septiembre de 2020;880117.9602342924;928390.6822064143;991598.8020660781;1051331.40607624;1149670.3997633802
2020-2021;47;Administración y Comercio;Instituto Profesional;Administración Gastronómica;Septiembre de 2020;495781.70624184696;536914.5600492172;601776.4637473417;653225.2902937661;715263.6085892055
2020-2021;48;Ciencias Sociales;Instituto Profesional;Administración Pública;Septiembre de 2020;1445025.1128719256;1483408.9123167216;1521686.8701869997;1571340.749726373;1643077.4341003664
2020-2021;49;Administración y Comercio;Instituto Profesional;Administración Turística y Hotelera;Septiembre de 2020;511278.5199653811;569965.800277905;624818.6683838245;688363.9507123771;752562.5566188504
2020-2021;50;Arte y Arquitectura;Instituto Profesional;Comunicación Audiovisual y/o Multimedia;Septiembre de 2020;576317.3982319864;597406.7907703907;694596.6685288122;715161.7154334814;752930.7412582231
2020-2021;51;Tecnología;Instituto Profesional;Construcción Civil;Septiembre de 2020;853983.6716667769;951086.6378240105;1055444.5365902176;1175209.9310707436;1255272.3957324033
2020-2021;52;Administración y Comercio;Instituto Profesional;Contador Auditor;Septiembre de 2020;857700.8588915946;947769.7279545548;1042105.326292811;1141356.0748417953;1229621.2744203864
2020-2021;53;Arte y Arquitectura;Instituto Profesional;Diseño de Ambientes e Interiores;Septiembre de 2020;603502.0082108696;623803.5262867692;677512.8773733453;720912.5616784885;792167.5939033545
2020-2021;54;Arte y Arquitectura;Instituto Profesional;Diseño de Vestuario;Septiembre de 2020;553592.9755925434;591377.893543491;677152.2289051252;753543.5551899773;864960.4087089357
2020-2021;55;Arte y Arquitectura;Instituto Profesional;Diseño Gráfico;Septiembre de 2020;572767.2242855295;596592.9901133452;644452.9334847352;695236.2495074878;738251.1390426283
2020-2021;56;Tecnología;Instituto Profesional;Diseño Industrial;Septiembre de 2020;583907.8383827525;637809.4113420834;734319.2715814759;854352.0090528283;896345.3451201548
2020-2021;57;Arte y Arquitectura;Instituto Profesional;Fotografía;Septiembre de 2020;572283.9251282628;602435.2640621244;587317.260308165;609018.5034791285;631099.0825353316
2020-2021;58;Agropecuaria;Instituto Profesional;Ingeniería Agrícola;Septiembre de 2020;638989.2023677973;697987.3095463453;743955.2011682952;792666.287135296;853333.1989165902
2020-2021;59;Administración y Comercio;Instituto Profesional;Ingeniería en Comercio Exterior;Septiembre de 2020;835072.9187976052;860145.736802227;957202.9189803179;977663.3781910638;1071942.0468885181
2020-2021;60;Tecnología;Instituto Profesional;Ingeniería en Computación e Informática;Septiembre de 2020;961076.3825287018;1055830.1182347317;1153291.3197183888;1219731.055768979;1321218.087920842
2020-2021;61;Tecnología;Instituto Profesional;Ingeniería en Conectividad y Redes;Septiembre de 2020;992591.8214181429;1111657.8513912237;1241819.6065016338;1359938.0480519189;1537187.9300974237
2020-2021;62;Tecnología;Instituto Profesional;Ingeniería en Construcción;Septiembre de 2020;772095.5126268469;876337.7198637454;989142.4292061115;1083952.0965335954;1193818.8871315985
2020-2021;63;Tecnología;Instituto Profesional;Ingeniería en Electricidad;Septiembre de 2020;944370.7393823041;1097773.942191182;1230250.9223650687;1349922.292827771;1492225.0094168538
2020-2021;64;Administración y Comercio;Instituto Profesional;Ingeniería en Finanzas;Septiembre de 2020;964083.3737439918;1083384.3477215716;1175725.0779061562;1315177.0189675502;1360867.5850144867
2020-2021;65;Ciencias Sociales;Instituto Profesional;Ingeniería en Gestión Pública;Septiembre de 2020;1039494.8990764421;1095573.4198837487;1210264.7618549308;1347836.7132287156;1482153.3770283265
2020-2021;66;Administración y Comercio;Instituto Profesional;Ingeniería en Logística;Septiembre de 2020;888933.2821457129;996126.2595762074;1058632.4217387582;1164694.0590870392;1181640.145021887
2020-2021;67;Administración y Comercio;Instituto Profesional;Ingeniería en Marketing;Septiembre de 2020;777601.9431210525;910077.3407096523;979937.7910364477;1104240.2263126937;1195713.5610219412
2020-2021;68;Tecnología;Instituto Profesional;Ingeniería en Mecánica Automotriz;Septiembre de 2020;759925.4446504316;842034.7350980149;919786.7618411051;1010115.0559404374;1130415.1368950545
2020-2021;69;Tecnología;Instituto Profesional;Ingeniería en Medio Ambiente;Septiembre de 2020;620551.2933416014;669601.0537725586;777346.5340624404;913758.4592169318;999730.945054
2020-2021;70;Tecnología;Instituto Profesional;Ingeniería en Minas y Metalurgia;Septiembre de 2020;878596.0134339668;1016643.5489037051;1209857.0147210925;1309968.4347276667;1443780.2876640535
2020-2021;71;Tecnología;Instituto Profesional;Ingeniería en Prevención de Riesgos;Septiembre de 2020;755719.1336930451;804853.5676371644;885488.4074730815;991797.5753649779;1099965.245651936
2020-2021;72;Tecnología;Instituto Profesional;Ingeniería en Química;Septiembre de 2020;710567.1634184206;773078.1494710305;870476.9751553595;931113.3366463975;999315.697542072
2020-2021;73;Administración y Comercio;Instituto Profesional;Ingeniería en Recursos Humanos;Septiembre de 2020;803934.7755482205;846466.4579247428;922966.7515355919;986925.9629293834;1059158.7509453376
2020-2021;74;Tecnología;Instituto Profesional;Ingeniería en Refrigeración y Climatización;Septiembre de 2020;803063.3944216379;934803.4724019057;1059765.842704403;1211964.373535545;1139830.6993825582
2020-2021;75;Tecnología;Instituto Profesional;Ingeniería en Sonido;Septiembre de 2020;551313.7874205098;592049.1549772127;632104.8066959654;704329.2959716853;764515.1157369725
2020-2021;76;Tecnología;Instituto Profesional;Ingeniería en Telecomunicaciones;Septiembre de 2020;812380.1701712352;933759.807130873;1071032.566544843;1243345.2133213305;1399462.3742358778
2020-2021;77;Tecnología;Instituto Profesional;Ingeniería Industrial;Septiembre de 2020;1043290.284668002;1108199.8587122506;1227283.321481777;1351533.7049151852;1421809.1806680756
2020-2021;78;Tecnología;Instituto Profesional;Ingeniería Mecánica;Septiembre de 2020;926990.1691683334;1028341.6953172423;1105609.6295560205;1220695.4298284356;1329730.3442744787
2020-2021;79;Salud;Instituto Profesional;Kinesiología;Septiembre de 2020;596664.8839568727;674088.628954254;780923.8859051194;912653.1961133836;931038.5363454504
2020-2021;80;Arte y Arquitectura;Instituto Profesional;Música, Canto o Danza;Septiembre de 2020;696072.477082207;729540.053190591;782999.1463136759;802133.720015838;880900.6884087421
2020-2021;81;Salud;Instituto Profesional;Nutrición y Dietética;Septiembre de 2020;557958.8041865828;588877.1240177414;671383.8561742875;690182.3906868087;746303.7055252632
2020-2021;82;Educación;Instituto Profesional;Pedagogía en Educación de Párvulos;Septiembre de 2020;515492.48506443814;604025.5477448523;651940.4455223252;697814.2576581588;720925.8978034768
2020-2021;83;Educación;Instituto Profesional;Pedagogía en Educación Diferencial;Septiembre de 2020;609393.18606778;724887.2844427285;785291.7763766979;822391.5125196965;866075.7027782754
2020-2021;84;Educación;Instituto Profesional;Pedagogía en Idiomas;Septiembre de 2020;618427.0994363695;657735.3316544346;727450.646392203;790060.2849498712;807839.1628299793
2020-2021;85;Educación;Instituto Profesional;Psicopedagogía;Septiembre de 2020;542015.197716766;634397.4064953066;720684.3445045032;773039.7753784587;807799.0163068189
2020-2021;86;Ciencias Sociales;Instituto Profesional;Publicidad;Septiembre de 2020;550184.0732762642;644876.6497048353;713238.7176662703;802924.3609513537;905655.9008482638
2020-2021;87;Ciencias Sociales;Instituto Profesional;Relaciones Públicas;Septiembre de 2020;691208.5688181547;726505.2271950542;776643.0999071351;785984.6436988392;856254.5480601736
2020-2021;88;Agropecuaria;Instituto Profesional;Técnico Agropecuario;Septiembre de 2020;529833.7594765644;564774.9391589462;589739.9428142203;614018.5111012512;645728.5755377064
2020-2021;89;Educación;Instituto Profesional;Técnico Asistente del Educador de Párvulos;Septiembre de 2020;434937.6895118081;450281.87792461104;459409.8313785009;471511.3416596752;477598.1581608124
2020-2021;90;Educación;Instituto Profesional;Técnico Asistente del Educador Diferencial;Septiembre de 2020;398847.5025195102;410470.6445940548;442175.3639984675;474350.43717618217;519303.5824287502
2020-2021;91;Salud;Instituto Profesional;Técnico Dental y Asistente de Odontología;Septiembre de 2020;416668.06520113687;443318.81693449366;475521.250896739;505521.37551814906;536943.4210545835
2020-2021;92;Administración y Comercio;Instituto Profesional;Técnico en Administración de Empresas;Septiembre de 2020;733261.6263201049;758280.6544701271;813664.757823806;851879.463912419;922989.9202547586
2020-2021;93;Administración y Comercio;Instituto Profesional;Técnico en Administración de Recursos Humanos y Personal;Septiembre de 2020;629497.9301327066;673139.5402326244;734116.4529737132;785539.920624144;838268.2458988819
2020-2021;94;Tecnología;Instituto Profesional;Técnico en Administración de Redes y Soporte;Septiembre de 2020;624963.4587084027;686579.4288983555;752798.8706513954;779703.074948201;856833.4927088225
2020-2021;95;Administración y Comercio;Instituto Profesional;Técnico en Administración de Ventas;Septiembre de 2020;782616.7121614646;957997.744055874;1037167.9091392277;893923.6250374013;838784.0647972286
2020-2021;96;Administración y Comercio;Instituto Profesional;Técnico en Administración Financiera y Finanzas;Septiembre de 2020;749263.7416242051;804328.4121637166;862673.2506934714;923055.1530735828;1007742.4616088414
2020-2021;97;Humanidades;Instituto Profesional;Técnico en Bibliotecas y Centros de Documentación;Septiembre de 2020;566175.3434055903;573934.8151678437;644306.96794284;673200.9031049801;738115.6864201121
2020-2021;98;Administración y Comercio;Instituto Profesional;Técnico en Comercio Exterior;Septiembre de 2020;679064.4918342672;743622.5197854288;788889.4628479887;850096.9675709385;902046.6081902843
2020-2021;99;Tecnología;Instituto Profesional;Técnico en Computación e Informática;Septiembre de 2020;728869.3703573953;786128.1395806209;857329.6255394868;933263.7490294138;980779.2132865994
2020-2021;100;Arte y Arquitectura;Instituto Profesional;Técnico en Comunicación Audiovisual;Septiembre de 2020;538973.9975162118;554233.9671495731;627820.8010799247;686605.7449704017;717377.0060126695
2020-2021;101;Tecnología;Instituto Profesional;Técnico en Construcción y Obras Civiles;Septiembre de 2020;655671.045942973;701910.6895858025;762515.2563301737;829002.3901560125;906978.3572647667
2020-2021;102;Administración y Comercio;Instituto Profesional;Técnico en Contabilidad General;Septiembre de 2020;748976.6437757455;783634.878346581;824740.1961855893;885627.3915178489;953590.801934152
2020-2021;103;Administración y Comercio;Instituto Profesional;Técnico en Contabilidad Tributaria;Septiembre de 2020;736359.7447322794;779447.7868626093;831601.5709499902;911778.183241962;1025916.0324773896
2020-2021;104;Educación;Instituto Profesional;Técnico en Deporte, Recreación y Preparación Física;Septiembre de 2020;560982.6395712685;593112.3084107226;602026.6305288295;641363.3610257544;690384.3521470879
2020-2021;105;Arte y Arquitectura;Instituto Profesional;Técnico en Dibujo Arquitectónico;Septiembre de 2020;578886.586253819;613265.1779634317;650181.5642980819;679680.9831384165;731959.1835811998
2020-2021;106;Arte y Arquitectura;Instituto Profesional;Técnico en Diseño Gráfico;Septiembre de 2020;496855.576740415;518876.0845685419;556774.6174603185;591187.9638728602;593058.596627462
2020-2021;107;Tecnología;Instituto Profesional;Técnico en Electricidad y Electricidad Industrial;Septiembre de 2020;688739.0723807216;731887.0910985332;795543.8338546772;861541.7036274631;915013.618155267
2020-2021;108;Tecnología;Instituto Profesional;Técnico en Electromecánica;Septiembre de 2020;669370.1769159462;745648.1493997113;776347.4671953832;794584.4425970392;873408.6713736681
2020-2021;109;Salud;Instituto Profesional;Técnico en Enfermería;Septiembre de 2020;501711.03194767603;536475.8633302925;558405.1524857244;589113.7571050778;609995.1438141557
2020-2021;110;Arte y Arquitectura;Instituto Profesional;Técnico en Fotografía;Septiembre de 2020;605707.4037503309;514679.6561057987;690802.0700736204;628362.3553857673;705848.622638036
2020-2021;111;Administración y Comercio;Instituto Profesional;Técnico en Gastronomía y Cocina;Septiembre de 2020;448248.1347070596;470907.17918406404;489660.7842267867;520985.7490287015;536144.7583072222
2020-2021;112;Tecnología;Instituto Profesional;Técnico en Instrumentación, Automatización y Control Industrial;Septiembre de 2020;773022.2459755815;748449.7462425241;812466.711904809;948180.1163801182;1012583.3514479784
2020-2021;113;Salud;Instituto Profesional;Técnico en Laboratorio Clínico;Septiembre de 2020;451549.6741161782;477039.2952016332;511708.6903084911;526685.9985858174;549953.227320727
2020-2021;114;Administración y Comercio;Instituto Profesional;Técnico en Logística;Septiembre de 2020;776438.3058672101;831648.1646393173;874214.5981481379;899682.189818974;928670.430955582
2020-2021;115;Tecnología;Instituto Profesional;Técnico en Mantenimiento Industrial;Septiembre de 2020;680090.5082117475;724547.211070314;787065.9277720874;853738.721288112;929737.8874278443
2020-2021;116;Salud;Instituto Profesional;Técnico en Masoterapia;Septiembre de 2020;463978.85505801585;473292.52257333795;493113.2035297376;536212.204865988;586569.1706539133
2020-2021;117;Tecnología;Instituto Profesional;Técnico en Mecánica Automotriz;Septiembre de 2020;584156.1416705176;624650.560146762;688059.9080120125;763899.2869374828;795553.7516107932
2020-2021;118;Arte y Arquitectura;Instituto Profesional;Técnico en Peluquería y Estética;Septiembre de 2020;487638.43084852543;527592.001574064;569218.8237838864;590808.6245883176;624309.3595989237
2020-2021;119;Tecnología;Instituto Profesional;Técnico en Prevención de Riesgos;Septiembre de 2020;608837.1660290362;619628.3830904829;667470.5727314253;715574.8056762456;802711.8511267208
2020-2021;120;Salud;Instituto Profesional;Técnico en Radiología y Radioterapia;Septiembre de 2020;473459.46412627096;498570.4126200031;516571.0388385181;527772.2414599268;550447.6425305782
2020-2021;121;Ciencias Sociales;Instituto Profesional;Técnico en Relaciones Públicas;Septiembre de 2020;650517.8862508399;651572.3748063564;696128.5475546743;754295.3175138141;783602.2524571145
2020-2021;122;Ciencias Sociales;Instituto Profesional;Técnico en Servicio Social;Septiembre de 2020;539422.6790235973;559513.3550221535;619389.6350856324;656236.3362825161;701327.5828721689
2020-2021;123;Tecnología;Instituto Profesional;Técnico en Sonido;Septiembre de 2020;478861.8994420628;509413.415135082;537597.7989186738;595861.8516159644;625961.961378762
2020-2021;124;Tecnología;Instituto Profesional;Técnico en Telecomunicaciones;Septiembre de 2020;626229.003397664;689932.0003851637;742646.3425801196;787252.9493892845;928350.632432347
2020-2021;125;Tecnología;Instituto Profesional;Técnico en Topografía;Septiembre de 2020;689699.5824224974;758243.5118822496;872632.9884663082;1021247.75730312;1117858.2197114981
2020-2021;126;Humanidades;Instituto Profesional;Técnico en Traducción e Interpretariado;Septiembre de 2020;803648.1777129694;714810.2058097856;653147.1315680067;738549.377767146;777446.4770005854
2020-2021;127;Administración y Comercio;Instituto Profesional;Técnico en Turismo y Hotelería;Septiembre de 2020;509297.2473294083;509869.757383329;511912.4482649254;548492.2617453147;597569.3961022643
2020-2021;128;Derecho;Instituto Profesional;Técnico Jurídico;Septiembre de 2020;595774.5017713537;631338.793484504;669832.2264544643;667102.0395595506;708620.3652078592
2020-2021;129;Salud;Instituto Profesional;Técnico Laboratorista Dental;Septiembre de 2020;465296.41296576173;511721.06001217215;551000.386559702;619175.532626488;552495.3997713433
2020-2021;130;Agropecuaria;Instituto Profesional;Técnico Veterinario;Septiembre de 2020;455579.081681355;491131.6277392268;510973.9340378506;527776.1667219655;590955.0944282624
2020-2021;131;Salud;Instituto Profesional;Terapia Ocupacional;Septiembre de 2020;590165.185499224;677300.0456806162;740506.6488712446;783359.021577441;915891.0031584344
2020-2021;132;Ciencias Sociales;Instituto Profesional;Trabajo Social;Septiembre de 2020;766030.256453845;820791.1630380688;842341.3883639215;854681.2273682149;873189.7803533981
2019-2020;1;Administración y Comercio;Centros de Formación Técnica;Secretariado Bilingüe;Septiembre de 2019;576698.8762785913;617215.912074508;643265.8657148986;687037.2059817534;709246.8609796178
2019-2020;2;Salud;Centros de Formación Técnica;Técnico Agente o Visitador Médico;Septiembre de 2019;642214.9761203703;707438.4844662921;795400.00275;781535.3399599999;866821.3709190612
2019-2020;3;Agropecuaria;Centros de Formación Técnica;Técnico Agropecuario;Septiembre de 2019;513454.55240283144;564694.9941731801;623085.244805327;653334.2986169021;719175.0155143901
2019-2020;4;Educación;Centros de Formación Técnica;Técnico Asistente del Educador de Párvulos;Septiembre de 2019;380815.25658163097;398926.76768310415;412856.0252529774;426084.17755156156;447323.61276397435
2019-2020;5;Educación;Centros de Formación Técnica;Técnico Asistente del Educador Diferencial;Septiembre de 2019;376699.90304100787;380018.58828646527;403542.7735018116;417881.0070569581;450209.3655814584
2019-2020;6;Salud;Centros de Formación Técnica;Técnico Dental y Asistente de Odontología;Septiembre de 2019;435390.00592127535;463718.99134438945;477391.1754935452;509700.48823537095;536547.3726368311
2019-2020;7;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración de Empresas;Septiembre de 2019;691103.4356029306;728677.664098394;741956.2998528505;780684.6637121105;855851.8683267122
2019-2020;8;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración de Recursos Humanos y Personal;Septiembre de 2019;590850.8455223525;631544.079882553;657501.3152932134;710740.5991082295;801587.5160916075
2019-2020;9;Tecnología;Centros de Formación Técnica;Técnico en Administración de Redes y Soporte;Septiembre de 2019;541239.6354204545;643184.3398297298;677273.5785023473;742030.5903579853;802697.5425380062
2019-2020;10;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración de Ventas;Septiembre de 2019;799077.6822804726;856335.1885892857;900394.28684543;840538.0809297101;877433.9231827309
2019-2020;11;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración Financiera y Finanzas;Septiembre de 2019;744220.1844208754;834959.164090354;871870.7593287036;880112.5994289772;982104.8792450981
2019-2020;12;Ciencias Sociales;Centros de Formación Técnica;Técnico en Administración Pública o Municipal;Septiembre de 2019;792346.0183980392;767603.13182617;748441.0901315477;684787.6197091503;726419.3107113821
2019-2020;13;Administración y Comercio;Centros de Formación Técnica;Técnico en Comercio Exterior;Septiembre de 2019;641728.2911712877;694560.0390569107;736706.8605290562;785206.1109522816;828268.1943709559
2019-2020;14;Tecnología;Centros de Formación Técnica;Técnico en Computación e Informática;Septiembre de 2019;670546.0955022702;745982.3730169385;800477.3456651071;914928.6287892823;966220.156049431
2019-2020;15;Tecnología;Centros de Formación Técnica;Técnico en Construcción y Obras Civiles;Septiembre de 2019;617942.3508302163;660906.7008084094;706832.8022756332;707371.8914822602;765879.7594854975
2019-2020;16;Administración y Comercio;Centros de Formación Técnica;Técnico en Contabilidad General;Septiembre de 2019;677703.994377179;721550.462023568;763506.4767888082;846921.4607087799;885129.7390851139
2019-2020;17;Educación;Centros de Formación Técnica;Técnico en Deporte, Recreación y Preparación Física;Septiembre de 2019;477664.43374083866;499013.77102330385;536023.8345985438;546830.6548245192;577918.6928819345
2019-2020;18;Arte y Arquitectura;Centros de Formación Técnica;Técnico en Dibujo Arquitectónico;Septiembre de 2019;590155.0862155389;677922.0128781609;708283.8611180554;758570.9886722222;759205.592452285
2019-2020;19;Tecnología;Centros de Formación Técnica;Técnico en Electricidad y Electricidad Industrial;Septiembre de 2019;665907.6123128942;708868.2283355565;774395.9803591658;844966.2986794218;956817.6898658351
2019-2020;20;Tecnología;Centros de Formación Técnica;Técnico en Electrónica y Electrónica Industrial;Septiembre de 2019;573035.4056523495;685172.0530126812;823931.3997012635;897926.8405954416;977399.4006318443
2019-2020;21;Salud;Centros de Formación Técnica;Técnico en Enfermería;Septiembre de 2019;506919.40610789985;536073.607309285;557936.2922912496;582341.483101772;610302.9554415345
2019-2020;22;Salud;Centros de Formación Técnica;Técnico en Farmacia;Septiembre de 2019;616726.6696783089;639993.3212824075;681233.1251897274;593325.6491101851;608071.6245854978
2019-2020;23;Administración y Comercio;Centros de Formación Técnica;Técnico en Gastronomía y Cocina;Septiembre de 2019;445422.3639775031;473087.99375021557;490641.390374767;516963.1402654509;552137.3960236094
2019-2020;24;Ciencias Básicas;Centros de Formación Técnica;Técnico en Geominería;Septiembre de 2019;559735.844628205;623517.3475816498;720733.9811129032;858688.4981805555;946271.4686328125
2019-2020;25;Tecnología;Centros de Formación Técnica;Técnico en Instrumentación, Automatización y Control Industrial;Septiembre de 2019;780941.2582703533;866560.3511191077;962215.7776709334;1076661.8865547047;1179985.0791874328
2019-2020;26;Salud;Centros de Formación Técnica;Técnico en Laboratorio Clínico;Septiembre de 2019;494553.5108798049;529570.8810738693;567048.8784714286;572701.4087085834;594756.805094376
2019-2020;27;Administración y Comercio;Centros de Formación Técnica;Técnico en Logística;Septiembre de 2019;746616.4522709316;797228.6661218215;852565.5715156011;895479.1292385487;970680.3331543078
2019-2020;28;Tecnología;Centros de Formación Técnica;Técnico en Mantenimiento Industrial;Septiembre de 2019;733976.5980488545;855981.7573996279;888847.2167116274;1021517.4075128823;1111451.620183968
2019-2020;29;Tecnología;Centros de Formación Técnica;Técnico en Mecánica Automotriz;Septiembre de 2019;631161.8218362684;689128.8940989824;753208.0174856504;850962.027729577;936385.4098609975
2019-2020;30;Tecnología;Centros de Formación Técnica;Técnico en Mecánica Industrial;Septiembre de 2019;806001.4965652442;831998.787465621;872753.3262487717;900747.4555246406;969486.8533963817
2019-2020;31;Tecnología;Centros de Formación Técnica;Técnico en Minería y Metalurgia;Septiembre de 2019;864405.9255275974;800844.8494087149;1178879.94736049;1252241.3755086581;1784005.4031566866
2019-2020;32;Salud;Centros de Formación Técnica;Técnico en Podología;Septiembre de 2019;535065.9796118538;522025.91758974356;515344.8286601942;610880.3224640522;612450.7638358973
2019-2020;33;Tecnología;Centros de Formación Técnica;Técnico en Prevención de Riesgos;Septiembre de 2019;552749.7771119662;601556.198454575;673426.3290663635;749943.6650241154;811369.9954194371
2019-2020;34;Tecnología;Centros de Formación Técnica;Técnico en Procesos Industriales;Septiembre de 2019;631222.7406096491;661457.7108459916;694752.6641980058;804215.1247708334;760706.727670782
2019-2020;35;Arte y Arquitectura;Centros de Formación Técnica;Técnico en Producción Gráfica y Multimedia;Septiembre de 2019;673213.5894239132;678051.462428256;738719.1009525745;761862.7423441358;878957.6818359928
2019-2020;36;Ciencias Básicas;Centros de Formación Técnica;Técnico en Química (Análisis e Industrial);Septiembre de 2019;575721.3653594609;631485.2045651234;712303.8307761707;756292.9945879432;823484.6071195651
2019-2020;37;Salud;Centros de Formación Técnica;Técnico en Radiología y Radioterapia;Septiembre de 2019;461640.3988515405;540416.9988057851;561276.4364562843;554458.549989855;600253.9123746612
2019-2020;38;Tecnología;Centros de Formación Técnica;Técnico en Refrigeración y Climatización;Septiembre de 2019;625007.0349889846;689635.0145472222;750536.516578269;833418.3503476821;806079.7609738805
2019-2020;39;Ciencias Sociales;Centros de Formación Técnica;Técnico en Servicio Social;Septiembre de 2019;498807.515514174;518710.5226255483;561088.7579020001;547039.2106893063;538116.1455906531
2019-2020;40;Tecnología;Centros de Formación Técnica;Técnico en Telecomunicaciones;Septiembre de 2019;582415.5530007886;659437.7071386698;729035.4629570525;803249.317445519;856987.7282210144
