per_sies;id_carr_gen;area_carr;tipo_inst;nom_carr_gen;coho_mat;tasa_ret_1er_anio;tasa_ret_2do_anio
2021-2022;87;Tecnología;Instituto Profesional;Técnico en Administración de Redes y Soporte;2019;0.6633466135458167;
2021-2022;88;Administración y Comercio;Instituto Profesional;Técnico en Administración de Ventas;2019;0.5793103448275863;
2021-2022;89;Administración y Comercio;Instituto Profesional;Técnico en Administración Financiera y Finanzas;2019;0.7325227963525835;
2021-2022;90;Humanidades;Instituto Profesional;Técnico en Bibliotecas y Centros de Documentación;2019;0.6666666666666666;0.4583333333333333
2021-2022;91;Administración y Comercio;Instituto Profesional;Técnico en Comercio Exterior;2019;0.6919104991394148;
2021-2022;92;Tecnología;Instituto Profesional;Técnico en Computación e Informática;2019;0.624455732946299;
2021-2022;93;Arte y Arquitectura;Instituto Profesional;Técnico en Comunicación Audiovisual;2019;0.5945945945945946;
2021-2022;94;Tecnología;Instituto Profesional;Técnico en Construcción y Obras Civiles;2019;0.6041013956137853;
2021-2022;95;Administración y Comercio;Instituto Profesional;Técnico en Contabilidad General;2019;0.6384217335058214;
2021-2022;96;Administración y Comercio;Instituto Profesional;Técnico en Contabilidad Tributaria;2019;0.765379113018598;
2021-2022;97;Educación;Instituto Profesional;Técnico en Deporte, Recreación y Preparación Física;2019;0.6260280599903242;
2021-2022;98;Arte y Arquitectura;Instituto Profesional;Técnico en Dibujo Arquitectónico;2019;0.597864768683274;
2021-2022;99;Arte y Arquitectura;Instituto Profesional;Técnico en Diseño Gráfico;2019;0.6466876971608833;
2021-2022;100;Tecnología;Instituto Profesional;Técnico en Electricidad y Electricidad Industrial;2019;0.638507718696398;
2021-2022;101;Tecnología;Instituto Profesional;Técnico en Electromecánica;2019;0.6403712296983759;
2021-2022;102;Salud;Instituto Profesional;Técnico en Enfermería;2019;0.7083942015956849;
2021-2022;103;Administración y Comercio;Instituto Profesional;Técnico en Gastronomía y Cocina;2019;0.6636212624584718;
2021-2022;104;Tecnología;Instituto Profesional;Técnico en Instrumentación, Automatización y Control Industrial;2019;0.517467248908297;0.3049490538573508
2021-2022;105;Salud;Instituto Profesional;Técnico en Laboratorio Clínico;2019;0.8306878306878307;
2021-2022;106;Administración y Comercio;Instituto Profesional;Técnico en Logística;2019;0.6159554730983302;
2021-2022;107;Tecnología;Instituto Profesional;Técnico en Mantenimiento Industrial;2019;0.7045454545454546;
2021-2022;108;Salud;Instituto Profesional;Técnico en Masoterapia;2019;0.6442953020134228;
2021-2022;109;Tecnología;Instituto Profesional;Técnico en Mecánica Automotriz;2019;0.666298749080206;
2021-2022;110;Tecnología;Instituto Profesional;Técnico en Minería y Metalurgia;2019;0.5995694294940797;
2021-2022;111;Salud;Instituto Profesional;Técnico en Nutrición y Dietética;2019;0.675;
2021-2022;112;Arte y Arquitectura;Instituto Profesional;Técnico en Peluquería y Estética;2019;0.6644265232974911;
2021-2022;113;Salud;Instituto Profesional;Técnico en Podología;2019;0.7441860465116279;
2021-2022;114;Tecnología;Instituto Profesional;Técnico en Prevención de Riesgos;2019;0.5821501014198783;
2021-2022;115;Salud;Instituto Profesional;Técnico en Radiología y Radioterapia;2019;0.7922077922077922;
2021-2022;116;Ciencias Sociales;Instituto Profesional;Técnico en Relaciones Públicas;2019;0.6600790513833992;
2021-2022;117;Ciencias Sociales;Instituto Profesional;Técnico en Servicio Social;2019;0.7000692680674209;
2021-2022;118;Tecnología;Instituto Profesional;Técnico en Sonido;2019;0.5527210884353742;
2021-2022;119;Tecnología;Instituto Profesional;Técnico en Telecomunicaciones;2019;s/i;
2021-2022;120;Tecnología;Instituto Profesional;Técnico en Topografía;2019;0.6095505617977528;
2021-2022;121;Administración y Comercio;Instituto Profesional;Técnico en Turismo y Hotelería;2019;0.6697635135135135;
2021-2022;122;Derecho;Instituto Profesional;Técnico Jurídico;2019;0.6070038910505836;
2021-2022;123;Salud;Instituto Profesional;Técnico Laboratorista Dental;2019;0.6;
2021-2022;124;Agropecuaria;Instituto Profesional;Técnico Veterinario;2019;0.8135593220338984;
2021-2022;125;Salud;Instituto Profesional;Terapia Ocupacional;2019;0.7437722419928826;0.7153024911032029
2021-2022;126;Ciencias Sociales;Instituto Profesional;Trabajo Social;2019;0.7233140655105973;0.6394767218160831
2020-2021;1;Administración y Comercio;Centro de Formación Técnica;Secretariado Bilingüe;2018;0.7169811320754716;
2020-2021;2;Salud;Centro de Formación Técnica;Técnico Agente o Visitador Médico;2018;s/i;
2020-2021;3;Agropecuaria;Centro de Formación Técnica;Técnico Agropecuario;2018;0.6952764976958525;
2020-2021;4;Educación;Centro de Formación Técnica;Técnico Asistente del Educador de Párvulos;2018;0.7895457658068934;
2020-2021;5;Educación;Centro de Formación Técnica;Técnico Asistente del Educador Diferencial;2018;0.7488864142538976;
2020-2021;6;Salud;Centro de Formación Técnica;Técnico Dental y Asistente de Odontología;2018;0.7502222222222222;
2020-2021;7;Administración y Comercio;Centro de Formación Técnica;Técnico en Administración de Empresas;2018;0.7068881289692233;
2020-2021;8;Administración y Comercio;Centro de Formación Técnica;Técnico en Administración de Recursos Humanos y Personal;2018;0.646978021978022;
2020-2021;9;Tecnología;Centro de Formación Técnica;Técnico en Administración de Redes y Soporte;2018;0.5428571428571428;
2020-2021;10;Administración y Comercio;Centro de Formación Técnica;Técnico en Administración de Ventas;2018;0.6544117647058824;
2020-2021;11;Administración y Comercio;Centro de Formación Técnica;Técnico en Administración Financiera y Finanzas;2018;0.6081081081081081;
2020-2021;12;Ciencias Sociales;Centro de Formación Técnica;Técnico en Administración Pública o Municipal;2018;0.6928838951310862;
2020-2021;13;Administración y Comercio;Centro de Formación Técnica;Técnico en Comercio Exterior;2018;0.6689497716894978;
2020-2021;14;Tecnología;Centro de Formación Técnica;Técnico en Computación e Informática;2018;0.7369308600337268;
2020-2021;15;Tecnología;Centro de Formación Técnica;Técnico en Construcción y Obras Civiles;2018;0.5895702559150169;
2020-2021;16;Administración y Comercio;Centro de Formación Técnica;Técnico en Contabilidad General;2018;0.7154870357393133;
2020-2021;17;Educación;Centro de Formación Técnica;Técnico en Deporte, Recreación y Preparación Física;2018;0.6877593360995851;
2020-2021;18;Tecnología;Centro de Formación Técnica;Técnico en Electricidad y Electricidad Industrial;2018;0.6945863125638406;
2020-2021;19;Tecnología;Centro de Formación Técnica;Técnico en Electrónica y Electrónica Industrial;2018;0.615686274509804;
2020-2021;20;Salud;Centro de Formación Técnica;Técnico en Enfermería;2018;0.7219911060106154;
2020-2021;21;Salud;Centro de Formación Técnica;Técnico en Farmacia;2018;0.765625;
2020-2021;22;Administración y Comercio;Centro de Formación Técnica;Técnico en Gastronomía y Cocina;2018;0.7022022022022022;
2020-2021;23;Ciencias Básicas;Centro de Formación Técnica;Técnico en Geominería;2018;0.7560975609756098;
2020-2021;24;Tecnología;Centro de Formación Técnica;Técnico en Instrumentación, Automatización y Control Industrial;2018;0.6944603083952028;
2020-2021;25;Salud;Centro de Formación Técnica;Técnico en Laboratorio Clínico;2018;0.7828843106180665;
2020-2021;26;Administración y Comercio;Centro de Formación Técnica;Técnico en Logística;2018;0.700990099009901;
2020-2021;27;Tecnología;Centro de Formación Técnica;Técnico en Mantenimiento Industrial;2018;0.7151011935651271;
2020-2021;28;Tecnología;Centro de Formación Técnica;Técnico en Mecánica Automotriz;2018;0.6883928571428571;
2020-2021;29;Tecnología;Centro de Formación Técnica;Técnico en Mecánica Industrial;2018;0.6565040650406504;
2020-2021;30;Tecnología;Centro de Formación Técnica;Técnico en Minería y Metalurgia;2018;0.6658986175115207;
2020-2021;31;Salud;Centro de Formación Técnica;Técnico en Podología;2018;0.8576271186440678;
2020-2021;32;Tecnología;Centro de Formación Técnica;Técnico en Prevención de Riesgos;2018;0.5222052067381318;
2020-2021;33;Tecnología;Centro de Formación Técnica;Técnico en Procesos Industriales;2018;0.6134453781512605;
2020-2021;34;Arte y Arquitectura;Centro de Formación Técnica;Técnico en Producción Gráfica y Multimedia;2018;0.5845272206303725;
2020-2021;35;Ciencias Básicas;Centro de Formación Técnica;Técnico en Química (Análisis e Industrial);2018;0.78125;
2020-2021;36;Salud;Centro de Formación Técnica;Técnico en Radiología y Radioterapia;2018;0.84;
2020-2021;37;Tecnología;Centro de Formación Técnica;Técnico en Refrigeración y Climatización;2018;0.632768361581921;
2020-2021;38;Ciencias Sociales;Centro de Formación Técnica;Técnico en Servicio Social;2018;0.7518987341772152;
2020-2021;39;Tecnología;Centro de Formación Técnica;Técnico en Telecomunicaciones;2018;0.6604414261460102;
2020-2021;40;Salud;Centro de Formación Técnica;Técnico en Terapias Naturales y Naturopatía;2018;0.7237569060773481;
2020-2021;41;Tecnología;Centro de Formación Técnica;Técnico en Topografía;2018;0.6393244873341375;
2020-2021;42;Administración y Comercio;Centro de Formación Técnica;Técnico en Turismo y Hotelería;2018;0.7378964941569283;
2020-2021;43;Derecho;Centro de Formación Técnica;Técnico Jurídico;2018;0.6628175519630485;
2020-2021;44;Salud;Centro de Formación Técnica;Técnico Laboratorista Dental;2018;0.7348837209302326;
2020-2021;45;Agropecuaria;Centro de Formación Técnica;Técnico Veterinario;2018;0.6833333333333333;
2020-2021;46;Administración y Comercio;Instituto Profesional;Administración de Empresas e Ing. Asociadas;2018;0.7007447528774543;0.5429661207089971
2020-2021;47;Administración y Comercio;Instituto Profesional;Administración Gastronómica;2018;0.8277848911651728;0.6807151979565773
2020-2021;48;Ciencias Sociales;Instituto Profesional;Administración Pública;2018;0.8550420168067226;0.7289915966386554
2020-2021;49;Administración y Comercio;Instituto Profesional;Administración Turística y Hotelera;2018;0.8391915641476274;0.7120280948200176
2020-2021;50;Arte y Arquitectura;Instituto Profesional;Comunicación Audiovisual y/o Multimedia;2018;0.7942122186495176;0.6366559485530546
2020-2021;51;Tecnología;Instituto Profesional;Construcción Civil;2018;0.6798831385642737;0.5264681555004136
2020-2021;52;Administración y Comercio;Instituto Profesional;Contador Auditor;2018;0.7606745604592752;0.6240143369175627
2020-2021;53;Arte y Arquitectura;Instituto Profesional;Diseño de Ambientes e Interiores;2018;0.8722222222222222;0.7555555555555555
2020-2021;54;Arte y Arquitectura;Instituto Profesional;Diseño de Vestuario;2018;0.771889400921659;0.6229885057471264
2020-2021;55;Arte y Arquitectura;Instituto Profesional;Diseño Gráfico;2018;0.7429620563035496;0.5902439024390244
2020-2021;56;Tecnología;Instituto Profesional;Diseño Industrial;2018;0.79;0.66
2020-2021;57;Arte y Arquitectura;Instituto Profesional;Fotografía;2018;0.7157360406091371;0.5380710659898477
2020-2021;58;Agropecuaria;Instituto Profesional;Ingeniería Agrícola;2018;0.8068181818181818;0.6798866855524079
2020-2021;59;Administración y Comercio;Instituto Profesional;Ingeniería en Comercio Exterior;2018;0.7745901639344263;0.6421267893660532
2020-2021;60;Tecnología;Instituto Profesional;Ingeniería en Computación e Informática;2018;0.7725099601593626;0.6310987703292344
2020-2021;61;Tecnología;Instituto Profesional;Ingeniería en Conectividad y Redes;2018;0.8418803418803419;0.7628205128205128
2020-2021;62;Tecnología;Instituto Profesional;Ingeniería en Construcción;2018;0.8473429951690822;0.7584541062801933
2020-2021;63;Tecnología;Instituto Profesional;Ingeniería en Electricidad;2018;0.8095238095238095;0.6980255516840883
2020-2021;64;Administración y Comercio;Instituto Profesional;Ingeniería en Finanzas;2018;0.6946902654867256;0.5914454277286135
2020-2021;65;Ciencias Sociales;Instituto Profesional;Ingeniería en Gestión Pública;2018;0.5925925925925926;0.4289544235924933
2020-2021;66;Administración y Comercio;Instituto Profesional;Ingeniería en Logística;2018;0.8360128617363344;0.7170418006430869
2020-2021;67;Administración y Comercio;Instituto Profesional;Ingeniería en Marketing;2018;0.8233532934131736;0.718562874251497
2020-2021;68;Tecnología;Instituto Profesional;Ingeniería en Mecánica Automotriz;2018;0.8178406466512702;0.6888121944204775
2020-2021;69;Tecnología;Instituto Profesional;Ingeniería en Medio Ambiente;2018;0.8777777777777778;0.774074074074074
2020-2021;70;Tecnología;Instituto Profesional;Ingeniería en Minas y Metalurgia;2018;0.7348571428571429;0.634090909090909
2020-2021;71;Tecnología;Instituto Profesional;Ingeniería en Prevención de Riesgos;2018;0.6925630810092962;0.5118577075098815
2020-2021;72;Tecnología;Instituto Profesional;Ingeniería en Química;2018;0.7883211678832117;0.6423357664233577
2020-2021;73;Administración y Comercio;Instituto Profesional;Ingeniería en Recursos Humanos;2018;0.8038360941586749;0.7035745422842197
2020-2021;74;Tecnología;Instituto Profesional;Ingeniería en Refrigeración y Climatización;2018;0.6953125;0.5581395348837209
2020-2021;75;Tecnología;Instituto Profesional;Ingeniería en Sonido;2018;0.7657992565055762;0.6282527881040892
2020-2021;76;Tecnología;Instituto Profesional;Ingeniería en Telecomunicaciones;2018;0.7870182555780934;0.6733870967741935
2020-2021;77;Tecnología;Instituto Profesional;Ingeniería Industrial;2018;0.5494830132939439;0.3857566765578635
2020-2021;78;Tecnología;Instituto Profesional;Ingeniería Mecánica;2018;0.7776510832383124;0.6469920544835415
2020-2021;79;Salud;Instituto Profesional;Kinesiología;2018;0.7863501483679525;0.658753709198813
2020-2021;80;Arte y Arquitectura;Instituto Profesional;Música, Canto o Danza;2018;0.718213058419244;0.47079037800687284
2020-2021;81;Salud;Instituto Profesional;Nutrición y Dietética;2018;0.6428571428571429;0.5355450236966824
2020-2021;82;Educación;Instituto Profesional;Pedagogía en Educación de Párvulos;2018;s/i;
2020-2021;83;Educación;Instituto Profesional;Pedagogía en Educación Diferencial;2018;s/i;
2020-2021;84;Educación;Instituto Profesional;Pedagogía en Idiomas;2018;s/i;
2020-2021;85;Educación;Instituto Profesional;Psicopedagogía;2018;0.7457951070336392;0.6159116863342216
2020-2021;86;Ciencias Sociales;Instituto Profesional;Publicidad;2018;0.7929759704251387;0.6894639556377079
2020-2021;87;Ciencias Sociales;Instituto Profesional;Relaciones Públicas;2018;0.8565217391304348;0.782608695652174
2020-2021;88;Agropecuaria;Instituto Profesional;Técnico Agropecuario;2018;0.7782426778242678;
2020-2021;89;Educación;Instituto Profesional;Técnico Asistente del Educador de Párvulos;2018;0.7570179475379659;
2020-2021;90;Educación;Instituto Profesional;Técnico Asistente del Educador Diferencial;2018;0.729474082482028;
2020-2021;91;Salud;Instituto Profesional;Técnico Dental y Asistente de Odontología;2018;0.7833632555356074;
2020-2021;92;Administración y Comercio;Instituto Profesional;Técnico en Administración de Empresas;2018;0.6863286190640451;
2020-2021;93;Administración y Comercio;Instituto Profesional;Técnico en Administración de Recursos Humanos y Personal;2018;0.7580645161290323;
2020-2021;94;Tecnología;Instituto Profesional;Técnico en Administración de Redes y Soporte;2018;0.6732673267326733;
2020-2021;95;Administración y Comercio;Instituto Profesional;Técnico en Administración de Ventas;2018;0.6216216216216216;
2020-2021;96;Administración y Comercio;Instituto Profesional;Técnico en Administración Financiera y Finanzas;2018;0.7461059190031153;
2020-2021;97;Humanidades;Instituto Profesional;Técnico en Bibliotecas y Centros de Documentación;2018;s/i;
2020-2021;98;Administración y Comercio;Instituto Profesional;Técnico en Comercio Exterior;2018;0.7560192616372392;
2020-2021;99;Tecnología;Instituto Profesional;Técnico en Computación e Informática;2018;0.6671899529042387;
2020-2021;100;Arte y Arquitectura;Instituto Profesional;Técnico en Comunicación Audiovisual;2018;0.7241992882562278;
2020-2021;101;Tecnología;Instituto Profesional;Técnico en Construcción y Obras Civiles;2018;0.6538666666666667;
2020-2021;102;Administración y Comercio;Instituto Profesional;Técnico en Contabilidad General;2018;0.6631578947368421;
2020-2021;103;Administración y Comercio;Instituto Profesional;Técnico en Contabilidad Tributaria;2018;0.8092848180677541;
2020-2021;104;Educación;Instituto Profesional;Técnico en Deporte, Recreación y Preparación Física;2018;0.6794592237243785;
2020-2021;105;Arte y Arquitectura;Instituto Profesional;Técnico en Dibujo Arquitectónico;2018;0.6923076923076923;
2020-2021;106;Arte y Arquitectura;Instituto Profesional;Técnico en Diseño Gráfico;2018;0.6547619047619048;
2020-2021;107;Tecnología;Instituto Profesional;Técnico en Electricidad y Electricidad Industrial;2018;0.6873092019188836;
2020-2021;108;Tecnología;Instituto Profesional;Técnico en Electromecánica;2018;0.75;
2020-2021;109;Salud;Instituto Profesional;Técnico en Enfermería;2018;0.7336776859504133;
2020-2021;110;Arte y Arquitectura;Instituto Profesional;Técnico en Fotografía;2018;0.5611510791366906;
2020-2021;111;Administración y Comercio;Instituto Profesional;Técnico en Gastronomía y Cocina;2018;0.7063829787234043;
2020-2021;112;Tecnología;Instituto Profesional;Técnico en Instrumentación, Automatización y Control Industrial;2018;0.5292134831460674;
2020-2021;113;Salud;Instituto Profesional;Técnico en Laboratorio Clínico;2018;0.8610271903323263;
2020-2021;114;Administración y Comercio;Instituto Profesional;Técnico en Logística;2018;0.7205093833780161;
2020-2021;115;Tecnología;Instituto Profesional;Técnico en Mantenimiento Industrial;2018;0.7049399198931909;
2020-2021;116;Salud;Instituto Profesional;Técnico en Masoterapia;2018;0.6364883401920439;
2020-2021;117;Tecnología;Instituto Profesional;Técnico en Mecánica Automotriz;2018;0.7069320521619766;
2020-2021;118;Arte y Arquitectura;Instituto Profesional;Técnico en Peluquería y Estética;2018;0.7221159974506055;
2020-2021;119;Tecnología;Instituto Profesional;Técnico en Prevención de Riesgos;2018;0.6056458511548332;
2020-2021;120;Salud;Instituto Profesional;Técnico en Radiología y Radioterapia;2018;0.8796992481203008;
2020-2021;121;Ciencias Sociales;Instituto Profesional;Técnico en Relaciones Públicas;2018;0.5987654320987654;
2020-2021;122;Ciencias Sociales;Instituto Profesional;Técnico en Servicio Social;2018;0.7029411764705882;
2020-2021;123;Tecnología;Instituto Profesional;Técnico en Sonido;2018;0.659270998415214;
2020-2021;124;Tecnología;Instituto Profesional;Técnico en Telecomunicaciones;2018;0.7309941520467836;
2020-2021;125;Tecnología;Instituto Profesional;Técnico en Topografía;2018;0.7282850779510023;
2020-2021;126;Humanidades;Instituto Profesional;Técnico en Traducción e Interpretariado;2018;0.47039473684210525;
2020-2021;127;Administración y Comercio;Instituto Profesional;Técnico en Turismo y Hotelería;2018;0.7461724415793715;
2020-2021;128;Derecho;Instituto Profesional;Técnico Jurídico;2018;0.6430817610062893;
2020-2021;129;Salud;Instituto Profesional;Técnico Laboratorista Dental;2018;0.7315789473684211;
2020-2021;130;Agropecuaria;Instituto Profesional;Técnico Veterinario;2018;0.8023715415019763;
2020-2021;131;Salud;Instituto Profesional;Terapia Ocupacional;2018;0.775330396475771;0.6784140969162996
2020-2021;132;Ciencias Sociales;Instituto Profesional;Trabajo Social;2018;0.7437877770315648;0.6422818791946309
2019-2020;1;Administración y Comercio;Centros de Formación Técnica;Secretariado Bilingüe;2017;0.6343042071197411;
2019-2020;2;Salud;Centros de Formación Técnica;Técnico Agente o Visitador Médico;2017;0.6875;
2019-2020;3;Agropecuaria;Centros de Formación Técnica;Técnico Agropecuario;2017;0.6890282131661442;
2019-2020;4;Educación;Centros de Formación Técnica;Técnico Asistente del Educador de Párvulos;2017;0.7591293833131801;
2019-2020;5;Educación;Centros de Formación Técnica;Técnico Asistente del Educador Diferencial;2017;0.76664736537348;
2019-2020;6;Salud;Centros de Formación Técnica;Técnico Dental y Asistente de Odontología;2017;0.7091069849690539;
2019-2020;7;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración de Empresas;2017;0.7065236200034608;
2019-2020;8;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración de Recursos Humanos y Personal;2017;0.654876741693462;
2019-2020;9;Tecnología;Centros de Formación Técnica;Técnico en Administración de Redes y Soporte;2017;0.5802469135802469;
2019-2020;10;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración de Ventas;2017;0.6292134831460674;
2019-2020;11;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración Financiera y Finanzas;2017;0.6307692307692307;
2019-2020;12;Ciencias Sociales;Centros de Formación Técnica;Técnico en Administración Pública o Municipal;2017;0.698019801980198;
2019-2020;13;Administración y Comercio;Centros de Formación Técnica;Técnico en Comercio Exterior;2017;0.6191780821917808;
2019-2020;14;Tecnología;Centros de Formación Técnica;Técnico en Computación e Informática;2017;0.7217694994179278;
2019-2020;15;Tecnología;Centros de Formación Técnica;Técnico en Construcción y Obras Civiles;2017;0.5677469738383444;
2019-2020;16;Administración y Comercio;Centros de Formación Técnica;Técnico en Contabilidad General;2017;0.6963503649635037;
2019-2020;17;Educación;Centros de Formación Técnica;Técnico en Deporte, Recreación y Preparación Física;2017;0.671609006040637;
2019-2020;18;Arte y Arquitectura;Centros de Formación Técnica;Técnico en Dibujo Arquitectónico;2017;;
2019-2020;19;Tecnología;Centros de Formación Técnica;Técnico en Electricidad y Electricidad Industrial;2017;0.6526315789473685;
2019-2020;20;Tecnología;Centros de Formación Técnica;Técnico en Electrónica y Electrónica Industrial;2017;0.648;
2019-2020;21;Salud;Centros de Formación Técnica;Técnico en Enfermería;2017;0.6904298143098299;
2019-2020;22;Salud;Centros de Formación Técnica;Técnico en Farmacia;2017;0.7455621301775148;
2019-2020;23;Administración y Comercio;Centros de Formación Técnica;Técnico en Gastronomía y Cocina;2017;0.681219512195122;
2019-2020;24;Ciencias Básicas;Centros de Formación Técnica;Técnico en Geominería;2017;0.6896551724137931;
2019-2020;25;Tecnología;Centros de Formación Técnica;Técnico en Instrumentación, Automatización y Control Industrial;2017;0.7157330154946365;
2019-2020;26;Salud;Centros de Formación Técnica;Técnico en Laboratorio Clínico;2017;0.7840909090909091;
2019-2020;27;Administración y Comercio;Centros de Formación Técnica;Técnico en Logística;2017;0.7104660045836516;
2019-2020;28;Tecnología;Centros de Formación Técnica;Técnico en Mantenimiento Industrial;2017;0.7470119521912351;
2019-2020;29;Tecnología;Centros de Formación Técnica;Técnico en Mecánica Automotriz;2017;0.6948398576512456;
2019-2020;30;Tecnología;Centros de Formación Técnica;Técnico en Mecánica Industrial;2017;0.7146529562982005;
2019-2020;31;Tecnología;Centros de Formación Técnica;Técnico en Minería y Metalurgia;2017;0.6581818181818182;
2019-2020;32;Salud;Centros de Formación Técnica;Técnico en Podología;2017;0.774798927613941;
2019-2020;33;Tecnología;Centros de Formación Técnica;Técnico en Prevención de Riesgos;2017;0.5227781926811053;
2019-2020;34;Tecnología;Centros de Formación Técnica;Técnico en Procesos Industriales;2017;0.5860215053763441;
2019-2020;35;Arte y Arquitectura;Centros de Formación Técnica;Técnico en Producción Gráfica y Multimedia;2017;0.6324786324786325;
2019-2020;36;Ciencias Básicas;Centros de Formación Técnica;Técnico en Química (Análisis e Industrial);2017;0.7365853658536585;
2019-2020;37;Salud;Centros de Formación Técnica;Técnico en Radiología y Radioterapia;2017;0.6836734693877551;
2019-2020;38;Tecnología;Centros de Formación Técnica;Técnico en Refrigeración y Climatización;2017;0.6209150326797386;
2019-2020;39;Ciencias Sociales;Centros de Formación Técnica;Técnico en Servicio Social;2017;0.7474619289340102;
2019-2020;40;Tecnología;Centros de Formación Técnica;Técnico en Telecomunicaciones;2017;0.5949367088607594;
2019-2020;41;Salud;Centros de Formación Técnica;Técnico en Terapias Naturales y Naturopatía;2017;0.6947791164658634;
2019-2020;42;Tecnología;Centros de Formación Técnica;Técnico en Topografía;2017;0.590778097982709;
2019-2020;43;Administración y Comercio;Centros de Formación Técnica;Técnico en Turismo y Hotelería;2017;0.7246861924686192;
2019-2020;44;Derecho;Centros de Formación Técnica;Técnico Jurídico;2017;0.645083932853717;
2019-2020;45;Salud;Centros de Formación Técnica;Técnico Laboratorista Dental;2017;0.7229437229437229;
2019-2020;46;Agropecuaria;Centros de Formación Técnica;Técnico Veterinario;2017;0.6995614035087719;
2019-2020;47;Arte y Arquitectura;Institutos Profesionales;Actuación y Teatro;2017;0.7063492063492064;0.503968253968254
2019-2020;48;Administración y Comercio;Institutos Profesionales;Administración de Empresas e Ing. Asociadas;2017;0.6616046570488484;0.5040506329113924
2019-2020;49;Administración y Comercio;Institutos Profesionales;Administración Gastronómica;2017;0.7772756617172369;0.6516419832582099
2019-2020;50;Ciencias Sociales;Institutos Profesionales;Administración Pública;2017;0.8711656441717791;0.8159509202453987
2019-2020;51;Administración y Comercio;Institutos Profesionales;Administración Turística y Hotelera;2017;0.8388429752066116;0.7397119341563786
2019-2020;52;Arte y Arquitectura;Institutos Profesionales;Comunicación Audiovisual y/o Multimedia;2017;0.8208955223880597;0.7048092868988391
2019-2020;53;Tecnología;Institutos Profesionales;Construcción Civil;2017;0.67333049766057;0.5392781316348195
2019-2020;54;Administración y Comercio;Institutos Profesionales;Contador Auditor;2017;0.7279867713931376;0.6047953699875982
2019-2020;55;Arte y Arquitectura;Institutos Profesionales;Diseño de Ambientes e Interiores;2017;0.8076923076923077;0.6978021978021978
2019-2020;56;Arte y Arquitectura;Institutos Profesionales;Diseño de Vestuario;2017;0.7512437810945274;0.6253101736972705
2019-2020;57;Arte y Arquitectura;Institutos Profesionales;Diseño Gráfico;2017;0.752710027100271;0.6255924170616114
2019-2020;58;Tecnología;Institutos Profesionales;Diseño Industrial;2017;0.7692307692307693;0.6512820512820513
2019-2020;59;Arte y Arquitectura;Institutos Profesionales;Fotografía;2017;0.7612612612612613;0.49107142857142855
2019-2020;60;Agropecuaria;Institutos Profesionales;Ingeniería Agrícola;2017;0.8482003129890454;0.7198748043818466
2019-2020;61;Administración y Comercio;Institutos Profesionales;Ingeniería en Comercio Exterior;2017;0.7417840375586855;0.6408450704225352
2019-2020;62;Tecnología;Institutos Profesionales;Ingeniería en Computación e Informática;2017;0.7311688311688311;0.5961954172070904
2019-2020;63;Tecnología;Institutos Profesionales;Ingeniería en Conectividad y Redes;2017;0.8179551122194514;0.6932668329177057
2019-2020;64;Tecnología;Institutos Profesionales;Ingeniería en Construcción;2017;0.8403041825095057;0.7542857142857143
2019-2020;65;Tecnología;Institutos Profesionales;Ingeniería en Electricidad;2017;0.7657004830917874;0.6622436670687576
2019-2020;66;Administración y Comercio;Institutos Profesionales;Ingeniería en Finanzas;2017;0.6836158192090396;0.5580736543909348
2019-2020;67;Ciencias Sociales;Institutos Profesionales;Ingeniería en Gestión Pública;2017;0.5695538057742782;0.48429319371727747
2019-2020;68;Administración y Comercio;Institutos Profesionales;Ingeniería en Logística;2017;0.75;0.5576923076923077
2019-2020;69;Administración y Comercio;Institutos Profesionales;Ingeniería en Marketing;2017;0.7931034482758621;0.6923076923076923
2019-2020;70;Tecnología;Institutos Profesionales;Ingeniería en Mecánica Automotriz;2017;0.7976983646274984;0.6850678733031674
2019-2020;71;Tecnología;Institutos Profesionales;Ingeniería en Medio Ambiente;2017;0.8923766816143498;0.8430493273542601
2019-2020;72;Tecnología;Institutos Profesionales;Ingeniería en Minas y Metalurgia;2017;0.7175660160734788;0.6113636363636363
2019-2020;73;Tecnología;Institutos Profesionales;Ingeniería en Prevención de Riesgos;2017;0.7045840407470289;0.5172024816694868
2019-2020;74;Tecnología;Institutos Profesionales;Ingeniería en Química;2017;0.6764705882352942;0.6568627450980392
2019-2020;75;Administración y Comercio;Institutos Profesionales;Ingeniería en Recursos Humanos;2017;0.7714285714285715;0.660670482420278
2019-2020;76;Tecnología;Institutos Profesionales;Ingeniería en Refrigeración y Climatización;2017;0.7222222222222222;0.6388888888888888
2019-2020;77;Tecnología;Institutos Profesionales;Ingeniería en Sonido;2017;0.7489878542510121;0.6169354838709677
2019-2020;78;Tecnología;Institutos Profesionales;Ingeniería en Telecomunicaciones;2017;0.7219101123595506;0.6302521008403361
2019-2020;79;Tecnología;Institutos Profesionales;Ingeniería Industrial;2017;0.5711340206185567;0.36907216494845363
2019-2020;80;Tecnología;Institutos Profesionales;Ingeniería Mecánica;2017;0.7842424242424243;0.678743961352657
2019-2020;81;Salud;Institutos Profesionales;Kinesiología;2017;0.7724550898203593;0.5988023952095808
