per_sies;id_carr_gen;area_carr;tipo_inst;nom_carr_gen;coho_mat;tasa_ret_1er_anio;tasa_ret_2do_anio
2023-2024;123;Tecnología;Instituto Profesional;Técnico en Electricidad y Electricidad Industrial;2021;0.6189788053949904;s/i
2023-2024;124;Tecnología;Instituto Profesional;Técnico en Electromecánica;2021;0.6620370370370371;s/i
2023-2024;126;Salud;Instituto Profesional;Técnico en Enfermería;2021;0.7195969083259955;s/i
2023-2024;127;Salud;Instituto Profesional;Técnico en Farmacia;2021;0.7682291666666666;s/i
2023-2024;129;Administración y Comercio;Instituto Profesional;Técnico en Gastronomía y Cocina;2021;0.6803455723542117;s/i
2023-2024;130;Ciencias Básicas;Instituto Profesional;Técnico en Geología;2021;0.7;s/i
2023-2024;131;Tecnología;Instituto Profesional;Técnico en Instrumentación, Automatización y Control Industrial;2021;0.6224089635854342;s/i
2023-2024;132;Salud;Instituto Profesional;Técnico en Laboratorio Clínico;2021;0.8695652173913043;s/i
2023-2024;133;Administración y Comercio;Instituto Profesional;Técnico en Logística;2021;0.6681000781860829;s/i
2023-2024;134;Tecnología;Instituto Profesional;Técnico en Mantenimiento Industrial;2021;0.6541889483065954;s/i
2023-2024;135;Salud;Instituto Profesional;Técnico en Masoterapia;2021;0.6581395348837209;s/i
2023-2024;136;Tecnología;Instituto Profesional;Técnico en Mecánica Automotriz;2021;0.6495601173020528;s/i
2023-2024;139;Tecnología;Instituto Profesional;Técnico en Minería;2021;0.6548757170172084;s/i
2023-2024;140;Salud;Instituto Profesional;Técnico en Nutrición y Dietética;2021;0.8888888888888888;s/i
2023-2024;141;Arte y Arquitectura;Instituto Profesional;Técnico en Peluquería y Estética;2021;0.6966437177280551;s/i
2023-2024;142;Salud;Instituto Profesional;Técnico en Podología;2021;0.7942857142857143;s/i
2023-2024;143;Tecnología;Instituto Profesional;Técnico en Prevención de Riesgos;2021;0.6203636363636363;s/i
2023-2024;145;Salud;Instituto Profesional;Técnico en Radiología y Radioterapia;2021;0.8176100628930818;s/i
2023-2024;146;Ciencias Sociales;Instituto Profesional;Técnico en Relaciones Públicas;2021;0.7058823529411765;s/i
2023-2024;148;Ciencias Sociales;Instituto Profesional;Técnico en Servicio Social;2021;0.6894833464463677;s/i
2023-2024;149;Tecnología;Instituto Profesional;Técnico en Sonido;2021;0.7067961165048544;s/i
2023-2024;150;Tecnología;Instituto Profesional;Técnico en Telecomunicaciones;2021;0.6751740139211136;s/i
2023-2024;152;Tecnología;Instituto Profesional;Técnico en Topografía;2021;0.60431654676259;s/i
2023-2024;153;Humanidades;Instituto Profesional;Técnico en Traducción e Interpretariado;2021;0.547244094488189;s/i
2023-2024;154;Administración y Comercio;Instituto Profesional;Técnico en Turismo y Hotelería;2021;0.7354925775978407;s/i
2023-2024;155;Derecho;Instituto Profesional;Técnico Jurídico;2021;0.6445035460992907;s/i
2023-2024;156;Salud;Instituto Profesional;Técnico Laboratorista Dental;2021;0.7781954887218046;s/i
2023-2024;157;Agropecuaria;Instituto Profesional;Técnico Veterinario;2021;0.8101694915254237;s/i
2023-2024;158;Salud;Instituto Profesional;Terapia Ocupacional;2021;0.7751937984496124;0.6666666666666666
2023-2024;159;Ciencias Sociales;Instituto Profesional;Trabajo Social;2021;0.729794933655006;0.5952208544532948
2022-2023;1;Administración y Comercio;Centros de Formación Técnica;Secretariado Bilingüe;2020;0.6605504587155964;s/i
2022-2023;2;Agropecuaria;Centros de Formación Técnica;Técnico Agropecuario;2020;0.5921137685843568;s/i
2022-2023;3;Educación;Centros de Formación Técnica;Técnico Asistente del Educador de Párvulos;2020;0.7544837615123606;s/i
2022-2023;4;Educación;Centros de Formación Técnica;Técnico Asistente del Educador Diferencial;2020;0.7048224695283519;s/i
2022-2023;5;Salud;Centros de Formación Técnica;Técnico Dental y Asistente de Odontología;2020;0.7429305912596401;s/i
2022-2023;6;Agropecuaria;Centros de Formación Técnica;Técnico en Acuicultura y Pesca;2020;0.6585365853658537;s/i
2022-2023;7;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración de Empresas;2020;0.6805036395829235;s/i
2022-2023;8;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración de Recursos Humanos y Personal;2020;0.7357293868921776;s/i
2022-2023;9;Tecnología;Centros de Formación Técnica;Técnico en Administración de Redes y Soporte;2020;0.5294117647058824;s/i
2022-2023;10;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración de Ventas;2020;0.6698113207547169;s/i
2022-2023;11;Ciencias Sociales;Centros de Formación Técnica;Técnico en Administración Pública o Municipal;2020;0.5629770992366412;s/i
2022-2023;12;Administración y Comercio;Centros de Formación Técnica;Técnico en Comercio Exterior;2020;0.6909871244635193;s/i
2022-2023;13;Tecnología;Centros de Formación Técnica;Técnico en Computación e Informática;2020;0.6712261846604788;s/i
2022-2023;14;Tecnología;Centros de Formación Técnica;Técnico en Construcción y Obras Civiles;2020;0.5502121640735502;s/i
2022-2023;15;Administración y Comercio;Centros de Formación Técnica;Técnico en Contabilidad General;2020;0.7138075313807531;s/i
2022-2023;16;Educación;Centros de Formación Técnica;Técnico en Deporte, Recreación y Preparación Física;2020;0.5933040614709111;s/i
2022-2023;17;Tecnología;Centros de Formación Técnica;Técnico en Electricidad y Electricidad Industrial;2020;0.5675413022351797;s/i
2022-2023;18;Tecnología;Centros de Formación Técnica;Técnico en Electrónica y Electrónica Industrial;2020;0.4713656387665198;s/i
2022-2023;19;Salud;Centros de Formación Técnica;Técnico en Enfermería;2020;0.7546237244897959;s/i
2022-2023;20;Salud;Centros de Formación Técnica;Técnico en Farmacia;2020;0.7828467153284672;s/i
2022-2023;21;Administración y Comercio;Centros de Formación Técnica;Técnico en Gastronomía y Cocina;2020;0.6404886561954625;s/i
2022-2023;22;Tecnología;Centros de Formación Técnica;Técnico en Instrumentación, Automatización y Control Industrial;2020;0.604776119402985;s/i
2022-2023;23;Salud;Centros de Formación Técnica;Técnico en Laboratorio Clínico;2020;0.82421875;s/i
2022-2023;24;Administración y Comercio;Centros de Formación Técnica;Técnico en Logística;2020;0.6696542893725992;s/i
2022-2023;25;Tecnología;Centros de Formación Técnica;Técnico en Mantenimiento Industrial;2020;0.6211003970504821;s/i
2022-2023;26;Tecnología;Centros de Formación Técnica;Técnico en Mecánica Automotriz;2020;0.5203171456888008;s/i
2022-2023;27;Tecnología;Centros de Formación Técnica;Técnico en Mecánica Industrial;2020;0.5598194130925508;s/i
2022-2023;28;Tecnología;Centros de Formación Técnica;Técnico en Minería;2020;0.7295774647887324;s/i
2022-2023;29;Salud;Centros de Formación Técnica;Técnico en Podología;2020;0.7971014492753623;s/i
2022-2023;30;Tecnología;Centros de Formación Técnica;Técnico en Prevención de Riesgos;2020;0.5740740740740741;s/i
2022-2023;31;Tecnología;Centros de Formación Técnica;Técnico en Procesos Industriales;2020;0.5818181818181818;s/i
2022-2023;32;Ciencias Básicas;Centros de Formación Técnica;Técnico en Química (Análisis e Industrial);2020;0.7290322580645161;s/i
2022-2023;33;Salud;Centros de Formación Técnica;Técnico en Radiología y Radioterapia;2020;0.7777777777777778;s/i
2022-2023;34;Tecnología;Centros de Formación Técnica;Técnico en Refrigeración y Climatización;2020;0.5517241379310345;s/i
2022-2023;35;Ciencias Sociales;Centros de Formación Técnica;Técnico en Servicio Social;2020;0.6848802395209581;s/i
2022-2023;36;Tecnología;Centros de Formación Técnica;Técnico en Telecomunicaciones;2020;0.5678776290630975;s/i
2022-2023;37;Tecnología;Centros de Formación Técnica;Técnico en Topografía;2020;0.6036217303822937;s/i
2022-2023;38;Administración y Comercio;Centros de Formación Técnica;Técnico en Turismo y Hotelería;2020;0.5901005413766435;s/i
2022-2023;39;Derecho;Centros de Formación Técnica;Técnico Jurídico;2020;0.6587301587301587;s/i
2022-2023;40;Salud;Centros de Formación Técnica;Técnico Laboratorista Dental;2020;0.6708074534161491;s/i
2022-2023;41;Agropecuaria;Centros de Formación Técnica;Técnico Veterinario;2020;0.6962552011095701;s/i
2022-2023;42;Administración y Comercio;Institutos Profesionales;Administración de Empresas e Ing. Asociadas;2020;0.7126297995653224;0.5828928399807785
2022-2023;43;Administración y Comercio;Institutos Profesionales;Administración Gastronómica;2020;0.7486136783733827;0.625154130702836
2022-2023;44;Ciencias Sociales;Institutos Profesionales;Administración Pública;2020;0.7867902665121669;0.669364161849711
2022-2023;45;Administración y Comercio;Institutos Profesionales;Administración Turística y Hotelera;2020;0.7804195804195804;0.6424581005586593
2022-2023;46;Arte y Arquitectura;Institutos Profesionales;Comunicación Audiovisual y/o Multimedia;2020;0.8588007736943907;0.7524177949709865
2022-2023;47;Tecnología;Institutos Profesionales;Construcción Civil;2020;0.6440055121727147;0.526124488868696
2022-2023;48;Administración y Comercio;Institutos Profesionales;Contador Auditor;2020;0.7600694444444445;0.5992379632836855
2022-2023;49;Arte y Arquitectura;Institutos Profesionales;Diseño de Ambientes e Interiores;2020;0.8313253012048193;0.7228915662650602
2022-2023;50;Arte y Arquitectura;Institutos Profesionales;Diseño de Vestuario;2020;0.7286432160804021;0.5789473684210527
2022-2023;51;Arte y Arquitectura;Institutos Profesionales;Diseño Gráfico;2020;0.7213622291021672;0.5734157650695518
2022-2023;52;Tecnología;Institutos Profesionales;Diseño Industrial;2020;0.7512437810945274;0.6069651741293532
2022-2023;53;Agropecuaria;Institutos Profesionales;Ingeniería Agrícola;2020;0.7096446700507614;0.5850202429149798
2022-2023;54;Tecnología;Institutos Profesionales;Ingeniería en Automatización, Instrumentación y Control;2020;0.7296786389413988;0.5943396226415094
2022-2023;55;Administración y Comercio;Institutos Profesionales;Ingeniería en Comercio Exterior;2020;0.7982583454281568;0.6710144927536232
2022-2023;56;Tecnología;Institutos Profesionales;Ingeniería en Computación e Informática;2020;0.7094550229809586;0.5860938012463103
2022-2023;57;Tecnología;Institutos Profesionales;Ingeniería en Conectividad y Redes;2020;0.7748571428571429;0.6598173515981736
2022-2023;58;Tecnología;Institutos Profesionales;Ingeniería en Construcción;2020;0.761326860841424;0.6326860841423948
2022-2023;59;Tecnología;Institutos Profesionales;Ingeniería en Electricidad;2020;0.7537848605577689;0.6513105639396346
2022-2023;60;Administración y Comercio;Institutos Profesionales;Ingeniería en Finanzas;2020;0.6782608695652174;0.5434782608695652
2022-2023;61;Tecnología;Institutos Profesionales;Ingeniería en Geomensura y Cartografía;2020;0.6867469879518072;0.6445783132530121
2022-2023;62;Ciencias Sociales;Institutos Profesionales;Ingeniería en Gestión Pública;2020;0.6559485530546624;0.5819935691318328
2022-2023;63;Administración y Comercio;Institutos Profesionales;Ingeniería en Logística;2020;0.7707602339181286;0.656140350877193
2022-2023;64;Administración y Comercio;Institutos Profesionales;Ingeniería en Marketing;2020;0.8054662379421221;0.6768488745980707
2022-2023;65;Tecnología;Institutos Profesionales;Ingeniería en Mecánica Automotriz;2020;0.6875;0.5830105861089595
2022-2023;66;Tecnología;Institutos Profesionales;Ingeniería en Medio Ambiente;2020;0.8118081180811808;0.7121771217712177
2022-2023;67;Tecnología;Institutos Profesionales;Ingeniería en Metalurgia;2020;0.7990430622009569;0.6492890995260664
2022-2023;68;Tecnología;Institutos Profesionales;Ingeniería en Minas;2020;0.7042682926829268;0.5757575757575758
2022-2023;69;Tecnología;Institutos Profesionales;Ingeniería en Prevención de Riesgos;2020;0.7533185840707964;0.5533769063180828
2022-2023;70;Tecnología;Institutos Profesionales;Ingeniería en Química;2020;0.7777777777777778;0.6613756613756614
2022-2023;71;Administración y Comercio;Institutos Profesionales;Ingeniería en Recursos Humanos;2020;0.838160136286201;0.712947189097104
2022-2023;72;Tecnología;Institutos Profesionales;Ingeniería en Refrigeración y Climatización;2020;0.5982142857142857;0.5
2022-2023;73;Tecnología;Institutos Profesionales;Ingeniería en Sonido;2020;0.7573770491803279;0.6491803278688525
2022-2023;74;Tecnología;Institutos Profesionales;Ingeniería en Telecomunicaciones;2020;0.6731141199226306;0.5547024952015355
2022-2023;75;Tecnología;Institutos Profesionales;Ingeniería Industrial;2020;0.629570747217806;0.4688995215311005
2022-2023;76;Tecnología;Institutos Profesionales;Ingeniería Mecánica;2020;0.6733668341708543;0.553
2022-2023;77;Salud;Institutos Profesionales;Kinesiología;2020;0.7095238095238096;0.6285714285714286
2022-2023;78;Salud;Institutos Profesionales;Nutrición y Dietética;2020;0.6804123711340206;0.6391752577319587
2022-2023;79;Educación;Institutos Profesionales;Psicopedagogía;2020;0.7405817835002384;0.6463588767253688
2022-2023;80;Ciencias Sociales;Institutos Profesionales;Publicidad;2020;0.7903225806451613;0.7096774193548387
2022-2023;81;Ciencias Sociales;Institutos Profesionales;Relaciones Públicas;2020;0.8242677824267782;0.694560669456067
2022-2023;82;Agropecuaria;Institutos Profesionales;Técnico Agropecuario;2020;0.6090425531914894;s/i
2022-2023;83;Educación;Institutos Profesionales;Técnico Asistente del Educador de Párvulos;2020;0.7190325497287523;s/i
2022-2023;84;Educación;Institutos Profesionales;Técnico Asistente del Educador Diferencial;2020;0.7083900226757369;s/i
2022-2023;85;Salud;Institutos Profesionales;Técnico Dental y Asistente de Odontología;2020;0.7410220994475138;s/i
2022-2023;86;Administración y Comercio;Institutos Profesionales;Técnico en Administración de Empresas;2020;0.6575170434158594;s/i
2022-2023;87;Administración y Comercio;Institutos Profesionales;Técnico en Administración de Recursos Humanos y Personal;2020;0.7504854368932039;s/i
2022-2023;88;Tecnología;Institutos Profesionales;Técnico en Administración de Redes y Soporte;2020;0.623342175066313;s/i
2022-2023;89;Administración y Comercio;Institutos Profesionales;Técnico en Administración de Ventas;2020;0.6521739130434783;s/i
2022-2023;90;Administración y Comercio;Institutos Profesionales;Técnico en Administración Financiera y Finanzas;2020;0.7246621621621622;s/i
2022-2023;91;Ciencias Sociales;Institutos Profesionales;Técnico en Administración Pública o Municipal;2020;0.6646489104116223;s/i
2022-2023;92;Tecnología;Institutos Profesionales;Técnico en Alimentos;2020;0.8095238095238095;s/i
2022-2023;93;Administración y Comercio;Institutos Profesionales;Técnico en Comercio Exterior;2020;0.7092511013215859;s/i
2022-2023;94;Tecnología;Institutos Profesionales;Técnico en Computación e Informática;2020;0.6123160340821069;s/i
2022-2023;95;Arte y Arquitectura;Institutos Profesionales;Técnico en Comunicación Audiovisual;2020;0.6193181818181818;s/i
2022-2023;96;Tecnología;Institutos Profesionales;Técnico en Construcción y Obras Civiles;2020;0.5513100436681223;s/i
2022-2023;97;Administración y Comercio;Institutos Profesionales;Técnico en Contabilidad General;2020;0.6551459293394777;s/i
2022-2023;98;Administración y Comercio;Institutos Profesionales;Técnico en Contabilidad Tributaria;2020;0.7828685258964143;s/i
2022-2023;99;Educación;Institutos Profesionales;Técnico en Deporte, Recreación y Preparación Física;2020;0.6012539184952979;s/i
2022-2023;100;Arte y Arquitectura;Institutos Profesionales;Técnico en Dibujo Arquitectónico;2020;0.5814977973568282;s/i
2022-2023;101;Arte y Arquitectura;Institutos Profesionales;Técnico en Diseño Gráfico;2020;0.6007751937984496;s/i
2022-2023;102;Tecnología;Institutos Profesionales;Técnico en Electricidad y Electricidad Industrial;2020;0.5931818181818181;s/i
2022-2023;103;Tecnología;Institutos Profesionales;Técnico en Electromecánica;2020;0.6168831168831169;s/i
2022-2023;104;Salud;Institutos Profesionales;Técnico en Enfermería;2020;0.6955808080808081;s/i
2022-2023;105;Salud;Institutos Profesionales;Técnico en Farmacia;2020;0.7391304347826086;s/i
2022-2023;106;Arte y Arquitectura;Institutos Profesionales;Técnico en Fotografía;2020;0.5857142857142857;s/i
2022-2023;107;Administración y Comercio;Institutos Profesionales;Técnico en Gastronomía y Cocina;2020;0.5985401459854015;s/i
2022-2023;108;Ciencias Básicas;Institutos Profesionales;Técnico en Geología;2020;0.6041666666666666;s/i
2022-2023;109;Tecnología;Institutos Profesionales;Técnico en Instrumentación, Automatización y Control Industrial;2020;0.6108022239872914;s/i
2022-2023;110;Salud;Institutos Profesionales;Técnico en Laboratorio Clínico;2020;0.7938144329896907;s/i
2022-2023;111;Administración y Comercio;Institutos Profesionales;Técnico en Logística;2020;0.6295;s/i
2022-2023;112;Tecnología;Institutos Profesionales;Técnico en Mantenimiento Industrial;2020;0.587171052631579;s/i
2022-2023;113;Salud;Institutos Profesionales;Técnico en Masoterapia;2020;0.5432835820895522;s/i
2022-2023;114;Tecnología;Institutos Profesionales;Técnico en Mecánica Automotriz;2020;0.5585903083700441;s/i
2022-2023;115;Tecnología;Institutos Profesionales;Técnico en Minería;2020;0.5942211055276382;s/i
2022-2023;116;Arte y Arquitectura;Institutos Profesionales;Técnico en Peluquería y Estética;2020;0.6201445347786811;s/i
2022-2023;117;Salud;Institutos Profesionales;Técnico en Podología;2020;0.7242647058823529;s/i
2022-2023;118;Tecnología;Institutos Profesionales;Técnico en Prevención de Riesgos;2020;0.5905947441217151;s/i
2022-2023;119;Salud;Institutos Profesionales;Técnico en Radiología y Radioterapia;2020;0.8275862068965517;s/i
2022-2023;120;Ciencias Sociales;Institutos Profesionales;Técnico en Relaciones Públicas;2020;0.6396396396396397;s/i
2022-2023;121;Ciencias Sociales;Institutos Profesionales;Técnico en Servicio Social;2020;0.6741474788691344;s/i
2022-2023;122;Tecnología;Institutos Profesionales;Técnico en Sonido;2020;0.5926640926640927;s/i
2022-2023;123;Tecnología;Institutos Profesionales;Técnico en Telecomunicaciones;2020;0.4791666666666667;s/i
2022-2023;124;Tecnología;Institutos Profesionales;Técnico en Topografía;2020;0.6117216117216118;s/i
2022-2023;125;Administración y Comercio;Institutos Profesionales;Técnico en Turismo y Hotelería;2020;0.6914498141263941;s/i
2022-2023;126;Derecho;Institutos Profesionales;Técnico Jurídico;2020;0.6721311475409836;s/i
2022-2023;127;Salud;Institutos Profesionales;Técnico Laboratorista Dental;2020;0.6610169491525424;s/i
2022-2023;128;Agropecuaria;Institutos Profesionales;Técnico Veterinario;2020;0.8188976377952756;s/i
2022-2023;129;Salud;Institutos Profesionales;Terapia Ocupacional;2020;0.7803030303030303;0.7070707070707071
2022-2023;130;Ciencias Sociales;Institutos Profesionales;Trabajo Social;2020;0.7507660878447395;0.6573664511738687
2021-2022;1;Administración y Comercio;Centro de Formación Técnica;Secretariado Bilingüe;2019;0.735632183908046;
2021-2022;2;Agropecuaria;Centro de Formación Técnica;Técnico Agropecuario;2019;0.6564383561643835;
2021-2022;3;Educación;Centro de Formación Técnica;Técnico Asistente del Educador de Párvulos;2019;0.7643908969210174;
2021-2022;4;Educación;Centro de Formación Técnica;Técnico Asistente del Educador Diferencial;2019;0.7644009216589862;
2021-2022;5;Salud;Centro de Formación Técnica;Técnico Dental y Asistente de Odontología;2019;0.7515673981191222;
2021-2022;6;Administración y Comercio;Centro de Formación Técnica;Técnico en Administración de Empresas;2019;0.6770058553568603;
2021-2022;7;Administración y Comercio;Centro de Formación Técnica;Técnico en Administración de Recursos Humanos y Personal;2019;0.6933333333333334;
2021-2022;8;Tecnología;Centro de Formación Técnica;Técnico en Administración de Redes y Soporte;2019;0.5818181818181818;
2021-2022;9;Administración y Comercio;Centro de Formación Técnica;Técnico en Administración de Ventas;2019;0.580952380952381;
2021-2022;10;Administración y Comercio;Centro de Formación Técnica;Técnico en Administración Financiera y Finanzas;2019;0.6351351351351351;
2021-2022;11;Ciencias Sociales;Centro de Formación Técnica;Técnico en Administración Pública o Municipal;2019;0.6268292682926829;
2021-2022;12;Administración y Comercio;Centro de Formación Técnica;Técnico en Comercio Exterior;2019;0.5909090909090909;
2021-2022;13;Tecnología;Centro de Formación Técnica;Técnico en Computación e Informática;2019;0.714429361488185;
2021-2022;14;Tecnología;Centro de Formación Técnica;Técnico en Construcción y Obras Civiles;2019;0.527604416706673;
2021-2022;15;Administración y Comercio;Centro de Formación Técnica;Técnico en Contabilidad General;2019;0.7122708039492243;
2021-2022;16;Educación;Centro de Formación Técnica;Técnico en Deporte, Recreación y Preparación Física;2019;0.6400414937759336;
2021-2022;17;Tecnología;Centro de Formación Técnica;Técnico en Electricidad y Electricidad Industrial;2019;0.6437043795620438;
2021-2022;18;Tecnología;Centro de Formación Técnica;Técnico en Electrónica y Electrónica Industrial;2019;0.6487603305785123;
2021-2022;19;Salud;Centro de Formación Técnica;Técnico en Enfermería;2019;0.7075499850790808;
2021-2022;20;Salud;Centro de Formación Técnica;Técnico en Farmacia;2019;0.7619047619047619;
2021-2022;21;Administración y Comercio;Centro de Formación Técnica;Técnico en Gastronomía y Cocina;2019;0.6620621608288111;
2021-2022;22;Tecnología;Centro de Formación Técnica;Técnico en Instrumentación, Automatización y Control Industrial;2019;0.6831626848691695;
2021-2022;23;Salud;Centro de Formación Técnica;Técnico en Laboratorio Clínico;2019;0.7711864406779662;
2021-2022;24;Administración y Comercio;Centro de Formación Técnica;Técnico en Logística;2019;0.6664705882352941;
2021-2022;25;Tecnología;Centro de Formación Técnica;Técnico en Mantenimiento Industrial;2019;0.669165885660731;
2021-2022;26;Tecnología;Centro de Formación Técnica;Técnico en Mecánica Automotriz;2019;0.6449069694102807;
2021-2022;27;Tecnología;Centro de Formación Técnica;Técnico en Mecánica Industrial;2019;0.6179337231968811;
2021-2022;28;Tecnología;Centro de Formación Técnica;Técnico en Minería y Metalurgia;2019;0.6548856548856549;
2021-2022;29;Salud;Centro de Formación Técnica;Técnico en Podología;2019;0.7155172413793104;
2021-2022;30;Tecnología;Centro de Formación Técnica;Técnico en Prevención de Riesgos;2019;0.5748663101604278;
2021-2022;31;Tecnología;Centro de Formación Técnica;Técnico en Procesos Industriales;2019;0.389937106918239;
2021-2022;32;Arte y Arquitectura;Centro de Formación Técnica;Técnico en Producción Gráfica y Multimedia;2019;0.6208333333333333;
2021-2022;33;Ciencias Básicas;Centro de Formación Técnica;Técnico en Química (Análisis e Industrial);2019;0.6772486772486772;
2021-2022;34;Salud;Centro de Formación Técnica;Técnico en Radiología y Radioterapia;2019;0.8217821782178217;
2021-2022;35;Tecnología;Centro de Formación Técnica;Técnico en Refrigeración y Climatización;2019;0.6229508196721312;
2021-2022;36;Ciencias Sociales;Centro de Formación Técnica;Técnico en Servicio Social;2019;0.7766450417052827;
2021-2022;37;Tecnología;Centro de Formación Técnica;Técnico en Telecomunicaciones;2019;0.5608465608465608;
2021-2022;38;Salud;Centro de Formación Técnica;Técnico en Terapias Naturales y Naturopatía;2019;0.5345911949685535;
2021-2022;39;Tecnología;Centro de Formación Técnica;Técnico en Topografía;2019;0.6209912536443148;
2021-2022;40;Administración y Comercio;Centro de Formación Técnica;Técnico en Turismo y Hotelería;2019;0.6742424242424242;
2021-2022;41;Derecho;Centro de Formación Técnica;Técnico Jurídico;2019;0.7028985507246377;
2021-2022;42;Salud;Centro de Formación Técnica;Técnico Laboratorista Dental;2019;0.7824074074074074;
2021-2022;43;Agropecuaria;Centro de Formación Técnica;Técnico Veterinario;2019;0.6475903614457831;
2021-2022;44;Administración y Comercio;Instituto Profesional;Administración de Empresas e Ing. Asociadas;2019;0.6879828326180257;0.5919330615747693
2021-2022;45;Administración y Comercio;Instituto Profesional;Administración Gastronómica;2019;0.7620464009518144;0.6035714285714285
2021-2022;46;Ciencias Sociales;Instituto Profesional;Administración Pública;2019;0.8108504398826979;0.7008797653958945
2021-2022;47;Administración y Comercio;Instituto Profesional;Administración Turística y Hotelera;2019;0.7808599167822469;0.6894882434301521
2021-2022;48;Arte y Arquitectura;Instituto Profesional;Comunicación Audiovisual y/o Multimedia;2019;0.7618270799347472;0.6737357259380098
2021-2022;49;Tecnología;Instituto Profesional;Construcción Civil;2019;0.6528565198430004;0.5484571925249891
2021-2022;50;Administración y Comercio;Instituto Profesional;Contador Auditor;2019;0.7368597254770672;0.6522757697456493
2021-2022;51;Arte y Arquitectura;Instituto Profesional;Diseño de Ambientes e Interiores;2019;0.7894736842105263;0.7263157894736842
2021-2022;52;Arte y Arquitectura;Instituto Profesional;Diseño de Vestuario;2019;0.7148846960167715;0.6184486373165619
2021-2022;53;Arte y Arquitectura;Instituto Profesional;Diseño Gráfico;2019;0.7372116349047142;0.5827086456771614
2021-2022;54;Tecnología;Instituto Profesional;Diseño Industrial;2019;0.7239583333333334;0.5989583333333334
2021-2022;55;Agropecuaria;Instituto Profesional;Ingeniería Agrícola;2019;0.8085585585585585;0.6987681970884658
2021-2022;56;Tecnología;Instituto Profesional;Ingeniería en Automatización, Instrumentación y Control;2019;0.44680851063829785;0.3723404255319149
2021-2022;57;Administración y Comercio;Instituto Profesional;Ingeniería en Comercio Exterior;2019;0.782608695652174;0.689922480620155
2021-2022;58;Tecnología;Instituto Profesional;Ingeniería en Computación e Informática;2019;0.723540731237973;0.6252807186397177
2021-2022;59;Tecnología;Instituto Profesional;Ingeniería en Conectividad y Redes;2019;0.8200734394124847;0.7148102815177478
2021-2022;60;Tecnología;Instituto Profesional;Ingeniería en Construcción;2019;0.803921568627451;0.695829926410466
2021-2022;61;Tecnología;Instituto Profesional;Ingeniería en Electricidad;2019;0.7927350427350427;0.7104700854700855
2021-2022;62;Administración y Comercio;Instituto Profesional;Ingeniería en Finanzas;2019;0.7167487684729064;0.6098765432098765
2021-2022;63;Ciencias Sociales;Instituto Profesional;Ingeniería en Gestión Pública;2019;0.5638629283489096;0.5108359133126935
2021-2022;64;Administración y Comercio;Instituto Profesional;Ingeniería en Logística;2019;0.8316062176165803;0.7590673575129534
2021-2022;65;Administración y Comercio;Instituto Profesional;Ingeniería en Marketing;2019;0.7925531914893617;0.7198581560283688
2021-2022;66;Tecnología;Instituto Profesional;Ingeniería en Mecánica Automotriz;2019;0.7774798927613941;0.6440995450896441
2021-2022;67;Tecnología;Instituto Profesional;Ingeniería en Medio Ambiente;2019;0.8011869436201781;0.7596439169139466
2021-2022;68;Tecnología;Instituto Profesional;Ingeniería en Minas y Metalurgia;2019;0.7176470588235294;0.6326963906581741
2021-2022;69;Tecnología;Instituto Profesional;Ingeniería en Prevención de Riesgos;2019;0.7100550964187328;0.5494505494505495
2021-2022;70;Tecnología;Instituto Profesional;Ingeniería en Química;2019;0.7142857142857143;0.6808510638297872
2021-2022;71;Administración y Comercio;Instituto Profesional;Ingeniería en Recursos Humanos;2019;0.7973856209150327;0.7213352685050798
2021-2022;72;Tecnología;Instituto Profesional;Ingeniería en Refrigeración y Climatización;2019;0.7441860465116279;0.6434108527131783
2021-2022;73;Administración y Comercio;Instituto Profesional;Ingeniería en Seguridad Privada;2019;0.8842257597684515;0.7149059334298119
2021-2022;74;Tecnología;Instituto Profesional;Ingeniería en Telecomunicaciones;2019;0.7705977382875606;0.635483870967742
2021-2022;75;Tecnología;Instituto Profesional;Ingeniería Industrial;2019;0.5896464646464646;0.46365914786967416
2021-2022;76;Tecnología;Instituto Profesional;Ingeniería Mecánica;2019;0.738;0.6217821782178218
2021-2022;77;Salud;Instituto Profesional;Kinesiología;2019;0.7272727272727273;0.6844919786096256
2021-2022;78;Educación;Instituto Profesional;Psicopedagogía;2019;0.6855452240067624;0.6023638666103841
2021-2022;79;Ciencias Sociales;Instituto Profesional;Publicidad;2019;0.7412587412587412;0.675392670157068
2021-2022;80;Ciencias Sociales;Instituto Profesional;Relaciones Públicas;2019;0.7820069204152249;0.6782006920415224
2021-2022;81;Agropecuaria;Instituto Profesional;Técnico Agropecuario;2019;0.6370967741935484;
2021-2022;82;Educación;Instituto Profesional;Técnico Asistente del Educador de Párvulos;2019;0.7169016663614722;
2021-2022;83;Educación;Instituto Profesional;Técnico Asistente del Educador Diferencial;2019;0.7316118935837246;
2021-2022;84;Salud;Instituto Profesional;Técnico Dental y Asistente de Odontología;2019;0.758444869343531;
2021-2022;85;Administración y Comercio;Instituto Profesional;Técnico en Administración de Empresas;2019;0.6451988926125601;
2021-2022;86;Administración y Comercio;Instituto Profesional;Técnico en Administración de Recursos Humanos y Personal;2019;0.6956806282722513;
