per_sies;cod_ies;total_mujeres;total_hombres;total_gral;prom_edad_mujeres;prom_edad_hombres;prom_edad_inst;num_acad_1_inst;num_acad_2_inst;num_acad_3_mas_inst;num_acad_nform_doctor;num_acad_nform_magister;num_acad_nform_esp_med_odo;num_acad_nform_tit_prof;num_acad_nform_licencia;num_acad_nform_tns;num_acad_nform_tnm;num_acad_nform_ens_media;num_acad_nform_stit_sgra;num_acad_nform_sin_info;num_acad_reg_ar_pa;num_acad_reg_tarap;num_acad_reg_antof;num_acad_reg_ataca;num_acad_reg_coqui;num_acad_reg_valpo;num_acad_reg_metro;num_acad_reg_ohigg;num_acad_reg_maule;num_acad_reg_nuble;num_acad_reg_biobi;num_acad_reg_arau;num_acad_reg_losri;num_acad_reg_losla;num_acad_reg_aysen;num_acad_reg_magal;num_acad_reg_sin_inf;num_acad_nac_chile;num_acad_nac_extra;prom_gral_hrs_acad;prom_muj_hrs_acad;prom_hom_hrs_acad;num_acad_hrs_menos_11;num_acad_hrs_ent_11_22;num_acad_hrs_ent_23_38;num_acad_hrs_mas_38;num_acad_hrs_sin_info
PAC_2022;260;1501;1138;2639;41.4163890739507;42.0272407732865;41.679802955665;506;471;319;15;384;5;1681;310;240;1;2;;1;86;127;112;64;206;159;487;143;236;129;276;225;101;209;;79;;2611;28;13.0372413793103;14.1726982011992;11.5395957820738;1646;484;269;240;
PAC_2022;273;8;6;14;40.125;48;43.5;3;4;;1;2;;11;;;;;;;;;;;;;;;14;;;;;;;;;14;;4;4;4;14;;;;
PAC_2022;280;130;109;239;41.6923076923077;44.5504587155963;42.9958158995816;38;45;28;4;51;;170;10;4;;;;;;;;;;59;;39;21;;21;17;37;3;42;;;234;5;10.4225941422594;11.4692307692308;9.1743119266055;170;45;11;13;
PAC_2022;305;1;;1;34;;34;1;;;;;;1;;;;;;;;;1;;;;;;;;;;;;;;;1;;6;6;;1;;;;
PAC_2022;312;75;46;121;38.3466666666667;39.3260869565217;38.7190082644628;22;39;12;1;36;;63;20;;1;;;;;;;;;;121;;;;;;;;;;;106;15;16.5371900826446;15.2266666666667;18.6739130434783;44;51;15;11;
PAC_2022;319;6;2;8;43.6666666666667;46.5;44.375;2;2;;;1;;7;;;;;;;;;;;;8;;;;;;;;;;;;8;;6.75;6.83333333333333;6.5;8;;;;
PAC_2022;328;14;12;26;37.2142857142857;42.5;39.6538461538462;8;3;2;;2;;23;;1;;;;;;;;;;;4;;;;;14;8;;;;;26;;37.5;43.2857142857143;30.75;1;4;10;11;
PAC_2022;331;17;15;32;37.2352941176471;43.8;40.3125;7;7;2;;7;;20;;4;;1;;;;;;;;;;;;;;;;32;;;;32;;20.65625;23.4558823529412;17.4833333333333;15;5;4;8;
PAC_2022;367;217;230;447;37.3456221198157;39.5130434782609;38.4608501118568;100;74;26;;40;1;354;26;13;3;9;;1;;;;;;;;;447;;;;;;;;;442;5;15.8700223713647;16.747465437788;15.0421739130435;216;112;68;51;
PAC_2022;374;2;1;3;46;57;49.6666666666667;;1;1;;;;2;;1;;;;;;;;;;;3;;;;;;;;;;;3;;26.6666666666667;32.5;15;;2;;1;
PAC_2022;382;8;15;23;47.625;49.0666666666667;48.5652173913044;1;1;4;1;4;;6;3;5;;4;;;;;;;;;23;;;;;;;;;;;22;1;9.82869565217391;10.0675;9.70133333333333;17;3;3;;
PAC_2022;398;2;3;5;38.5;41;40;1;;1;;1;;4;;;;;;;;;;;;5;;;;;;;;;;;;5;;10;12;8.66666666666667;1;4;;;
PAC_2022;426;22;68;90;47.2272727272727;47.6911764705882;47.5777777777778;4;6;7;2;36;;45;5;2;;;;;;;;;;;90;;;;;;;;;;;88;2;13.2555555555556;12.1772727272727;13.6044117647059;44;27;18;1;
PAC_2022;427;35;23;58;39.5714285714286;43.1739130434783;41;18;5;8;;7;;41;2;8;;;;;;;;;;35;23;;;;;;;;;;;57;1;10.1465517241379;10.3928571428571;9.77173913043478;45;8;;5;
PAC_2022;430;1419;2581;4000;44.1155743481325;45.8481208833785;45.2335;302;483;371;35;1239;;1992;107;455;11;19;;142;104;130;244;97;198;194;1251;171;282;210;390;190;138;203;75;123;;3911;89;13.0358375000001;13.9942494714589;12.5089151491671;1828;1862;270;40;
PAC_2022;435;43;36;79;40.4883720930233;42.4722222222222;41.3924050632911;14;17;6;;9;;46;10;14;;;;;;;;;;;79;;;;;;;;;;;75;4;9.75949367088607;13.746511627907;4.99722222222222;63;1;5;10;
PAC_2022;450;65;58;123;38.7230769230769;44.9137931034483;41.6422764227642;26;17;17;;20;;79;8;15;;1;;;;;;;;;;;;;123;;;;;;;121;2;14.1178861788618;12.2307692307692;16.2327586206897;65;35;14;9;
PAC_2022;456;123;149;272;39.6260162601626;42.0939597315436;40.9779411764706;38;52;22;;36;;196;6;34;;;;;;;45;;112;;;;;;115;;;;;;;269;3;16.5302205882353;16.4168292682927;16.6238255033557;135;58;46;33;
PAC_2022;492;1;3;4;48;54.3333333333333;52.75;;;1;;;;2;;2;;;;;;;;;;;4;;;;;;;;;;;4;;20.25;20;20.3333333333333;2;1;;1;
PAC_2022;534;3;9;12;42.3333333333333;47.3333333333333;46.0833333333333;1;1;1;;1;;10;;1;;;;;;;;;;;12;;;;;;;;;;;12;;31.6666666666667;31.6666666666667;31.6666666666667;;4;;8;
PAC_2022;536;1;1;2;38;61;49.5;;1;;;1;;1;;;;;;;2;;;;;;;;;;;;;;;;;2;;45;45;45;;;;2;
PAC_2022;591;1;2;3;49;48;48.3333333333333;;;1;;;;2;1;;;;;;;;;;;;3;;;;;;;;;;;3;;30;30;30;;;3;;
PAC_2022;629;204;254;458;40.6617647058824;43.7677165354331;42.3842794759825;75;62;41;3;24;1;321;32;74;1;2;;;;;;;;458;;;;;;;;;;;;453;5;12.9093886462882;13.4186764705882;12.5003543307087;301;75;30;52;
PAC_2022;633;32;33;65;43.15625;45.1212121212121;44.1538461538462;7;11;10;;5;;43;6;9;1;;;1;;;;;;;;;;;;65;;;;;;65;;3.34984615384615;3.765625;2.94666666666667;63;2;;;
PAC_2022;676;59;44;103;42.0338983050847;40.8636363636364;41.5339805825243;16;22;15;2;23;;63;3;12;;;;;;;;;;38;65;;;;;;;;;;;102;1;14.0538834951456;13.1289830508475;15.2940909090909;69;13;1;20;
PAC_2022;691;9;3;12;40.2222222222222;35.6666666666667;39.0833333333333;4;2;2;;;;12;;;;;;;;;;;;;;;;;;;12;;;;;12;;6.13333333333333;6.91111111111111;3.8;10;2;;;
PAC_2022;693;9;45;54;39;43.8222222222222;43.0185185185185;3;4;2;1;5;;23;18;;;7;;;;;;;;;54;;;;;;;;;;;53;1;13.9814814814815;11.5555555555556;14.4666666666667;28;16;5;5;
PAC_2022;701;19;29;48;48.4210526315789;46.5862068965517;47.3125;3;3;7;;7;;29;4;7;;1;;;;;;;;;48;;;;;;;;;;;48;;14.30625;21.0073684210526;9.91586206896552;29;7;5;7;
PAC_2022;714;6;23;29;48.5;51.5652173913044;50.9310344827586;;3;1;1;3;;10;12;3;;;;;;;;;;;29;;;;;;;;;;;28;1;6.75862068965517;8.66666666666667;6.26086956521739;25;4;;;
PAC_2022;730;12;11;23;39.25;41;40.0869565217391;5;3;3;;5;;6;1;10;;1;;;;;;;;;23;;;;;;;;;;;18;5;26.304347826087;27.9166666666667;24.5454545454545;5;6;2;10;
PAC_2022;754;4;21;25;53.75;67.3809523809524;65.2;;1;1;;7;;13;1;3;1;;;;;;;;;25;;;;;;;;;;;;25;;16.88;6.25;18.9047619047619;14;6;;5;
PAC_2022;902;48;57;105;41.4166666666667;39.5789473684211;40.4190476190476;11;22;10;;33;;59;5;8;;;;;105;;;;;;;;;;;;;;;;;103;2;18.3428571428571;20.3541666666667;16.6491228070175;43;27;18;17;
PAC_2022;906;27;53;80;40.4814814814815;41.6037735849057;41.225;12;6;4;;11;;55;8;1;5;;;;;80;;;;;;;;;;;;;;;;79;1;15.049375;14.0433333333333;15.5618867924528;48;17;;15;
PAC_2022;908;21;19;40;38.7619047619048;43.2105263157895;40.875;6;8;7;;4;;27;7;2;;;;;;;40;;;;;;;;;;;;;;;40;;8.7475;7.08571428571428;10.5842105263158;32;6;;2;
PAC_2022;909;4;9;13;42.5;41.7777777777778;42;1;2;;;1;;12;;;;;;;;;;13;;;;;;;;;;;;;;13;;7.73076923076923;7.125;8;10;3;;;
PAC_2022;910;26;44;70;38.6923076923077;45.1590909090909;42.7571428571429;11;8;6;;7;;38;21;3;1;;;;;;;;70;;;;;;;;;;;;;68;2;21.3714285714286;20.2307692307692;22.0454545454545;31;13;2;24;
PAC_2022;911;31;58;89;44.8387096774194;43.7413793103448;44.123595505618;6;8;9;1;14;;69;2;3;;;;;;;;;;89;;;;;;;;;;;;87;2;17.4073033707865;18.8145161290323;16.6551724137931;36;30;13;10;
PAC_2022;912;4;24;28;39.25;39.5833333333333;39.5357142857143;2;;2;;3;;20;2;3;;;;;;;;;;;28;;;;;;;;;;;28;;7.64285714285714;7.25;7.70833333333333;25;3;;;
PAC_2022;913;11;12;23;45.6363636363636;49.1666666666667;47.4782608695652;2;3;5;;13;;8;1;1;;;;;;;;;;;;23;;;;;;;;;;23;;17.3478260869565;19.2727272727273;15.5833333333333;14;1;1;7;
PAC_2022;914;33;32;65;41.7878787878788;39.65625;40.7384615384615;11;10;8;;1;;54;1;8;1;;;;;;;;;;;;65;;;;;;;;;65;;9.18553846153846;10.6369696969697;7.68875;53;5;1;6;
PAC_2022;915;6;9;15;41.6666666666667;39.5555555555556;40.4;1;3;1;1;3;;10;1;;;;;;;;;;;;;;;;15;;;;;;;14;1;16.2666666666667;8.75;21.2777777777778;10;2;;3;
PAC_2022;916;18;49;67;36.6666666666667;39.1224489795918;38.4626865671642;10;5;2;;3;;63;;1;;;;;;;;;;;;;;;;67;;;;;;66;1;10.1594029850746;9.96277777777778;10.2316326530612;53;7;;7;
PAC_2022;917;19;45;64;38.7368421052632;39.9111111111111;39.5625;9;5;4;;16;;46;1;1;;;;;;;;;;;;;;;;;64;;;;;64;;8.8671875;10.8684210526316;8.02222222222222;49;10;;5;
PAC_2022;918;4;13;17;43.25;49.7692307692308;48.2352941176471;1;2;;;4;;11;;2;;;;;;;;;;;;;;;;;;17;;;;17;;28.7647058823529;27.5;29.1538461538462;4;4;;9;
PAC_2022;919;2;6;8;46.5;45.6666666666667;45.875;;1;;;3;;5;;;;;;;;;;;;;;;;;;;;;8;;;8;;18;9;21;6;;;2;
PAC_2022;920;9;17;26;37.2222222222222;38.0588235294118;37.7692307692308;5;3;;;3;;20;1;2;;;;;;;;;;;;;;;;;;;;26;;26;;10.1923076923077;14.5555555555556;7.88235294117647;20;3;;3;
PAC_2021;99;15;27;42;44;46.8518518518519;45.8333333333333;2;7;2;1;6;;33;;2;;;;;;;;;;;;;;;;;;42;;;;42;;15.3452380952381;18.7666666666667;13.4444444444444;18;19;;5;
PAC_2021;100;1293;2506;3799;44.138437741686;45.7541899441341;45.2042642800737;267;446;346;39;1118;;2100;112;331;;22;;77;96;144;228;85;176;192;1169;162;308;196;359;211;148;180;62;83;;3710;89;13.7444037904709;13.9546094354215;13.6359457302472;1708;1729;346;16;
PAC_2021;101;37;27;64;38.1621621621622;46.4814814814815;41.671875;15;14;6;;2;;47;14;1;;;;;;;;;;51;;;;;;;;;13;;;62;2;8.421875;8.94594594594595;7.7037037037037;46;17;;1;
PAC_2021;103;77;201;278;46.8961038961039;49.8009950248756;48.9964028776978;7;28;30;6;66;;190;8;8;;;;;;;;;;34;151;36;;;30;27;;;;;;278;;15.1893165467626;16.9122077922078;14.5293034825871;168;59;17;34;
PAC_2021;104;35;74;109;46.2285714285714;48.9324324324324;48.0642201834862;10;9;5;4;42;;62;1;;;;;;;;;;;;109;;;;;;;;;;;106;3;13.8192660550459;17.6142857142857;12.0243243243243;66;27;5;11;
PAC_2021;106;70;93;163;42.0571428571429;39.7634408602151;40.7484662576687;19;27;11;2;60;;85;14;2;;;;;;;;;;;163;;;;;;;;;;;161;2;13.3067484662577;14.2857142857143;12.5698924731183;102;37;5;19;
PAC_2021;108;13;13;26;41.8461538461538;43.5384615384615;42.6923076923077;3;7;1;;15;;8;3;;;;;;;;;;;;26;;;;;;;;;;;25;1;22.1538461538462;23.1538461538462;21.1538461538462;7;7;10;2;
PAC_2021;111;1840;2817;4657;40.5489130434783;42.8998935037274;41.9710113807172;544;754;370;39;1244;;2732;221;360;38;23;;;;;;;;848;3299;;;;371;38;;101;;;;4549;108;29.0437577839811;30.5144673913043;28.0831238906638;514;1026;1662;1455;
PAC_2021;113;293;218;511;39.5972696245734;43.3990825688073;41.2191780821918;109;106;44;3;72;;133;259;43;;1;;;;;28;;;;119;75;;;165;;124;;;;;504;7;10.7792367906067;11.0906825938567;10.3606422018349;381;67;22;41;
PAC_2021;116;924;1174;2098;41.5757575757576;43.1362862010221;42.4489990467112;261;335;218;15;374;;1566;40;90;;1;;12;84;133;140;64;172;99;328;81;173;78;264;154;90;198;;40;;2071;27;10.8695233555767;11.7248051948052;10.1963713798978;1528;307;102;161;
PAC_2021;117;367;308;675;43.4032697547684;44.5779220779221;43.9392592592593;68;151;103;35;253;;327;52;8;;;;;;;;;;;675;;;;;;;;;;;518;157;30.6592592592593;31.3487738419619;29.8376623376623;174;81;88;332;
PAC_2021;120;52;47;99;39.75;47.6595744680851;43.5050505050505;23;14;10;1;17;;64;9;7;;;;1;;;;;;8;21;;;8;62;;;;;;;97;2;17.3030303030303;17.7884615384615;16.7659574468085;52;22;5;20;
PAC_2021;123;606;473;1079;38.6732673267327;40.7822410147992;39.5977757182576;253;207;92;3;150;;748;103;69;3;3;;;;;;;164;;586;142;;;;187;;;;;;1061;18;19.3832715477293;21.2325907590759;17.0139534883721;440;303;117;219;
PAC_2021;129;42;94;136;40.6666666666667;44.8085106382979;43.5294117647059;14;16;8;1;9;;69;36;3;1;1;;16;;;;;;24;112;;;;;;;;;;;128;8;15.0257352941176;13.8452380952381;15.5531914893617;70;32;21;13;
PAC_2021;132;81;114;195;41.4691358024691;44.5964912280702;43.2974358974359;31;17;23;2;23;;146;8;15;;1;;;;;;;;;170;;;;25;;;;;;;189;6;14.6;16.4814814814815;13.2631578947368;92;58;33;12;
PAC_2021;137;24;16;40;45.625;39.1875;43.05;6;8;4;;13;;13;14;;;;;;;;;;;;40;;;;;;;;;;;39;1;23.45;21.9583333333333;25.6875;10;9;14;7;
PAC_2021;139;210;258;468;44.6285714285714;48.5232558139535;46.775641025641;43;69;61;10;207;2;47;183;3;16;;;;;;;;;;;;;84;384;;;;;;;465;3;12.3708760683761;13.3711904761905;11.5566666666667;302;99;28;39;
PAC_2021;143;1931;1982;3913;39.7467633350596;42.2431886982846;41.0112445693841;681;711;383;15;862;2;1382;1127;517;8;;;;;;262;;162;419;1814;303;224;;267;149;;313;;;;3824;89;18.8461538461538;19.0082858622475;18.6881937436932;1379;1301;697;536;
PAC_2021;144;137;251;388;39.8029197080292;43.6215139442231;42.2731958762887;48;53;23;4;50;;208;81;18;;22;;5;;;;;;101;287;;;;;;;;;;;379;9;11.4859536082474;8.80029197080292;12.9518326693227;241;103;24;20;
PAC_2021;152;354;298;652;37.8559322033898;40.2315436241611;38.941717791411;157;126;46;2;67;;473;38;43;4;25;;;2;;3;92;;1;477;;74;;1;;;1;;1;;638;14;26.6334355828221;28.8073446327684;24.0510067114094;161;163;83;245;
PAC_2021;155;92;122;214;44.1195652173913;44.8770491803279;44.5514018691589;21;32;22;2;30;;134;20;27;;;;1;;;;;;;214;;;;;;;;;;;211;3;17.8906542056075;20.5510869565217;15.8844262295082;104;48;27;35;
PAC_2021;162;13;65;78;42.4615384615385;42.2153846153846;42.2564102564103;2;6;4;1;12;;52;1;11;;;;1;;;;;;;78;;;;;;;;;;;73;5;12.7179487179487;19.0769230769231;11.4461538461538;50;15;2;11;
PAC_2021;165;136;243;379;42;46.7037037037037;45.0158311345646;34;54;33;8;94;;267;7;2;;1;;;;;;;;68;;85;48;;21;66;68;8;15;;;375;4;12.197889182058;12.6617647058824;11.9382716049383;224;108;20;27;
PAC_2021;170;1;8;9;65;54.625;55.7777777777778;;;;;1;;4;3;1;;;;;2;;;;;;7;;;;;;;;;;;8;1;6.44444444444444;4;6.75;9;;;;
PAC_2021;171;21;72;93;48.3333333333333;49.125;48.9462365591398;2;7;8;2;41;;45;3;2;;;;;;;;;;;93;;;;;;;;;;;92;1;11.0522580645161;12.2280952380952;10.7093055555556;57;32;4;;
PAC_2021;176;144;71;215;43.6041666666667;41.9014084507042;43.0418604651163;45;42;25;1;20;;165;20;6;2;;;1;;;;46;33;;8;;22;37;66;;;3;;;;210;5;23.5879069767442;24.6972222222222;21.3380281690141;81;32;38;64;
PAC_2021;193;12;52;64;41.9166666666667;44.1730769230769;43.75;1;7;4;;10;;48;;2;4;;;;;;;;;;64;;;;;;;;;;;62;2;12.32296875;13.5;12.0513461538462;40;17;1;6;
PAC_2021;214;57;56;113;40.7543859649123;37.1964285714286;38.9911504424779;16;24;6;1;8;;80;2;21;1;;;;;;;;;28;82;3;;;;;;;;;;108;5;13.5398230088496;13.6315789473684;13.4464285714286;;108;3;2;
PAC_2021;218;232;159;391;43.5862068965517;41.9685534591195;42.9283887468031;51;86;55;5;56;5;266;20;33;;;;6;;;;;;;391;;;;;;;;;;;385;6;13.8746803069054;14.4310344827586;13.062893081761;220;98;26;47;
PAC_2021;229;4;;4;59.5;;59.5;;;2;;;;2;;2;;;;;;;;;;;4;;;;;;;;;;;4;;4.5;4.5;;4;;;;
PAC_2021;236;3;2;5;52.3333333333333;48;50.6;1;;;;;1;2;;2;;;;;;;;;;;5;;;;;;;;;;;5;;17.2;22.6666666666667;9;3;1;;1;
PAC_2021;241;7;3;10;50.5714285714286;53.6666666666667;51.5;1;;4;;1;;9;;;;;;;;;;;;;10;;;;;;;;;;;5;5;8.8;7.14285714285714;12.6666666666667;8;2;;;
PAC_2021;257;21;39;60;44.1428571428571;43;43.4;6;6;4;;8;;34;2;13;;;;3;;;;;60;;;;;;;;;;;;;60;;11.6346666666667;12.0119047619048;11.4315384615385;36;19;1;4;
PAC_2021;258;4;4;8;60;53.5;56.75;;1;1;1;;;3;4;;;;;;;;;;;;;;;;8;;;;;;;8;;10;10;10;8;;;;
PAC_2021;260;1424;1067;2491;41.2029494382022;41.9175257731959;41.5090325170614;484;462;286;13;371;6;1853;35;211;;;;2;81;114;114;60;197;147;453;134;219;137;258;210;102;194;;71;;2465;26;11.8687033319952;13.2474367977528;10.0286691658857;1700;363;200;228;
PAC_2021;273;17;23;40;39.6470588235294;39.4782608695652;39.55;10;3;1;;2;;38;;;;;;;;;;;;;;;40;;;;;;;;;40;;6.94;8.15294117647059;6.04347826086957;33;6;1;;
PAC_2021;280;153;135;288;41.6928104575163;44.0962962962963;42.8194444444444;43;61;26;3;46;;220;15;4;;;;;;;;;;57;;57;23;;27;27;40;3;54;;;285;3;10.8541666666667;11.7058823529412;9.88888888888889;194;60;22;12;
PAC_2021;305;1;2;3;27;57;47;1;;;;;;;3;;;;;;;;3;;;;;;;;;;;;;;;3;;7;9;6;3;;;;
PAC_2021;312;53;37;90;40.811320754717;40.0810810810811;40.5111111111111;13;26;10;;24;3;37;26;;;;;;;;;;;;90;;;;;;;;;;;82;8;11.5;11.5;11.5;;90;;;
PAC_2021;319;13;4;17;45.4615384615385;42.75;44.8235294117647;5;2;2;;2;1;14;;;;;;;;;;9;;8;;;;;;;;;;;;16;1;8.05882352941176;8.92307692307692;5.25;14;1;2;;
PAC_2021;328;23;15;38;39.1304347826087;43.0666666666667;40.6842105263158;10;6;5;;1;;35;;2;;;;;;;;;;;;;;;;18;20;;;;;38;;24.3157894736842;24.3913043478261;24.2;1;7;30;;
PAC_2021;331;20;17;37;36.85;40.9411764705882;38.7297297297297;9;7;2;;7;;24;2;3;;;;1;;;;;;;;;;;;;;37;;;;37;;19.3581081081081;21.6625;16.6470588235294;19;4;7;7;
PAC_2021;367;190;214;404;38.0578947368421;40.5700934579439;39.3886138613861;80;72;25;;38;1;321;23;11;2;8;;;;;;;;;;;404;;;;;;;;;396;8;14.9111386138614;16.3692631578947;13.6165420560748;198;119;47;40;
PAC_2021;374;7;5;12;39.5714285714286;48.2;43.1666666666667;2;3;2;;;;10;;2;;;;;;;;;;;12;;;;;;;;;;;12;;11.8333333333333;13.1428571428571;10;8;3;;1;
PAC_2021;382;7;15;22;46.8571428571429;49.2;48.4545454545455;1;1;4;;5;;4;2;7;;1;;3;;;;;;;22;;;;;;;;;;;21;1;8.47727272727273;8.82142857142857;8.31666666666667;18;2;2;;
PAC_2021;398;16;10;26;44.25;43.6;44;3;8;2;;2;;23;1;;;;;;;;;;;26;;;;;;;;;;;;26;;14.7461538461538;15.9;12.9;12;12;1;1;
PAC_2021;426;22;66;88;49.4545454545455;50.0757575757576;49.9204545454545;2;6;9;1;37;;45;2;2;;;;1;;;;;;;88;;;;;;;;;;;86;2;12.1556818181818;12.775;11.9492424242424;46;27;15;;
PAC_2021;427;24;22;46;41.25;44.5;42.804347826087;10;5;6;;;;41;;5;;;;;;;;;;30;16;;;;;;;;;;;43;3;13.9347826086957;13.375;14.5454545454545;24;15;2;5;
PAC_2021;430;1416;2532;3948;43.9646892655367;45.489336492891;44.9425025329281;313;479;359;40;1120;;2192;111;385;;22;;78;100;130;230;95;181;214;1228;174;298;197;359;203;149;203;84;103;;3856;92;12.9680420466058;13.5964901129943;12.6165876777251;1855;1798;281;14;
PAC_2021;435;35;33;68;38.6571428571429;44.1515151515151;41.3235294117647;14;13;4;;10;;38;9;9;1;;;1;;;;;;;68;;;;;;;;;;;67;1;8.77573529411765;11.5642857142857;5.81818181818182;55;7;;6;
PAC_2021;450;62;55;117;38.6774193548387;44.8181818181818;41.5641025641026;26;18;13;;16;;82;3;14;;2;;;;;;;;;;;;;117;;;;;;;115;2;14.5683760683761;13.4677419354839;15.8090909090909;62;29;17;9;
PAC_2021;456;112;171;283;38.1607142857143;41.4035087719298;40.1201413427562;47;40;18;;31;;214;2;36;;;;;;;47;;122;;;;;;114;;;;;;;279;4;15.153038869258;15.8041964285714;14.7265497076023;138;84;37;24;
PAC_2021;492;2;3;5;45.5;53.3333333333333;50.2;;1;1;;;;3;;2;;;;;;;;;;;5;;;;;;;;;;;5;;17.8;14;20.3333333333333;3;1;;1;
PAC_2021;498;3;2;5;40;67;50.8;1;1;1;;;;5;;;;;;;;;;;;;4;;;;1;;;;;;;5;;9;9;9;5;;;;
PAC_2021;534;7;8;15;40.7142857142857;49.75;45.5333333333333;1;4;2;;4;;9;1;1;;;;;;;;;;;15;;;;;;;;;;;14;1;8.26666666666667;8.14285714285714;8.375;11;4;;;
PAC_2021;536;10;7;17;45.5;42.5714285714286;44.2941176470588;1;6;1;;7;;9;;1;;;;;17;;;;;;;;;;;;;;;;;17;;23.0588235294118;23.1;23;9;1;;7;
PAC_2021;591;2;5;7;49;48.6;48.7142857142857;;;2;;;;5;2;;;;;;;;;;;;7;;;;;;;;;;;7;;12.9428571428571;21;9.72;4;3;;;
PAC_2021;629;170;237;407;39.4294117647059;43.2405063291139;41.6486486486486;68;55;29;1;31;;302;26;45;;1;;1;;;;;;407;;;;;;;;;;;;399;8;12.027027027027;12.6705882352941;11.5654008438819;257;88;19;43;
PAC_2021;633;47;49;96;43.6170212765957;44.0612244897959;43.84375;14;13;12;;8;;68;6;12;1;;;1;;;;;;;;;;;;96;;;;;;95;1;4.17041666666667;4.35893617021277;3.98959183673469;90;4;2;;
PAC_2021;676;53;43;96;43.2452830188679;41.8372093023256;42.6145833333333;10;24;10;;18;;54;2;18;;;;4;;;;;;34;62;;;;;;;;;;;95;1;25.6428125;25.3920754716981;25.9518604651163;42;7;5;42;
PAC_2021;691;8;7;15;42.75;36.4285714285714;39.8;3;2;1;;;;14;;1;;;;;;;;;;;;;;;;;15;;;;;15;;14.4666666666667;10.125;19.4285714285714;5;8;1;1;
PAC_2021;693;7;39;46;41.4285714285714;43.8717948717949;43.5;2;2;3;1;7;;16;13;;;9;;;;;;;;;46;;;;;;;;;;;43;3;18.8913043478261;12.2857142857143;20.0769230769231;17;14;6;9;
PAC_2021;701;23;29;52;47.6521739130435;48.2068965517241;47.9615384615385;3;8;6;;12;;28;4;7;;1;;;;;;;;;52;;;;;;;;;;;52;;19.9167307692308;22.4021739130435;17.9455172413793;19;19;5;9;
PAC_2021;714;9;19;28;44.7777777777778;50.9473684210526;48.9642857142857;2;2;4;2;4;;11;8;3;;;;;;;;;;;28;;;;;;;;;;;27;1;5;4.44444444444444;5.26315789473684;26;2;;;
PAC_2021;730;9;10;19;35.5555555555556;48.9;42.5789473684211;3;5;1;;3;;5;;10;;;;1;;;;;;;19;;;;;;;;;;;14;5;26.6842105263158;26.7777777777778;26.6;2;10;;7;
PAC_2021;743;4;;4;48.75;;48.75;1;1;1;;2;;;1;;;;;1;;;;;;;4;;;;;;;;;;;3;1;17.5;17.5;;2;;2;;
PAC_2021;754;1;24;25;42;64.4166666666667;63.52;;1;;;7;;12;;5;1;;;;;;;;;25;;;;;;;;;;;;25;;16.2;5;16.6666666666667;17;2;1;5;
PAC_2021;902;70;55;125;43.0428571428571;42.9272727272727;42.992;18;23;17;1;49;;71;1;3;;;;;125;;;;;;;;;;;;;;;;;123;2;20.176;20.4285714285714;19.8545454545455;46;29;32;18;
PAC_2021;906;20;46;66;41.5;41.0869565217391;41.2121212121212;4;11;2;;4;;57;;5;;;;;;66;;;;;;;;;;;;;;;;65;1;21.9393939393939;18.4;23.4782608695652;16;25;12;13;
PAC_2021;908;19;12;31;39.2105263157895;42.4166666666667;40.4516129032258;4;10;5;;2;;23;4;2;;;;;;;31;;;;;;;;;;;;;;;31;;11.9032258064516;11.5263157894737;12.5;23;4;;4;
PAC_2021;909;1;6;7;33;41;39.8571428571429;1;;;;;;6;;1;;;;;;;;7;;;;;;;;;;;;;;7;;9;6;9.5;5;2;;;
PAC_2021;910;24;52;76;39.5416666666667;45.6153846153846;43.6973684210526;9;8;5;;7;;48;14;4;1;2;;;;;;;76;;;;;;;;;;;;;73;3;20.4868421052632;20.9583333333333;20.2692307692308;32;19;3;22;
PAC_2021;911;32;51;83;44.375;42.6666666666667;43.3253012048193;6;9;11;1;15;;61;1;5;;;;;;;;;;83;;;;;;;;;;;;82;1;13.2512048192771;12.72625;13.5805882352941;54;18;;11;
PAC_2021;912;3;12;15;34.3333333333333;46.6666666666667;44.2;2;;1;;4;;6;4;1;;;;;;;;;;;15;;;;;;;;;;;15;;8.4;7.33333333333333;8.66666666666667;10;5;;;
PAC_2021;914;22;36;58;41.8181818181818;40.0277777777778;40.7068965517241;6;9;4;;6;;25;22;5;;;;;;;;;;;;;58;;;;;;;;;58;;11.7901724137931;13.2272727272727;10.9119444444444;38;13;1;6;
PAC_2021;916;8;23;31;39;38.5652173913044;38.6774193548387;3;4;;;8;;18;1;4;;;;;;;;;;;;;;;;31;;;;;;31;;11.8225806451613;11.5;11.9347826086957;17;11;1;2;
PAC_2021;917;13;26;39;39.7692307692308;39.6538461538462;39.6923076923077;4;6;3;;7;;29;;3;;;;;;;;;;;;;;;;;39;;;;;39;;7.01897435897436;7.44230769230769;6.80730769230769;31;8;;;
PAC_2021;918;4;11;15;34.75;44.2727272727273;41.7333333333333;3;1;;;4;;10;;1;;;;;;;;;;;;;;;;;;15;;;;15;;42.1333333333333;44;41.4545454545455;;;2;13;
PAC_2021;920;6;10;16;37;36.7;36.8125;3;2;;;2;;13;;1;;;;;;;;;;;;;;;;;;;;16;;16;;19.4375;19.8333333333333;19.2;9;2;;5;
