per_sies;id_carr_gen;area_carr;tipo_inst;nom_carr_gen;fecha_act;coho_tit;per_tit_carr;prom_ing_4to_anio:tit
2023-2024;155;Derecho;Instituto Profesional;Técnico Jurídico;Septiembre de 2023;2017;2021;999220.354368
2023-2024;156;Salud;Instituto Profesional;Técnico Laboratorista Dental;Septiembre de 2023;2017;2021;s/i
2023-2024;157;Agropecuaria;Instituto Profesional;Técnico Veterinario;Septiembre de 2023;2017;2021;657980.430366
2023-2024;158;Salud;Instituto Profesional;Terapia Ocupacional;Septiembre de 2023;2017;2021;979751.5808099998
2023-2024;159;Ciencias Sociales;Instituto Profesional;Trabajo Social;Septiembre de 2023;2017;2021;1170246.43452
2023-2024;1;Administración y Comercio;Centro de Formación Técnica;Secretariado Bilingüe;Septiembre de 2023;2018;2022;898616.5521280001
2023-2024;2;Agropecuaria;Centro de Formación Técnica;Técnico Agropecuario;Septiembre de 2023;2018;2022;852570.7894133334
2023-2024;3;Educación;Centro de Formación Técnica;Técnico Asistente del Educador de Párvulos;Septiembre de 2023;2018;2022;586482.4610773333
2023-2024;4;Educación;Centro de Formación Técnica;Técnico Asistente del Educador Diferencial;Septiembre de 2023;2018;2022;577644.151648
2023-2024;5;Salud;Centro de Formación Técnica;Técnico Dental y Asistente de Odontología;Septiembre de 2023;2018;2022;666890.0537866667
2023-2024;6;Agropecuaria;Centro de Formación Técnica;Técnico en Acuicultura y Pesca;Septiembre de 2023;2018;2022;1295035.14736
2023-2024;7;Administración y Comercio;Centro de Formación Técnica;Técnico en Administración de Empresas;Septiembre de 2023;2018;2022;1031469.1882666667
2023-2024;8;Administración y Comercio;Centro de Formación Técnica;Técnico en Administración de Recursos Humanos y Personal;Septiembre de 2023;2018;2022;909666.24096
2023-2024;10;Administración y Comercio;Centro de Formación Técnica;Técnico en Administración de Ventas;Septiembre de 2023;2018;2022;1169409.4132266666
2023-2024;11;Administración y Comercio;Centro de Formación Técnica;Técnico en Administración Financiera y Finanzas;Septiembre de 2023;2018;2022;1209640.7373866667
2023-2024;12;Ciencias Sociales;Centro de Formación Técnica;Técnico en Administración Pública o Municipal;Septiembre de 2023;2018;2022;1196349.7139733334
2023-2024;14;Administración y Comercio;Centro de Formación Técnica;Técnico en Comercio Exterior;Septiembre de 2023;2018;2022;1018305.7736533334
2023-2024;15;Tecnología;Centro de Formación Técnica;Técnico en Computación e Informática;Septiembre de 2023;2018;2022;1294651.7044266667
2023-2024;16;Tecnología;Centro de Formación Técnica;Técnico en Construcción y Obras Civiles;Septiembre de 2023;2018;2022;1028025.19136
2023-2024;17;Administración y Comercio;Centro de Formación Técnica;Técnico en Contabilidad General;Septiembre de 2023;2018;2022;1109380.3142933333
2023-2024;18;Educación;Centro de Formación Técnica;Técnico en Deporte, Recreación y Preparación Física;Septiembre de 2023;2018;2022;730673.5831360001
2023-2024;19;Tecnología;Centro de Formación Técnica;Técnico en Electricidad y Electricidad Industrial;Septiembre de 2023;2018;2022;1138050.1605866668
2023-2024;21;Tecnología;Centro de Formación Técnica;Técnico en Electrónica y Electrónica Industrial;Septiembre de 2023;2018;2022;992098.7930666668
2023-2024;22;Salud;Centro de Formación Técnica;Técnico en Enfermería;Septiembre de 2023;2018;2022;775259.7571306666
2023-2024;23;Salud;Centro de Formación Técnica;Técnico en Farmacia;Septiembre de 2023;2018;2022;900288.3471786667
2023-2024;24;Administración y Comercio;Centro de Formación Técnica;Técnico en Gastronomía y Cocina;Septiembre de 2023;2018;2022;716395.9618666667
2023-2024;27;Tecnología;Centro de Formación Técnica;Técnico en Instrumentación, Automatización y Control Industrial;Septiembre de 2023;2018;2022;1300700.7949333335
2023-2024;28;Salud;Centro de Formación Técnica;Técnico en Laboratorio Clínico;Septiembre de 2023;2018;2022;742715.8284373335
2023-2024;29;Administración y Comercio;Centro de Formación Técnica;Técnico en Logística;Septiembre de 2023;2018;2022;1152368.4182933334
2023-2024;30;Tecnología;Centro de Formación Técnica;Técnico en Mantenimiento Industrial;Septiembre de 2023;2018;2022;1271195.3474133334
2023-2024;32;Tecnología;Centro de Formación Técnica;Técnico en Mecánica Automotriz;Septiembre de 2023;2018;2022;1119006.1159466668
2023-2024;33;Tecnología;Centro de Formación Técnica;Técnico en Mecánica Industrial;Septiembre de 2023;2018;2022;1302355.4235200002
2023-2024;35;Tecnología;Centro de Formación Técnica;Técnico en Minería;Septiembre de 2023;2018;2022;1586480.98496
2023-2024;37;Salud;Centro de Formación Técnica;Técnico en Podología;Septiembre de 2023;2018;2022;742596.3832640001
2023-2024;38;Tecnología;Centro de Formación Técnica;Técnico en Prevención de Riesgos;Septiembre de 2023;2018;2022;966982.4953066666
2023-2024;39;Tecnología;Centro de Formación Técnica;Técnico en Procesos Industriales;Septiembre de 2023;2018;2022;1017028.8796266667
2023-2024;40;Arte y Arquitectura;Centro de Formación Técnica;Técnico en Producción Gráfica y Multimedia;Septiembre de 2023;2018;2022;834318.1148106667
2023-2024;41;Ciencias Básicas;Centro de Formación Técnica;Técnico en Química (Análisis e Industrial);Septiembre de 2023;2018;2022;971139.3797333334
2023-2024;42;Salud;Centro de Formación Técnica;Técnico en Radiología y Radioterapia;Septiembre de 2023;2018;2022;695274.272064
2023-2024;43;Tecnología;Centro de Formación Técnica;Técnico en Refrigeración y Climatización;Septiembre de 2023;2018;2022;1078631.1241066668
2023-2024;44;Ciencias Sociales;Centro de Formación Técnica;Técnico en Servicio Social;Septiembre de 2023;2018;2022;789420.4660906667
2023-2024;45;Tecnología;Centro de Formación Técnica;Técnico en Telecomunicaciones;Septiembre de 2023;2018;2022;1026047.9644266668
2023-2024;47;Tecnología;Centro de Formación Técnica;Técnico en Topografía;Septiembre de 2023;2018;2022;1100016.4658666668
2023-2024;49;Administración y Comercio;Centro de Formación Técnica;Técnico en Turismo y Hotelería;Septiembre de 2023;2018;2022;687639.5944586667
2023-2024;50;Derecho;Centro de Formación Técnica;Técnico Jurídico;Septiembre de 2023;2018;2022;806230.3329226668
2023-2024;51;Salud;Centro de Formación Técnica;Técnico Laboratorista Dental;Septiembre de 2023;2018;2022;780600.5405066666
2023-2024;52;Agropecuaria;Centro de Formación Técnica;Técnico Veterinario;Septiembre de 2023;2018;2022;724463.6837813334
2023-2024;54;Administración y Comercio;Instituto Profesional;Administración de Empresas e Ing. Asociadas;Septiembre de 2023;2018;2022;1332466.1317866668
2023-2024;55;Administración y Comercio;Instituto Profesional;Administración Gastronómica;Septiembre de 2023;2018;2022;784426.4813546668
2023-2024;56;Ciencias Sociales;Instituto Profesional;Administración Pública;Septiembre de 2023;2018;2022;1900399.961226667
2023-2024;57;Administración y Comercio;Instituto Profesional;Administración Turística y Hotelera;Septiembre de 2023;2018;2022;800963.9753653334
2023-2024;59;Arte y Arquitectura;Instituto Profesional;Comunicación Audiovisual y/o Multimedia;Septiembre de 2023;2018;2022;939161.2862933334
2023-2024;60;Tecnología;Instituto Profesional;Construcción Civil;Septiembre de 2023;2018;2022;1333315.5025600002
2023-2024;61;Administración y Comercio;Instituto Profesional;Contador Auditor;Septiembre de 2023;2018;2022;1310846.1519466669
2023-2024;62;Arte y Arquitectura;Instituto Profesional;Diseño de Ambientes e Interiores;Septiembre de 2023;2018;2022;890246.7738506668
