per_sies;id_carr_gen;area_carr;tipo_inst;nom_carr_gen;fecha_act;coho_tit;per_tit_carr;prom_ing_4to_anio:tit
2020-2021;114;Administración y Comercio;Instituto Profesional;Técnico en Logística;Septiembre de 2020;2013;2017;s/i
2020-2021;115;Tecnología;Instituto Profesional;Técnico en Mantenimiento Industrial;Septiembre de 2020;2013;2017;s/i
2020-2021;116;Salud;Instituto Profesional;Técnico en Masoterapia;Septiembre de 2020;2013;2017;513910.8196216666
2020-2021;117;Tecnología;Instituto Profesional;Técnico en Mecánica Automotriz;Septiembre de 2020;2013;2017;773545.3343466668
2020-2021;118;Arte y Arquitectura;Instituto Profesional;Técnico en Peluquería y Estética;Septiembre de 2020;2013;2017;574103.4849591666
2020-2021;119;Tecnología;Instituto Profesional;Técnico en Prevención de Riesgos;Septiembre de 2020;2013;2017;737373.48415
2020-2021;120;Salud;Instituto Profesional;Técnico en Radiología y Radioterapia;Septiembre de 2020;2013;2017;506843.1974008334
2020-2021;121;Ciencias Sociales;Instituto Profesional;Técnico en Relaciones Públicas;Septiembre de 2020;2013;2017;782804.1891991667
2020-2021;122;Ciencias Sociales;Instituto Profesional;Técnico en Servicio Social;Septiembre de 2020;2013;2017;673954.958635
2020-2021;123;Tecnología;Instituto Profesional;Técnico en Sonido;Septiembre de 2020;2013;2017;600952.9985216667
2020-2021;124;Tecnología;Instituto Profesional;Técnico en Telecomunicaciones;Septiembre de 2020;2013;2017;s/i
2020-2021;125;Tecnología;Instituto Profesional;Técnico en Topografía;Septiembre de 2020;2013;2017;1014009.8470333334
2020-2021;126;Humanidades;Instituto Profesional;Técnico en Traducción e Interpretariado;Septiembre de 2020;2013;2017;892037.473815
2020-2021;127;Administración y Comercio;Instituto Profesional;Técnico en Turismo y Hotelería;Septiembre de 2020;2013;2017;564360.1015808334
2020-2021;128;Derecho;Instituto Profesional;Técnico Jurídico;Septiembre de 2020;2013;2017;641075.5760633334
2020-2021;129;Salud;Instituto Profesional;Técnico Laboratorista Dental;Septiembre de 2020;2013;2017;s/i
2020-2021;130;Agropecuaria;Instituto Profesional;Técnico Veterinario;Septiembre de 2020;2013;2017;575375.0587941667
2020-2021;131;Salud;Instituto Profesional;Terapia Ocupacional;Septiembre de 2020;2013;2017;s/i
2020-2021;132;Ciencias Sociales;Instituto Profesional;Trabajo Social;Septiembre de 2020;2013;2017;828831.6718825
2020-2021;1;Administración y Comercio;Centro de Formación Técnica;Secretariado Bilingüe;Septiembre de 2020;2014;2018;693509.7714119166
2020-2021;2;Salud;Centro de Formación Técnica;Técnico Agente o Visitador Médico;Septiembre de 2020;2014;2018;s/i
2020-2021;3;Agropecuaria;Centro de Formación Técnica;Técnico Agropecuario;Septiembre de 2020;2014;2018;674661.5926235833
2020-2021;4;Educación;Centro de Formación Técnica;Técnico Asistente del Educador de Párvulos;Septiembre de 2020;2014;2018;451480.3966366667
2020-2021;5;Educación;Centro de Formación Técnica;Técnico Asistente del Educador Diferencial;Septiembre de 2020;2014;2018;441593.63445508335
2020-2021;6;Salud;Centro de Formación Técnica;Técnico Dental y Asistente de Odontología;Septiembre de 2020;2014;2018;517953.62468674994
2020-2021;7;Administración y Comercio;Centro de Formación Técnica;Técnico en Administración de Empresas;Septiembre de 2020;2014;2018;808008.1990401666
2020-2021;8;Administración y Comercio;Centro de Formación Técnica;Técnico en Administración de Recursos Humanos y Personal;Septiembre de 2020;2014;2018;684083.1212507499
2020-2021;9;Tecnología;Centro de Formación Técnica;Técnico en Administración de Redes y Soporte;Septiembre de 2020;2014;2018;775540.7251759999
2020-2021;10;Administración y Comercio;Centro de Formación Técnica;Técnico en Administración de Ventas;Septiembre de 2020;2014;2018;s/i
2020-2021;11;Administración y Comercio;Centro de Formación Técnica;Técnico en Administración Financiera y Finanzas;Septiembre de 2020;2014;2018;1027899.9623441667
2020-2021;12;Ciencias Sociales;Centro de Formación Técnica;Técnico en Administración Pública o Municipal;Septiembre de 2020;2014;2018;568250.92015025
2020-2021;13;Administración y Comercio;Centro de Formación Técnica;Técnico en Comercio Exterior;Septiembre de 2020;2014;2018;846070.0484383333
2020-2021;14;Tecnología;Centro de Formación Técnica;Técnico en Computación e Informática;Septiembre de 2020;2014;2018;963403.7368616667
2020-2021;15;Tecnología;Centro de Formación Técnica;Técnico en Construcción y Obras Civiles;Septiembre de 2020;2014;2018;736638.3770913333
2020-2021;16;Administración y Comercio;Centro de Formación Técnica;Técnico en Contabilidad General;Septiembre de 2020;2014;2018;851348.328875
2020-2021;17;Educación;Centro de Formación Técnica;Técnico en Deporte, Recreación y Preparación Física;Septiembre de 2020;2014;2018;558540.1795185833
2020-2021;18;Tecnología;Centro de Formación Técnica;Técnico en Electricidad y Electricidad Industrial;Septiembre de 2020;2014;2018;829907.1639995832
2020-2021;19;Tecnología;Centro de Formación Técnica;Técnico en Electrónica y Electrónica Industrial;Septiembre de 2020;2014;2018;938506.8604141666
2020-2021;20;Salud;Centro de Formación Técnica;Técnico en Enfermería;Septiembre de 2020;2014;2018;595139.1048421666
2020-2021;21;Salud;Centro de Formación Técnica;Técnico en Farmacia;Septiembre de 2020;2014;2018;s/i
2020-2021;22;Administración y Comercio;Centro de Formación Técnica;Técnico en Gastronomía y Cocina;Septiembre de 2020;2014;2018;532531.8083909999
2020-2021;23;Ciencias Básicas;Centro de Formación Técnica;Técnico en Geominería;Septiembre de 2020;2014;2018;s/i
2020-2021;24;Tecnología;Centro de Formación Técnica;Técnico en Instrumentación, Automatización y Control Industrial;Septiembre de 2020;2014;2018;1081766.8991508333
2020-2021;25;Salud;Centro de Formación Técnica;Técnico en Laboratorio Clínico;Septiembre de 2020;2014;2018;604328.4383045
2020-2021;26;Administración y Comercio;Centro de Formación Técnica;Técnico en Logística;Septiembre de 2020;2014;2018;875948.0796373333
2020-2021;27;Tecnología;Centro de Formación Técnica;Técnico en Mantenimiento Industrial;Septiembre de 2020;2014;2018;1092688.9123375
2020-2021;28;Tecnología;Centro de Formación Técnica;Técnico en Mecánica Automotriz;Septiembre de 2020;2014;2018;871186.4251731666
2020-2021;29;Tecnología;Centro de Formación Técnica;Técnico en Mecánica Industrial;Septiembre de 2020;2014;2018;941575.7042091666
2020-2021;30;Tecnología;Centro de Formación Técnica;Técnico en Minería y Metalurgia;Septiembre de 2020;2014;2018;s/i
2020-2021;31;Salud;Centro de Formación Técnica;Técnico en Podología;Septiembre de 2020;2014;2018;595032.3788449167
2020-2021;32;Tecnología;Centro de Formación Técnica;Técnico en Prevención de Riesgos;Septiembre de 2020;2014;2018;756565.3153861664
2020-2021;33;Tecnología;Centro de Formación Técnica;Técnico en Procesos Industriales;Septiembre de 2020;2014;2018;s/i
2020-2021;34;Arte y Arquitectura;Centro de Formación Técnica;Técnico en Producción Gráfica y Multimedia;Septiembre de 2020;2014;2018;s/i
2020-2021;35;Ciencias Básicas;Centro de Formación Técnica;Técnico en Química (Análisis e Industrial);Septiembre de 2020;2014;2018;751849.8192166666
2020-2021;36;Salud;Centro de Formación Técnica;Técnico en Radiología y Radioterapia;Septiembre de 2020;2014;2018;617799.5114064167
2020-2021;37;Tecnología;Centro de Formación Técnica;Técnico en Refrigeración y Climatización;Septiembre de 2020;2014;2018;953840.2987975
2020-2021;38;Ciencias Sociales;Centro de Formación Técnica;Técnico en Servicio Social;Septiembre de 2020;2014;2018;573178.4473489999
2020-2021;39;Tecnología;Centro de Formación Técnica;Técnico en Telecomunicaciones;Septiembre de 2020;2014;2018;812717.3190699165
2020-2021;40;Salud;Centro de Formación Técnica;Técnico en Terapias Naturales y Naturopatía;Septiembre de 2020;2014;2018;s/i
2020-2021;41;Tecnología;Centro de Formación Técnica;Técnico en Topografía;Septiembre de 2020;2014;2018;860978.2680419999
2020-2021;42;Administración y Comercio;Centro de Formación Técnica;Técnico en Turismo y Hotelería;Septiembre de 2020;2014;2018;614724.4006949166
2020-2021;43;Derecho;Centro de Formación Técnica;Técnico Jurídico;Septiembre de 2020;2014;2018;653909.8740460833
2020-2021;44;Salud;Centro de Formación Técnica;Técnico Laboratorista Dental;Septiembre de 2020;2014;2018;539351.9346285834
2020-2021;45;Agropecuaria;Centro de Formación Técnica;Técnico Veterinario;Septiembre de 2020;2014;2018;s/i
2020-2021;46;Administración y Comercio;Instituto Profesional;Administración de Empresas e Ing. Asociadas;Septiembre de 2020;2014;2018;1088185.5039791667
2020-2021;47;Administración y Comercio;Instituto Profesional;Administración Gastronómica;Septiembre de 2020;2014;2018;649843.490234
2020-2021;48;Ciencias Sociales;Instituto Profesional;Administración Pública;Septiembre de 2020;2014;2018;s/i
2020-2021;49;Administración y Comercio;Instituto Profesional;Administración Turística y Hotelera;Septiembre de 2020;2014;2018;686291.9605749999
2020-2021;50;Arte y Arquitectura;Instituto Profesional;Comunicación Audiovisual y/o Multimedia;Septiembre de 2020;2014;2018;740569.0716995
2020-2021;51;Tecnología;Instituto Profesional;Construcción Civil;Septiembre de 2020;2014;2018;1171107.2231308334
2020-2021;52;Administración y Comercio;Instituto Profesional;Contador Auditor;Septiembre de 2020;2014;2018;1147114.9304508332
2020-2021;53;Arte y Arquitectura;Instituto Profesional;Diseño de Ambientes e Interiores;Septiembre de 2020;2014;2018;685764.98231125
2020-2021;54;Arte y Arquitectura;Instituto Profesional;Diseño de Vestuario;Septiembre de 2020;2014;2018;836939.56664225
2020-2021;55;Arte y Arquitectura;Instituto Profesional;Diseño Gráfico;Septiembre de 2020;2014;2018;705193.1231809999
2020-2021;56;Tecnología;Instituto Profesional;Diseño Industrial;Septiembre de 2020;2014;2018;932346.3413558332
2020-2021;57;Arte y Arquitectura;Instituto Profesional;Fotografía;Septiembre de 2020;2014;2018;s/i
2020-2021;58;Agropecuaria;Instituto Profesional;Ingeniería Agrícola;Septiembre de 2020;2014;2018;772602.3708318332
2020-2021;59;Administración y Comercio;Instituto Profesional;Ingeniería en Comercio Exterior;Septiembre de 2020;2014;2018;1004056.3443875001
2020-2021;60;Tecnología;Instituto Profesional;Ingeniería en Computación e Informática;Septiembre de 2020;2014;2018;1218256.9743541665
2020-2021;61;Tecnología;Instituto Profesional;Ingeniería en Conectividad y Redes;Septiembre de 2020;2014;2018;1353772.0092641667
2020-2021;62;Tecnología;Instituto Profesional;Ingeniería en Construcción;Septiembre de 2020;2014;2018;1086699.21295
2020-2021;63;Tecnología;Instituto Profesional;Ingeniería en Electricidad;Septiembre de 2020;2014;2018;1300768.3684191667
2020-2021;64;Administración y Comercio;Instituto Profesional;Ingeniería en Finanzas;Septiembre de 2020;2014;2018;1322477.826965
2020-2021;65;Ciencias Sociales;Instituto Profesional;Ingeniería en Gestión Pública;Septiembre de 2020;2014;2018;s/i
2020-2021;66;Administración y Comercio;Instituto Profesional;Ingeniería en Logística;Septiembre de 2020;2014;2018;1136602.6054366666
2020-2021;67;Administración y Comercio;Instituto Profesional;Ingeniería en Marketing;Septiembre de 2020;2014;2018;1115598.3472916665
2020-2021;68;Tecnología;Instituto Profesional;Ingeniería en Mecánica Automotriz;Septiembre de 2020;2014;2018;1010436.9505091667
2020-2021;69;Tecnología;Instituto Profesional;Ingeniería en Medio Ambiente;Septiembre de 2020;2014;2018;s/i
2020-2021;70;Tecnología;Instituto Profesional;Ingeniería en Minas y Metalurgia;Septiembre de 2020;2014;2018;1349544.4042283332
2020-2021;71;Tecnología;Instituto Profesional;Ingeniería en Prevención de Riesgos;Septiembre de 2020;2014;2018;975703.4600566666
2020-2021;72;Tecnología;Instituto Profesional;Ingeniería en Química;Septiembre de 2020;2014;2018;s/i
2020-2021;73;Administración y Comercio;Instituto Profesional;Ingeniería en Recursos Humanos;Septiembre de 2020;2014;2018;1012865.5228291666
2020-2021;74;Tecnología;Instituto Profesional;Ingeniería en Refrigeración y Climatización;Septiembre de 2020;2014;2018;s/i
2020-2021;75;Tecnología;Instituto Profesional;Ingeniería en Sonido;Septiembre de 2020;2014;2018;740091.7531638333
2020-2021;76;Tecnología;Instituto Profesional;Ingeniería en Telecomunicaciones;Septiembre de 2020;2014;2018;1265793.0454666666
2020-2021;77;Tecnología;Instituto Profesional;Ingeniería Industrial;Septiembre de 2020;2014;2018;1319416.1628491667
2020-2021;78;Tecnología;Instituto Profesional;Ingeniería Mecánica;Septiembre de 2020;2014;2018;1192283.4835341666
2020-2021;79;Salud;Instituto Profesional;Kinesiología;Septiembre de 2020;2014;2018;s/i
2020-2021;80;Arte y Arquitectura;Instituto Profesional;Música, Canto o Danza;Septiembre de 2020;2014;2018;s/i
2020-2021;81;Salud;Instituto Profesional;Nutrición y Dietética;Septiembre de 2020;2014;2018;680431.4830108333
2020-2021;82;Educación;Instituto Profesional;Pedagogía en Educación de Párvulos;Septiembre de 2020;2014;2018;692525.8274305833
2020-2021;83;Educación;Instituto Profesional;Pedagogía en Educación Diferencial;Septiembre de 2020;2014;2018;840695.4716289166
2020-2021;84;Educación;Instituto Profesional;Pedagogía en Idiomas;Septiembre de 2020;2014;2018;797488.3209680832
2020-2021;85;Educación;Instituto Profesional;Psicopedagogía;Septiembre de 2020;2014;2018;782416.3773957499
2020-2021;86;Ciencias Sociales;Instituto Profesional;Publicidad;Septiembre de 2020;2014;2018;815148.7649446666
2020-2021;87;Ciencias Sociales;Instituto Profesional;Relaciones Públicas;Septiembre de 2020;2014;2018;806746.2414935833
2020-2021;88;Agropecuaria;Instituto Profesional;Técnico Agropecuario;Septiembre de 2020;2014;2018;612620.39505075
2020-2021;89;Educación;Instituto Profesional;Técnico Asistente del Educador de Párvulos;Septiembre de 2020;2014;2018;455161.93166299997
2020-2021;90;Educación;Instituto Profesional;Técnico Asistente del Educador Diferencial;Septiembre de 2020;2014;2018;483033.04357675
2020-2021;91;Salud;Instituto Profesional;Técnico Dental y Asistente de Odontología;Septiembre de 2020;2014;2018;501667.00235308334
2020-2021;92;Administración y Comercio;Instituto Profesional;Técnico en Administración de Empresas;Septiembre de 2020;2014;2018;858269.2379654166
2020-2021;93;Administración y Comercio;Instituto Profesional;Técnico en Administración de Recursos Humanos y Personal;Septiembre de 2020;2014;2018;796014.1437983332
2020-2021;94;Tecnología;Instituto Profesional;Técnico en Administración de Redes y Soporte;Septiembre de 2020;2014;2018;745852.7188688334
2020-2021;95;Administración y Comercio;Instituto Profesional;Técnico en Administración de Ventas;Septiembre de 2020;2014;2018;s/i
2020-2021;96;Administración y Comercio;Instituto Profesional;Técnico en Administración Financiera y Finanzas;Septiembre de 2020;2014;2018;923007.8385208333
2020-2021;97;Humanidades;Instituto Profesional;Técnico en Bibliotecas y Centros de Documentación;Septiembre de 2020;2014;2018;765575.1799895833
2020-2021;98;Administración y Comercio;Instituto Profesional;Técnico en Comercio Exterior;Septiembre de 2020;2014;2018;864692.8168365
2020-2021;99;Tecnología;Instituto Profesional;Técnico en Computación e Informática;Septiembre de 2020;2014;2018;947399.3594533334
2020-2021;100;Arte y Arquitectura;Instituto Profesional;Técnico en Comunicación Audiovisual;Septiembre de 2020;2014;2018;659965.05706825
2020-2021;101;Tecnología;Instituto Profesional;Técnico en Construcción y Obras Civiles;Septiembre de 2020;2014;2018;871550.0143132498
2020-2021;102;Administración y Comercio;Instituto Profesional;Técnico en Contabilidad General;Septiembre de 2020;2014;2018;876520.9030536666
2020-2021;103;Administración y Comercio;Instituto Profesional;Técnico en Contabilidad Tributaria;Septiembre de 2020;2014;2018;937750.0309891667
2020-2021;104;Educación;Instituto Profesional;Técnico en Deporte, Recreación y Preparación Física;Septiembre de 2020;2014;2018;630082.4834045
2020-2021;105;Arte y Arquitectura;Instituto Profesional;Técnico en Dibujo Arquitectónico;Septiembre de 2020;2014;2018;661914.1174406667
2020-2021;106;Arte y Arquitectura;Instituto Profesional;Técnico en Diseño Gráfico;Septiembre de 2020;2014;2018;575236.3265885
2020-2021;107;Tecnología;Instituto Profesional;Técnico en Electricidad y Electricidad Industrial;Septiembre de 2020;2014;2018;894266.3408783333
2020-2021;108;Tecnología;Instituto Profesional;Técnico en Electromecánica;Septiembre de 2020;2014;2018;790063.5396019999
2020-2021;109;Salud;Instituto Profesional;Técnico en Enfermería;Septiembre de 2020;2014;2018;577037.2888265
2020-2021;110;Arte y Arquitectura;Instituto Profesional;Técnico en Fotografía;Septiembre de 2020;2014;2018;s/i
2020-2021;111;Administración y Comercio;Instituto Profesional;Técnico en Gastronomía y Cocina;Septiembre de 2020;2014;2018;516125.83711225
2020-2021;112;Tecnología;Instituto Profesional;Técnico en Instrumentación, Automatización y Control Industrial;Septiembre de 2020;2014;2018;s/i
2020-2021;113;Salud;Instituto Profesional;Técnico en Laboratorio Clínico;Septiembre de 2020;2014;2018;530503.00459325
2020-2021;114;Administración y Comercio;Instituto Profesional;Técnico en Logística;Septiembre de 2020;2014;2018;s/i
2020-2021;115;Tecnología;Instituto Profesional;Técnico en Mantenimiento Industrial;Septiembre de 2020;2014;2018;s/i
2020-2021;116;Salud;Instituto Profesional;Técnico en Masoterapia;Septiembre de 2020;2014;2018;558296.574909
2020-2021;117;Tecnología;Instituto Profesional;Técnico en Mecánica Automotriz;Septiembre de 2020;2014;2018;764743.4787796666
2020-2021;118;Arte y Arquitectura;Instituto Profesional;Técnico en Peluquería y Estética;Septiembre de 2020;2014;2018;607862.1623835833
2020-2021;119;Tecnología;Instituto Profesional;Técnico en Prevención de Riesgos;Septiembre de 2020;2014;2018;739225.42189425
2020-2021;120;Salud;Instituto Profesional;Técnico en Radiología y Radioterapia;Septiembre de 2020;2014;2018;543693.84759775
2020-2021;121;Ciencias Sociales;Instituto Profesional;Técnico en Relaciones Públicas;Septiembre de 2020;2014;2018;767494.9912083334
2020-2021;122;Ciencias Sociales;Instituto Profesional;Técnico en Servicio Social;Septiembre de 2020;2014;2018;638158.3381858333
2020-2021;123;Tecnología;Instituto Profesional;Técnico en Sonido;Septiembre de 2020;2014;2018;596997.3768649166
2020-2021;124;Tecnología;Instituto Profesional;Técnico en Telecomunicaciones;Septiembre de 2020;2014;2018;s/i
2020-2021;125;Tecnología;Instituto Profesional;Técnico en Topografía;Septiembre de 2020;2014;2018;1093750.0795483333
2020-2021;126;Humanidades;Instituto Profesional;Técnico en Traducción e Interpretariado;Septiembre de 2020;2014;2018;713975.5157943334
2020-2021;127;Administración y Comercio;Instituto Profesional;Técnico en Turismo y Hotelería;Septiembre de 2020;2014;2018;521582.83185499994
2020-2021;128;Derecho;Instituto Profesional;Técnico Jurídico;Septiembre de 2020;2014;2018;660051.9058513333
2020-2021;129;Salud;Instituto Profesional;Técnico Laboratorista Dental;Septiembre de 2020;2014;2018;s/i
2020-2021;130;Agropecuaria;Instituto Profesional;Técnico Veterinario;Septiembre de 2020;2014;2018;506658.0611641667
2020-2021;131;Salud;Instituto Profesional;Terapia Ocupacional;Septiembre de 2020;2014;2018;s/i
2020-2021;132;Ciencias Sociales;Instituto Profesional;Trabajo Social;Septiembre de 2020;2014;2018;848769.6472245833
2020-2021;1;Administración y Comercio;Centro de Formación Técnica;Secretariado Bilingüe;Septiembre de 2020;2015;2019;732288.3700837499
2020-2021;2;Salud;Centro de Formación Técnica;Técnico Agente o Visitador Médico;Septiembre de 2020;2015;2019;s/i
2020-2021;3;Agropecuaria;Centro de Formación Técnica;Técnico Agropecuario;Septiembre de 2020;2015;2019;662527.3127624999
2020-2021;4;Educación;Centro de Formación Técnica;Técnico Asistente del Educador de Párvulos;Septiembre de 2020;2015;2019;476369.87219624995
2020-2021;5;Educación;Centro de Formación Técnica;Técnico Asistente del Educador Diferencial;Septiembre de 2020;2015;2019;508619.09469749994
2020-2021;6;Salud;Centro de Formación Técnica;Técnico Dental y Asistente de Odontología;Septiembre de 2020;2015;2019;527471.3001412499
2020-2021;7;Administración y Comercio;Centro de Formación Técnica;Técnico en Administración de Empresas;Septiembre de 2020;2015;2019;822905.215605
2020-2021;8;Administración y Comercio;Centro de Formación Técnica;Técnico en Administración de Recursos Humanos y Personal;Septiembre de 2020;2015;2019;730033.8638249999
2020-2021;9;Tecnología;Centro de Formación Técnica;Técnico en Administración de Redes y Soporte;Septiembre de 2020;2015;2019;763894.33723875
2020-2021;10;Administración y Comercio;Centro de Formación Técnica;Técnico en Administración de Ventas;Septiembre de 2020;2015;2019;s/i
2020-2021;11;Administración y Comercio;Centro de Formación Técnica;Técnico en Administración Financiera y Finanzas;Septiembre de 2020;2015;2019;867171.7735125
2020-2021;12;Ciencias Sociales;Centro de Formación Técnica;Técnico en Administración Pública o Municipal;Septiembre de 2020;2015;2019;910991.0471999999
2020-2021;13;Administración y Comercio;Centro de Formación Técnica;Técnico en Comercio Exterior;Septiembre de 2020;2015;2019;836989.0896262499
2020-2021;14;Tecnología;Centro de Formación Técnica;Técnico en Computación e Informática;Septiembre de 2020;2015;2019;924802.7771999999
2020-2021;15;Tecnología;Centro de Formación Técnica;Técnico en Construcción y Obras Civiles;Septiembre de 2020;2015;2019;838974.5282287499
2020-2021;16;Administración y Comercio;Centro de Formación Técnica;Técnico en Contabilidad General;Septiembre de 2020;2015;2019;892635.16005
2020-2021;17;Educación;Centro de Formación Técnica;Técnico en Deporte, Recreación y Preparación Física;Septiembre de 2020;2015;2019;551913.7291275
2020-2021;18;Tecnología;Centro de Formación Técnica;Técnico en Electricidad y Electricidad Industrial;Septiembre de 2020;2015;2019;855979.64809125
2020-2021;19;Tecnología;Centro de Formación Técnica;Técnico en Electrónica y Electrónica Industrial;Septiembre de 2020;2015;2019;873953.1651
2020-2021;20;Salud;Centro de Formación Técnica;Técnico en Enfermería;Septiembre de 2020;2015;2019;620165.4911437499
2020-2021;21;Salud;Centro de Formación Técnica;Técnico en Farmacia;Septiembre de 2020;2015;2019;s/i
2020-2021;22;Administración y Comercio;Centro de Formación Técnica;Técnico en Gastronomía y Cocina;Septiembre de 2020;2015;2019;543767.817345
2020-2021;23;Ciencias Básicas;Centro de Formación Técnica;Técnico en Geominería;Septiembre de 2020;2015;2019;s/i
2020-2021;24;Tecnología;Centro de Formación Técnica;Técnico en Instrumentación, Automatización y Control Industrial;Septiembre de 2020;2015;2019;1015013.147775
2020-2021;25;Salud;Centro de Formación Técnica;Técnico en Laboratorio Clínico;Septiembre de 2020;2015;2019;600161.8499249999
2020-2021;26;Administración y Comercio;Centro de Formación Técnica;Técnico en Logística;Septiembre de 2020;2015;2019;921016.9041749999
2020-2021;27;Tecnología;Centro de Formación Técnica;Técnico en Mantenimiento Industrial;Septiembre de 2020;2015;2019;939485.6313374998
2020-2021;28;Tecnología;Centro de Formación Técnica;Técnico en Mecánica Automotriz;Septiembre de 2020;2015;2019;799480.42432125
2020-2021;29;Tecnología;Centro de Formación Técnica;Técnico en Mecánica Industrial;Septiembre de 2020;2015;2019;911317.1161875
2020-2021;30;Tecnología;Centro de Formación Técnica;Técnico en Minería y Metalurgia;Septiembre de 2020;2015;2019;s/i
2020-2021;31;Salud;Centro de Formación Técnica;Técnico en Podología;Septiembre de 2020;2015;2019;606322.06237125
2020-2021;32;Tecnología;Centro de Formación Técnica;Técnico en Prevención de Riesgos;Septiembre de 2020;2015;2019;732736.097025
2020-2021;33;Tecnología;Centro de Formación Técnica;Técnico en Procesos Industriales;Septiembre de 2020;2015;2019;s/i
2020-2021;34;Arte y Arquitectura;Centro de Formación Técnica;Técnico en Producción Gráfica y Multimedia;Septiembre de 2020;2015;2019;s/i
2020-2021;35;Ciencias Básicas;Centro de Formación Técnica;Técnico en Química (Análisis e Industrial);Septiembre de 2020;2015;2019;741387.5134162499
2020-2021;36;Salud;Centro de Formación Técnica;Técnico en Radiología y Radioterapia;Septiembre de 2020;2015;2019;621491.61697875
2020-2021;37;Tecnología;Centro de Formación Técnica;Técnico en Refrigeración y Climatización;Septiembre de 2020;2015;2019;787547.5673400001
2020-2021;38;Ciencias Sociales;Centro de Formación Técnica;Técnico en Servicio Social;Septiembre de 2020;2015;2019;636260.8657574999
2020-2021;39;Tecnología;Centro de Formación Técnica;Técnico en Telecomunicaciones;Septiembre de 2020;2015;2019;803622.3093149998
2020-2021;40;Salud;Centro de Formación Técnica;Técnico en Terapias Naturales y Naturopatía;Septiembre de 2020;2015;2019;s/i
2020-2021;41;Tecnología;Centro de Formación Técnica;Técnico en Topografía;Septiembre de 2020;2015;2019;832189.0083712499
2020-2021;42;Administración y Comercio;Centro de Formación Técnica;Técnico en Turismo y Hotelería;Septiembre de 2020;2015;2019;605614.0779524999
2020-2021;43;Derecho;Centro de Formación Técnica;Técnico Jurídico;Septiembre de 2020;2015;2019;768679.1475
2020-2021;44;Salud;Centro de Formación Técnica;Técnico Laboratorista Dental;Septiembre de 2020;2015;2019;622255.38418875
2020-2021;45;Agropecuaria;Centro de Formación Técnica;Técnico Veterinario;Septiembre de 2020;2015;2019;s/i
2020-2021;46;Administración y Comercio;Instituto Profesional;Administración de Empresas e Ing. Asociadas;Septiembre de 2020;2015;2019;1038755.64585
2020-2021;47;Administración y Comercio;Instituto Profesional;Administración Gastronómica;Septiembre de 2020;2015;2019;639396.91739625
2020-2021;48;Ciencias Sociales;Instituto Profesional;Administración Pública;Septiembre de 2020;2015;2019;s/i
2020-2021;49;Administración y Comercio;Instituto Profesional;Administración Turística y Hotelera;Septiembre de 2020;2015;2019;675905.28193875
2020-2021;50;Arte y Arquitectura;Instituto Profesional;Comunicación Audiovisual y/o Multimedia;Septiembre de 2020;2015;2019;696946.0691437499
2020-2021;51;Tecnología;Instituto Profesional;Construcción Civil;Septiembre de 2020;2015;2019;1164568.981425
2020-2021;52;Administración y Comercio;Instituto Profesional;Contador Auditor;Septiembre de 2020;2015;2019;1118744.32365
2020-2021;53;Arte y Arquitectura;Instituto Profesional;Diseño de Ambientes e Interiores;Septiembre de 2020;2015;2019;747035.3603249999
2020-2021;54;Arte y Arquitectura;Instituto Profesional;Diseño de Vestuario;Septiembre de 2020;2015;2019;629734.8153975
2020-2021;55;Arte y Arquitectura;Instituto Profesional;Diseño Gráfico;Septiembre de 2020;2015;2019;697845.90832125
2020-2021;56;Tecnología;Instituto Profesional;Diseño Industrial;Septiembre de 2020;2015;2019;842548.722795
2020-2021;57;Arte y Arquitectura;Instituto Profesional;Fotografía;Septiembre de 2020;2015;2019;s/i
2020-2021;58;Agropecuaria;Instituto Profesional;Ingeniería Agrícola;Septiembre de 2020;2015;2019;803243.5259662499
2020-2021;59;Administración y Comercio;Instituto Profesional;Ingeniería en Comercio Exterior;Septiembre de 2020;2015;2019;943838.0340374998
2020-2021;60;Tecnología;Instituto Profesional;Ingeniería en Computación e Informática;Septiembre de 2020;2015;2019;1242959.646825
2020-2021;61;Tecnología;Instituto Profesional;Ingeniería en Conectividad y Redes;Septiembre de 2020;2015;2019;1310918.65245
2020-2021;62;Tecnología;Instituto Profesional;Ingeniería en Construcción;Septiembre de 2020;2015;2019;1077136.183425
2020-2021;63;Tecnología;Instituto Profesional;Ingeniería en Electricidad;Septiembre de 2020;2015;2019;1327134.8901375
2020-2021;64;Administración y Comercio;Instituto Profesional;Ingeniería en Finanzas;Septiembre de 2020;2015;2019;1362031.5116249998
2020-2021;65;Ciencias Sociales;Instituto Profesional;Ingeniería en Gestión Pública;Septiembre de 2020;2015;2019;s/i
2020-2021;66;Administración y Comercio;Instituto Profesional;Ingeniería en Logística;Septiembre de 2020;2015;2019;1209326.6318249998
2020-2021;67;Administración y Comercio;Instituto Profesional;Ingeniería en Marketing;Septiembre de 2020;2015;2019;1100675.612775
2020-2021;68;Tecnología;Instituto Profesional;Ingeniería en Mecánica Automotriz;Septiembre de 2020;2015;2019;983302.0027124999
2020-2021;69;Tecnología;Instituto Profesional;Ingeniería en Medio Ambiente;Septiembre de 2020;2015;2019;s/i
2020-2021;70;Tecnología;Instituto Profesional;Ingeniería en Minas y Metalurgia;Septiembre de 2020;2015;2019;1233685.5897
