per_sies;id_carr_gen;area_carr;tipo_inst;nom_carr_gen;fecha_act;per_tit_carr;tra_10_inf;tra_25_inf;tra_50_perc;tra_25_sup;tra_10_sup
2024-2025;1;Administración y Comercio;Centros de Formación Técnica;Secretariado Bilingüe;Septiembre de 2024;1er año;516668.39824;642222.525472;782710.419528;907945.670416;1227161.702432
2024-2025;3;Agropecuaria;Centros de Formación Técnica;Técnico Agropecuario;Septiembre de 2024;1er año;461052.815008;524570.415488;644662.06872;808990.9364479999;1115735.255472
2024-2025;4;Educación;Centros de Formación Técnica;Técnico Asistente del Educador de Párvulos;Septiembre de 2024;1er año;443392.813536;474362.563536;543292.850456;642448.008848;742114.2566000001
2024-2025;5;Educación;Centros de Formación Técnica;Técnico Asistente del Educador Diferencial;Septiembre de 2024;1er año;444576.6437328;465754.45958400005;510513.75917599996;587904.0143599999;697958.3350432
2024-2025;6;Salud;Centros de Formación Técnica;Técnico Dental y Asistente de Odontología;Septiembre de 2024;1er año;455015.8256;491667.398016;557119.5873439999;641340.035072;741744.884816
2024-2025;7;Agropecuaria;Centros de Formación Técnica;Técnico en Acuicultura y Pesca;Septiembre de 2024;1er año;623265.8199776;821423.2913120001;1074447.446592;1384079.255328;1819541.453264
2024-2025;8;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración de Empresas;Septiembre de 2024;1er año;473596.44860800006;555848.4236320001;702766.180496;934144.87552;1305688.529744
2024-2025;9;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración de Recursos Humanos y Personal;Septiembre de 2024;1er año;482468.35584000003;563148.837264;709666.68912;945188.558592;1316259.7265120002
2024-2025;11;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración de Ventas;Septiembre de 2024;1er año;487348.66932800005;647283.0180159999;898271.9899808;1431433.690192;2126031.407408
2024-2025;14;Ciencias Sociales;Centros de Formación Técnica;Técnico en Administración Pública o Municipal;Septiembre de 2024;1er año;508315.272664;609980.5263439999;798194.5866479999;1167836.450464;1659580.205136
2024-2025;18;Administración y Comercio;Centros de Formación Técnica;Técnico en Comercio Exterior;Septiembre de 2024;1er año;535457.7420256;656427.600624;797495.5787439999;999640.29272;1310254.26136
2024-2025;19;Tecnología;Centros de Formación Técnica;Técnico en Computación e Informática;Septiembre de 2024;1er año;493785.84689600003;605351.227104;808544.1225919999;1154147.0894880001;1609300.338192
2024-2025;22;Tecnología;Centros de Formación Técnica;Técnico en Construcción y Obras Civiles;Septiembre de 2024;1er año;482864.29672;571658.87624;777707.595608;1140767.874336;1788008.702704
2024-2025;23;Administración y Comercio;Centros de Formación Técnica;Técnico en Contabilidad General;Septiembre de 2024;1er año;474523.20510400005;543766.9884799999;699115.97368;924470.5721504;1268999.8644160002
2024-2025;25;Educación;Centros de Formación Técnica;Técnico en Deporte, Recreación y Preparación Física;Septiembre de 2024;1er año;453202.33142400003;499854.92686400004;616941.676688;778882.5348319999;946032.0684
2024-2025;29;Tecnología;Centros de Formación Técnica;Técnico en Electricidad y Electricidad Industrial;Septiembre de 2024;1er año;511309.369104;636920.5986560001;879526.4592479999;1270841.296256;1869387.0594239999
2024-2025;31;Tecnología;Centros de Formación Técnica;Técnico en Electrónica y Electrónica Industrial;Septiembre de 2024;1er año;533445.909312;602913.66592;707088.1182400001;893168.250688;1198678.310144
2024-2025;33;Salud;Centros de Formación Técnica;Técnico en Enfermería;Septiembre de 2024;1er año;483581.33196800004;553121.62268;664696.3469039999;792673.452992;957041.0181600001
2024-2025;34;Salud;Centros de Formación Técnica;Técnico en Farmacia;Septiembre de 2024;1er año;504761.431912;578487.9550528;701391.996648;880679.3598079999;1040116.5879680001
2024-2025;36;Administración y Comercio;Centros de Formación Técnica;Técnico en Gastronomía y Cocina;Septiembre de 2024;1er año;458653.0923696;494670.79128;582939.65192;701148.438736;884676.899744
2024-2025;37;Ciencias Básicas;Centros de Formación Técnica;Técnico en Geominería;Septiembre de 2024;1er año;435882.3011200001;612403.4108160001;789470.3431840001;1046626.06368;1866863.8919519999
2024-2025;39;Tecnología;Centros de Formación Técnica;Técnico en Instrumentación, Automatización y Control Industrial;Septiembre de 2024;1er año;547485.434928;680200.7593919999;934877.6728960001;1331244.224736;1885395.624048
2024-2025;40;Salud;Centros de Formación Técnica;Técnico en Laboratorio Clínico;Septiembre de 2024;1er año;477858.26374399994;532591.545344;615909.8236080001;739945.359472;857717.90344
2024-2025;41;Administración y Comercio;Centros de Formación Técnica;Técnico en Logística;Septiembre de 2024;1er año;505336.74958400003;649936.7185600001;813741.5663199999;1126553.4551680002;1530547.366816
2024-2025;42;Tecnología;Centros de Formación Técnica;Técnico en Mantenimiento Industrial;Septiembre de 2024;1er año;519351.64097599994;680516.473872;897606.327944;1308728.6383840002;1905295.3578400002
2024-2025;44;Tecnología;Centros de Formación Técnica;Técnico en Mecánica Automotriz;Septiembre de 2024;1er año;479423.433616;591423.8296800001;802135.7321439999;1118197.356496;1549069.6605119999
2024-2025;45;Tecnología;Centros de Formación Técnica;Técnico en Mecánica Industrial;Septiembre de 2024;1er año;528990.182248;721845.906096;1053892.782224;1454930.492608;3074831.192224
2024-2025;47;Tecnología;Centros de Formación Técnica;Técnico en Metalurgia;Septiembre de 2024;1er año;668865.335376;834663.761984;970640.5255679999;2438733.622048;3073109.156144
2024-2025;48;Tecnología;Centros de Formación Técnica;Técnico en Minería;Septiembre de 2024;1er año;602970.107552;750032.5550880001;1019266.596064;1427186.315808;2471506.672752
2024-2025;51;Salud;Centros de Formación Técnica;Técnico en Podología;Septiembre de 2024;1er año;457067.828144;497784.613824;615673.9863071999;762441.5027200001;1216241.1904799999
2024-2025;52;Tecnología;Centros de Formación Técnica;Técnico en Prevención de Riesgos;Septiembre de 2024;1er año;482630.79070400004;572870.4836479999;737651.54512;973673.8385599998;1451841.021136
2024-2025;53;Tecnología;Centros de Formación Técnica;Técnico en Procesos Industriales;Septiembre de 2024;1er año;453791.19320000004;485268.445968;570408.429816;881112.2992160001;938806.123744
2024-2025;54;Arte y Arquitectura;Centros de Formación Técnica;Técnico en Producción Gráfica y Multimedia;Septiembre de 2024;1er año;459561.170272;539722.256544;658351.4296960001;853388.4149759999;1169697.702944
2024-2025;55;Ciencias Básicas;Centros de Formación Técnica;Técnico en Química (Análisis e Industrial);Septiembre de 2024;1er año;516808.56791839993;586518.740392;727968.21864;923360.1349519999;1161981.24464
2024-2025;56;Salud;Centros de Formación Técnica;Técnico en Radiología y Radioterapia;Septiembre de 2024;1er año;488424.45816;519685.760336;616559.043952;725948.3538479999;849692.19596
2024-2025;57;Tecnología;Centros de Formación Técnica;Técnico en Refrigeración y Climatización;Septiembre de 2024;1er año;545260.332128;636057.740128;833716.7129279999;988600.7625439999;1369487.583312
2024-2025;59;Ciencias Sociales;Centros de Formación Técnica;Técnico en Servicio Social;Septiembre de 2024;1er año;466670.4279888;517814.7579888;619062.2964;801329.8815520001;1116773.8570080001
2024-2025;60;Tecnología;Centros de Formación Técnica;Técnico en Telecomunicaciones;Septiembre de 2024;1er año;475461.382064;556614.7462048;735126.1124320001;953089.254464;1567043.9607040002
2024-2025;62;Tecnología;Centros de Formación Técnica;Técnico en Topografía;Septiembre de 2024;1er año;501780.73799999995;590367.012032;777904.4334399999;1047549.044816;1429605.472112
2024-2025;64;Administración y Comercio;Centros de Formación Técnica;Técnico en Turismo y Hotelería;Septiembre de 2024;1er año;454481.80092799995;499624.441136;567489.2742720001;712248.940976;866586.6582463998
2024-2025;66;Derecho;Centros de Formación Técnica;Técnico Jurídico;Septiembre de 2024;1er año;457362.96691200003;546598.130944;636140.703664;898428.4597760001;1229534.799344
2024-2025;67;Salud;Centros de Formación Técnica;Técnico Laboratorista Dental;Septiembre de 2024;1er año;448284.49085760006;480779.33528319997;540935.5628640001;740201.3760719999;903008.160224
2024-2025;68;Agropecuaria;Centros de Formación Técnica;Técnico Veterinario;Septiembre de 2024;1er año;445683.6359152;488361.31526400003;565698.101912;687552.329152;901168.9936
2024-2025;70;Administración y Comercio;Institutos Profesionales;Administración de Empresas e Ing. Asociadas;Septiembre de 2024;1er año;547023.425248;712335.39672;973665.81592;1409488.938272;1941150.6124479999
2024-2025;71;Administración y Comercio;Institutos Profesionales;Administración Gastronómica;Septiembre de 2024;1er año;456784.29860800004;495172.72539199993;589582.7753760001;731433.9047359999;920853.9188464
2024-2025;72;Ciencias Sociales;Institutos Profesionales;Administración Pública;Septiembre de 2024;1er año;1052727.422976;1326440.64544;1666404.3571040002;2057839.533712;2423902.214672
2024-2025;73;Administración y Comercio;Institutos Profesionales;Administración Turística y Hotelera;Septiembre de 2024;1er año;455455.08873599995;497179.565192;595052.752904;737094.585136;953249.0465759999
2024-2025;74;Arte y Arquitectura;Institutos Profesionales;Animación Digital;Septiembre de 2024;1er año;466483.4816;520862.06812799996;663454.2534640001;793020.50296;975721.97136
2024-2025;75;Arte y Arquitectura;Institutos Profesionales;Comunicación Audiovisual y/o Multimedia;Septiembre de 2024;1er año;458945.692208;535053.127256;616886.0090048;819637.876376;1105958.488832
2024-2025;76;Tecnología;Institutos Profesionales;Construcción Civil;Septiembre de 2024;1er año;523832.5213760001;680740.9190240001;939420.2426784;1272268.099184;1796089.0113279999
2024-2025;77;Administración y Comercio;Institutos Profesionales;Contador Auditor;Septiembre de 2024;1er año;537497.5124031999;687207.261248;912342.17152;1314078.984192;1855266.1748000002
2024-2025;78;Arte y Arquitectura;Institutos Profesionales;Diseño de Ambientes e Interiores;Septiembre de 2024;1er año;479339.337472;520219.926584;686282.958736;862837.244408;1076471.133936
2024-2025;79;Arte y Arquitectura;Institutos Profesionales;Diseño de Vestuario;Septiembre de 2024;1er año;470164.080064;512721.164976;646337.8566399999;863722.047216;1099798.328304
2024-2025;80;Arte y Arquitectura;Institutos Profesionales;Diseño Gráfico;Septiembre de 2024;1er año;473016.836464;514794.40392;643930.875872;836404.250136;1050965.4624639999
2024-2025;81;Tecnología;Institutos Profesionales;Diseño Industrial;Septiembre de 2024;1er año;462450.7175552;523347.48199999996;722805.0740576001;957679.620304;1359302.7946399997
2024-2025;82;Salud;Institutos Profesionales;Fonoaudiología;Septiembre de 2024;1er año;446366.853376;541053.731632;629193.427768;868787.4477280001;1274644.7826879998
2024-2025;84;Agropecuaria;Institutos Profesionales;Ingeniería Agrícola;Septiembre de 2024;1er año;492099.959888;572660.7624;705220.542032;940045.1968960001;1230710.4464480001
2024-2025;87;Tecnología;Institutos Profesionales;Ingeniería en Automatización, Instrumentación y Control;Septiembre de 2024;1er año;562372.4344799999;952469.4347359999;1292628.898816;2696778.34544;4092189.721344
2024-2025;88;Administración y Comercio;Institutos Profesionales;Ingeniería en Comercio Exterior;Septiembre de 2024;1er año;540873.930112;650291.885552;894051.2130079999;1169730.2654239999;1620314.384688
2024-2025;89;Tecnología;Institutos Profesionales;Ingeniería en Computación e Informática;Septiembre de 2024;1er año;575688.695504;743070.6119184;1039052.69152;1512841.777872;2321523.1348
2024-2025;90;Tecnología;Institutos Profesionales;Ingeniería en Conectividad y Redes;Septiembre de 2024;1er año;566268.0396959999;671357.16736;920637.298128;1319314.087136;1962868.276464
2024-2025;91;Tecnología;Institutos Profesionales;Ingeniería en Construcción;Septiembre de 2024;1er año;517086.04743999994;635270.2472239999;850838.300872;1125551.002704;1543892.3205760003
2024-2025;93;Tecnología;Institutos Profesionales;Ingeniería en Electricidad;Septiembre de 2024;1er año;547899.308768;722517.731408;981947.823152;1349399.270288;1943230.552656
2024-2025;96;Administración y Comercio;Institutos Profesionales;Ingeniería en Finanzas;Septiembre de 2024;1er año;566260.8665120001;717398.909552;1033023.3472160001;1581498.681536;2237030.766768
2024-2025;97;Ciencias Básicas;Institutos Profesionales;Ingeniería en Geomensura y Cartografía;Septiembre de 2024;1er año;569462.0697632;695601.8402768001;1052186.319504;1350644.195248;1679149.972464
2024-2025;98;Ciencias Sociales;Institutos Profesionales;Ingeniería en Gestión Pública;Septiembre de 2024;1er año;688478.802496;977758.872464;1284671.383776;1611773.85968;1952051.870064
2024-2025;100;Administración y Comercio;Institutos Profesionales;Ingeniería en Logística;Septiembre de 2024;1er año;596250.721824;826816.3930719999;1136532.864256;1608671.4576000003;2234426.5234399997
2024-2025;101;Administración y Comercio;Institutos Profesionales;Ingeniería en Marketing;Septiembre de 2024;1er año;482056.42631039995;588938.0193952;758022.7269920001;995639.732496;1421381.322272
2024-2025;103;Tecnología;Institutos Profesionales;Ingeniería en Mecánica Automotriz;Septiembre de 2024;1er año;530759.646288;649687.0728799999;863667.823608;1172611.525792;1594895.357728
2024-2025;104;Tecnología;Institutos Profesionales;Ingeniería en Medio Ambiente;Septiembre de 2024;1er año;509532.96784000006;634613.5233519999;791547.970984;1036953.59136;1294617.19216
2024-2025;105;Tecnología;Institutos Profesionales;Ingeniería en Metalurgia;Septiembre de 2024;1er año;572322.206992;710023.8381759999;879706.921456;1324491.898992;2489791.213152
2024-2025;106;Tecnología;Institutos Profesionales;Ingeniería en Minas;Septiembre de 2024;1er año;540693.656672;692043.214256;975796.5347200001;1375746.752656;2093438.158224
2024-2025;107;Tecnología;Institutos Profesionales;Ingeniería en Prevención de Riesgos;Septiembre de 2024;1er año;551313.2724319999;710374.191584;1036639.009488;1515075.09208;1988263.2355040002
2024-2025;108;Tecnología;Institutos Profesionales;Ingeniería en Química;Septiembre de 2024;1er año;495536.953248;608846.8612432;722072.8052320001;962579.376896;1526908.9579999999
2024-2025;109;Administración y Comercio;Institutos Profesionales;Ingeniería en Recursos Humanos;Septiembre de 2024;1er año;524531.246128;639742.7180096001;852834.192128;1204169.099344;1768878.6704320002
2024-2025;110;Tecnología;Institutos Profesionales;Ingeniería en Refrigeración y Climatización;Septiembre de 2024;1er año;527736.2247392;734137.534416;828122.054136;1283123.58056;1719794.5543840001
2024-2025;111;Administración y Comercio;Institutos Profesionales;Ingeniería en Seguridad Privada;Septiembre de 2024;1er año;1410313.2881279998;1437895.2188320002;1570379.6800320002;1922560.173504;2268657.618176
2024-2025;112;Tecnología;Institutos Profesionales;Ingeniería en Sonido;Septiembre de 2024;1er año;525493.1512256;577509.457248;740691.0213872;1017389.7702239999;1251963.2692640002
2024-2025;113;Tecnología;Institutos Profesionales;Ingeniería en Telecomunicaciones;Septiembre de 2024;1er año;565889.371088;710982.826808;903426.139768;1189302.864272;1744649.920096
2024-2025;114;Tecnología;Institutos Profesionales;Ingeniería Industrial;Septiembre de 2024;1er año;911460.530576;1592161.80832;2390808.824672;3405080.996992;5060028.1747200005
2024-2025;116;Tecnología;Institutos Profesionales;Ingeniería Mecánica;Septiembre de 2024;1er año;554455.127024;759117.1283488001;1058290.98224;1378683.13328;1856098.452912
2024-2025;117;Salud;Institutos Profesionales;Kinesiología;Septiembre de 2024;1er año;513197.61540799995;619594.244624;772260.9309279999;995152.80544;1296181.4181920001
2024-2025;118;Arte y Arquitectura;Institutos Profesionales;Música, Canto o Danza;Septiembre de 2024;1er año;474043.734384;513411.583936;753331.275888;1026145.8682880001;1711147.2810719998
2024-2025;120;Educación;Institutos Profesionales;Psicopedagogía;Septiembre de 2024;1er año;464888.86392000003;535105.651952;670632.203856;835293.6808000001;1123435.0078079998
2024-2025;121;Ciencias Sociales;Institutos Profesionales;Publicidad;Septiembre de 2024;1er año;481108.471168;561967.7630800001;660646.3766559999;835726.997744;1011597.990448
2024-2025;123;Ciencias Sociales;Institutos Profesionales;Relaciones Públicas;Septiembre de 2024;1er año;455954.757632;490852.58094400004;631092.575424;895821.66808;1333316.142304
2024-2025;124;Agropecuaria;Institutos Profesionales;Técnico Agropecuario;Septiembre de 2024;1er año;463622.89132800006;512315.738504;647641.960368;870169.842984;1120946.762416
2024-2025;125;Educación;Institutos Profesionales;Técnico Asistente del Educador de Párvulos;Septiembre de 2024;1er año;447527.39904;479723.1972;557223.126592;658429.107728;762817.953304
2024-2025;126;Educación;Institutos Profesionales;Técnico Asistente del Educador Diferencial;Septiembre de 2024;1er año;446109.27943999995;470182.62652;534460.49012;630735.00164;791370.4818720001
2024-2025;127;Salud;Institutos Profesionales;Técnico Dental y Asistente de Odontología;Septiembre de 2024;1er año;455773.72912000003;492047.388;568301.5901680001;647743.3759760001;746884.2351919999
2024-2025;128;Administración y Comercio;Institutos Profesionales;Técnico en Administración de Empresas;Septiembre de 2024;1er año;520072.734736;637836.784144;885704.599928;1270260.4571200002;1860588.2054080002
2024-2025;129;Administración y Comercio;Institutos Profesionales;Técnico en Administración de Recursos Humanos y Personal;Septiembre de 2024;1er año;495704.7679999999;580759.4759039999;745807.172176;1020810.8126879999;1478428.805168
2024-2025;130;Tecnología;Institutos Profesionales;Técnico en Administración de Redes y Soporte;Septiembre de 2024;1er año;522103.2932352;613631.252272;883740.138544;1248687.955696;1954672.441824
2024-2025;133;Administración y Comercio;Institutos Profesionales;Técnico en Administración Financiera y Finanzas;Septiembre de 2024;1er año;493938.37143999996;585688.680304;760492.4731199999;1056153.65656;1480770.094672
2024-2025;134;Ciencias Sociales;Institutos Profesionales;Técnico en Administración Pública o Municipal;Septiembre de 2024;1er año;603175.770288;747836.711328;964276.3068319999;1241132.13896;1616320.5257279999
2024-2025;135;Tecnología;Institutos Profesionales;Técnico en Alimentos;Septiembre de 2024;1er año;536233.823904;642827.810064;755391.867376;901059.6025439999;1093918.016336
2024-2025;139;Administración y Comercio;Institutos Profesionales;Técnico en Comercio Exterior;Septiembre de 2024;1er año;561446.52744;665491.390528;821303.9427440001;1107088.265312;1416568.304576
2024-2025;140;Tecnología;Institutos Profesionales;Técnico en Computación e Informática;Septiembre de 2024;1er año;516700.01687999995;636389.6886560001;921008.227248;1364336.954048;2042993.4024320003
2024-2025;141;Arte y Arquitectura;Institutos Profesionales;Técnico en Comunicación Audiovisual;Septiembre de 2024;1er año;481401.7222559999;530259.22232;640733.523488;840099.5253120001;1087195.1384
2024-2025;143;Tecnología;Institutos Profesionales;Técnico en Construcción y Obras Civiles;Septiembre de 2024;1er año;500819.72011199995;608662.170632;821183.2728000002;1131939.855664;1594885.919328
2024-2025;144;Administración y Comercio;Institutos Profesionales;Técnico en Contabilidad General;Septiembre de 2024;1er año;514265.38159999996;656783.900224;880277.048008;1336183.528224;2169738.938896
2024-2025;145;Administración y Comercio;Institutos Profesionales;Técnico en Contabilidad Tributaria;Septiembre de 2024;1er año;477167.844784;553558.5922848;686558.324056;922436.8234720001;1331109.066848
2024-2025;146;Educación;Institutos Profesionales;Técnico en Deporte, Recreación y Preparación Física;Septiembre de 2024;1er año;460182.783296;509317.94221119996;640120.924136;865483.866152;1230855.514656
2024-2025;147;Arte y Arquitectura;Institutos Profesionales;Técnico en Dibujo Arquitectónico;Septiembre de 2024;1er año;467685.273072;515866.181432;653070.597704;820649.908816;1092342.4642239998
2024-2025;149;Arte y Arquitectura;Institutos Profesionales;Técnico en Diseño Gráfico;Septiembre de 2024;1er año;489062.399616;586624.214512;728981.147728;900147.003648;1119019.441136
2024-2025;150;Tecnología;Institutos Profesionales;Técnico en Electricidad y Electricidad Industrial;Septiembre de 2024;1er año;515903.604688;620034.9235200001;841075.3614879999;1188222.82816;1720555.100656
2024-2025;151;Tecnología;Institutos Profesionales;Técnico en Electromecánica;Septiembre de 2024;1er año;522612.608176;617699.249864;810425.3939184;1113562.630176;1502115.6025760002
2024-2025;153;Salud;Institutos Profesionales;Técnico en Enfermería;Septiembre de 2024;1er año;483326.87270400004;558427.372048;673274.5122512;811262.9480959999;991747.0531840001
2024-2025;154;Salud;Institutos Profesionales;Técnico en Farmacia;Septiembre de 2024;1er año;537937.738256;634245.756096;741501.5628640001;874700.605328;957063.575936
2024-2025;156;Administración y Comercio;Institutos Profesionales;Técnico en Gastronomía y Cocina;Septiembre de 2024;1er año;458984.861568;502718.44304;570963.6248191999;684146.010592;952993.454704
2024-2025;157;Ciencias Básicas;Institutos Profesionales;Técnico en Geología;Septiembre de 2024;1er año;500413.30260800006;551080.143952;676259.23636;937075.545912;1075687.557968
2024-2025;159;Tecnología;Institutos Profesionales;Técnico en Instrumentación, Automatización y Control Industrial;Septiembre de 2024;1er año;844018.915296;1153759.643168;1781679.21728;2616935.993936;4159239.737408
2024-2025;160;Salud;Institutos Profesionales;Técnico en Laboratorio Clínico;Septiembre de 2024;1er año;462143.894048;518599.589264;599338.4;706248.195024;826579.8667680001
2024-2025;161;Administración y Comercio;Institutos Profesionales;Técnico en Logística;Septiembre de 2024;1er año;544396.340992;702412.995568;947401.202704;1331906.8948000001;1856438.1409279997
2024-2025;162;Tecnología;Institutos Profesionales;Técnico en Mantenimiento Industrial;Septiembre de 2024;1er año;532671.5829759999;667612.01024;915140.751504;1325472.454368;1788472.9776
2024-2025;163;Salud;Institutos Profesionales;Técnico en Masoterapia;Septiembre de 2024;1er año;456587.507968;487765.14816640003;574115.502992;697523.6212159999;966230.527552
2024-2025;164;Tecnología;Institutos Profesionales;Técnico en Mecánica Automotriz;Septiembre de 2024;1er año;472537.648896;566246.472952;731035.7458319999;994483.3397280001;1299153.381584
2024-2025;167;Tecnología;Institutos Profesionales;Técnico en Minería;Septiembre de 2024;1er año;544665.05224;754208.575168;1199288.40832;2151544.063296;3229574.704064
2024-2025;169;Arte y Arquitectura;Institutos Profesionales;Técnico en Peluquería y Estética;Septiembre de 2024;1er año;451478.12451199995;479135.6568;566629.15288;685070.5018719999;838119.7265280001
2024-2025;170;Salud;Institutos Profesionales;Técnico en Podología;Septiembre de 2024;1er año;525978.530384;655563.137568;856571.279416;1132261.233184;1687336.27432
2024-2025;171;Tecnología;Institutos Profesionales;Técnico en Prevención de Riesgos;Septiembre de 2024;1er año;526712.082832;659570.682208;943991.9582400001;1490326.4746720002;2288420.400784
2024-2025;178;Salud;Institutos Profesionales;Técnico en Radiología y Radioterapia;Septiembre de 2024;1er año;476439.672224;529161.0644800001;604361.4787264;734666.4623520001;901404.9536000001
2024-2025;179;Ciencias Sociales;Institutos Profesionales;Técnico en Relaciones Públicas;Septiembre de 2024;1er año;520152.300448;636293.888896;869353.7517280001;1104831.5438720002;1815052.644608
2024-2025;181;Ciencias Sociales;Institutos Profesionales;Técnico en Servicio Social;Septiembre de 2024;1er año;474538.353736;540915.930992;687340.4842640001;888949.3802719999;1148730.6748799998
2024-2025;182;Tecnología;Institutos Profesionales;Técnico en Sonido;Septiembre de 2024;1er año;462883.770224;504796.495568;606466.090912;718733.027392;928736.577936
2024-2025;183;Tecnología;Institutos Profesionales;Técnico en Telecomunicaciones;Septiembre de 2024;1er año;492550.643488;581154.756096;681219.398712;856695.2528;1048619.736912
2024-2025;185;Tecnología;Institutos Profesionales;Técnico en Topografía;Septiembre de 2024;1er año;545015.9719519999;630717.446216;874959.878176;1231702.139136;1876264.349584
2024-2025;186;Humanidades;Institutos Profesionales;Técnico en Traducción e Interpretariado;Septiembre de 2024;1er año;483418.519568;517673.4085104;577085.6353344;764897.091248;1158139.438304
2024-2025;188;Administración y Comercio;Institutos Profesionales;Técnico en Turismo y Hotelería;Septiembre de 2024;1er año;457538.521152;519774.29252799996;614493.544496;781094.518256;1067355.432832
2024-2025;189;Derecho;Institutos Profesionales;Técnico Jurídico;Septiembre de 2024;1er año;478286.106416;574696.342128;757748.4470880001;1119596.127376;1454991.5590559999
2024-2025;190;Salud;Institutos Profesionales;Técnico Laboratorista Dental;Septiembre de 2024;1er año;448176.477808;499132.511728;552777.12108;676964.4924848;818956.8014320001
2024-2025;191;Agropecuaria;Institutos Profesionales;Técnico Veterinario;Septiembre de 2024;1er año;452488.50523199997;494376.97388800007;568636.2663935999;649750.5933119999;743025.5813120002
2024-2025;192;Salud;Institutos Profesionales;Terapia Ocupacional;Septiembre de 2024;1er año;468409.764656;574789.59352;728304.508832;988020.20656;1234088.544192
2024-2025;193;Ciencias Sociales;Institutos Profesionales;Trabajo Social;Septiembre de 2024;1er año;520155.36792799993;651231.619848;895261.6878079999;1247469.5526400001;1661426.2617920002
2024-2025;1;Administración y Comercio;Centros de Formación Técnica;Secretariado Bilingüe;Septiembre de 2024;5to año;557680.8889919999;662918.76584;885160.9952799999;1163184.2631040001;1673487.2156160001
2024-2025;3;Agropecuaria;Centros de Formación Técnica;Técnico Agropecuario;Septiembre de 2024;5to año;499593.3888;608626.02156;795739.94196;1043057.499024;1390507.4664160002
2024-2025;4;Educación;Centros de Formación Técnica;Técnico Asistente del Educador de Párvulos;Septiembre de 2024;5to año;456927.951056;498727.934712;599617.871024;703017.619472;880277.2839680001
2024-2025;5;Educación;Centros de Formación Técnica;Técnico Asistente del Educador Diferencial;Septiembre de 2024;5to año;453712.66571200005;495937.42456;593107.357088;778429.114096;1007984.31024
2024-2025;6;Salud;Centros de Formación Técnica;Técnico Dental y Asistente de Odontología;Septiembre de 2024;5to año;466878.761792;552630.1179999999;658763.321472;788018.434112;1006362.698736
2024-2025;7;Agropecuaria;Centros de Formación Técnica;Técnico en Acuicultura y Pesca;Septiembre de 2024;5to año;756548.7320640001;1052224.733792;1446190.534208;1729627.1963519999;2178112.3098400002
2024-2025;8;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración de Empresas;Septiembre de 2024;5to año;537416.455424;691278.2319359999;960261.211472;1337860.1656000002;1861799.340896
2024-2025;9;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración de Recursos Humanos y Personal;Septiembre de 2024;5to año;515525.40799999994;683731.9479840001;903578.61712;1268965.697408;1688972.42096
2024-2025;11;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración de Ventas;Septiembre de 2024;5to año;472000.7360736;585696.9294656;913064.775424;1283614.754896;1759295.390992
2024-2025;14;Ciencias Sociales;Centros de Formación Técnica;Técnico en Administración Pública o Municipal;Septiembre de 2024;5to año;582282.4561279999;861945.551568;1123709.570864;1435744.773776;1841400.8820479999
2024-2025;18;Administración y Comercio;Centros de Formación Técnica;Técnico en Comercio Exterior;Septiembre de 2024;5to año;532935.00872;731155.1887839999;977416.7304639999;1324332.5788;1815717.5798880002
2024-2025;19;Tecnología;Centros de Formación Técnica;Técnico en Computación e Informática;Septiembre de 2024;5to año;604160.572944;871558.7507359999;1250794.8897280002;1921793.1147359998;2700157.3870240003
2024-2025;22;Tecnología;Centros de Formación Técnica;Técnico en Construcción y Obras Civiles;Septiembre de 2024;5to año;540680.726064;742563.7604;1025250.1641279999;1404601.074064;1883820.543856
2024-2025;23;Administración y Comercio;Centros de Formación Técnica;Técnico en Contabilidad General;Septiembre de 2024;5to año;528653.8448640001;684601.7909280001;947390.6316960001;1322801.1984;1783005.029328
2024-2025;25;Educación;Centros de Formación Técnica;Técnico en Deporte, Recreación y Preparación Física;Septiembre de 2024;5to año;478885.92617439997;566326.227432;720486.115808;949976.753296;1256918.33488
2024-2025;29;Tecnología;Centros de Formación Técnica;Técnico en Electricidad y Electricidad Industrial;Septiembre de 2024;5to año;598404.753472;809672.955232;1084168.998592;1521445.823312;2062866.8030879998
2024-2025;31;Tecnología;Centros de Formación Técnica;Técnico en Electrónica y Electrónica Industrial;Septiembre de 2024;5to año;571624.567656;726162.275184;1025678.856256;1416516.582144;1715278.563136
2024-2025;33;Salud;Centros de Formación Técnica;Técnico en Enfermería;Septiembre de 2024;5to año;538115.557712;634974.589344;766047.8681679999;929294.764912;1152481.117504
2024-2025;34;Salud;Centros de Formación Técnica;Técnico en Farmacia;Septiembre de 2024;5to año;537710.555968;646335.9689600001;895600.3376000001;1156887.2457760002;1468756.616
2024-2025;36;Administración y Comercio;Centros de Formación Técnica;Técnico en Gastronomía y Cocina;Septiembre de 2024;5to año;463123.694352;524306.89536;644799.774976;859069.2935520001;1151141.525392
2024-2025;37;Ciencias Básicas;Centros de Formación Técnica;Técnico en Geominería;Septiembre de 2024;5to año;646741.82016;742976.8791679998;864087.832408;1310278.3292800002;1899415.5177920002
