per_sies;id_carr_gen;area_carr;tipo_inst;nom_carr_gen;fecha_act;per_tit_carr;tra_10_inf;tra_25_inf;tra_50_perc;tra_25_sup;tra_10_sup
2018-2019;9;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración de Recursos Humanos y Personal;Septiembre de 2018;5to año;355114.5;530364.375;680000.7083333334;852172.75;1186216.1666666667
2018-2019;10;Tecnología;Centros de Formación Técnica;Técnico en Administración de Redes y Soporte;Septiembre de 2018;5to año;372259.8333333333;498535.1666666667;722201.5416666666;956117.5;1209034.0833333333
2018-2019;11;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración de Ventas;Septiembre de 2018;5to año;381996.9166666667;544285.6666666666;675245.75;1140025.3333333333;1406698.5
2018-2019;12;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración Financiera y Finanzas;Septiembre de 2018;5to año;461105.8333333333;593474.8333333334;756507.25;981674.25;1311501.25
2018-2019;13;Ciencias Sociales;Centros de Formación Técnica;Técnico en Administración Pública o Municipal;Septiembre de 2018;5to año;346984.3333333333;434670.6666666667;583187.9166666666;734895.75;1083918.1666666667
2018-2019;14;Tecnología;Centros de Formación Técnica;Técnico en Alimentos;Septiembre de 2018;5to año;326465.5;460490.0833333333;582944.4166666666;696839.25;871734.0833333334
2018-2019;15;Administración y Comercio;Centros de Formación Técnica;Técnico en Comercio Exterior;Septiembre de 2018;5to año;385946.9166666667;528498.8333333334;721054.875;955455.75;1216171.1666666667
2018-2019;16;Tecnología;Centros de Formación Técnica;Técnico en Computación e Informática;Septiembre de 2018;5to año;366128.8333333333;525664.6666666666;889565.0416666666;1239400.6666666667;1644660.9166666667
2018-2019;17;Tecnología;Centros de Formación Técnica;Técnico en Construcción y Obras Civiles;Septiembre de 2018;5to año;342156.0833333333;448529.0833333333;609824.5833333334;824186.4166666666;1158926.75
2018-2019;18;Administración y Comercio;Centros de Formación Técnica;Técnico en Contabilidad General;Septiembre de 2018;5to año;398089.1666666667;583219.1666666666;780103.4166666666;1140327.1666666667;1398969.3333333333
2018-2019;19;Administración y Comercio;Centros de Formación Técnica;Técnico en Contabilidad Tributaria;Septiembre de 2018;5to año;449808.8333333333;583881.5833333334;766393.0833333334;1117518.9166666667;1351160.8333333333
2018-2019;20;Educación;Centros de Formación Técnica;Técnico en Deporte, Recreación y Preparación Física;Septiembre de 2018;5to año;304391.6666666667;380042.9166666667;502419.0;670778.6666666666;867190.0833333334
2018-2019;21;Arte y Arquitectura;Centros de Formación Técnica;Técnico en Dibujo Arquitectónico;Septiembre de 2018;5to año;339126.0833333333;478920.25;625164.3333333334;772188.5;1312920.8333333333
2018-2019;22;Tecnología;Centros de Formación Técnica;Técnico en Electricidad y Electricidad Industrial;Septiembre de 2018;5to año;376824.6666666667;537770.625;771853.7916666666;1137815.7083333333;1643206.125
2018-2019;23;Tecnología;Centros de Formación Técnica;Técnico en Electrónica y Electrónica Industrial;Septiembre de 2018;5to año;418896.25;573371.0833333334;845375.9166666666;1167825.75;1575151.5
2018-2019;24;Salud;Centros de Formación Técnica;Técnico en Enfermería;Septiembre de 2018;5to año;355625.5833333333;438559.25;538728.1666666666;663817.75;837161.0833333334
2018-2019;25;Salud;Centros de Formación Técnica;Técnico en Farmacia;Septiembre de 2018;5to año;332585.5833333333;458383.6666666667;539088.6666666666;707302.25;781352.0833333334
2018-2019;26;Administración y Comercio;Centros de Formación Técnica;Técnico en Gastronomía y Cocina;Septiembre de 2018;5to año;290926.1666666667;342130.125;433879.5;594356.75;831004.25
2018-2019;27;Ciencias Básicas;Centros de Formación Técnica;Técnico en Geominería;Septiembre de 2018;5to año;399369.0;483447.6666666667;795761.0833333334;1136054.1666666667;1714833.4166666667
2018-2019;28;Administración y Comercio;Centros de Formación Técnica;Técnico en Gestión y Control de Calidad;Septiembre de 2018;5to año;377191.5;496444.0;745907.7083333334;884735.0416666666;993362.6666666666
2018-2019;29;Tecnología;Centros de Formación Técnica;Técnico en Instrumentación, Automatización y Control Industrial;Septiembre de 2018;5to año;429746.5;622515.9166666666;961218.25;1331405.0;1954020.6666666667
2018-2019;30;Salud;Centros de Formación Técnica;Técnico en Laboratorio Clínico;Septiembre de 2018;5to año;340533.6666666667;416366.4583333333;511925.4166666667;604874.0;714423.4166666666
2018-2019;31;Administración y Comercio;Centros de Formación Técnica;Técnico en Logística;Septiembre de 2018;5to año;460273.875;591242.6666666666;809285.5833333334;1076371.8333333333;1439252.2083333333
2018-2019;32;Tecnología;Centros de Formación Técnica;Técnico en Mantenimiento Industrial;Septiembre de 2018;5to año;380556.0833333333;580759.7083333334;868723.625;1277226.8333333333;1894330.0833333333
2018-2019;33;Salud;Centros de Formación Técnica;Técnico en Masoterapia;Septiembre de 2018;5to año;342292.4166666667;436587.0;567951.9166666666;735076.5;931020.5833333334
2018-2019;34;Tecnología;Centros de Formación Técnica;Técnico en Mecánica Automotriz;Septiembre de 2018;5to año;385814.0;524260.8333333333;768340.75;1124279.8333333333;1557503.25
2018-2019;35;Tecnología;Centros de Formación Técnica;Técnico en Mecánica Industrial;Septiembre de 2018;5to año;348548.1666666667;478055.5;766880.6666666666;1144863.4166666667;1630528.0833333333
2018-2019;36;Tecnología;Centros de Formación Técnica;Técnico en Minería y Metalurgia;Septiembre de 2018;5to año;479430.8333333333;605189.75;941311.6666666666;1326072.25;1431973.0
2018-2019;37;Salud;Centros de Formación Técnica;Técnico en Podología;Septiembre de 2018;5to año;324310.0;403546.2083333333;536200.4166666666;706072.0;996435.0833333334
2018-2019;38;Tecnología;Centros de Formación Técnica;Técnico en Prevención de Riesgos;Septiembre de 2018;5to año;324434.0833333333;454149.9166666667;669022.4583333334;942378.0833333334;1271979.6666666667
2018-2019;39;Tecnología;Centros de Formación Técnica;Técnico en Procesos Industriales;Septiembre de 2018;5to año;395281.25;540776.3333333334;716054.5833333334;905343.3333333334;1084405.1666666667
2018-2019;40;Arte y Arquitectura;Centros de Formación Técnica;Técnico en Producción Gráfica y Multimedia;Septiembre de 2018;5to año;330319.0833333333;519028.9166666667;780737.5833333334;1236476.5833333333;1817291.5
2018-2019;41;Ciencias Básicas;Centros de Formación Técnica;Técnico en Química (Análisis e Industrial);Septiembre de 2018;5to año;384081.5833333333;545162.0416666666;754200.1666666666;887742.125;1104233.3333333333
2018-2019;42;Salud;Centros de Formación Técnica;Técnico en Radiología y Radioterapia;Septiembre de 2018;5to año;328616.0833333333;436729.0;526826.5833333334;660125.25;741468.0833333334
2018-2019;43;Tecnología;Centros de Formación Técnica;Técnico en Refrigeración y Climatización;Septiembre de 2018;5to año;424870.8333333333;637280.0833333334;812079.1666666666;1065261.3333333333;1234749.75
2018-2019;44;Ciencias Sociales;Centros de Formación Técnica;Técnico en Servicio Social;Septiembre de 2018;5to año;325238.1666666667;353835.0;453043.3333333333;713396.5833333334;829549.75
2018-2019;45;Tecnología;Centros de Formación Técnica;Técnico en Telecomunicaciones;Septiembre de 2018;5to año;371571.0833333333;513238.5;693991.8333333334;947567.5416666666;1418833.4166666667
2018-2019;46;Salud;Centros de Formación Técnica;Técnico en Terapias Naturales y Naturopatía;Septiembre de 2018;5to año;315948.3333333333;376817.5;563255.8333333334;636191.75;841545.1666666666
2018-2019;47;Tecnología;Centros de Formación Técnica;Técnico en Topografía;Septiembre de 2018;5to año;415057.4166666667;564415.8333333334;799877.6666666666;1011406.25;1183085.25
2018-2019;48;Administración y Comercio;Centros de Formación Técnica;Técnico en Turismo y Hotelería;Septiembre de 2018;5to año;311390.6666666667;392239.6666666667;519000.0;674275.0;872872.5
2018-2019;49;Derecho;Centros de Formación Técnica;Técnico Jurídico;Septiembre de 2018;5to año;324494.75;423570.0;607474.9583333334;825035.5833333334;1015799.9166666666
2018-2019;50;Salud;Centros de Formación Técnica;Técnico Laboratorista Dental;Septiembre de 2018;5to año;285762.5;326592.6666666667;420388.2916666667;578000.5;846575.5
2018-2019;51;Arte y Arquitectura;Institutos Profesionales;Actuación y Teatro;Septiembre de 2018;5to año;304088.25;347734.375;555249.5416666666;832360.1666666666;1055502.75
2018-2019;52;Administración y Comercio;Institutos Profesionales;Administración de Empresas e Ing. Asociadas;Septiembre de 2018;5to año;434105.3333333333;606470.1666666666;923772.1666666666;1341224.4166666667;1885799.5833333333
2018-2019;53;Administración y Comercio;Institutos Profesionales;Administración Gastronómica;Septiembre de 2018;5to año;299396.6666666667;392195.25;556632.7916666666;759325.3333333334;1022396.9166666666
2018-2019;54;Ciencias Sociales;Institutos Profesionales;Administración Pública;Septiembre de 2018;5to año;947737.4166666666;1194507.3333333333;1427847.0833333333;1746252.0;2261024.75
2018-2019;55;Administración y Comercio;Institutos Profesionales;Administración Turística y Hotelera;Septiembre de 2018;5to año;335452.5;442733.1666666667;613111.5833333334;867868.9166666666;1261142.0833333333
2018-2019;56;Arte y Arquitectura;Institutos Profesionales;Comunicación Audiovisual y/o Multimedia;Septiembre de 2018;5to año;342240.1666666667;452638.6666666667;662105.9166666666;895970.1666666666;1212769.25
2018-2019;57;Tecnología;Institutos Profesionales;Construcción Civil;Septiembre de 2018;5to año;516061.25;752388.0833333334;1105554.7916666667;1511375.0;1923287.75
2018-2019;58;Administración y Comercio;Institutos Profesionales;Contador Auditor;Septiembre de 2018;5to año;489010.0;716154.8333333334;1039442.625;1456244.5833333333;1970867.8333333333
2018-2019;59;Arte y Arquitectura;Institutos Profesionales;Diseño de Ambientes e Interiores;Septiembre de 2018;5to año;322119.0833333333;420439.8333333333;574189.6666666666;1002550.9166666666;1559793.4166666667
2018-2019;60;Arte y Arquitectura;Institutos Profesionales;Diseño de Vestuario;Septiembre de 2018;5to año;336137.3333333333;475614.5;704728.1666666666;1006497.8333333334;1385082.6666666667
2018-2019;61;Arte y Arquitectura;Institutos Profesionales;Diseño Gráfico;Septiembre de 2018;5to año;313438.6666666667;415940.0833333333;576373.1666666666;779206.9166666666;1074269.5833333333
2018-2019;62;Tecnología;Institutos Profesionales;Diseño Industrial;Septiembre de 2018;5to año;344371.0833333333;450668.4166666667;719875.0416666666;1091812.3333333333;1503339.1666666667
2018-2019;63;Arte y Arquitectura;Institutos Profesionales;Fotografía;Septiembre de 2018;5to año;288259.1666666667;377528.4166666667;529325.9583333334;645902.4583333334;1086810.3333333333
2018-2019;64;Agropecuaria;Institutos Profesionales;Ingeniería Agrícola;Septiembre de 2018;5to año;360130.0;468766.6666666667;651158.0833333334;974183.3333333334;1345523.5833333333
2018-2019;65;Tecnología;Institutos Profesionales;Ingeniería en Automatización, Instrumentación y Control;Septiembre de 2018;5to año;536264.1666666666;988589.5833333334;1204576.5416666667;1372241.5;2013274.0
2018-2019;66;Administración y Comercio;Institutos Profesionales;Ingeniería en Comercio Exterior;Septiembre de 2018;5to año;490713.25;646907.7916666666;875933.7083333334;1104324.25;1532217.75
2018-2019;67;Tecnología;Institutos Profesionales;Ingeniería en Computación e Informática;Septiembre de 2018;5to año;529713.5;764569.0833333334;1154026.4583333333;1555766.1666666667;2030381.8333333333
2018-2019;68;Tecnología;Institutos Profesionales;Ingeniería en Conectividad y Redes;Septiembre de 2018;5to año;536338.3333333334;824587.1666666666;1346189.6666666667;1745004.9166666667;2674099.1666666665
2018-2019;69;Tecnología;Institutos Profesionales;Ingeniería en Construcción;Septiembre de 2018;5to año;489902.5;755407.75;1037681.1666666666;1412616.6666666667;1772977.8333333333
2018-2019;70;Tecnología;Institutos Profesionales;Ingeniería en Electricidad;Septiembre de 2018;5to año;669215.3333333334;921451.4166666666;1337157.75;1671624.0;2464209.3333333335
2018-2019;71;Administración y Comercio;Institutos Profesionales;Ingeniería en Finanzas;Septiembre de 2018;5to año;607935.9166666666;786856.9583333334;1161783.3333333333;1649870.4166666667;2060812.8333333333
2018-2019;72;Ciencias Sociales;Institutos Profesionales;Ingeniería en Gestión Pública;Septiembre de 2018;5to año;1003177.25;1221029.3333333333;1347964.4166666667;1453477.1666666667;2036712.5
2018-2019;73;Administración y Comercio;Institutos Profesionales;Ingeniería en Logística;Septiembre de 2018;5to año;390910.75;644430.2916666666;1107140.25;1597820.2916666667;2019272.5416666667
2018-2019;74;Administración y Comercio;Institutos Profesionales;Ingeniería en Marketing;Septiembre de 2018;5to año;408756.5833333333;585312.75;880093.0833333334;1284523.5;1688971.4166666667
2018-2019;75;Tecnología;Institutos Profesionales;Ingeniería en Mecánica Automotriz;Septiembre de 2018;5to año;472013.25;668047.5833333334;967475.4166666666;1320597.0833333333;1830096.8333333333
2018-2019;76;Tecnología;Institutos Profesionales;Ingeniería en Medio Ambiente;Septiembre de 2018;5to año;482251.1666666667;583292.5833333334;791115.0;1040880.5833333334;1250422.5
2018-2019;77;Tecnología;Institutos Profesionales;Ingeniería en Minas y Metalurgia;Septiembre de 2018;5to año;530079.1666666666;675822.0833333334;1193349.0;1741264.0833333333;2155210.3333333335
2018-2019;78;Tecnología;Institutos Profesionales;Ingeniería en Prevención de Riesgos;Septiembre de 2018;5to año;407935.3333333333;612868.0833333334;954023.2916666666;1301492.625;1751370.8333333333
2018-2019;79;Tecnología;Institutos Profesionales;Ingeniería en Química;Septiembre de 2018;5to año;341601.0833333333;564793.0;825187.5;1248198.5;1394818.4166666667
2018-2019;80;Administración y Comercio;Institutos Profesionales;Ingeniería en Recursos Humanos;Septiembre de 2018;5to año;405901.75;621965.5;870765.8333333334;1152283.5;1543406.75
2018-2019;81;Tecnología;Institutos Profesionales;Ingeniería en Refrigeración y Climatización;Septiembre de 2018;5to año;481506.5833333333;868878.5833333334;1157254.1666666667;1462052.6666666667;2512552.5833333335
2018-2019;82;Tecnología;Institutos Profesionales;Ingeniería en Sonido;Septiembre de 2018;5to año;371488.3333333333;428898.0833333333;610579.7083333334;807395.5833333334;1133206.9166666667
2018-2019;83;Tecnología;Institutos Profesionales;Ingeniería en Telecomunicaciones;Septiembre de 2018;5to año;654248.5;960838.9166666666;1302655.0;1660340.9166666667;2315508.9166666665
2018-2019;84;Tecnología;Institutos Profesionales;Ingeniería Industrial;Septiembre de 2018;5to año;613143.5833333334;921971.25;1181774.5;1683123.6666666667;2151123.4166666665
2018-2019;85;Tecnología;Institutos Profesionales;Ingeniería Mecánica;Septiembre de 2018;5to año;402038.25;681332.3333333334;1027989.5;1586392.9166666667;2313518.6666666665
2018-2019;86;Salud;Institutos Profesionales;Kinesiología;Septiembre de 2018;5to año;582178.8333333334;771683.5833333334;956527.2916666666;1159441.4166666667;1597810.0833333333
2018-2019;87;Arte y Arquitectura;Institutos Profesionales;Música, Canto o Danza;Septiembre de 2018;5to año;368442.0;392694.5833333333;526140.0;1002016.6666666666;1802367.5
2018-2019;88;Salud;Institutos Profesionales;Nutrición y Dietética;Septiembre de 2018;5to año;330754.5833333333;434455.9166666667;604871.75;785450.5;977222.5833333334
2018-2019;89;Educación;Institutos Profesionales;Pedagogía en Educación Básica;Septiembre de 2018;5to año;455079.6666666667;569127.5833333334;688167.9166666666;798653.6666666666;893226.0833333334
2018-2019;90;Educación;Institutos Profesionales;Pedagogía en Educación de Párvulos;Septiembre de 2018;5to año;361391.6666666667;513537.0;673710.75;760702.8333333334;866563.5833333334
2018-2019;91;Educación;Institutos Profesionales;Pedagogía en Educación Diferencial;Septiembre de 2018;5to año;503520.5;649858.6666666666;760475.9583333334;831013.6666666666;951922.1666666666
2018-2019;92;Educación;Institutos Profesionales;Pedagogía en Idiomas;Septiembre de 2018;5to año;448475.0;588168.5;691093.9166666666;817534.75;908164.0833333334
2018-2019;93;Educación;Institutos Profesionales;Psicopedagogía;Septiembre de 2018;5to año;463719.6666666667;608242.8333333334;721287.125;818486.8333333334;924429.25
2018-2019;94;Ciencias Sociales;Institutos Profesionales;Publicidad;Septiembre de 2018;5to año;369258.25;500126.4166666667;732890.5;983157.5833333334;1392161.5833333333
2018-2019;95;Ciencias Sociales;Institutos Profesionales;Relaciones Públicas;Septiembre de 2018;5to año;351543.2916666667;498323.3333333333;665041.2083333334;946009.9166666666;1350016.0833333333
2018-2019;96;Agropecuaria;Institutos Profesionales;Técnico Agropecuario;Septiembre de 2018;5to año;355514.75;427212.7916666667;532125.2916666666;686787.9166666666;935845.4166666666
2018-2019;97;Educación;Institutos Profesionales;Técnico Asistente del Educador de Párvulos;Septiembre de 2018;5to año;293995.5;339031.7916666667;395494.0416666667;470119.25;543766.8333333334
2018-2019;98;Educación;Institutos Profesionales;Técnico Asistente del Educador Diferencial;Septiembre de 2018;5to año;281883.6666666667;313605.9166666667;469483.8333333333;630930.7916666666;773680.2916666666
2018-2019;99;Salud;Institutos Profesionales;Técnico Dental y Asistente de Odontología;Septiembre de 2018;5to año;301202.5;361827.0;451716.2916666667;572795.0;764297.75
2018-2019;100;Administración y Comercio;Institutos Profesionales;Técnico en Administración de Empresas;Septiembre de 2018;5to año;374071.5;514433.5;729754.4166666666;1004919.1666666666;1445883.3333333333
2018-2019;101;Administración y Comercio;Institutos Profesionales;Técnico en Administración de Recursos Humanos y Personal;Septiembre de 2018;5to año;391791.0;483237.0833333333;679954.5833333334;937682.9166666666;1284390.8333333333
2018-2019;102;Tecnología;Institutos Profesionales;Técnico en Administración de Redes y Soporte;Septiembre de 2018;5to año;379037.0833333333;505917.9166666667;699376.4166666666;1009471.8333333334;1424988.3333333333
2018-2019;103;Administración y Comercio;Institutos Profesionales;Técnico en Administración de Ventas;Septiembre de 2018;5to año;304615.0;404773.4583333333;512688.7916666667;820317.4166666666;1305046.6666666667
2018-2019;104;Administración y Comercio;Institutos Profesionales;Técnico en Administración Financiera y Finanzas;Septiembre de 2018;5to año;407496.8333333333;596264.9166666666;823835.3333333334;1092933.5416666667;1471118.0416666667
2018-2019;105;Humanidades;Institutos Profesionales;Técnico en Bibliotecas y Centros de Documentación;Septiembre de 2018;5to año;397534.75;475742.875;589682.9166666666;799413.2916666666;1053077.4166666667
2018-2019;106;Administración y Comercio;Institutos Profesionales;Técnico en Comercio Exterior;Septiembre de 2018;5to año;401254.8333333333;497725.6666666667;674101.9583333334;969437.4166666666;1255167.75
2018-2019;107;Tecnología;Institutos Profesionales;Técnico en Computación e Informática;Septiembre de 2018;5to año;363017.0833333333;486201.0;730535.1666666666;1066840.9166666667;1400449.5833333333
2018-2019;108;Arte y Arquitectura;Institutos Profesionales;Técnico en Comunicación Audiovisual;Septiembre de 2018;5to año;336916.6666666667;406210.2083333333;551175.5416666666;795938.9166666666;957048.75
2018-2019;109;Tecnología;Institutos Profesionales;Técnico en Construcción y Obras Civiles;Septiembre de 2018;5to año;360534.1666666667;492998.625;694628.25;993214.0833333334;1502152.5
2018-2019;110;Administración y Comercio;Institutos Profesionales;Técnico en Contabilidad General;Septiembre de 2018;5to año;426429.5833333333;566132.3333333334;788398.3333333334;1085931.3333333333;1526531.75
2018-2019;111;Administración y Comercio;Institutos Profesionales;Técnico en Contabilidad Tributaria;Septiembre de 2018;5to año;378518.3333333333;537518.4166666666;731121.2916666666;1029330.9166666666;1313945.8333333333
2018-2019;112;Educación;Institutos Profesionales;Técnico en Deporte, Recreación y Preparación Física;Septiembre de 2018;5to año;317890.5416666667;392606.5833333333;542314.0416666666;779145.0833333334;1110982.9583333333
2018-2019;113;Arte y Arquitectura;Institutos Profesionales;Técnico en Dibujo Arquitectónico;Septiembre de 2018;5to año;374351.75;486537.625;596879.3333333334;831814.875;1041676.9166666666
2018-2019;114;Arte y Arquitectura;Institutos Profesionales;Técnico en Diseño Gráfico;Septiembre de 2018;5to año;297316.4166666667;364750.0;453352.125;601046.5833333334;822162.9166666666
2018-2019;115;Tecnología;Institutos Profesionales;Técnico en Electricidad y Electricidad Industrial;Septiembre de 2018;5to año;419943.25;550118.9166666666;738714.3333333334;1025897.0;1466013.0833333333
2018-2019;116;Tecnología;Institutos Profesionales;Técnico en Electromecánica;Septiembre de 2018;5to año;434147.2916666667;555163.125;750039.5833333334;979517.625;1178774.0
2018-2019;117;Salud;Institutos Profesionales;Técnico en Enfermería;Septiembre de 2018;5to año;343007.6666666667;417563.3333333333;517478.75;633314.6666666666;772707.9166666666
2018-2019;118;Arte y Arquitectura;Institutos Profesionales;Técnico en Fotografía;Septiembre de 2018;5to año;343771.4166666667;415897.5833333333;572412.0;824462.25;1008747.3333333334
2018-2019;119;Administración y Comercio;Institutos Profesionales;Técnico en Gastronomía y Cocina;Septiembre de 2018;5to año;302016.1666666667;354302.25;460409.5416666667;552038.6666666666;636011.4166666666
2018-2019;120;Tecnología;Institutos Profesionales;Técnico en Instrumentación, Automatización y Control Industrial;Septiembre de 2018;5to año;444829.1666666667;563126.75;755575.5416666666;1199988.8333333333;1636386.3333333333
2018-2019;121;Salud;Institutos Profesionales;Técnico en Laboratorio Clínico;Septiembre de 2018;5to año;340982.75;395936.1666666667;469430.7083333333;574153.25;688711.3333333334
2018-2019;122;Administración y Comercio;Institutos Profesionales;Técnico en Logística;Septiembre de 2018;5to año;462837.9166666667;641910.6666666666;753450.625;1015488.0;1312772.5
2018-2019;123;Salud;Institutos Profesionales;Técnico en Masoterapia;Septiembre de 2018;5to año;289354.9583333333;312636.0;468193.0;700435.0833333334;1116775.5416666667
2018-2019;124;Tecnología;Institutos Profesionales;Técnico en Mecánica Automotriz;Septiembre de 2018;5to año;350888.5;473791.5;664065.9583333334;883120.5416666666;1097413.3333333333
2018-2019;125;Arte y Arquitectura;Institutos Profesionales;Técnico en Peluquería y Estética;Septiembre de 2018;5to año;344762.6666666667;418104.0;595781.4166666666;873375.0;1247276.6666666667
2018-2019;126;Tecnología;Institutos Profesionales;Técnico en Prevención de Riesgos;Septiembre de 2018;5to año;351573.0;477801.25;670638.0;982041.3333333334;1385377.5
2018-2019;127;Ciencias Sociales;Institutos Profesionales;Técnico en Publicidad;Septiembre de 2018;5to año;286341.5833333333;373134.9166666667;517410.25;612737.4166666666;934665.1666666666
2018-2019;128;Salud;Institutos Profesionales;Técnico en Radiología y Radioterapia;Septiembre de 2018;5to año;354127.9166666667;405932.5;469950.1666666667;619318.0833333334;742775.3333333334
2018-2019;129;Ciencias Sociales;Institutos Profesionales;Técnico en Relaciones Públicas;Septiembre de 2018;5to año;347182.0;433998.5;630258.9166666666;826560.5;1285015.1666666667
2018-2019;130;Ciencias Sociales;Institutos Profesionales;Técnico en Servicio Social;Septiembre de 2018;5to año;328771.4166666667;435386.5416666667;591151.1666666666;777610.6666666666;1056058.0
2018-2019;131;Tecnología;Institutos Profesionales;Técnico en Sonido;Septiembre de 2018;5to año;321029.9166666667;406771.6666666667;561059.0833333334;725932.9166666666;859209.5
2018-2019;132;Tecnología;Institutos Profesionales;Técnico en Telecomunicaciones;Septiembre de 2018;5to año;385742.1666666667;467506.9166666667;666916.5;1022072.0;1364923.0833333333
2018-2019;133;Salud;Institutos Profesionales;Técnico en Terapias Naturales y Naturopatía;Septiembre de 2018;5to año;308919.1666666667;368668.6666666667;488925.1666666667;645186.5;894005.0
2018-2019;134;Tecnología;Institutos Profesionales;Técnico en Topografía;Septiembre de 2018;5to año;439170.625;549986.75;784061.875;1078899.6666666667;1366973.5833333333
2018-2019;135;Humanidades;Institutos Profesionales;Técnico en Traducción e Interpretariado;Septiembre de 2018;5to año;303500.0;409142.6666666667;602821.25;694015.8333333334;1149283.5
2018-2019;136;Administración y Comercio;Institutos Profesionales;Técnico en Turismo y Hotelería;Septiembre de 2018;5to año;307171.9166666667;385073.1666666667;498658.5;659469.1666666666;832685.5833333334
2018-2019;137;Derecho;Institutos Profesionales;Técnico Jurídico;Septiembre de 2018;5to año;348289.1666666667;439323.9166666667;591469.3333333334;848319.8333333334;1123074.0833333333
2018-2019;138;Salud;Institutos Profesionales;Técnico Laboratorista Dental;Septiembre de 2018;5to año;319182.875;356865.5;432231.9166666667;640951.1666666666;810023.5
2018-2019;139;Agropecuaria;Institutos Profesionales;Técnico Veterinario;Septiembre de 2018;5to año;283963.0;389795.8333333333;473368.3333333333;637323.5;813344.75
2018-2019;140;Ciencias Sociales;Institutos Profesionales;Trabajo Social;Septiembre de 2018;5to año;383866.7083333333;535799.5833333334;754342.2916666666;963369.9166666666;1236703.0833333333
2017-2018;1;Administración y Comercio;Centros de Formación Técnica;Secretariado Bilingüe;Septiembre de 2017;1er año;317759.53331549995;377612.27035649994;468099.46577099996;638619.448518;812983.2989889999
2017-2018;2;Administración y Comercio;Centros de Formación Técnica;Secretariado Computacional;Septiembre de 2017;1er año;325714.7807194999;378009.53922499996;430941.1701829999;497406.6598309999;633281.3767674998
2017-2018;3;Administración y Comercio;Centros de Formación Técnica;Secretariado Ejecutivo;Septiembre de 2017;1er año;268297.13422199996;299555.53189999994;375227.5935642499;506318.2794949999;603162.6276705
2017-2018;4;Salud;Centros de Formación Técnica;Técnico Agente o Visitador Médico;Septiembre de 2017;1er año;320177.90436175;384269.22540025;513756.79658449994;702225.3936172499;1169361.1271459998
2017-2018;5;Agropecuaria;Centros de Formación Técnica;Técnico Agropecuario;Septiembre de 2017;1er año;290923.5915615;340487.32867649995;417621.64438649995;579836.4189549999;774432.4777419999
2017-2018;6;Educación;Centros de Formación Técnica;Técnico Asistente del Educador de Párvulos;Septiembre de 2017;1er año;270701.42345249996;292302.84372649994;334543.18578649993;400568.3527969999;466792.196785
2017-2018;7;Educación;Centros de Formación Técnica;Técnico Asistente del Educador Diferencial;Septiembre de 2017;1er año;269845.11291649996;281409.5594775;319569.238084;367989.32755249995;443385.75149999995
2017-2018;8;Salud;Centros de Formación Técnica;Técnico Dental y Asistente de Odontología;Septiembre de 2017;1er año;273358.1643285;312027.42598349997;372848.06450524996;466656.14347149996;587397.6307775
2017-2018;9;Agropecuaria;Centros de Formación Técnica;Técnico en Acuicultura y Pesca;Septiembre de 2017;1er año;301639.3853715;466615.5146677499;555389.23814525;704869.0311722499;1033086.2483999999
2017-2018;10;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración de Empresas;Septiembre de 2017;1er año;311025.1921;385489.7486995;519517.91841299995;700415.6463054998;972284.7117974999
2017-2018;11;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración de Recursos Humanos y Personal;Septiembre de 2017;1er año;311661.97946599993;381592.78699949995;484492.86900974996;632178.9960734999;784821.58193525
2017-2018;12;Tecnología;Centros de Formación Técnica;Técnico en Administración de Redes y Soporte;Septiembre de 2017;1er año;300014.74374049995;358164.0490515;472443.7272015;590376.0837099999;876179.1697014999
2017-2018;13;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración de Ventas;Septiembre de 2017;1er año;417649.85056124994;464437.08755149995;649368.63877925;949856.3358299999;1684240.0870357498
2017-2018;14;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración Financiera y Finanzas;Septiembre de 2017;1er año;353866.1597635;464992.5322234999;572625.0828204999;817233.029318;1115874.1366024998
2017-2018;15;Ciencias Sociales;Centros de Formación Técnica;Técnico en Administración Pública o Municipal;Septiembre de 2017;1er año;409148.6456299999;564190.2879024999;705892.5792239999;904042.5309429999;1197940.6614579998
2017-2018;16;Tecnología;Centros de Formación Técnica;Técnico en Alimentos;Septiembre de 2017;1er año;351159.8985445;426018.40563899995;537166.2198969999;695280.3356844999;899890.8202619998
2017-2018;17;Tecnología;Centros de Formación Técnica;Técnico en Análisis de Sistemas;Septiembre de 2017;1er año;310173.30606199993;372587.35946924996;465063.66453749995;722190.4728664999;973318.3425995
2017-2018;18;Tecnología;Centros de Formación Técnica;Técnico en Biotecnología Industrial;Septiembre de 2017;1er año;284326.069438;303227.95032649994;395140.08935649996;453260.97577649995;566331.489675
2017-2018;19;Administración y Comercio;Centros de Formación Técnica;Técnico en Comercio Exterior;Septiembre de 2017;1er año;323648.41252375;411250.0269205;528520.6657184999;680726.6302054999;937258.1733804998
