per_sies;id_carr_gen;area_carr;tipo_inst;nom_carr_gen;anio_mat;mat_1er_anio_mujeres;mat_1er_anio_hombres;mat_1er_anio_total;mat_tot_mujeres;mat_tot_hombres;mat_total
2018-2019;117;Salud;Institutos Profesionales;Técnico en Enfermería;2018;8251.0;1640.0;9891.0;21039.0;3965;25004
2018-2019;118;Arte y Arquitectura;Institutos Profesionales;Técnico en Fotografía;2018;76.0;65.0;141.0;181.0;162;343
2018-2019;119;Administración y Comercio;Institutos Profesionales;Técnico en Gastronomía y Cocina;2018;623.0;550.0;1173.0;1469.0;1304;2773
2018-2019;120;Tecnología;Institutos Profesionales;Técnico en Instrumentación, Automatización y Control Industrial;2018;57.0;833.0;890.0;102.0;1394;1496
2018-2019;121;Salud;Institutos Profesionales;Técnico en Laboratorio Clínico;2018;254.0;77.0;331.0;779.0;189;968
2018-2019;122;Administración y Comercio;Institutos Profesionales;Técnico en Logística;2018;497.0;1021.0;1518.0;938.0;2066;3004
2018-2019;123;Salud;Institutos Profesionales;Técnico en Masoterapia;2018;545.0;197.0;742.0;1362.0;460;1822
2018-2019;124;Tecnología;Institutos Profesionales;Técnico en Mecánica Automotriz;2018;107.0;2791.0;2898.0;236.0;6960;7196
2018-2019;125;Arte y Arquitectura;Institutos Profesionales;Técnico en Peluquería y Estética;2018;1524.0;71.0;1595.0;3412.0;144;3556
2018-2019;126;Tecnología;Institutos Profesionales;Técnico en Prevención de Riesgos;2018;530.0;680.0;1210.0;2724.0;2664;5388
2018-2019;127;Ciencias Sociales;Institutos Profesionales;Técnico en Publicidad;2018;10.0;11.0;21.0;36.0;59;95
2018-2019;128;Salud;Institutos Profesionales;Técnico en Radiología y Radioterapia;2018;98.0;37.0;135.0;296.0;125;421
2018-2019;129;Ciencias Sociales;Institutos Profesionales;Técnico en Relaciones Públicas;2018;211.0;120.0;331.0;563.0;289;852
2018-2019;130;Ciencias Sociales;Institutos Profesionales;Técnico en Servicio Social;2018;3607.0;918.0;4525.0;8852.0;1930;10782
2018-2019;131;Tecnología;Institutos Profesionales;Técnico en Sonido;2018;40.0;593.0;633.0;109.0;1519;1628
2018-2019;132;Tecnología;Institutos Profesionales;Técnico en Telecomunicaciones;2018;11.0;160.0;171.0;24.0;445;469
2018-2019;133;Salud;Institutos Profesionales;Técnico en Terapias Naturales y Naturopatía;2018;102.0;23.0;125.0;224.0;45;269
2018-2019;134;Tecnología;Institutos Profesionales;Técnico en Topografía;2018;90.0;374.0;464.0;307.0;1042;1349
2018-2019;135;Humanidades;Institutos Profesionales;Técnico en Traducción e Interpretariado;2018;159.0;144.0;303.0;350.0;264;614
2018-2019;136;Administración y Comercio;Institutos Profesionales;Técnico en Turismo y Hotelería;2018;732.0;535.0;1267.0;1977.0;1256;3233
2018-2019;137;Derecho;Institutos Profesionales;Técnico Jurídico;2018;439.0;205.0;644.0;1110.0;454;1564
2018-2019;138;Salud;Institutos Profesionales;Técnico Laboratorista Dental;2018;137.0;71.0;208.0;342.0;181;523
2018-2019;139;Agropecuaria;Institutos Profesionales;Técnico Veterinario;2018;198.0;58.0;256.0;572.0;189;761
2018-2019;140;Ciencias Sociales;Institutos Profesionales;Trabajo Social;2018;2490.0;598.0;3088.0;8946.0;1941;10887
2017-2018;1;Administración y Comercio;Centros de Formación Técnica;Secretariado Bilingüe;2017;297.0;15.0;312.0;910.0;28;938
2017-2018;2;Administración y Comercio;Centros de Formación Técnica;Secretariado Computacional;2017;0.0;0.0;0.0;14.0;2;16
2017-2018;3;Administración y Comercio;Centros de Formación Técnica;Secretariado Ejecutivo;2017;28.0;0.0;28.0;91.0;1;92
2017-2018;4;Salud;Centros de Formación Técnica;Técnico Agente o Visitador Médico;2017;38.0;10.0;48.0;99.0;31;130
2017-2018;5;Agropecuaria;Centros de Formación Técnica;Técnico Agropecuario;2017;607.0;1011.0;1618.0;1331.0;2277;3608
2017-2018;6;Educación;Centros de Formación Técnica;Técnico Asistente del Educador de Párvulos;2017;4502.0;2.0;4504.0;9380.0;17;9397
2017-2018;7;Educación;Centros de Formación Técnica;Técnico Asistente del Educador Diferencial;2017;1663.0;68.0;1731.0;3930.0;142;4072
2017-2018;8;Salud;Centros de Formación Técnica;Técnico Dental y Asistente de Odontología;2017;1037.0;190.0;1227.0;2442.0;364;2806
2017-2018;9;Agropecuaria;Centros de Formación Técnica;Técnico en Acuicultura y Pesca;2017;15.0;26.0;41.0;43.0;79;122
2017-2018;10;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración de Empresas;2017;3440.0;2597.0;6037.0;7554.0;5359;12913
2017-2018;11;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración de Recursos Humanos y Personal;2017;725.0;208.0;933.0;1781.0;501;2282
2017-2018;12;Tecnología;Centros de Formación Técnica;Técnico en Administración de Redes y Soporte;2017;5.0;76.0;81.0;27.0;331;358
2017-2018;13;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración de Ventas;2017;108.0;70.0;178.0;179.0;136;315
2017-2018;14;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración Financiera y Finanzas;2017;72.0;58.0;130.0;232.0;152;384
2017-2018;15;Ciencias Sociales;Centros de Formación Técnica;Técnico en Administración Pública o Municipal;2017;197.0;91.0;288.0;538.0;204;742
2017-2018;16;Tecnología;Centros de Formación Técnica;Técnico en Alimentos;2017;87.0;39.0;126.0;173.0;61;234
2017-2018;17;Tecnología;Centros de Formación Técnica;Técnico en Análisis de Sistemas;2017;5.0;36.0;41.0;22.0;130;152
2017-2018;18;Tecnología;Centros de Formación Técnica;Técnico en Biotecnología Industrial;2017;0.0;0.0;0.0;3.0;3;6
2017-2018;19;Administración y Comercio;Centros de Formación Técnica;Técnico en Comercio Exterior;2017;238.0;184.0;422.0;544.0;476;1020
2017-2018;20;Tecnología;Centros de Formación Técnica;Técnico en Computación e Informática;2017;204.0;1560.0;1764.0;444.0;3960;4404
2017-2018;21;Tecnología;Centros de Formación Técnica;Técnico en Construcción y Obras Civiles;2017;432.0;2185.0;2617.0;818.0;4160;4978
2017-2018;22;Administración y Comercio;Centros de Formación Técnica;Técnico en Contabilidad Computacional;2017;0.0;0.0;0.0;2.0;1;3
2017-2018;23;Administración y Comercio;Centros de Formación Técnica;Técnico en Contabilidad General;2017;1009.0;466.0;1475.0;2093.0;987;3080
2017-2018;24;Administración y Comercio;Centros de Formación Técnica;Técnico en Contabilidad Tributaria;2017;0.0;0.0;0.0;105.0;72;177
2017-2018;25;Educación;Centros de Formación Técnica;Técnico en Deporte, Recreación y Preparación Física;2017;443.0;1379.0;1822.0;963.0;2909;3872
2017-2018;26;Arte y Arquitectura;Centros de Formación Técnica;Técnico en Dibujo Arquitectónico;2017;0.0;1.0;1.0;8.0;34;42
2017-2018;27;Arte y Arquitectura;Centros de Formación Técnica;Técnico en Diseño Gráfico;2017;9.0;29.0;38.0;31.0;82;113
2017-2018;28;Tecnología;Centros de Formación Técnica;Técnico en Electricidad y Electricidad Industrial;2017;79.0;2256.0;2335.0;159.0;4990;5149
2017-2018;29;Tecnología;Centros de Formación Técnica;Técnico en Electrónica y Electrónica Industrial;2017;13.0;246.0;259.0;23.0;579;602
2017-2018;30;Salud;Centros de Formación Técnica;Técnico en Enfermería;2017;6474.0;1461.0;7935.0;17352.0;3194;20546
2017-2018;31;Salud;Centros de Formación Técnica;Técnico en Farmacia;2017;158.0;62.0;220.0;359.0;123;482
2017-2018;32;Administración y Comercio;Centros de Formación Técnica;Técnico en Gastronomía y Cocina;2017;2112.0;2059.0;4171.0;4614.0;4031;8645
2017-2018;33;Ciencias Básicas;Centros de Formación Técnica;Técnico en Geominería;2017;22.0;36.0;58.0;72.0;99;171
2017-2018;34;Administración y Comercio;Centros de Formación Técnica;Técnico en Gestión y Control de Calidad;2017;12.0;11.0;23.0;23.0;24;47
2017-2018;35;Tecnología;Centros de Formación Técnica;Técnico en Instrumentación, Automatización y Control Industrial;2017;71.0;1660.0;1731.0;142.0;3471;3613
2017-2018;36;Salud;Centros de Formación Técnica;Técnico en Laboratorio Clínico;2017;487.0;133.0;620.0;1170.0;287;1457
2017-2018;37;Administración y Comercio;Centros de Formación Técnica;Técnico en Logística;2017;473.0;929.0;1402.0;799.0;1690;2489
2017-2018;38;Tecnología;Centros de Formación Técnica;Técnico en Mantenimiento Industrial;2017;80.0;1998.0;2078.0;169.0;4176;4345
2017-2018;39;Tecnología;Centros de Formación Técnica;Técnico en Mecánica Automotriz;2017;95.0;3338.0;3433.0;170.0;6643;6813
2017-2018;40;Tecnología;Centros de Formación Técnica;Técnico en Mecánica Industrial;2017;7.0;367.0;374.0;17.0;967;984
2017-2018;41;Tecnología;Centros de Formación Técnica;Técnico en Minería y Metalurgia;2017;104.0;195.0;299.0;260.0;647;907
2017-2018;42;Salud;Centros de Formación Técnica;Técnico en Podología;2017;380.0;41.0;421.0;1049.0;79;1128
2017-2018;43;Tecnología;Centros de Formación Técnica;Técnico en Prevención de Riesgos;2017;675.0;700.0;1375.0;2775.0;2900;5675
2017-2018;44;Tecnología;Centros de Formación Técnica;Técnico en Procesos Industriales;2017;1.0;190.0;191.0;3.0;385;388
2017-2018;45;Arte y Arquitectura;Centros de Formación Técnica;Técnico en Producción Gráfica y Multimedia;2017;148.0;216.0;364.0;256.0;436;692
2017-2018;46;Ciencias Básicas;Centros de Formación Técnica;Técnico en Química (Análisis e Industrial);2017;130.0;80.0;210.0;409.0;262;671
2017-2018;47;Salud;Centros de Formación Técnica;Técnico en Radiología y Radioterapia;2017;72.0;26.0;98.0;162.0;59;221
2017-2018;48;Tecnología;Centros de Formación Técnica;Técnico en Refrigeración y Climatización;2017;5.0;152.0;157.0;8.0;331;339
2017-2018;49;Ciencias Sociales;Centros de Formación Técnica;Técnico en Servicio Social;2017;656.0;150.0;806.0;1512.0;322;1834
2017-2018;50;Tecnología;Centros de Formación Técnica;Técnico en Telecomunicaciones;2017;67.0;585.0;652.0;109.0;1296;1405
2017-2018;51;Salud;Centros de Formación Técnica;Técnico en Terapias Naturales y Naturopatía;2017;214.0;35.0;249.0;563.0;103;666
2017-2018;52;Tecnología;Centros de Formación Técnica;Técnico en Topografía;2017;224.0;841.0;1065.0;453.0;1791;2244
2017-2018;53;Administración y Comercio;Centros de Formación Técnica;Técnico en Turismo y Hotelería;2017;659.0;574.0;1233.0;1629.0;1253;2882
2017-2018;54;Derecho;Centros de Formación Técnica;Técnico Jurídico;2017;315.0;122.0;437.0;833.0;302;1135
2017-2018;55;Salud;Centros de Formación Técnica;Técnico Laboratorista Dental;2017;152.0;79.0;231.0;413.0;189;602
2017-2018;56;Arte y Arquitectura;Institutos Profesionales;Actuación y Teatro;2017;147.0;105.0;252.0;446.0;279;725
2017-2018;57;Administración y Comercio;Institutos Profesionales;Administración de Empresas e Ing. Asociadas;2017;2417.0;1895.0;4312.0;11425.0;8118;19543
2017-2018;58;Administración y Comercio;Institutos Profesionales;Administración Gastronómica;2017;835.0;728.0;1563.0;2836.0;2263;5099
2017-2018;59;Ciencias Sociales;Institutos Profesionales;Administración Pública;2017;202.0;124.0;326.0;731.0;585;1316
2017-2018;60;Administración y Comercio;Institutos Profesionales;Administración Turística y Hotelera;2017;586.0;392.0;978.0;1965.0;1254;3219
2017-2018;61;Arte y Arquitectura;Institutos Profesionales;Comunicación Audiovisual y/o Multimedia;2017;190.0;413.0;603.0;661.0;1467;2128
2017-2018;62;Tecnología;Institutos Profesionales;Construcción Civil;2017;390.0;2034.0;2424.0;1564.0;8097;9661
2017-2018;63;Administración y Comercio;Institutos Profesionales;Contador Auditor;2017;1481.0;1039.0;2520.0;6551.0;4382;10933
2017-2018;64;Arte y Arquitectura;Institutos Profesionales;Diseño de Ambientes e Interiores;2017;153.0;29.0;182.0;529.0;116;645
2017-2018;65;Arte y Arquitectura;Institutos Profesionales;Diseño de Vestuario;2017;366.0;40.0;406.0;1172.0;112;1284
2017-2018;66;Arte y Arquitectura;Institutos Profesionales;Diseño Gráfico;2017;691.0;802.0;1493.0;2497.0;2925;5422
2017-2018;67;Tecnología;Institutos Profesionales;Diseño Industrial;2017;71.0;124.0;195.0;299.0;466;765
2017-2018;68;Arte y Arquitectura;Institutos Profesionales;Fotografía;2017;140.0;85.0;225.0;355.0;226;581
2017-2018;69;Agropecuaria;Institutos Profesionales;Ingeniería Agrícola;2017;237.0;465.0;702.0;877.0;1769;2646
2017-2018;70;Agropecuaria;Institutos Profesionales;Ingeniería en Acuicultura y Pesca;2017;2.0;15.0;17.0;10.0;26;36
2017-2018;71;Tecnología;Institutos Profesionales;Ingeniería en Automatización, Instrumentación y Control;2017;9.0;124.0;133.0;18.0;318;336
2017-2018;72;Administración y Comercio;Institutos Profesionales;Ingeniería en Comercio Exterior;2017;205.0;223.0;428.0;823.0;773;1596
2017-2018;73;Tecnología;Institutos Profesionales;Ingeniería en Computación e Informática;2017;279.0;2178.0;2457.0;879.0;7730;8609
2017-2018;74;Tecnología;Institutos Profesionales;Ingeniería en Conectividad y Redes;2017;36.0;369.0;405.0;154.0;2181;2335
2017-2018;75;Tecnología;Institutos Profesionales;Ingeniería en Construcción;2017;277.0;884.0;1161.0;1128.0;4683;5811
2017-2018;76;Tecnología;Institutos Profesionales;Ingeniería en Electricidad;2017;36.0;887.0;923.0;115.0;3243;3358
2017-2018;77;Administración y Comercio;Institutos Profesionales;Ingeniería en Finanzas;2017;315.0;238.0;553.0;855.0;640;1495
2017-2018;78;Administración y Comercio;Institutos Profesionales;Ingeniería en Logística;2017;69.0;164.0;233.0;272.0;756;1028
2017-2018;79;Administración y Comercio;Institutos Profesionales;Ingeniería en Marketing;2017;176.0;201.0;377.0;1174.0;1135;2309
2017-2018;80;Tecnología;Institutos Profesionales;Ingeniería en Mecánica Automotriz;2017;92.0;3263.0;3355.0;320.0;13130;13450
2017-2018;81;Tecnología;Institutos Profesionales;Ingeniería en Medio Ambiente;2017;116.0;107.0;223.0;385.0;321;706
2017-2018;82;Tecnología;Institutos Profesionales;Ingeniería en Minas y Metalurgia;2017;333.0;566.0;899.0;1322.0;3302;4624
2017-2018;83;Tecnología;Institutos Profesionales;Ingeniería en Prevención de Riesgos;2017;1101.0;1145.0;2246.0;10148.0;11413;21561
2017-2018;84;Tecnología;Institutos Profesionales;Ingeniería en Química;2017;55.0;48.0;103.0;274.0;193;467
2017-2018;85;Administración y Comercio;Institutos Profesionales;Ingeniería en Recursos Humanos;2017;934.0;368.0;1302.0;4530.0;1590;6120
2017-2018;86;Tecnología;Institutos Profesionales;Ingeniería en Sonido;2017;15.0;233.0;248.0;56.0;815;871
2017-2018;87;Tecnología;Institutos Profesionales;Ingeniería en Telecomunicaciones;2017;51.0;318.0;369.0;132.0;1399;1531
2017-2018;88;Tecnología;Institutos Profesionales;Ingeniería Industrial;2017;49.0;523.0;572.0;179.0;1382;1561
2017-2018;89;Tecnología;Institutos Profesionales;Ingeniería Mecánica;2017;37.0;892.0;929.0;112.0;4083;4195
2017-2018;90;Salud;Institutos Profesionales;Kinesiología;2017;197.0;137.0;334.0;791.0;612;1403
2017-2018;91;Arte y Arquitectura;Institutos Profesionales;Música, Canto o Danza;2017;186.0;444.0;630.0;466.0;1125;1591
2017-2018;92;Salud;Institutos Profesionales;Nutrición y Dietética;2017;260.0;49.0;309.0;1010.0;167;1177
2017-2018;93;Educación;Institutos Profesionales;Pedagogía en Educación Básica;2017;0.0;0.0;0.0;201.0;39;240
2017-2018;94;Educación;Institutos Profesionales;Pedagogía en Educación de Párvulos;2017;5.0;0.0;5.0;1349.0;0;1349
2017-2018;95;Educación;Institutos Profesionales;Pedagogía en Educación Diferencial;2017;0.0;0.0;0.0;538.0;17;555
2017-2018;96;Educación;Institutos Profesionales;Pedagogía en Idiomas;2017;0.0;0.0;0.0;95.0;50;145
2017-2018;97;Educación;Institutos Profesionales;Psicopedagogía;2017;2185.0;269.0;2454.0;9000.0;946;9946
2017-2018;98;Ciencias Sociales;Institutos Profesionales;Publicidad;2017;208.0;261.0;469.0;747.0;994;1741
2017-2018;99;Ciencias Sociales;Institutos Profesionales;Relaciones Públicas;2017;152.0;83.0;235.0;710.0;353;1063
2017-2018;100;Agropecuaria;Institutos Profesionales;Técnico Agropecuario;2017;185.0;351.0;536.0;480.0;892;1372
2017-2018;101;Educación;Institutos Profesionales;Técnico Asistente del Educador de Párvulos;2017;5980.0;5.0;5985.0;11974.0;16;11990
2017-2018;102;Educación;Institutos Profesionales;Técnico Asistente del Educador Diferencial;2017;2011.0;104.0;2115.0;4266.0;184;4450
2017-2018;103;Salud;Institutos Profesionales;Técnico Dental y Asistente de Odontología;2017;1487.0;262.0;1749.0;3709.0;574;4283
2017-2018;104;Administración y Comercio;Institutos Profesionales;Técnico en Administración de Empresas;2017;5166.0;3976.0;9142.0;12754.0;9043;21797
2017-2018;105;Administración y Comercio;Institutos Profesionales;Técnico en Administración de Recursos Humanos y Personal;2017;1641.0;558.0;2199.0;4070.0;1268;5338
2017-2018;106;Tecnología;Institutos Profesionales;Técnico en Administración de Redes y Soporte;2017;63.0;919.0;982.0;173.0;2433;2606
2017-2018;107;Administración y Comercio;Institutos Profesionales;Técnico en Administración de Ventas;2017;55.0;80.0;135.0;210.0;201;411
2017-2018;108;Administración y Comercio;Institutos Profesionales;Técnico en Administración Financiera y Finanzas;2017;923.0;645.0;1568.0;2442.0;1632;4074
2017-2018;109;Ciencias Sociales;Institutos Profesionales;Técnico en Administración Pública o Municipal;2017;214.0;109.0;323.0;459.0;230;689
2017-2018;110;Humanidades;Institutos Profesionales;Técnico en Bibliotecas y Centros de Documentación;2017;52.0;29.0;81.0;155.0;79;234
2017-2018;111;Administración y Comercio;Institutos Profesionales;Técnico en Comercio Exterior;2017;315.0;385.0;700.0;789.0;868;1657
2017-2018;112;Tecnología;Institutos Profesionales;Técnico en Computación e Informática;2017;285.0;2587.0;2872.0;734.0;6155;6889
2017-2018;113;Arte y Arquitectura;Institutos Profesionales;Técnico en Comunicación Audiovisual;2017;129.0;473.0;602.0;380.0;1165;1545
2017-2018;114;Tecnología;Institutos Profesionales;Técnico en Construcción y Obras Civiles;2017;594.0;3907.0;4501.0;1395.0;8545;9940
2017-2018;115;Administración y Comercio;Institutos Profesionales;Técnico en Contabilidad General;2017;1055.0;619.0;1674.0;2698.0;1482;4180
2017-2018;116;Administración y Comercio;Institutos Profesionales;Técnico en Contabilidad Tributaria;2017;612.0;355.0;967.0;1392.0;783;2175
2017-2018;117;Educación;Institutos Profesionales;Técnico en Deporte, Recreación y Preparación Física;2017;473.0;2000.0;2473.0;1248.0;4803;6051
2017-2018;118;Arte y Arquitectura;Institutos Profesionales;Técnico en Dibujo Arquitectónico;2017;212.0;407.0;619.0;546.0;1052;1598
2017-2018;119;Arte y Arquitectura;Institutos Profesionales;Técnico en Diseño Gráfico;2017;202.0;293.0;495.0;530.0;749;1279
2017-2018;120;Tecnología;Institutos Profesionales;Técnico en Electricidad y Electricidad Industrial;2017;77.0;2217.0;2294.0;157.0;5097;5254
2017-2018;121;Tecnología;Institutos Profesionales;Técnico en Electromecánica;2017;17.0;477.0;494.0;37.0;1393;1430
2017-2018;122;Salud;Institutos Profesionales;Técnico en Enfermería;2017;8101.0;1726.0;9827.0;21499.0;3935;25434
2017-2018;123;Arte y Arquitectura;Institutos Profesionales;Técnico en Fotografía;2017;83.0;69.0;152.0;207.0;173;380
2017-2018;124;Administración y Comercio;Institutos Profesionales;Técnico en Gastronomía y Cocina;2017;548.0;555.0;1103.0;1351.0;1226;2577
2017-2018;125;Tecnología;Institutos Profesionales;Técnico en Instrumentación, Automatización y Control Industrial;2017;43.0;514.0;557.0;78.0;888;966
2017-2018;126;Salud;Institutos Profesionales;Técnico en Laboratorio Clínico;2017;283.0;66.0;349.0;871.0;193;1064
2017-2018;127;Administración y Comercio;Institutos Profesionales;Técnico en Logística;2017;366.0;836.0;1202.0;751.0;1867;2618
2017-2018;128;Salud;Institutos Profesionales;Técnico en Masoterapia;2017;540.0;180.0;720.0;1440.0;438;1878
2017-2018;129;Tecnología;Institutos Profesionales;Técnico en Mecánica Automotriz;2017;106.0;3012.0;3118.0;200.0;7018;7218
2017-2018;130;Arte y Arquitectura;Institutos Profesionales;Técnico en Peluquería y Estética;2017;1303.0;57.0;1360.0;3012.0;113;3125
2017-2018;131;Tecnología;Institutos Profesionales;Técnico en Prevención de Riesgos;2017;712.0;957.0;1669.0;4064.0;4520;8584
2017-2018;132;Ciencias Sociales;Institutos Profesionales;Técnico en Publicidad;2017;14.0;24.0;38.0;64.0;82;146
2017-2018;133;Salud;Institutos Profesionales;Técnico en Radiología y Radioterapia;2017;110.0;50.0;160.0;311.0;130;441
2017-2018;134;Ciencias Sociales;Institutos Profesionales;Técnico en Relaciones Públicas;2017;257.0;125.0;382.0;654.0;339;993
2017-2018;135;Ciencias Sociales;Institutos Profesionales;Técnico en Servicio Social;2017;3701.0;797.0;4498.0;8556.0;1779;10335
2017-2018;136;Tecnología;Institutos Profesionales;Técnico en Sonido;2017;48.0;644.0;692.0;103.0;1530;1633
2017-2018;137;Tecnología;Institutos Profesionales;Técnico en Telecomunicaciones;2017;11.0;159.0;170.0;28.0;497;525
2017-2018;138;Tecnología;Institutos Profesionales;Técnico en Topografía;2017;111.0;406.0;517.0;291.0;1089;1380
2017-2018;139;Humanidades;Institutos Profesionales;Técnico en Traducción e Interpretariado;2017;154.0;114.0;268.0;344.0;229;573
2017-2018;140;Administración y Comercio;Institutos Profesionales;Técnico en Turismo y Hotelería;2017;792.0;576.0;1368.0;1837.0;1144;2981
2017-2018;141;Derecho;Institutos Profesionales;Técnico Jurídico;2017;473.0;196.0;669.0;1108.0;433;1541
2017-2018;142;Salud;Institutos Profesionales;Técnico Laboratorista Dental;2017;119.0;60.0;179.0;333.0;162;495
2017-2018;143;Agropecuaria;Institutos Profesionales;Técnico Veterinario;2017;191.0;65.0;256.0;541.0;176;717
2017-2018;144;Ciencias Sociales;Institutos Profesionales;Trabajo Social;2017;2427.0;570.0;2997.0;9335.0;2017;11352
