per_sies;id_carr_gen;area_carr;tipo_inst;nom_carr_gen;per_tit_carr;coho_tit;anio_emp;tasa_emp
2021-2022;112;Arte y Arquitectura;Instituto Profesional;Técnico en Peluquería y Estética;1er año;2016;2017;0.23853211009174313
2021-2022;113;Salud;Instituto Profesional;Técnico en Podología;1er año;2016;2017;s/i
2021-2022;114;Tecnología;Instituto Profesional;Técnico en Prevención de Riesgos;1er año;2016;2017;0.5356503961155124
2021-2022;115;Salud;Instituto Profesional;Técnico en Radiología y Radioterapia;1er año;2016;2017;0.6074766355140186
2021-2022;116;Ciencias Sociales;Instituto Profesional;Técnico en Relaciones Públicas;1er año;2016;2017;0.543778801843318
2021-2022;117;Ciencias Sociales;Instituto Profesional;Técnico en Servicio Social;1er año;2016;2017;0.48240813135261923
2021-2022;118;Tecnología;Instituto Profesional;Técnico en Sonido;1er año;2016;2017;0.4
2021-2022;119;Tecnología;Instituto Profesional;Técnico en Telecomunicaciones;1er año;2016;2017;0.75
2021-2022;120;Tecnología;Instituto Profesional;Técnico en Topografía;1er año;2016;2017;0.7908496732026143
2021-2022;121;Administración y Comercio;Instituto Profesional;Técnico en Turismo y Hotelería;1er año;2016;2017;0.41346153846153844
2021-2022;122;Derecho;Instituto Profesional;Técnico Jurídico;1er año;2016;2017;0.5866666666666667
2021-2022;123;Salud;Instituto Profesional;Técnico Laboratorista Dental;1er año;2016;2017;s/i
2021-2022;124;Agropecuaria;Instituto Profesional;Técnico Veterinario;1er año;2016;2017;0.39849624060150374
2021-2022;125;Salud;Instituto Profesional;Terapia Ocupacional;1er año;2016;2017;s/i
2021-2022;126;Ciencias Sociales;Instituto Profesional;Trabajo Social;1er año;2016;2017;0.7229669347631814
2021-2022;1;Administración y Comercio;Centro de Formación Técnica;Secretariado Bilingüe;1er año;2017;2018;0.676056338028169
2021-2022;2;Agropecuaria;Centro de Formación Técnica;Técnico Agropecuario;1er año;2017;2018;0.4749568221070812
2021-2022;3;Educación;Centro de Formación Técnica;Técnico Asistente del Educador de Párvulos;1er año;2017;2018;0.3825104104699584
2021-2022;4;Educación;Centro de Formación Técnica;Técnico Asistente del Educador Diferencial;1er año;2017;2018;0.21568627450980393
2021-2022;5;Salud;Centro de Formación Técnica;Técnico Dental y Asistente de Odontología;1er año;2017;2018;0.5126811594202898
2021-2022;6;Administración y Comercio;Centro de Formación Técnica;Técnico en Administración de Empresas;1er año;2017;2018;0.6406362979031092
2021-2022;7;Administración y Comercio;Centro de Formación Técnica;Técnico en Administración de Recursos Humanos y Personal;1er año;2017;2018;0.712784588441331
2021-2022;8;Tecnología;Centro de Formación Técnica;Técnico en Administración de Redes y Soporte;1er año;2017;2018;s/i
2021-2022;9;Administración y Comercio;Centro de Formación Técnica;Técnico en Administración de Ventas;1er año;2017;2018;0.6891891891891891
2021-2022;10;Administración y Comercio;Centro de Formación Técnica;Técnico en Administración Financiera y Finanzas;1er año;2017;2018;0.8188405797101449
2021-2022;11;Ciencias Sociales;Centro de Formación Técnica;Técnico en Administración Pública o Municipal;1er año;2017;2018;0.736318407960199
2021-2022;12;Administración y Comercio;Centro de Formación Técnica;Técnico en Comercio Exterior;1er año;2017;2018;0.7007874015748031
2021-2022;13;Tecnología;Centro de Formación Técnica;Técnico en Computación e Informática;1er año;2017;2018;0.6780487804878049
2021-2022;14;Tecnología;Centro de Formación Técnica;Técnico en Construcción y Obras Civiles;1er año;2017;2018;0.552901023890785
2021-2022;15;Administración y Comercio;Centro de Formación Técnica;Técnico en Contabilidad General;1er año;2017;2018;0.720682302771855
2021-2022;16;Educación;Centro de Formación Técnica;Técnico en Deporte, Recreación y Preparación Física;1er año;2017;2018;0.3419811320754717
2021-2022;17;Tecnología;Centro de Formación Técnica;Técnico en Electricidad y Electricidad Industrial;1er año;2017;2018;0.7142857142857143
2021-2022;18;Tecnología;Centro de Formación Técnica;Técnico en Electrónica y Electrónica Industrial;1er año;2017;2018;0.7017543859649122
2021-2022;19;Salud;Centro de Formación Técnica;Técnico en Enfermería;1er año;2017;2018;0.5218837983107243
2021-2022;20;Salud;Centro de Formación Técnica;Técnico en Farmacia;1er año;2017;2018;0.7175572519083969
2021-2022;21;Administración y Comercio;Centro de Formación Técnica;Técnico en Gastronomía y Cocina;1er año;2017;2018;0.36696696696696696
2021-2022;22;Tecnología;Centro de Formación Técnica;Técnico en Instrumentación, Automatización y Control Industrial;1er año;2017;2018;0.759469696969697
2021-2022;23;Salud;Centro de Formación Técnica;Técnico en Laboratorio Clínico;1er año;2017;2018;0.5205882352941177
2021-2022;24;Administración y Comercio;Centro de Formación Técnica;Técnico en Logística;1er año;2017;2018;0.8042959427207638
2021-2022;25;Tecnología;Centro de Formación Técnica;Técnico en Mantenimiento Industrial;1er año;2017;2018;0.6834094368340944
2021-2022;26;Tecnología;Centro de Formación Técnica;Técnico en Mecánica Automotriz;1er año;2017;2018;0.6317420954742715
2021-2022;27;Tecnología;Centro de Formación Técnica;Técnico en Mecánica Industrial;1er año;2017;2018;0.7256317689530686
2021-2022;28;Tecnología;Centro de Formación Técnica;Técnico en Minería y Metalurgia;1er año;2017;2018;0.5879828326180258
2021-2022;29;Salud;Centro de Formación Técnica;Técnico en Podología;1er año;2017;2018;0.3378995433789954
2021-2022;30;Tecnología;Centro de Formación Técnica;Técnico en Prevención de Riesgos;1er año;2017;2018;0.459471766848816
2021-2022;31;Tecnología;Centro de Formación Técnica;Técnico en Procesos Industriales;1er año;2017;2018;0.7441860465116279
2021-2022;32;Arte y Arquitectura;Centro de Formación Técnica;Técnico en Producción Gráfica y Multimedia;1er año;2017;2018;0.25
2021-2022;33;Ciencias Básicas;Centro de Formación Técnica;Técnico en Química (Análisis e Industrial);1er año;2017;2018;0.7284768211920529
2021-2022;34;Salud;Centro de Formación Técnica;Técnico en Radiología y Radioterapia;1er año;2017;2018;0.7391304347826086
2021-2022;35;Tecnología;Centro de Formación Técnica;Técnico en Refrigeración y Climatización;1er año;2017;2018;0.7704918032786885
2021-2022;36;Ciencias Sociales;Centro de Formación Técnica;Técnico en Servicio Social;1er año;2017;2018;0.41297935103244837
2021-2022;37;Tecnología;Centro de Formación Técnica;Técnico en Telecomunicaciones;1er año;2017;2018;0.696551724137931
2021-2022;38;Salud;Centro de Formación Técnica;Técnico en Terapias Naturales y Naturopatía;1er año;2017;2018;0.32857142857142857
2021-2022;39;Tecnología;Centro de Formación Técnica;Técnico en Topografía;1er año;2017;2018;0.625
2021-2022;40;Administración y Comercio;Centro de Formación Técnica;Técnico en Turismo y Hotelería;1er año;2017;2018;0.3670520231213873
2021-2022;41;Derecho;Centro de Formación Técnica;Técnico Jurídico;1er año;2017;2018;0.5578231292517006
2021-2022;42;Salud;Centro de Formación Técnica;Técnico Laboratorista Dental;1er año;2017;2018;0.3119266055045872
2021-2022;43;Agropecuaria;Centro de Formación Técnica;Técnico Veterinario;1er año;2017;2018;0.5230769230769231
2021-2022;44;Administración y Comercio;Instituto Profesional;Administración de Empresas e Ing. Asociadas;1er año;2017;2018;0.8257652203161789
2021-2022;45;Administración y Comercio;Instituto Profesional;Administración Gastronómica;1er año;2017;2018;0.43617021276595747
2021-2022;46;Ciencias Sociales;Instituto Profesional;Administración Pública;1er año;2017;2018;0.9985401459854014
2021-2022;47;Administración y Comercio;Instituto Profesional;Administración Turística y Hotelera;1er año;2017;2018;0.4744897959183674
2021-2022;48;Arte y Arquitectura;Instituto Profesional;Comunicación Audiovisual y/o Multimedia;1er año;2017;2018;0.4490566037735849
2021-2022;49;Tecnología;Instituto Profesional;Construcción Civil;1er año;2017;2018;0.7588141025641025
2021-2022;50;Administración y Comercio;Instituto Profesional;Contador Auditor;1er año;2017;2018;0.861193148257531
2021-2022;51;Arte y Arquitectura;Instituto Profesional;Diseño de Ambientes e Interiores;1er año;2017;2018;0.5128205128205128
2021-2022;52;Arte y Arquitectura;Instituto Profesional;Diseño de Vestuario;1er año;2017;2018;0.4740740740740741
2021-2022;53;Arte y Arquitectura;Instituto Profesional;Diseño Gráfico;1er año;2017;2018;0.4509493670886076
2021-2022;54;Tecnología;Instituto Profesional;Diseño Industrial;1er año;2017;2018;0.4339622641509434
2021-2022;55;Agropecuaria;Instituto Profesional;Ingeniería Agrícola;1er año;2017;2018;0.5452054794520548
2021-2022;56;Tecnología;Instituto Profesional;Ingeniería en Automatización, Instrumentación y Control;1er año;2017;2018;s/i
2021-2022;57;Administración y Comercio;Instituto Profesional;Ingeniería en Comercio Exterior;1er año;2017;2018;0.7936507936507936
2021-2022;58;Tecnología;Instituto Profesional;Ingeniería en Computación e Informática;1er año;2017;2018;0.8565217391304348
2021-2022;59;Tecnología;Instituto Profesional;Ingeniería en Conectividad y Redes;1er año;2017;2018;0.8993963782696177
2021-2022;60;Tecnología;Instituto Profesional;Ingeniería en Construcción;1er año;2017;2018;0.7160048134777377
2021-2022;61;Tecnología;Instituto Profesional;Ingeniería en Electricidad;1er año;2017;2018;0.8285714285714286
2021-2022;62;Administración y Comercio;Instituto Profesional;Ingeniería en Finanzas;1er año;2017;2018;0.8415841584158416
2021-2022;63;Ciencias Sociales;Instituto Profesional;Ingeniería en Gestión Pública;1er año;2017;2018;0.8508771929824561
2021-2022;64;Administración y Comercio;Instituto Profesional;Ingeniería en Logística;1er año;2017;2018;0.9090909090909091
2021-2022;65;Administración y Comercio;Instituto Profesional;Ingeniería en Marketing;1er año;2017;2018;0.7256637168141593
2021-2022;66;Tecnología;Instituto Profesional;Ingeniería en Mecánica Automotriz;1er año;2017;2018;0.7442773054283846
2021-2022;67;Tecnología;Instituto Profesional;Ingeniería en Medio Ambiente;1er año;2017;2018;0.5070422535211268
2021-2022;68;Tecnología;Instituto Profesional;Ingeniería en Minas y Metalurgia;1er año;2017;2018;0.6388888888888888
2021-2022;69;Tecnología;Instituto Profesional;Ingeniería en Prevención de Riesgos;1er año;2017;2018;0.6425056775170326
2021-2022;70;Tecnología;Instituto Profesional;Ingeniería en Química;1er año;2017;2018;0.6956521739130435
2021-2022;71;Administración y Comercio;Instituto Profesional;Ingeniería en Recursos Humanos;1er año;2017;2018;0.8057692307692308
2021-2022;72;Tecnología;Instituto Profesional;Ingeniería en Refrigeración y Climatización;1er año;2017;2018;s/i
2021-2022;73;Administración y Comercio;Instituto Profesional;Ingeniería en Seguridad Privada;1er año;2017;2018;s/i
2021-2022;74;Tecnología;Instituto Profesional;Ingeniería en Telecomunicaciones;1er año;2017;2018;0.8293838862559242
2021-2022;75;Tecnología;Instituto Profesional;Ingeniería Industrial;1er año;2017;2018;0.8794642857142857
2021-2022;76;Tecnología;Instituto Profesional;Ingeniería Mecánica;1er año;2017;2018;0.7799642218246869
2021-2022;77;Salud;Instituto Profesional;Kinesiología;1er año;2017;2018;0.44680851063829785
2021-2022;78;Educación;Instituto Profesional;Psicopedagogía;1er año;2017;2018;0.5683760683760684
2021-2022;79;Ciencias Sociales;Instituto Profesional;Publicidad;1er año;2017;2018;0.6493150684931507
2021-2022;80;Ciencias Sociales;Instituto Profesional;Relaciones Públicas;1er año;2017;2018;0.5477707006369427
2021-2022;81;Agropecuaria;Instituto Profesional;Técnico Agropecuario;1er año;2017;2018;0.5041322314049587
2021-2022;82;Educación;Instituto Profesional;Técnico Asistente del Educador de Párvulos;1er año;2017;2018;0.532803180914513
2021-2022;83;Educación;Instituto Profesional;Técnico Asistente del Educador Diferencial;1er año;2017;2018;0.280225988700565
2021-2022;84;Salud;Instituto Profesional;Técnico Dental y Asistente de Odontología;1er año;2017;2018;0.5355129650507328
2021-2022;85;Administración y Comercio;Instituto Profesional;Técnico en Administración de Empresas;1er año;2017;2018;0.7193635048563752
2021-2022;86;Administración y Comercio;Instituto Profesional;Técnico en Administración de Recursos Humanos y Personal;1er año;2017;2018;0.7038413878562577
2021-2022;87;Tecnología;Instituto Profesional;Técnico en Administración de Redes y Soporte;1er año;2017;2018;0.6948228882833788
2021-2022;88;Administración y Comercio;Instituto Profesional;Técnico en Administración de Ventas;1er año;2017;2018;s/i
2021-2022;89;Administración y Comercio;Instituto Profesional;Técnico en Administración Financiera y Finanzas;1er año;2017;2018;0.6973684210526315
2021-2022;90;Humanidades;Instituto Profesional;Técnico en Bibliotecas y Centros de Documentación;1er año;2017;2018;0.8253968253968254
2021-2022;91;Administración y Comercio;Instituto Profesional;Técnico en Comercio Exterior;1er año;2017;2018;0.748792270531401
2021-2022;92;Tecnología;Instituto Profesional;Técnico en Computación e Informática;1er año;2017;2018;0.7219321148825065
2021-2022;93;Arte y Arquitectura;Instituto Profesional;Técnico en Comunicación Audiovisual;1er año;2017;2018;0.4186991869918699
2021-2022;94;Tecnología;Instituto Profesional;Técnico en Construcción y Obras Civiles;1er año;2017;2018;0.6226912928759895
2021-2022;95;Administración y Comercio;Instituto Profesional;Técnico en Contabilidad General;1er año;2017;2018;0.7632850241545893
2021-2022;96;Administración y Comercio;Instituto Profesional;Técnico en Contabilidad Tributaria;1er año;2017;2018;0.7842465753424658
2021-2022;97;Educación;Instituto Profesional;Técnico en Deporte, Recreación y Preparación Física;1er año;2017;2018;0.3938223938223938
2021-2022;98;Arte y Arquitectura;Instituto Profesional;Técnico en Dibujo Arquitectónico;1er año;2017;2018;0.6752136752136753
2021-2022;99;Arte y Arquitectura;Instituto Profesional;Técnico en Diseño Gráfico;1er año;2017;2018;0.4205607476635514
2021-2022;100;Tecnología;Instituto Profesional;Técnico en Electricidad y Electricidad Industrial;1er año;2017;2018;0.7289293849658315
2021-2022;101;Tecnología;Instituto Profesional;Técnico en Electromecánica;1er año;2017;2018;0.7263157894736842
2021-2022;102;Salud;Instituto Profesional;Técnico en Enfermería;1er año;2017;2018;0.534540934114722
2021-2022;103;Administración y Comercio;Instituto Profesional;Técnico en Gastronomía y Cocina;1er año;2017;2018;0.44308943089430897
2021-2022;104;Tecnología;Instituto Profesional;Técnico en Instrumentación, Automatización y Control Industrial;1er año;2017;2018;0.7280701754385965
2021-2022;105;Salud;Instituto Profesional;Técnico en Laboratorio Clínico;1er año;2017;2018;0.5253623188405797
2021-2022;106;Administración y Comercio;Instituto Profesional;Técnico en Logística;1er año;2017;2018;0.8501291989664083
2021-2022;107;Tecnología;Instituto Profesional;Técnico en Mantenimiento Industrial;1er año;2017;2018;0.7114624505928854
2021-2022;108;Salud;Instituto Profesional;Técnico en Masoterapia;1er año;2017;2018;0.3424657534246575
2021-2022;109;Tecnología;Instituto Profesional;Técnico en Mecánica Automotriz;1er año;2017;2018;0.6017699115044248
2021-2022;110;Tecnología;Instituto Profesional;Técnico en Minería y Metalurgia;1er año;2017;2018;0.5696887686062246
2021-2022;111;Salud;Instituto Profesional;Técnico en Nutrición y Dietética;1er año;2017;2018;0.5333333333333333
2021-2022;112;Arte y Arquitectura;Instituto Profesional;Técnico en Peluquería y Estética;1er año;2017;2018;0.28532608695652173
2021-2022;113;Salud;Instituto Profesional;Técnico en Podología;1er año;2017;2018;s/i
2021-2022;114;Tecnología;Instituto Profesional;Técnico en Prevención de Riesgos;1er año;2017;2018;0.5094880057286072
2021-2022;115;Salud;Instituto Profesional;Técnico en Radiología y Radioterapia;1er año;2017;2018;0.6228070175438597
2021-2022;116;Ciencias Sociales;Instituto Profesional;Técnico en Relaciones Públicas;1er año;2017;2018;0.5967741935483871
2021-2022;117;Ciencias Sociales;Instituto Profesional;Técnico en Servicio Social;1er año;2017;2018;0.4347003154574132
2021-2022;118;Tecnología;Instituto Profesional;Técnico en Sonido;1er año;2017;2018;0.3526315789473684
2021-2022;119;Tecnología;Instituto Profesional;Técnico en Telecomunicaciones;1er año;2017;2018;0.7416666666666667
2021-2022;120;Tecnología;Instituto Profesional;Técnico en Topografía;1er año;2017;2018;0.7459016393442623
2021-2022;121;Administración y Comercio;Instituto Profesional;Técnico en Turismo y Hotelería;1er año;2017;2018;0.3814713896457766
2021-2022;122;Derecho;Instituto Profesional;Técnico Jurídico;1er año;2017;2018;0.5381165919282511
2021-2022;123;Salud;Instituto Profesional;Técnico Laboratorista Dental;1er año;2017;2018;s/i
2021-2022;124;Agropecuaria;Instituto Profesional;Técnico Veterinario;1er año;2017;2018;0.3656716417910448
2021-2022;125;Salud;Instituto Profesional;Terapia Ocupacional;1er año;2017;2018;s/i
2021-2022;126;Ciencias Sociales;Instituto Profesional;Trabajo Social;1er año;2017;2018;0.6902509255450432
2021-2022;1;Administración y Comercio;Centro de Formación Técnica;Secretariado Bilingüe;1er año;2018;2019;0.7379679144385026
2021-2022;2;Agropecuaria;Centro de Formación Técnica;Técnico Agropecuario;1er año;2018;2019;0.4225941422594142
2021-2022;3;Educación;Centro de Formación Técnica;Técnico Asistente del Educador de Párvulos;1er año;2018;2019;0.36924989639452965
2021-2022;4;Educación;Centro de Formación Técnica;Técnico Asistente del Educador Diferencial;1er año;2018;2019;0.2138157894736842
2021-2022;5;Salud;Centro de Formación Técnica;Técnico Dental y Asistente de Odontología;1er año;2018;2019;0.4803001876172608
2021-2022;6;Administración y Comercio;Centro de Formación Técnica;Técnico en Administración de Empresas;1er año;2018;2019;0.6170731707317073
2021-2022;7;Administración y Comercio;Centro de Formación Técnica;Técnico en Administración de Recursos Humanos y Personal;1er año;2018;2019;0.6302521008403361
2021-2022;8;Tecnología;Centro de Formación Técnica;Técnico en Administración de Redes y Soporte;1er año;2018;2019;s/i
2021-2022;9;Administración y Comercio;Centro de Formación Técnica;Técnico en Administración de Ventas;1er año;2018;2019;0.8169014084507042
2021-2022;10;Administración y Comercio;Centro de Formación Técnica;Técnico en Administración Financiera y Finanzas;1er año;2018;2019;0.7708333333333334
2021-2022;11;Ciencias Sociales;Centro de Formación Técnica;Técnico en Administración Pública o Municipal;1er año;2018;2019;0.8269230769230769
2021-2022;12;Administración y Comercio;Centro de Formación Técnica;Técnico en Comercio Exterior;1er año;2018;2019;0.6649746192893401
2021-2022;13;Tecnología;Centro de Formación Técnica;Técnico en Computación e Informática;1er año;2018;2019;0.6478555304740407
2021-2022;14;Tecnología;Centro de Formación Técnica;Técnico en Construcción y Obras Civiles;1er año;2018;2019;0.5428226779252111
2021-2022;15;Administración y Comercio;Centro de Formación Técnica;Técnico en Contabilidad General;1er año;2018;2019;0.6868537666174298
2021-2022;16;Educación;Centro de Formación Técnica;Técnico en Deporte, Recreación y Preparación Física;1er año;2018;2019;0.34397163120567376
2021-2022;17;Tecnología;Centro de Formación Técnica;Técnico en Electricidad y Electricidad Industrial;1er año;2018;2019;0.7077625570776256
2021-2022;18;Tecnología;Centro de Formación Técnica;Técnico en Electrónica y Electrónica Industrial;1er año;2018;2019;0.696078431372549
2021-2022;19;Salud;Centro de Formación Técnica;Técnico en Enfermería;1er año;2018;2019;0.5103402268178786
2021-2022;20;Salud;Centro de Formación Técnica;Técnico en Farmacia;1er año;2018;2019;0.7619047619047619
2021-2022;21;Administración y Comercio;Centro de Formación Técnica;Técnico en Gastronomía y Cocina;1er año;2018;2019;0.3360897814530419
2021-2022;22;Tecnología;Centro de Formación Técnica;Técnico en Instrumentación, Automatización y Control Industrial;1er año;2018;2019;0.7488372093023256
2021-2022;23;Salud;Centro de Formación Técnica;Técnico en Laboratorio Clínico;1er año;2018;2019;0.4726775956284153
2021-2022;24;Administración y Comercio;Centro de Formación Técnica;Técnico en Logística;1er año;2018;2019;0.7136
2021-2022;25;Tecnología;Centro de Formación Técnica;Técnico en Mantenimiento Industrial;1er año;2018;2019;0.6931380107941403
2021-2022;26;Tecnología;Centro de Formación Técnica;Técnico en Mecánica Automotriz;1er año;2018;2019;0.6082920792079208
2021-2022;27;Tecnología;Centro de Formación Técnica;Técnico en Mecánica Industrial;1er año;2018;2019;0.7431192660550459
2021-2022;28;Tecnología;Centro de Formación Técnica;Técnico en Minería y Metalurgia;1er año;2018;2019;0.6419753086419753
2021-2022;29;Salud;Centro de Formación Técnica;Técnico en Podología;1er año;2018;2019;0.3709677419354839
2021-2022;30;Tecnología;Centro de Formación Técnica;Técnico en Prevención de Riesgos;1er año;2018;2019;0.46466431095406363
2021-2022;31;Tecnología;Centro de Formación Técnica;Técnico en Procesos Industriales;1er año;2018;2019;0.7857142857142857
2021-2022;32;Arte y Arquitectura;Centro de Formación Técnica;Técnico en Producción Gráfica y Multimedia;1er año;2018;2019;0.25396825396825395
2021-2022;33;Ciencias Básicas;Centro de Formación Técnica;Técnico en Química (Análisis e Industrial);1er año;2018;2019;0.7107438016528925
2021-2022;34;Salud;Centro de Formación Técnica;Técnico en Radiología y Radioterapia;1er año;2018;2019;0.5454545454545454
2021-2022;35;Tecnología;Centro de Formación Técnica;Técnico en Refrigeración y Climatización;1er año;2018;2019;0.693069306930693
2021-2022;36;Ciencias Sociales;Centro de Formación Técnica;Técnico en Servicio Social;1er año;2018;2019;0.44339622641509435
2021-2022;37;Tecnología;Centro de Formación Técnica;Técnico en Telecomunicaciones;1er año;2018;2019;0.6676737160120846
2021-2022;38;Salud;Centro de Formación Técnica;Técnico en Terapias Naturales y Naturopatía;1er año;2018;2019;0.17857142857142858
2021-2022;39;Tecnología;Centro de Formación Técnica;Técnico en Topografía;1er año;2018;2019;0.637883008356546
2021-2022;40;Administración y Comercio;Centro de Formación Técnica;Técnico en Turismo y Hotelería;1er año;2018;2019;0.28043478260869564
2021-2022;41;Derecho;Centro de Formación Técnica;Técnico Jurídico;1er año;2018;2019;0.4088397790055249
2021-2022;42;Salud;Centro de Formación Técnica;Técnico Laboratorista Dental;1er año;2018;2019;0.30303030303030304
2021-2022;43;Agropecuaria;Centro de Formación Técnica;Técnico Veterinario;1er año;2018;2019;0.4221105527638191
2021-2022;44;Administración y Comercio;Instituto Profesional;Administración de Empresas e Ing. Asociadas;1er año;2018;2019;0.8020304568527918
2021-2022;45;Administración y Comercio;Instituto Profesional;Administración Gastronómica;1er año;2018;2019;0.41598360655737704
2021-2022;46;Ciencias Sociales;Instituto Profesional;Administración Pública;1er año;2018;2019;0.996415770609319
2021-2022;47;Administración y Comercio;Instituto Profesional;Administración Turística y Hotelera;1er año;2018;2019;0.4236842105263158
2021-2022;48;Arte y Arquitectura;Instituto Profesional;Comunicación Audiovisual y/o Multimedia;1er año;2018;2019;0.47293447293447294
2021-2022;49;Tecnología;Instituto Profesional;Construcción Civil;1er año;2018;2019;0.7248787248787248
2021-2022;50;Administración y Comercio;Instituto Profesional;Contador Auditor;1er año;2018;2019;0.8509865005192108
2021-2022;51;Arte y Arquitectura;Instituto Profesional;Diseño de Ambientes e Interiores;1er año;2018;2019;0.5319148936170213
2021-2022;52;Arte y Arquitectura;Instituto Profesional;Diseño de Vestuario;1er año;2018;2019;0.41935483870967744
2021-2022;53;Arte y Arquitectura;Instituto Profesional;Diseño Gráfico;1er año;2018;2019;0.47571189279731996
2021-2022;54;Tecnología;Instituto Profesional;Diseño Industrial;1er año;2018;2019;0.5294117647058824
2021-2022;55;Agropecuaria;Instituto Profesional;Ingeniería Agrícola;1er año;2018;2019;0.564625850340136
2021-2022;56;Tecnología;Instituto Profesional;Ingeniería en Automatización, Instrumentación y Control;1er año;2018;2019;s/i
2021-2022;57;Administración y Comercio;Instituto Profesional;Ingeniería en Comercio Exterior;1er año;2018;2019;0.7661290322580645
2021-2022;58;Tecnología;Instituto Profesional;Ingeniería en Computación e Informática;1er año;2018;2019;0.849618320610687
2021-2022;59;Tecnología;Instituto Profesional;Ingeniería en Conectividad y Redes;1er año;2018;2019;0.8867924528301887
2021-2022;60;Tecnología;Instituto Profesional;Ingeniería en Construcción;1er año;2018;2019;0.7283813747228381
2021-2022;61;Tecnología;Instituto Profesional;Ingeniería en Electricidad;1er año;2018;2019;0.8221153846153846
2021-2022;62;Administración y Comercio;Instituto Profesional;Ingeniería en Finanzas;1er año;2018;2019;0.8469945355191257
2021-2022;63;Ciencias Sociales;Instituto Profesional;Ingeniería en Gestión Pública;1er año;2018;2019;0.8757763975155279
2021-2022;64;Administración y Comercio;Instituto Profesional;Ingeniería en Logística;1er año;2018;2019;0.9013452914798207
2021-2022;65;Administración y Comercio;Instituto Profesional;Ingeniería en Marketing;1er año;2018;2019;0.6944444444444444
2021-2022;66;Tecnología;Instituto Profesional;Ingeniería en Mecánica Automotriz;1er año;2018;2019;0.7467836257309941
2021-2022;67;Tecnología;Instituto Profesional;Ingeniería en Medio Ambiente;1er año;2018;2019;0.5411764705882353
2021-2022;68;Tecnología;Instituto Profesional;Ingeniería en Minas y Metalurgia;1er año;2018;2019;0.6776061776061776
2021-2022;69;Tecnología;Instituto Profesional;Ingeniería en Prevención de Riesgos;1er año;2018;2019;0.6523394994559304
2021-2022;70;Tecnología;Instituto Profesional;Ingeniería en Química;1er año;2018;2019;0.8571428571428571
2021-2022;71;Administración y Comercio;Instituto Profesional;Ingeniería en Recursos Humanos;1er año;2018;2019;0.8073394495412844
2021-2022;72;Tecnología;Instituto Profesional;Ingeniería en Refrigeración y Climatización;1er año;2018;2019;s/i
2021-2022;73;Administración y Comercio;Instituto Profesional;Ingeniería en Seguridad Privada;1er año;2018;2019;s/i
2021-2022;74;Tecnología;Instituto Profesional;Ingeniería en Telecomunicaciones;1er año;2018;2019;0.8326359832635983
2021-2022;75;Tecnología;Instituto Profesional;Ingeniería Industrial;1er año;2018;2019;0.8802395209580839
2021-2022;76;Tecnología;Instituto Profesional;Ingeniería Mecánica;1er año;2018;2019;0.8181818181818182
2021-2022;77;Salud;Instituto Profesional;Kinesiología;1er año;2018;2019;0.5728155339805825
2021-2022;78;Educación;Instituto Profesional;Psicopedagogía;1er año;2018;2019;0.5639269406392694
2021-2022;79;Ciencias Sociales;Instituto Profesional;Publicidad;1er año;2018;2019;0.6654275092936803
2021-2022;80;Ciencias Sociales;Instituto Profesional;Relaciones Públicas;1er año;2018;2019;0.5330188679245284
2021-2022;81;Agropecuaria;Instituto Profesional;Técnico Agropecuario;1er año;2018;2019;0.5433526011560693
2021-2022;82;Educación;Instituto Profesional;Técnico Asistente del Educador de Párvulos;1er año;2018;2019;0.5423065341764529
2021-2022;83;Educación;Instituto Profesional;Técnico Asistente del Educador Diferencial;1er año;2018;2019;0.2976588628762542
2021-2022;84;Salud;Instituto Profesional;Técnico Dental y Asistente de Odontología;1er año;2018;2019;0.48210290827740493
2021-2022;85;Administración y Comercio;Instituto Profesional;Técnico en Administración de Empresas;1er año;2018;2019;0.7130201895344046
2021-2022;86;Administración y Comercio;Instituto Profesional;Técnico en Administración de Recursos Humanos y Personal;1er año;2018;2019;0.6964112512124151
2021-2022;87;Tecnología;Instituto Profesional;Técnico en Administración de Redes y Soporte;1er año;2018;2019;0.7518248175182481
2021-2022;88;Administración y Comercio;Instituto Profesional;Técnico en Administración de Ventas;1er año;2018;2019;s/i
2021-2022;89;Administración y Comercio;Instituto Profesional;Técnico en Administración Financiera y Finanzas;1er año;2018;2019;0.6974025974025974
2021-2022;90;Humanidades;Instituto Profesional;Técnico en Bibliotecas y Centros de Documentación;1er año;2018;2019;0.8552631578947368
2021-2022;91;Administración y Comercio;Instituto Profesional;Técnico en Comercio Exterior;1er año;2018;2019;0.7829457364341085
2021-2022;92;Tecnología;Instituto Profesional;Técnico en Computación e Informática;1er año;2018;2019;0.7465596330275229
2021-2022;93;Arte y Arquitectura;Instituto Profesional;Técnico en Comunicación Audiovisual;1er año;2018;2019;0.354014598540146
2021-2022;94;Tecnología;Instituto Profesional;Técnico en Construcción y Obras Civiles;1er año;2018;2019;0.5962962962962963
2021-2022;95;Administración y Comercio;Instituto Profesional;Técnico en Contabilidad General;1er año;2018;2019;0.7504672897196262
2021-2022;96;Administración y Comercio;Instituto Profesional;Técnico en Contabilidad Tributaria;1er año;2018;2019;0.7480106100795756
2021-2022;97;Educación;Instituto Profesional;Técnico en Deporte, Recreación y Preparación Física;1er año;2018;2019;0.3772391991570074
