per_sies;id_carr_gen;area_carr;tipo_inst;nom_carr_gen;per_tit_carr;coho_tit;anio_emp;tasa_emp
2024-2025;169;Arte y Arquitectura;Institutos Profesionales;Técnico en Peluquería y Estética;1er año;2021;2022;0.26627218934911245
2024-2025;170;Salud;Institutos Profesionales;Técnico en Podología;1er año;2021;2022;0.6486486486486487
2024-2025;171;Tecnología;Institutos Profesionales;Técnico en Prevención de Riesgos;1er año;2021;2022;0.7056737588652482
2024-2025;178;Salud;Institutos Profesionales;Técnico en Radiología y Radioterapia;1er año;2021;2022;0.7235294117647059
2024-2025;179;Ciencias Sociales;Institutos Profesionales;Técnico en Relaciones Públicas;1er año;2021;2022;0.5801526717557252
2024-2025;181;Ciencias Sociales;Institutos Profesionales;Técnico en Servicio Social;1er año;2021;2022;0.4582798459563543
2024-2025;182;Tecnología;Institutos Profesionales;Técnico en Sonido;1er año;2021;2022;0.3
2024-2025;183;Tecnología;Institutos Profesionales;Técnico en Telecomunicaciones;1er año;2021;2022;0.6666666666666666
2024-2025;185;Tecnología;Institutos Profesionales;Técnico en Topografía;1er año;2021;2022;0.7650273224043715
2024-2025;186;Humanidades;Institutos Profesionales;Técnico en Traducción e Interpretariado;1er año;2021;2022;0.4647887323943662
2024-2025;188;Administración y Comercio;Institutos Profesionales;Técnico en Turismo y Hotelería;1er año;2021;2022;0.4681238615664845
2024-2025;189;Derecho;Institutos Profesionales;Técnico Jurídico;1er año;2021;2022;0.6332288401253918
2024-2025;190;Salud;Institutos Profesionales;Técnico Laboratorista Dental;1er año;2021;2022;0.39215686274509803
2024-2025;191;Agropecuaria;Institutos Profesionales;Técnico Veterinario;1er año;2021;2022;0.4581005586592179
2024-2025;192;Salud;Institutos Profesionales;Terapia Ocupacional;1er año;2021;2022;0.5406976744186046
2024-2025;193;Ciencias Sociales;Institutos Profesionales;Trabajo Social;1er año;2021;2022;0.6788990825688074
2024-2025;1;Administración y Comercio;Centros de Formación Técnica;Secretariado Bilingüe;1er año;2022;2023;0.7636363636363637
2024-2025;3;Agropecuaria;Centros de Formación Técnica;Técnico Agropecuario;1er año;2022;2023;0.41596638655462187
2024-2025;4;Educación;Centros de Formación Técnica;Técnico Asistente del Educador de Párvulos;1er año;2022;2023;0.29501169134840216
2024-2025;5;Educación;Centros de Formación Técnica;Técnico Asistente del Educador Diferencial;1er año;2022;2023;0.30347349177330896
2024-2025;6;Salud;Centros de Formación Técnica;Técnico Dental y Asistente de Odontología;1er año;2022;2023;0.48691860465116277
2024-2025;7;Agropecuaria;Centros de Formación Técnica;Técnico en Acuicultura y Pesca;1er año;2022;2023;s/i
2024-2025;8;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración de Empresas;1er año;2022;2023;0.5880560633759903
2024-2025;9;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración de Recursos Humanos y Personal;1er año;2022;2023;0.64
2024-2025;11;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración de Ventas;1er año;2022;2023;0.7592592592592593
2024-2025;14;Ciencias Sociales;Centros de Formación Técnica;Técnico en Administración Pública o Municipal;1er año;2022;2023;0.7638483965014577
2024-2025;18;Administración y Comercio;Centros de Formación Técnica;Técnico en Comercio Exterior;1er año;2022;2023;0.702054794520548
2024-2025;19;Tecnología;Centros de Formación Técnica;Técnico en Computación e Informática;1er año;2022;2023;0.6390403489640131
2024-2025;22;Tecnología;Centros de Formación Técnica;Técnico en Construcción y Obras Civiles;1er año;2022;2023;0.5562913907284768
2024-2025;23;Administración y Comercio;Centros de Formación Técnica;Técnico en Contabilidad General;1er año;2022;2023;0.635280095351609
2024-2025;25;Educación;Centros de Formación Técnica;Técnico en Deporte, Recreación y Preparación Física;1er año;2022;2023;0.3611111111111111
2024-2025;29;Tecnología;Centros de Formación Técnica;Técnico en Electricidad y Electricidad Industrial;1er año;2022;2023;0.7423728813559322
2024-2025;31;Tecnología;Centros de Formación Técnica;Técnico en Electrónica y Electrónica Industrial;1er año;2022;2023;0.672566371681416
2024-2025;33;Salud;Centros de Formación Técnica;Técnico en Enfermería;1er año;2022;2023;0.5705082319255548
2024-2025;34;Salud;Centros de Formación Técnica;Técnico en Farmacia;1er año;2022;2023;0.7657784011220197
2024-2025;36;Administración y Comercio;Centros de Formación Técnica;Técnico en Gastronomía y Cocina;1er año;2022;2023;0.40421892816419613
2024-2025;37;Ciencias Básicas;Centros de Formación Técnica;Técnico en Geominería;1er año;2022;2023;s/i
2024-2025;39;Tecnología;Centros de Formación Técnica;Técnico en Instrumentación, Automatización y Control Industrial;1er año;2022;2023;0.732934131736527
2024-2025;40;Salud;Centros de Formación Técnica;Técnico en Laboratorio Clínico;1er año;2022;2023;0.5987654320987654
2024-2025;41;Administración y Comercio;Centros de Formación Técnica;Técnico en Logística;1er año;2022;2023;0.7133182844243793
2024-2025;42;Tecnología;Centros de Formación Técnica;Técnico en Mantenimiento Industrial;1er año;2022;2023;0.7476231633535004
2024-2025;44;Tecnología;Centros de Formación Técnica;Técnico en Mecánica Automotriz;1er año;2022;2023;0.6682956627978008
2024-2025;45;Tecnología;Centros de Formación Técnica;Técnico en Mecánica Industrial;1er año;2022;2023;0.8514851485148515
2024-2025;47;Tecnología;Centros de Formación Técnica;Técnico en Metalurgia;1er año;2022;2023;0.875
2024-2025;48;Tecnología;Centros de Formación Técnica;Técnico en Minería;1er año;2022;2023;0.8327868852459016
2024-2025;51;Salud;Centros de Formación Técnica;Técnico en Podología;1er año;2022;2023;0.3879310344827586
2024-2025;52;Tecnología;Centros de Formación Técnica;Técnico en Prevención de Riesgos;1er año;2022;2023;0.616
2024-2025;53;Tecnología;Centros de Formación Técnica;Técnico en Procesos Industriales;1er año;2022;2023;0.84
2024-2025;54;Arte y Arquitectura;Centros de Formación Técnica;Técnico en Producción Gráfica y Multimedia;1er año;2022;2023;0.2740740740740741
2024-2025;55;Ciencias Básicas;Centros de Formación Técnica;Técnico en Química (Análisis e Industrial);1er año;2022;2023;0.7478991596638656
2024-2025;56;Salud;Centros de Formación Técnica;Técnico en Radiología y Radioterapia;1er año;2022;2023;0.84
2024-2025;57;Tecnología;Centros de Formación Técnica;Técnico en Refrigeración y Climatización;1er año;2022;2023;0.5666666666666667
2024-2025;59;Ciencias Sociales;Centros de Formación Técnica;Técnico en Servicio Social;1er año;2022;2023;0.44566712517193946
2024-2025;60;Tecnología;Centros de Formación Técnica;Técnico en Telecomunicaciones;1er año;2022;2023;0.69921875
2024-2025;62;Tecnología;Centros de Formación Técnica;Técnico en Topografía;1er año;2022;2023;0.5652173913043478
2024-2025;64;Administración y Comercio;Centros de Formación Técnica;Técnico en Turismo y Hotelería;1er año;2022;2023;0.34105960264900664
2024-2025;66;Derecho;Centros de Formación Técnica;Técnico Jurídico;1er año;2022;2023;0.48404255319148937
2024-2025;67;Salud;Centros de Formación Técnica;Técnico Laboratorista Dental;1er año;2022;2023;0.46296296296296297
2024-2025;68;Agropecuaria;Centros de Formación Técnica;Técnico Veterinario;1er año;2022;2023;0.41739130434782606
2024-2025;70;Administración y Comercio;Institutos Profesionales;Administración de Empresas e Ing. Asociadas;1er año;2022;2023;0.7804936496525282
2024-2025;71;Administración y Comercio;Institutos Profesionales;Administración Gastronómica;1er año;2022;2023;0.47382671480144406
2024-2025;72;Ciencias Sociales;Institutos Profesionales;Administración Pública;1er año;2022;2023;0.9688073394495413
2024-2025;73;Administración y Comercio;Institutos Profesionales;Administración Turística y Hotelera;1er año;2022;2023;0.43366619115549215
2024-2025;74;Arte y Arquitectura;Institutos Profesionales;Animación Digital;1er año;2022;2023;0.3130434782608696
2024-2025;75;Arte y Arquitectura;Institutos Profesionales;Comunicación Audiovisual y/o Multimedia;1er año;2022;2023;0.496875
2024-2025;76;Tecnología;Institutos Profesionales;Construcción Civil;1er año;2022;2023;0.695922598479613
2024-2025;77;Administración y Comercio;Institutos Profesionales;Contador Auditor;1er año;2022;2023;0.8300683371298405
2024-2025;78;Arte y Arquitectura;Institutos Profesionales;Diseño de Ambientes e Interiores;1er año;2022;2023;0.3291139240506329
2024-2025;79;Arte y Arquitectura;Institutos Profesionales;Diseño de Vestuario;1er año;2022;2023;0.29120879120879123
2024-2025;80;Arte y Arquitectura;Institutos Profesionales;Diseño Gráfico;1er año;2022;2023;0.4222972972972973
2024-2025;81;Tecnología;Institutos Profesionales;Diseño Industrial;1er año;2022;2023;0.4470588235294118
2024-2025;82;Salud;Institutos Profesionales;Fonoaudiología;1er año;2022;2023;s/i
2024-2025;84;Agropecuaria;Institutos Profesionales;Ingeniería Agrícola;1er año;2022;2023;0.5688073394495413
2024-2025;87;Tecnología;Institutos Profesionales;Ingeniería en Automatización, Instrumentación y Control;1er año;2022;2023;0.8925619834710744
2024-2025;88;Administración y Comercio;Institutos Profesionales;Ingeniería en Comercio Exterior;1er año;2022;2023;0.7986725663716814
2024-2025;89;Tecnología;Institutos Profesionales;Ingeniería en Computación e Informática;1er año;2022;2023;0.8140407288317256
2024-2025;90;Tecnología;Institutos Profesionales;Ingeniería en Conectividad y Redes;1er año;2022;2023;0.8593220338983051
2024-2025;91;Tecnología;Institutos Profesionales;Ingeniería en Construcción;1er año;2022;2023;0.6344276841171251
2024-2025;93;Tecnología;Institutos Profesionales;Ingeniería en Electricidad;1er año;2022;2023;0.8403041825095057
2024-2025;96;Administración y Comercio;Institutos Profesionales;Ingeniería en Finanzas;1er año;2022;2023;0.7579462102689487
2024-2025;97;Ciencias Básicas;Institutos Profesionales;Ingeniería en Geomensura y Cartografía;1er año;2022;2023;s/i
2024-2025;98;Ciencias Sociales;Institutos Profesionales;Ingeniería en Gestión Pública;1er año;2022;2023;0.9126760563380282
2024-2025;100;Administración y Comercio;Institutos Profesionales;Ingeniería en Logística;1er año;2022;2023;0.8284389489953632
2024-2025;101;Administración y Comercio;Institutos Profesionales;Ingeniería en Marketing;1er año;2022;2023;0.5876923076923077
2024-2025;103;Tecnología;Institutos Profesionales;Ingeniería en Mecánica Automotriz;1er año;2022;2023;0.7781103035485251
2024-2025;104;Tecnología;Institutos Profesionales;Ingeniería en Medio Ambiente;1er año;2022;2023;0.6628571428571428
2024-2025;105;Tecnología;Institutos Profesionales;Ingeniería en Metalurgia;1er año;2022;2023;0.8333333333333334
2024-2025;106;Tecnología;Institutos Profesionales;Ingeniería en Minas;1er año;2022;2023;0.7443609022556391
2024-2025;107;Tecnología;Institutos Profesionales;Ingeniería en Prevención de Riesgos;1er año;2022;2023;0.788829005389515
2024-2025;108;Tecnología;Institutos Profesionales;Ingeniería en Química;1er año;2022;2023;0.7547169811320755
2024-2025;109;Administración y Comercio;Institutos Profesionales;Ingeniería en Recursos Humanos;1er año;2022;2023;0.7443070917371503
2024-2025;110;Tecnología;Institutos Profesionales;Ingeniería en Refrigeración y Climatización;1er año;2022;2023;0.7831325301204819
2024-2025;111;Administración y Comercio;Institutos Profesionales;Ingeniería en Seguridad Privada;1er año;2022;2023;0.9880418535127056
2024-2025;112;Tecnología;Institutos Profesionales;Ingeniería en Sonido;1er año;2022;2023;0.5038167938931297
2024-2025;113;Tecnología;Institutos Profesionales;Ingeniería en Telecomunicaciones;1er año;2022;2023;0.8348082595870207
2024-2025;114;Tecnología;Institutos Profesionales;Ingeniería Industrial;1er año;2022;2023;0.9416342412451362
2024-2025;116;Tecnología;Institutos Profesionales;Ingeniería Mecánica;1er año;2022;2023;0.8386336866902238
2024-2025;117;Salud;Institutos Profesionales;Kinesiología;1er año;2022;2023;0.38839285714285715
2024-2025;118;Arte y Arquitectura;Institutos Profesionales;Música, Canto o Danza;1er año;2022;2023;0.28776978417266186
2024-2025;120;Educación;Institutos Profesionales;Psicopedagogía;1er año;2022;2023;0.5673003802281369
2024-2025;121;Ciencias Sociales;Institutos Profesionales;Publicidad;1er año;2022;2023;0.5290322580645161
2024-2025;123;Ciencias Sociales;Institutos Profesionales;Relaciones Públicas;1er año;2022;2023;0.4068965517241379
2024-2025;124;Agropecuaria;Institutos Profesionales;Técnico Agropecuario;1er año;2022;2023;0.46938775510204084
2024-2025;125;Educación;Institutos Profesionales;Técnico Asistente del Educador de Párvulos;1er año;2022;2023;0.4347360912981455
2024-2025;126;Educación;Institutos Profesionales;Técnico Asistente del Educador Diferencial;1er año;2022;2023;0.3950398582816652
2024-2025;127;Salud;Institutos Profesionales;Técnico Dental y Asistente de Odontología;1er año;2022;2023;0.4925187032418953
2024-2025;128;Administración y Comercio;Institutos Profesionales;Técnico en Administración de Empresas;1er año;2022;2023;0.7316425833087585
2024-2025;129;Administración y Comercio;Institutos Profesionales;Técnico en Administración de Recursos Humanos y Personal;1er año;2022;2023;0.6686303387334315
2024-2025;130;Tecnología;Institutos Profesionales;Técnico en Administración de Redes y Soporte;1er año;2022;2023;0.845771144278607
2024-2025;133;Administración y Comercio;Institutos Profesionales;Técnico en Administración Financiera y Finanzas;1er año;2022;2023;0.6464646464646465
2024-2025;134;Ciencias Sociales;Institutos Profesionales;Técnico en Administración Pública o Municipal;1er año;2022;2023;0.801452784503632
2024-2025;135;Tecnología;Institutos Profesionales;Técnico en Alimentos;1er año;2022;2023;0.5806451612903226
2024-2025;139;Administración y Comercio;Institutos Profesionales;Técnico en Comercio Exterior;1er año;2022;2023;0.7192982456140351
2024-2025;140;Tecnología;Institutos Profesionales;Técnico en Computación e Informática;1er año;2022;2023;0.7424778761061946
2024-2025;141;Arte y Arquitectura;Institutos Profesionales;Técnico en Comunicación Audiovisual;1er año;2022;2023;0.3696969696969697
2024-2025;143;Tecnología;Institutos Profesionales;Técnico en Construcción y Obras Civiles;1er año;2022;2023;0.6399594320486816
2024-2025;144;Administración y Comercio;Institutos Profesionales;Técnico en Contabilidad General;1er año;2022;2023;0.7169421487603306
2024-2025;145;Administración y Comercio;Institutos Profesionales;Técnico en Contabilidad Tributaria;1er año;2022;2023;0.6301587301587301
2024-2025;146;Educación;Institutos Profesionales;Técnico en Deporte, Recreación y Preparación Física;1er año;2022;2023;0.39779005524861877
2024-2025;147;Arte y Arquitectura;Institutos Profesionales;Técnico en Dibujo Arquitectónico;1er año;2022;2023;0.5297619047619048
2024-2025;149;Arte y Arquitectura;Institutos Profesionales;Técnico en Diseño Gráfico;1er año;2022;2023;0.38095238095238093
2024-2025;150;Tecnología;Institutos Profesionales;Técnico en Electricidad y Electricidad Industrial;1er año;2022;2023;0.7417218543046358
2024-2025;151;Tecnología;Institutos Profesionales;Técnico en Electromecánica;1er año;2022;2023;0.7746478873239436
2024-2025;153;Salud;Institutos Profesionales;Técnico en Enfermería;1er año;2022;2023;0.6365842894969108
2024-2025;154;Salud;Institutos Profesionales;Técnico en Farmacia;1er año;2022;2023;0.722972972972973
2024-2025;156;Administración y Comercio;Institutos Profesionales;Técnico en Gastronomía y Cocina;1er año;2022;2023;0.4405797101449275
2024-2025;157;Ciencias Básicas;Institutos Profesionales;Técnico en Geología;1er año;2022;2023;0.5862068965517241
2024-2025;159;Tecnología;Institutos Profesionales;Técnico en Instrumentación, Automatización y Control Industrial;1er año;2022;2023;0.9566724436741768
2024-2025;160;Salud;Institutos Profesionales;Técnico en Laboratorio Clínico;1er año;2022;2023;0.45925925925925926
2024-2025;161;Administración y Comercio;Institutos Profesionales;Técnico en Logística;1er año;2022;2023;0.82
2024-2025;162;Tecnología;Institutos Profesionales;Técnico en Mantenimiento Industrial;1er año;2022;2023;0.7822222222222223
2024-2025;163;Salud;Institutos Profesionales;Técnico en Masoterapia;1er año;2022;2023;0.3125
2024-2025;164;Tecnología;Institutos Profesionales;Técnico en Mecánica Automotriz;1er año;2022;2023;0.6036671368124118
2024-2025;167;Tecnología;Institutos Profesionales;Técnico en Minería;1er año;2022;2023;0.7827380952380952
2024-2025;169;Arte y Arquitectura;Institutos Profesionales;Técnico en Peluquería y Estética;1er año;2022;2023;0.2386206896551724
2024-2025;170;Salud;Institutos Profesionales;Técnico en Podología;1er año;2022;2023;0.6504065040650406
2024-2025;171;Tecnología;Institutos Profesionales;Técnico en Prevención de Riesgos;1er año;2022;2023;0.7268817204301076
2024-2025;178;Salud;Institutos Profesionales;Técnico en Radiología y Radioterapia;1er año;2022;2023;0.625
2024-2025;179;Ciencias Sociales;Institutos Profesionales;Técnico en Relaciones Públicas;1er año;2022;2023;0.6486486486486487
2024-2025;181;Ciencias Sociales;Institutos Profesionales;Técnico en Servicio Social;1er año;2022;2023;0.5373860182370821
2024-2025;182;Tecnología;Institutos Profesionales;Técnico en Sonido;1er año;2022;2023;0.33157894736842103
2024-2025;183;Tecnología;Institutos Profesionales;Técnico en Telecomunicaciones;1er año;2022;2023;0.689873417721519
2024-2025;185;Tecnología;Institutos Profesionales;Técnico en Topografía;1er año;2022;2023;0.68
2024-2025;186;Humanidades;Institutos Profesionales;Técnico en Traducción e Interpretariado;1er año;2022;2023;0.273972602739726
2024-2025;188;Administración y Comercio;Institutos Profesionales;Técnico en Turismo y Hotelería;1er año;2022;2023;0.36217303822937624
2024-2025;189;Derecho;Institutos Profesionales;Técnico Jurídico;1er año;2022;2023;0.6674311926605505
2024-2025;190;Salud;Institutos Profesionales;Técnico Laboratorista Dental;1er año;2022;2023;0.48
2024-2025;191;Agropecuaria;Institutos Profesionales;Técnico Veterinario;1er año;2022;2023;0.39766081871345027
2024-2025;192;Salud;Institutos Profesionales;Terapia Ocupacional;1er año;2022;2023;0.47126436781609193
2024-2025;193;Ciencias Sociales;Institutos Profesionales;Trabajo Social;1er año;2022;2023;0.6673706441393875
2024-2025;1;Administración y Comercio;Centros de Formación Técnica;Secretariado Bilingüe;2do año;2017;2019;0.7616822429906542
2024-2025;3;Agropecuaria;Centros de Formación Técnica;Técnico Agropecuario;2do año;2017;2019;0.5634782608695652
2024-2025;4;Educación;Centros de Formación Técnica;Técnico Asistente del Educador de Párvulos;2do año;2017;2019;0.5083234244946492
2024-2025;5;Educación;Centros de Formación Técnica;Técnico Asistente del Educador Diferencial;2do año;2017;2019;0.46770025839793283
2024-2025;6;Salud;Centros de Formación Técnica;Técnico Dental y Asistente de Odontología;2do año;2017;2019;0.6166666666666667
2024-2025;7;Agropecuaria;Centros de Formación Técnica;Técnico en Acuicultura y Pesca;2do año;2017;2019;s/i
2024-2025;8;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración de Empresas;2do año;2017;2019;0.7151646760767282
2024-2025;9;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración de Recursos Humanos y Personal;2do año;2017;2019;0.7696428571428572
2024-2025;11;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración de Ventas;2do año;2017;2019;0.8169014084507042
2024-2025;14;Ciencias Sociales;Centros de Formación Técnica;Técnico en Administración Pública o Municipal;2do año;2017;2019;0.83
2024-2025;18;Administración y Comercio;Centros de Formación Técnica;Técnico en Comercio Exterior;2do año;2017;2019;0.7836734693877551
2024-2025;19;Tecnología;Centros de Formación Técnica;Técnico en Computación e Informática;2do año;2017;2019;0.7559808612440191
2024-2025;22;Tecnología;Centros de Formación Técnica;Técnico en Construcción y Obras Civiles;2do año;2017;2019;0.6439267886855241
2024-2025;23;Administración y Comercio;Centros de Formación Técnica;Técnico en Contabilidad General;2do año;2017;2019;0.7205882352941176
2024-2025;25;Educación;Centros de Formación Técnica;Técnico en Deporte, Recreación y Preparación Física;2do año;2017;2019;0.42857142857142855
2024-2025;29;Tecnología;Centros de Formación Técnica;Técnico en Electricidad y Electricidad Industrial;2do año;2017;2019;0.7604871447902571
2024-2025;31;Tecnología;Centros de Formación Técnica;Técnico en Electrónica y Electrónica Industrial;2do año;2017;2019;0.7830188679245284
2024-2025;33;Salud;Centros de Formación Técnica;Técnico en Enfermería;2do año;2017;2019;0.6522407170294494
2024-2025;34;Salud;Centros de Formación Técnica;Técnico en Farmacia;2do año;2017;2019;0.7769230769230769
2024-2025;36;Administración y Comercio;Centros de Formación Técnica;Técnico en Gastronomía y Cocina;2do año;2017;2019;0.4396341463414634
2024-2025;37;Ciencias Básicas;Centros de Formación Técnica;Técnico en Geominería;2do año;2017;2019;s/i
2024-2025;39;Tecnología;Centros de Formación Técnica;Técnico en Instrumentación, Automatización y Control Industrial;2do año;2017;2019;0.8533834586466166
2024-2025;40;Salud;Centros de Formación Técnica;Técnico en Laboratorio Clínico;2do año;2017;2019;0.6279761904761905
2024-2025;41;Administración y Comercio;Centros de Formación Técnica;Técnico en Logística;2do año;2017;2019;0.8365384615384616
2024-2025;42;Tecnología;Centros de Formación Técnica;Técnico en Mantenimiento Industrial;2do año;2017;2019;0.7865340474368784
2024-2025;44;Tecnología;Centros de Formación Técnica;Técnico en Mecánica Automotriz;2do año;2017;2019;0.7131594906003639
2024-2025;45;Tecnología;Centros de Formación Técnica;Técnico en Mecánica Industrial;2do año;2017;2019;0.8237410071942446
2024-2025;47;Tecnología;Centros de Formación Técnica;Técnico en Metalurgia;2do año;2017;2019;0.7941176470588235
2024-2025;48;Tecnología;Centros de Formación Técnica;Técnico en Minería;2do año;2017;2019;0.680628272251309
2024-2025;51;Salud;Centros de Formación Técnica;Técnico en Podología;2do año;2017;2019;0.4088888888888889
2024-2025;52;Tecnología;Centros de Formación Técnica;Técnico en Prevención de Riesgos;2do año;2017;2019;0.5821826280623608
2024-2025;53;Tecnología;Centros de Formación Técnica;Técnico en Procesos Industriales;2do año;2017;2019;0.7710843373493976
2024-2025;54;Arte y Arquitectura;Centros de Formación Técnica;Técnico en Producción Gráfica y Multimedia;2do año;2017;2019;0.3698630136986301
2024-2025;55;Ciencias Básicas;Centros de Formación Técnica;Técnico en Química (Análisis e Industrial);2do año;2017;2019;0.8266666666666667
2024-2025;56;Salud;Centros de Formación Técnica;Técnico en Radiología y Radioterapia;2do año;2017;2019;0.7021276595744681
2024-2025;57;Tecnología;Centros de Formación Técnica;Técnico en Refrigeración y Climatización;2do año;2017;2019;0.7384615384615385
2024-2025;59;Ciencias Sociales;Centros de Formación Técnica;Técnico en Servicio Social;2do año;2017;2019;0.5370919881305638
2024-2025;60;Tecnología;Centros de Formación Técnica;Técnico en Telecomunicaciones;2do año;2017;2019;0.7641196013289037
2024-2025;62;Tecnología;Centros de Formación Técnica;Técnico en Topografía;2do año;2017;2019;0.695364238410596
2024-2025;64;Administración y Comercio;Centros de Formación Técnica;Técnico en Turismo y Hotelería;2do año;2017;2019;0.48527131782945737
2024-2025;66;Derecho;Centros de Formación Técnica;Técnico Jurídico;2do año;2017;2019;0.6458333333333334
2024-2025;67;Salud;Centros de Formación Técnica;Técnico Laboratorista Dental;2do año;2017;2019;0.47706422018348627
2024-2025;68;Agropecuaria;Centros de Formación Técnica;Técnico Veterinario;2do año;2017;2019;0.5223880597014925
2024-2025;70;Administración y Comercio;Institutos Profesionales;Administración de Empresas e Ing. Asociadas;2do año;2017;2019;0.843437708194537
2024-2025;71;Administración y Comercio;Institutos Profesionales;Administración Gastronómica;2do año;2017;2019;0.5417558886509636
2024-2025;72;Ciencias Sociales;Institutos Profesionales;Administración Pública;2do año;2017;2019;0.9956076134699854
2024-2025;73;Administración y Comercio;Institutos Profesionales;Administración Turística y Hotelera;2do año;2017;2019;0.5804878048780487
2024-2025;74;Arte y Arquitectura;Institutos Profesionales;Animación Digital;2do año;2017;2019;0.37037037037037035
2024-2025;75;Arte y Arquitectura;Institutos Profesionales;Comunicación Audiovisual y/o Multimedia;2do año;2017;2019;0.5017921146953405
2024-2025;76;Tecnología;Institutos Profesionales;Construcción Civil;2do año;2017;2019;0.7998423955870765
2024-2025;77;Administración y Comercio;Institutos Profesionales;Contador Auditor;2do año;2017;2019;0.8787172011661808
2024-2025;78;Arte y Arquitectura;Institutos Profesionales;Diseño de Ambientes e Interiores;2do año;2017;2019;0.684931506849315
2024-2025;79;Arte y Arquitectura;Institutos Profesionales;Diseño de Vestuario;2do año;2017;2019;0.5692307692307692
2024-2025;80;Arte y Arquitectura;Institutos Profesionales;Diseño Gráfico;2do año;2017;2019;0.543778801843318
2024-2025;81;Tecnología;Institutos Profesionales;Diseño Industrial;2do año;2017;2019;0.5576923076923077
2024-2025;82;Salud;Institutos Profesionales;Fonoaudiología;2do año;2017;2019;s/i
2024-2025;84;Agropecuaria;Institutos Profesionales;Ingeniería Agrícola;2do año;2017;2019;0.667590027700831
2024-2025;87;Tecnología;Institutos Profesionales;Ingeniería en Automatización, Instrumentación y Control;2do año;2017;2019;0.8846153846153846
2024-2025;88;Administración y Comercio;Institutos Profesionales;Ingeniería en Comercio Exterior;2do año;2017;2019;0.8429319371727748
2024-2025;89;Tecnología;Institutos Profesionales;Ingeniería en Computación e Informática;2do año;2017;2019;0.9011379800853485
2024-2025;90;Tecnología;Institutos Profesionales;Ingeniería en Conectividad y Redes;2do año;2017;2019;0.9063670411985019
2024-2025;91;Tecnología;Institutos Profesionales;Ingeniería en Construcción;2do año;2017;2019;0.7671068427370948
2024-2025;93;Tecnología;Institutos Profesionales;Ingeniería en Electricidad;2do año;2017;2019;0.8722689075630252
2024-2025;96;Administración y Comercio;Institutos Profesionales;Ingeniería en Finanzas;2do año;2017;2019;0.883248730964467
2024-2025;97;Ciencias Básicas;Institutos Profesionales;Ingeniería en Geomensura y Cartografía;2do año;2017;2019;s/i
2024-2025;98;Ciencias Sociales;Institutos Profesionales;Ingeniería en Gestión Pública;2do año;2017;2019;0.8828828828828829
2024-2025;100;Administración y Comercio;Institutos Profesionales;Ingeniería en Logística;2do año;2017;2019;0.918918918918919
2024-2025;101;Administración y Comercio;Institutos Profesionales;Ingeniería en Marketing;2do año;2017;2019;0.7807606263982103
2024-2025;103;Tecnología;Institutos Profesionales;Ingeniería en Mecánica Automotriz;2do año;2017;2019;0.8258642765685019
2024-2025;104;Tecnología;Institutos Profesionales;Ingeniería en Medio Ambiente;2do año;2017;2019;0.6060606060606061
2024-2025;105;Tecnología;Institutos Profesionales;Ingeniería en Metalurgia;2do año;2017;2019;0.8
2024-2025;106;Tecnología;Institutos Profesionales;Ingeniería en Minas;2do año;2017;2019;0.7801608579088471
2024-2025;107;Tecnología;Institutos Profesionales;Ingeniería en Prevención de Riesgos;2do año;2017;2019;0.7485682615924626
2024-2025;108;Tecnología;Institutos Profesionales;Ingeniería en Química;2do año;2017;2019;0.8478260869565217
2024-2025;109;Administración y Comercio;Institutos Profesionales;Ingeniería en Recursos Humanos;2do año;2017;2019;0.8474903474903475
2024-2025;110;Tecnología;Institutos Profesionales;Ingeniería en Refrigeración y Climatización;2do año;2017;2019;0.9019607843137255
2024-2025;111;Administración y Comercio;Institutos Profesionales;Ingeniería en Seguridad Privada;2do año;2017;2019;1
2024-2025;112;Tecnología;Institutos Profesionales;Ingeniería en Sonido;2do año;2017;2019;0.5157894736842106
2024-2025;113;Tecnología;Institutos Profesionales;Ingeniería en Telecomunicaciones;2do año;2017;2019;0.9
2024-2025;114;Tecnología;Institutos Profesionales;Ingeniería Industrial;2do año;2017;2019;0.908256880733945
2024-2025;116;Tecnología;Institutos Profesionales;Ingeniería Mecánica;2do año;2017;2019;0.8687943262411347
2024-2025;117;Salud;Institutos Profesionales;Kinesiología;2do año;2017;2019;0.5114503816793893
2024-2025;118;Arte y Arquitectura;Institutos Profesionales;Música, Canto o Danza;2do año;2017;2019;0.4533333333333333
2024-2025;120;Educación;Institutos Profesionales;Psicopedagogía;2do año;2017;2019;0.709005726184279
2024-2025;121;Ciencias Sociales;Institutos Profesionales;Publicidad;2do año;2017;2019;0.7198879551820728
2024-2025;123;Ciencias Sociales;Institutos Profesionales;Relaciones Públicas;2do año;2017;2019;0.6352201257861635
2024-2025;124;Agropecuaria;Institutos Profesionales;Técnico Agropecuario;2do año;2017;2019;0.5872340425531914
2024-2025;125;Educación;Institutos Profesionales;Técnico Asistente del Educador de Párvulos;2do año;2017;2019;0.6128600133958473
