per_sies;id_carr_gen;area_carr;tipo_inst;nom_carr_gen;anio_mat;dist_mat_mun;dist_mat_part;dist_mat_pag;dist_mat_adm
2023-2024;50;Derecho;Centro de Formación Técnica;Técnico Jurídico;2023;0.406478578892372;0.5527690700104493;0.014629049111807733;0.02612330198537095
2023-2024;51;Salud;Centro de Formación Técnica;Técnico Laboratorista Dental;2023;0.4175257731958763;0.5481099656357389;0.015463917525773196;0.018900343642611683
2023-2024;52;Agropecuaria;Centro de Formación Técnica;Técnico Veterinario;2023;0.42717306186374315;0.4917776037588097;0.02192638997650744;0.0591229444009397
2023-2024;54;Administración y Comercio;Instituto Profesional;Administración de Empresas e Ing. Asociadas;2023;0.42788584265073776;0.4935416347577475;0.02695665492418441;0.051615867667330374
2023-2024;55;Administración y Comercio;Instituto Profesional;Administración Gastronómica;2023;0.28877566312003594;0.5624157050801738;0.10010490034467256;0.04870373145511764
2023-2024;56;Ciencias Sociales;Instituto Profesional;Administración Pública;2023;0.43155538977993285;0.4927265945542708;0.020141738157403954;0.05557627750839239
2023-2024;57;Administración y Comercio;Instituto Profesional;Administración Turística y Hotelera;2023;0.28389728821694266;0.6011519078473722;0.07775377969762419;0.037197024238060955
2023-2024;59;Arte y Arquitectura;Instituto Profesional;Comunicación Audiovisual y/o Multimedia;2023;0.28871728871728874;0.5868725868725869;0.07936507936507936;0.04504504504504504
2023-2024;60;Tecnología;Instituto Profesional;Construcción Civil;2023;0.40485783354437666;0.5044319097502015;0.016921837228041903;0.07378841947737999
2023-2024;61;Administración y Comercio;Instituto Profesional;Contador Auditor;2023;0.3427721251679785;0.5534651564599731;0.017661739297369937;0.08610097907467844
2023-2024;62;Arte y Arquitectura;Instituto Profesional;Diseño de Ambientes e Interiores;2023;0.1837837837837838;0.6189189189189189;0.1662162162162162;0.031081081081081083
2023-2024;63;Arte y Arquitectura;Instituto Profesional;Diseño de Vestuario;2023;0.2276923076923077;0.5992307692307692;0.14153846153846153;0.031538461538461536
2023-2024;64;Arte y Arquitectura;Instituto Profesional;Diseño Gráfico;2023;0.29583258808799856;0.5966732248256126;0.06349490252191022;0.04399928456447862
2023-2024;65;Tecnología;Instituto Profesional;Diseño Industrial;2023;0.23478260869565218;0.563768115942029;0.16521739130434782;0.036231884057971016
2023-2024;66;Salud;Instituto Profesional;Fonoaudiología;2023;0.32416787264833574;0.638205499276411;0.008683068017366137;0.02894356005788712
2023-2024;68;Agropecuaria;Instituto Profesional;Ingeniería Agrícola;2023;0.3637952559300874;0.5218476903870163;0.02971285892634207;0.08464419475655431
2023-2024;69;Tecnología;Instituto Profesional;Ingeniería en Automatización, Instrumentación y Control;2023;0.43006575014943216;0.44530783024506876;0.020023909145248056;0.10460251046025104
2023-2024;70;Administración y Comercio;Instituto Profesional;Ingeniería en Comercio Exterior;2023;0.2823861630780092;0.5965407695022944;0.05506530180021179;0.06600776561948464
2023-2024;71;Tecnología;Instituto Profesional;Ingeniería en Computación e Informática;2023;0.31413867822318525;0.5852654387865656;0.042578548212351026;0.05801733477789816
2023-2024;72;Tecnología;Instituto Profesional;Ingeniería en Conectividad y Redes;2023;0.2894884766722878;0.6096121416526138;0.025295109612141653;0.07560427206295672
2023-2024;73;Tecnología;Instituto Profesional;Ingeniería en Construcción;2023;0.33770904513576694;0.5606905232871786;0.019960438770005393;0.08163999280704909
2023-2024;74;Tecnología;Instituto Profesional;Ingeniería en Electricidad;2023;0.3577715877437326;0.5105292479108635;0.01181058495821727;0.11988857938718663
2023-2024;75;Administración y Comercio;Instituto Profesional;Ingeniería en Finanzas;2023;0.2919185135437654;0.6048802328184464;0.03917618088202373;0.0640250727557645
2023-2024;76;Ciencias Básicas;Instituto Profesional;Ingeniería en Geomensura y Cartografía;2023;0.4468704512372635;0.5021834061135371;0.008733624454148471;0.042212518195050945
2023-2024;77;Ciencias Sociales;Instituto Profesional;Ingeniería en Gestión Pública;2023;0.4770173646578141;0.4729315628192033;0.014300306435137897;0.03575076608784474
2023-2024;78;Administración y Comercio;Instituto Profesional;Ingeniería en Logística;2023;0.3418079096045198;0.5538209931608683;0.016354445435622957;0.088016651798989
2023-2024;79;Administración y Comercio;Instituto Profesional;Ingeniería en Marketing;2023;0.21496867787668975;0.63369601055061;0.10484668644906034;0.04648862512363996
2023-2024;80;Tecnología;Instituto Profesional;Ingeniería en Mecánica Automotriz;2023;0.33131053798576265;0.5604504609639398;0.031859026724238536;0.07637997432605904
2023-2024;81;Tecnología;Instituto Profesional;Ingeniería en Medio Ambiente;2023;0.27497194163860833;0.6475869809203143;0.04152637485970819;0.03591470258136925
2023-2024;82;Tecnología;Instituto Profesional;Ingeniería en Metalurgia;2023;0.6475155279503105;0.32142857142857145;0.015527950310559006;0.015527950310559006
2023-2024;83;Tecnología;Instituto Profesional;Ingeniería en Minas;2023;0.5098536036036037;0.42173423423423423;0.018018018018018018;0.05039414414414414
2023-2024;84;Tecnología;Instituto Profesional;Ingeniería en Prevención de Riesgos;2023;0.44973634971934;0.4810341894880082;0.02636502806599762;0.042864432726654196
2023-2024;85;Tecnología;Instituto Profesional;Ingeniería en Química;2023;0.4225;0.505;0.0375;0.035
2023-2024;86;Administración y Comercio;Instituto Profesional;Ingeniería en Recursos Humanos;2023;0.31785648742888606;0.5854285189943109;0.015599192512387594;0.08111580106441549
2023-2024;87;Tecnología;Instituto Profesional;Ingeniería en Refrigeración y Climatización;2023;0.22950819672131148;0.6147540983606558;0.040983606557377046;0.11475409836065574
2023-2024;88;Administración y Comercio;Instituto Profesional;Ingeniería en Seguridad Privada;2023;0.5554621848739496;0.3869747899159664;0.004621848739495798;0.052941176470588235
2023-2024;89;Tecnología;Instituto Profesional;Ingeniería en Sonido;2023;0.24671052631578946;0.5875;0.12763157894736843;0.038157894736842106
2023-2024;90;Tecnología;Instituto Profesional;Ingeniería en Telecomunicaciones;2023;0.34137686302342085;0.5429382540809085;0.014194464158977998;0.10149041873669269
2023-2024;91;Tecnología;Instituto Profesional;Ingeniería Industrial;2023;0.4880994671403197;0.3960923623445826;0.013143872113676732;0.10266429840142095
2023-2024;92;Tecnología;Instituto Profesional;Ingeniería Mecánica;2023;0.4007615421227987;0.4288434079009995;0.02427415516420752;0.14612089481199428
2023-2024;93;Salud;Instituto Profesional;Kinesiología;2023;0.35856573705179284;0.5641434262948207;0.011155378486055778;0.06613545816733067
2023-2024;94;Arte y Arquitectura;Instituto Profesional;Música, Canto o Danza;2023;0.21623064602242392;0.5045381740523225;0.25413774693005875;0.025093432995194873
2023-2024;97;Educación;Instituto Profesional;Psicopedagogía;2023;0.44305449798759927;0.49167845099532254;0.015555313825736973;0.04971173719134124
2023-2024;98;Ciencias Sociales;Instituto Profesional;Publicidad;2023;0.23041207196749855;0.644805571677307;0.08879860708067325;0.035983749274521186
2023-2024;100;Ciencias Sociales;Instituto Profesional;Relaciones Públicas;2023;0.2619647355163728;0.5768261964735516;0.14231738035264482;0.018891687657430732
2023-2024;101;Agropecuaria;Instituto Profesional;Técnico Agropecuario;2023;0.3702857142857143;0.5165714285714286;0.04114285714285714;0.072
2023-2024;102;Educación;Instituto Profesional;Técnico Asistente del Educador de Párvulos;2023;0.48469445385744947;0.4458375691855868;0.01762114537444934;0.0518468315825144
2023-2024;103;Educación;Instituto Profesional;Técnico Asistente del Educador Diferencial;2023;0.49925779317169716;0.44730331519049976;0.010390895596239486;0.043047996041563584
2023-2024;104;Salud;Instituto Profesional;Técnico Dental y Asistente de Odontología;2023;0.3894764674775251;0.5552617662612375;0.010840824960338445;0.044420941300899
2023-2024;105;Administración y Comercio;Instituto Profesional;Técnico en Administración de Empresas;2023;0.43850554165176975;0.4781015373614587;0.03628888094386843;0.04710404004290311
2023-2024;106;Administración y Comercio;Instituto Profesional;Técnico en Administración de Recursos Humanos y Personal;2023;0.4200706001008573;0.5002521432173475;0.02319717599596571;0.05648008068582955
2023-2024;107;Tecnología;Instituto Profesional;Técnico en Administración de Redes y Soporte;2023;0.38109756097560976;0.5289634146341463;0.041920731707317076;0.04801829268292683
2023-2024;108;Administración y Comercio;Instituto Profesional;Técnico en Administración de Ventas;2023;0.3389830508474576;0.5508474576271186;0.059322033898305086;0.05084745762711865
2023-2024;109;Administración y Comercio;Instituto Profesional;Técnico en Administración Financiera y Finanzas;2023;0.2524271844660194;0.6194174757281553;0.04854368932038835;0.07961165048543689
2023-2024;110;Ciencias Sociales;Instituto Profesional;Técnico en Administración Pública o Municipal;2023;0.45367192862045297;0.4838709677419355;0.017158544955387784;0.045298558682223745
2023-2024;111;Tecnología;Instituto Profesional;Técnico en Alimentos;2023;0.35051546391752575;0.5979381443298969;0.010309278350515464;0.041237113402061855
2023-2024;114;Administración y Comercio;Instituto Profesional;Técnico en Comercio Exterior;2023;0.3219123505976096;0.5737051792828686;0.04701195219123506;0.05737051792828685
2023-2024;115;Tecnología;Instituto Profesional;Técnico en Computación e Informática;2023;0.3365205843293493;0.5617529880478087;0.049136786188579015;0.05258964143426295
2023-2024;116;Arte y Arquitectura;Instituto Profesional;Técnico en Comunicación Audiovisual;2023;0.2398042414355628;0.6117455138662317;0.12398042414355628;0.024469820554649267
2023-2024;117;Tecnología;Instituto Profesional;Técnico en Construcción y Obras Civiles;2023;0.41563486283078416;0.4959941733430444;0.01917941247875698;0.06919155134741442
2023-2024;118;Administración y Comercio;Instituto Profesional;Técnico en Contabilidad General;2023;0.43041237113402064;0.4787371134020619;0.030283505154639175;0.06056701030927835
2023-2024;119;Administración y Comercio;Instituto Profesional;Técnico en Contabilidad Tributaria;2023;0.23172242874845106;0.6654275092936803;0.028500619578686492;0.07434944237918216
2023-2024;120;Educación;Instituto Profesional;Técnico en Deporte, Recreación y Preparación Física;2023;0.32563959955506117;0.5795328142380423;0.04810901001112347;0.04671857619577308
2023-2024;121;Arte y Arquitectura;Instituto Profesional;Técnico en Dibujo Arquitectónico;2023;0.271474019088017;0.6044538706256628;0.043478260869565216;0.08059384941675504
2023-2024;122;Arte y Arquitectura;Instituto Profesional;Técnico en Diseño Gráfico;2023;0.36904761904761907;0.5367965367965368;0.050865800865800864;0.04329004329004329
2023-2024;123;Tecnología;Instituto Profesional;Técnico en Electricidad y Electricidad Industrial;2023;0.43114009089112826;0.4524797470855562;0.01679509978265165;0.0995850622406639
2023-2024;124;Tecnología;Instituto Profesional;Técnico en Electromecánica;2023;0.4387947269303202;0.4595103578154426;0.02071563088512241;0.08097928436911488
2023-2024;126;Salud;Instituto Profesional;Técnico en Enfermería;2023;0.4304184297132111;0.5041372825575928;0.01767748001880583;0.04776680771039022
2023-2024;127;Salud;Instituto Profesional;Técnico en Farmacia;2023;0.3438735177865613;0.5938735177865613;0.015810276679841896;0.046442687747035576
2023-2024;129;Administración y Comercio;Instituto Profesional;Técnico en Gastronomía y Cocina;2023;0.33648881239242684;0.5623924268502581;0.04087779690189329;0.060240963855421686
2023-2024;130;Ciencias Básicas;Instituto Profesional;Técnico en Geología;2023;0.2879581151832461;0.6178010471204188;0.03664921465968586;0.05759162303664921
2023-2024;131;Tecnología;Instituto Profesional;Técnico en Instrumentación, Automatización y Control Industrial;2023;0.5357142857142857;0.3720725995316159;0.01639344262295082;0.07581967213114754
2023-2024;132;Salud;Instituto Profesional;Técnico en Laboratorio Clínico;2023;0.37017310252996005;0.5712383488681758;0.017310252996005325;0.041278295605858856
2023-2024;133;Administración y Comercio;Instituto Profesional;Técnico en Logística;2023;0.4125375375375375;0.5031906906906907;0.018956456456456456;0.06531531531531531
2023-2024;134;Tecnología;Instituto Profesional;Técnico en Mantenimiento Industrial;2023;0.4554234769687964;0.437592867756315;0.017830609212481426;0.08915304606240713
2023-2024;135;Salud;Instituto Profesional;Técnico en Masoterapia;2023;0.37648221343873517;0.541501976284585;0.040513833992094864;0.041501976284584984
2023-2024;136;Tecnología;Instituto Profesional;Técnico en Mecánica Automotriz;2023;0.362894791884543;0.5379627692951265;0.026145157916753817;0.07299728090357666
2023-2024;139;Tecnología;Instituto Profesional;Técnico en Minería;2023;0.5358110723964382;0.39605110336817656;0.019357336430507164;0.04878048780487805
2023-2024;140;Salud;Instituto Profesional;Técnico en Nutrición y Dietética;2023;0.4563106796116505;0.4563106796116505;0.019417475728155338;0.06796116504854369
2023-2024;141;Arte y Arquitectura;Instituto Profesional;Técnico en Peluquería y Estética;2023;0.3819286256643888;0.5453682611996963;0.02885345482156416;0.043849658314350795
2023-2024;142;Salud;Instituto Profesional;Técnico en Podología;2023;0.4807103490508267;0.453153704837722;0.015309246785058175;0.050826699326393145
2023-2024;143;Tecnología;Instituto Profesional;Técnico en Prevención de Riesgos;2023;0.5119798234552333;0.43316519546027743;0.02395964691046658;0.0308953341740227
2023-2024;145;Salud;Instituto Profesional;Técnico en Radiología y Radioterapia;2023;0.2753246753246753;0.6519480519480519;0.033766233766233764;0.03896103896103896
2023-2024;146;Ciencias Sociales;Instituto Profesional;Técnico en Relaciones Públicas;2023;0.3384615384615385;0.5461538461538461;0.06923076923076923;0.046153846153846156
2023-2024;148;Ciencias Sociales;Instituto Profesional;Técnico en Servicio Social;2023;0.5160256410256411;0.4344551282051282;0.014102564102564103;0.035416666666666666
2023-2024;149;Tecnología;Instituto Profesional;Técnico en Sonido;2023;0.3250825082508251;0.556930693069307;0.07343234323432343;0.04455445544554455
2023-2024;150;Tecnología;Instituto Profesional;Técnico en Telecomunicaciones;2023;0.308411214953271;0.6101468624833111;0.022696929238985315;0.05874499332443257
2023-2024;152;Tecnología;Instituto Profesional;Técnico en Topografía;2023;0.43610223642172524;0.5;0.023961661341853034;0.039936102236421724
2023-2024;153;Humanidades;Instituto Profesional;Técnico en Traducción e Interpretariado;2023;0.22273781902552203;0.6264501160092807;0.11136890951276102;0.03944315545243619
2023-2024;154;Administración y Comercio;Instituto Profesional;Técnico en Turismo y Hotelería;2023;0.34207525655644244;0.5604332953249715;0.06100342075256556;0.036488027366020526
2023-2024;155;Derecho;Instituto Profesional;Técnico Jurídico;2023;0.4110772357723577;0.5248983739837398;0.029979674796747968;0.03404471544715447
2023-2024;156;Salud;Instituto Profesional;Técnico Laboratorista Dental;2023;0.3493723849372385;0.5585774058577406;0.0397489539748954;0.05230125523012552
2023-2024;157;Agropecuaria;Instituto Profesional;Técnico Veterinario;2023;0.34192439862542956;0.5893470790378007;0.02491408934707904;0.04381443298969072
2023-2024;158;Salud;Instituto Profesional;Terapia Ocupacional;2023;0.341799709724238;0.6074020319303338;0.009433962264150943;0.041364296081277216
2023-2024;159;Ciencias Sociales;Instituto Profesional;Trabajo Social;2023;0.5040644899065168;0.4544777130470126;0.009212843788104592;0.03224495325836608
2022-2023;1;Administración y Comercio;Centros de Formación Técnica;Secretariado Bilingüe;2022;0.24;0.5828571428571429;0.11428571428571428;0.06285714285714286
2022-2023;2;Agropecuaria;Centros de Formación Técnica;Técnico Agropecuario;2022;0.4408084696823869;0.46102021174205965;0.02823227462303497;0.06993904395251845
2022-2023;3;Educación;Centros de Formación Técnica;Técnico Asistente del Educador de Párvulos;2022;0.5270076217828344;0.4330056334916602;0.00662763724732133;0.033359107478184026
2022-2023;4;Educación;Centros de Formación Técnica;Técnico Asistente del Educador Diferencial;2022;0.4949261992619926;0.46955719557195574;0.004612546125461255;0.030904059040590407
2022-2023;5;Salud;Centros de Formación Técnica;Técnico Dental y Asistente de Odontología;2022;0.47148541114058357;0.4824270557029178;0.005636604774535809;0.04045092838196287
2022-2023;6;Agropecuaria;Centros de Formación Técnica;Técnico en Acuicultura y Pesca;2022;0.463302752293578;0.5321100917431193;0.0045871559633027525;0.0
2022-2023;7;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración de Empresas;2022;0.4469557694387369;0.476046285281713;0.04131069536065751;0.03568724991889261
2022-2023;8;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración de Recursos Humanos y Personal;2022;0.38818973862536305;0.5324298160696999;0.00968054211035818;0.0696999031945789
2022-2023;9;Tecnología;Centros de Formación Técnica;Técnico en Administración de Redes y Soporte;2022;0.4140127388535032;0.5031847133757962;0.01910828025477707;0.06369426751592357
2022-2023;10;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración de Ventas;2022;0.16981132075471697;0.5566037735849056;0.18867924528301888;0.08490566037735849
2022-2023;11;Ciencias Sociales;Centros de Formación Técnica;Técnico en Administración Pública o Municipal;2022;0.5358224016145308;0.4298688193743693;0.007063572149344097;0.027245206861755803
2022-2023;12;Administración y Comercio;Centros de Formación Técnica;Técnico en Comercio Exterior;2022;0.30409356725146197;0.5614035087719298;0.0847953216374269;0.049707602339181284
2022-2023;13;Tecnología;Centros de Formación Técnica;Técnico en Computación e Informática;2022;0.3929236499068901;0.5208566108007449;0.049348230912476726;0.03687150837988827
2022-2023;14;Tecnología;Centros de Formación Técnica;Técnico en Construcción y Obras Civiles;2022;0.45705346985210465;0.47696245733788395;0.013367463026166098;0.05261660978384528
2022-2023;15;Administración y Comercio;Centros de Formación Técnica;Técnico en Contabilidad General;2022;0.4407630522088353;0.4723895582329317;0.020080321285140562;0.06676706827309237
2022-2023;16;Educación;Centros de Formación Técnica;Técnico en Deporte, Recreación y Preparación Física;2022;0.4091992373689228;0.515490943755958;0.04051477597712107;0.03479504289799809
2022-2023;17;Tecnología;Centros de Formación Técnica;Técnico en Electricidad y Electricidad Industrial;2022;0.4610751728753067;0.44858353780950255;0.01070711577068927;0.07963417354450145
2022-2023;18;Tecnología;Centros de Formación Técnica;Técnico en Electrónica y Electrónica Industrial;2022;0.295;0.59;0.055;0.06
2022-2023;19;Salud;Centros de Formación Técnica;Técnico en Enfermería;2022;0.45288177202477264;0.5000278971154383;0.008982871171120906;0.038107459688668195
2022-2023;20;Salud;Centros de Formación Técnica;Técnico en Farmacia;2022;0.45199501246882795;0.4981296758104738;0.012468827930174564;0.03740648379052369
2022-2023;21;Administración y Comercio;Centros de Formación Técnica;Técnico en Gastronomía y Cocina;2022;0.3920048455481526;0.5127801332525742;0.060448213204118716;0.03476680799515445
2022-2023;22;Tecnología;Centros de Formación Técnica;Técnico en Instrumentación, Automatización y Control Industrial;2022;0.4969843184559711;0.42460796139927626;0.016887816646562123;0.061519903498190594
2022-2023;23;Salud;Centros de Formación Técnica;Técnico en Laboratorio Clínico;2022;0.371900826446281;0.5822689706987227;0.015026296018031555;0.030803906836964687
2022-2023;24;Administración y Comercio;Centros de Formación Técnica;Técnico en Logística;2022;0.44919093851132685;0.47928802588996766;0.017475728155339806;0.0540453074433657
2022-2023;25;Tecnología;Centros de Formación Técnica;Técnico en Mantenimiento Industrial;2022;0.5031928480204342;0.38697318007662834;0.019157088122605363;0.09067688378033206
2022-2023;26;Tecnología;Centros de Formación Técnica;Técnico en Mecánica Automotriz;2022;0.4380513231756215;0.47093023255813954;0.02305533279871692;0.06796311146752206
2022-2023;27;Tecnología;Centros de Formación Técnica;Técnico en Mecánica Industrial;2022;0.6007853403141361;0.362565445026178;0.015706806282722512;0.020942408376963352
2022-2023;28;Tecnología;Centros de Formación Técnica;Técnico en Minería;2022;0.6222943722943723;0.33116883116883117;0.01406926406926407;0.032467532467532464
2022-2023;29;Salud;Centros de Formación Técnica;Técnico en Podología;2022;0.4337957124842371;0.5069356872635561;0.011349306431273645;0.04791929382093316
2022-2023;30;Tecnología;Centros de Formación Técnica;Técnico en Prevención de Riesgos;2022;0.5850340136054422;0.3741496598639456;0.02040816326530612;0.02040816326530612
2022-2023;31;Tecnología;Centros de Formación Técnica;Técnico en Procesos Industriales;2022;0.3275862068965517;0.4051724137931034;0.008620689655172414;0.25862068965517243
2022-2023;32;Ciencias Básicas;Centros de Formación Técnica;Técnico en Química (Análisis e Industrial);2022;0.30268199233716475;0.5632183908045977;0.04597701149425287;0.08812260536398467
2022-2023;33;Salud;Centros de Formación Técnica;Técnico en Radiología y Radioterapia;2022;0.3665158371040724;0.5701357466063348;0.01809954751131222;0.04524886877828054
2022-2023;34;Tecnología;Centros de Formación Técnica;Técnico en Refrigeración y Climatización;2022;0.37362637362637363;0.5;0.027472527472527472;0.0989010989010989
2022-2023;35;Ciencias Sociales;Centros de Formación Técnica;Técnico en Servicio Social;2022;0.5338541666666666;0.43861607142857145;0.006324404761904762;0.021205357142857144
2022-2023;36;Tecnología;Centros de Formación Técnica;Técnico en Telecomunicaciones;2022;0.38022813688212925;0.5209125475285171;0.034220532319391636;0.06463878326996197
2022-2023;37;Tecnología;Centros de Formación Técnica;Técnico en Topografía;2022;0.450261780104712;0.4973821989528796;0.019197207678883072;0.03315881326352531
2022-2023;38;Administración y Comercio;Centros de Formación Técnica;Técnico en Turismo y Hotelería;2022;0.3968682505399568;0.5226781857451404;0.044816414686825054;0.035637149028077755
2022-2023;39;Derecho;Centros de Formación Técnica;Técnico Jurídico;2022;0.42483660130718953;0.5381263616557734;0.017429193899782137;0.0196078431372549
2022-2023;40;Salud;Centros de Formación Técnica;Técnico Laboratorista Dental;2022;0.40150093808630394;0.551594746716698;0.024390243902439025;0.0225140712945591
2022-2023;41;Agropecuaria;Centros de Formación Técnica;Técnico Veterinario;2022;0.41032608695652173;0.5036231884057971;0.02309782608695652;0.06295289855072464
2022-2023;42;Administración y Comercio;Institutos Profesionales;Administración de Empresas e Ing. Asociadas;2022;0.4224502750740584;0.4975666525603047;0.026555226407109608;0.053427845958527294
2022-2023;43;Administración y Comercio;Institutos Profesionales;Administración Gastronómica;2022;0.28822776711452336;0.553742802303263;0.10956493921944978;0.048464491362763915
2022-2023;44;Ciencias Sociales;Institutos Profesionales;Administración Pública;2022;0.42388059701492536;0.49936034115138594;0.021748400852878463;0.055010660980810235
2022-2023;45;Administración y Comercio;Institutos Profesionales;Administración Turística y Hotelera;2022;0.26983753237579466;0.6133741464563222;0.08429479632681892;0.032493524841064284
2022-2023;46;Arte y Arquitectura;Institutos Profesionales;Comunicación Audiovisual y/o Multimedia;2022;0.2693032015065913;0.602165725047081;0.08662900188323917;0.04190207156308851
2022-2023;47;Tecnología;Institutos Profesionales;Construcción Civil;2022;0.4144418159288048;0.4918328264053171;0.020051819308324885;0.07367353835755323
2022-2023;48;Administración y Comercio;Institutos Profesionales;Contador Auditor;2022;0.33548081477972524;0.5570819516816674;0.01459024159166272;0.09284699194694458
2022-2023;49;Arte y Arquitectura;Institutos Profesionales;Diseño de Ambientes e Interiores;2022;0.18301610541727673;0.6105417276720352;0.1800878477306003;0.02635431918008785
2022-2023;50;Arte y Arquitectura;Institutos Profesionales;Diseño de Vestuario;2022;0.199528672427337;0.593872741555381;0.1743912018853103;0.03220738413197172
2022-2023;51;Arte y Arquitectura;Institutos Profesionales;Diseño Gráfico;2022;0.2978446674098848;0.5953177257525084;0.06577480490523968;0.04106280193236715
2022-2023;52;Tecnología;Institutos Profesionales;Diseño Industrial;2022;0.2593144560357675;0.5380029806259314;0.15797317436661698;0.044709388971684055
2022-2023;53;Agropecuaria;Institutos Profesionales;Ingeniería Agrícola;2022;0.3623413623413623;0.5208495208495209;0.03211603211603212;0.08469308469308469
2022-2023;54;Tecnología;Institutos Profesionales;Ingeniería en Automatización, Instrumentación y Control;2022;0.41284403669724773;0.46788990825688076;0.017550857598723574;0.10171519744714799
2022-2023;55;Administración y Comercio;Institutos Profesionales;Ingeniería en Comercio Exterior;2022;0.28083989501312334;0.5999250093738283;0.05399325084364454;0.06524184476940383
2022-2023;56;Tecnología;Institutos Profesionales;Ingeniería en Computación e Informática;2022;0.3099383873560139;0.5900750066970265;0.042860969729440125;0.05712563621751942
2022-2023;57;Tecnología;Institutos Profesionales;Ingeniería en Conectividad y Redes;2022;0.28888888888888886;0.6171428571428571;0.02603174603174603;0.06793650793650793
2022-2023;58;Tecnología;Institutos Profesionales;Ingeniería en Construcción;2022;0.3447602131438721;0.5516873889875666;0.020426287744227355;0.08312611012433392
2022-2023;59;Tecnología;Institutos Profesionales;Ingeniería en Electricidad;2022;0.33436578171091447;0.5281710914454277;0.013126843657817109;0.12433628318584071
2022-2023;60;Administración y Comercio;Institutos Profesionales;Ingeniería en Finanzas;2022;0.296411856474259;0.6001040041601664;0.033281331253250133;0.07020280811232449
2022-2023;61;Tecnología;Institutos Profesionales;Ingeniería en Geomensura y Cartografía;2022;0.4483204134366925;0.5025839793281653;0.012919896640826873;0.03617571059431524
2022-2023;62;Ciencias Sociales;Institutos Profesionales;Ingeniería en Gestión Pública;2022;0.4994487320837927;0.4454244762954796;0.009922822491730982;0.04520396912899669
2022-2023;63;Administración y Comercio;Institutos Profesionales;Ingeniería en Logística;2022;0.32527772364061586;0.56694601442214;0.01832001559150263;0.08945624634574158
2022-2023;64;Administración y Comercio;Institutos Profesionales;Ingeniería en Marketing;2022;0.22158479741842954;0.6364288275367516;0.09645034062387953;0.045536034420939404
2022-2023;65;Tecnología;Institutos Profesionales;Ingeniería en Mecánica Automotriz;2022;0.327227470002553;0.5612075568036763;0.03363543528210365;0.0779295379116671
2022-2023;66;Tecnología;Institutos Profesionales;Ingeniería en Medio Ambiente;2022;0.27836134453781514;0.648109243697479;0.037815126050420166;0.03571428571428571
2022-2023;67;Tecnología;Institutos Profesionales;Ingeniería en Metalurgia;2022;0.6278026905829597;0.32585949177877427;0.025411061285500747;0.02092675635276532
2022-2023;68;Tecnología;Institutos Profesionales;Ingeniería en Minas;2022;0.5063739376770539;0.4259915014164306;0.0226628895184136;0.044971671388101986
2022-2023;69;Tecnología;Institutos Profesionales;Ingeniería en Prevención de Riesgos;2022;0.4521341998946074;0.48199543298787983;0.027753381345512033;0.038116985772000705
2022-2023;70;Tecnología;Institutos Profesionales;Ingeniería en Química;2022;0.37424547283702214;0.5291750503018109;0.028169014084507043;0.06841046277665996
2022-2023;71;Administración y Comercio;Institutos Profesionales;Ingeniería en Recursos Humanos;2022;0.31023413897280966;0.5921450151057401;0.019070996978851965;0.07854984894259819
2022-2023;72;Tecnología;Institutos Profesionales;Ingeniería en Refrigeración y Climatización;2022;0.22268907563025211;0.6218487394957983;0.04201680672268908;0.1134453781512605
2022-2023;73;Tecnología;Institutos Profesionales;Ingeniería en Sonido;2022;0.22902684563758388;0.6073825503355704;0.13674496644295303;0.026845637583892617
2022-2023;74;Tecnología;Institutos Profesionales;Ingeniería en Telecomunicaciones;2022;0.3414330218068536;0.5538940809968848;0.013084112149532711;0.09158878504672897
2022-2023;75;Tecnología;Institutos Profesionales;Ingeniería Industrial;2022;0.49573378839590443;0.3930602957906712;0.013083048919226393;0.09812286689419795
2022-2023;76;Tecnología;Institutos Profesionales;Ingeniería Mecánica;2022;0.399647266313933;0.43139329805996474;0.01834215167548501;0.1506172839506173
2022-2023;77;Salud;Institutos Profesionales;Kinesiología;2022;0.36484375;0.559375;0.009375;0.06640625
2022-2023;78;Salud;Institutos Profesionales;Nutrición y Dietética;2022;0.34776725304465494;0.5751014884979703;0.009472259810554804;0.06765899864682003
2022-2023;79;Educación;Institutos Profesionales;Psicopedagogía;2022;0.4434939216569113;0.4889689329131022;0.016321476812246737;0.051215668617739754
2022-2023;80;Ciencias Sociales;Institutos Profesionales;Publicidad;2022;0.2222222222222222;0.6511226252158895;0.08635578583765112;0.04029936672423719
2022-2023;81;Ciencias Sociales;Institutos Profesionales;Relaciones Públicas;2022;0.2528216704288939;0.600451467268623;0.1309255079006772;0.01580135440180587
2022-2023;82;Agropecuaria;Institutos Profesionales;Técnico Agropecuario;2022;0.3818737270875764;0.5203665987780041;0.04175152749490835;0.0560081466395112
2022-2023;83;Educación;Institutos Profesionales;Técnico Asistente del Educador de Párvulos;2022;0.4867403314917127;0.44386740331491714;0.017458563535911603;0.051933701657458566
2022-2023;84;Educación;Institutos Profesionales;Técnico Asistente del Educador Diferencial;2022;0.5;0.4451365596550072;0.011739338763775755;0.04312410158121706
