per_sies;id_carr_gen;area_carr;tipo_inst;nom_carr_gen;anio_base_tit;dur_formal_carr;dur_real_carr
2018-2019;59;Arte y Arquitectura;Institutos Profesionales;Diseño de Ambientes e Interiores;2017;8;11.397849462365581
2018-2019;60;Arte y Arquitectura;Institutos Profesionales;Diseño de Vestuario;2017;7.886904761904762;10.36309523809525
2018-2019;61;Arte y Arquitectura;Institutos Profesionales;Diseño Gráfico;2017;8;11.073726541554961
2018-2019;62;Tecnología;Institutos Profesionales;Diseño Industrial;2017;8;12.63846153846155
2018-2019;63;Arte y Arquitectura;Institutos Profesionales;Fotografía;2017;8;9.635294117647058
2018-2019;64;Agropecuaria;Institutos Profesionales;Ingeniería Agrícola;2017;8;10.224880382775115
2018-2019;65;Tecnología;Institutos Profesionales;Ingeniería en Automatización, Instrumentación y Control;2017;8;12.69047619047618
2018-2019;66;Administración y Comercio;Institutos Profesionales;Ingeniería en Comercio Exterior;2017;8.035971223021583;9.618705035971223
2018-2019;67;Tecnología;Institutos Profesionales;Ingeniería en Computación e Informática;2017;8.025;10.953000000000007
2018-2019;68;Tecnología;Institutos Profesionales;Ingeniería en Conectividad y Redes;2017;8.03305785123967;11.123966942148746
2018-2019;69;Tecnología;Institutos Profesionales;Ingeniería en Construcción;2017;8.40842105263158;11.052631578947368
2018-2019;70;Tecnología;Institutos Profesionales;Ingeniería en Electricidad;2017;8.007905138339922;10.830039525691697
2018-2019;71;Administración y Comercio;Institutos Profesionales;Ingeniería en Finanzas;2017;8.522727272727273;9.363636363636363
2018-2019;72;Ciencias Sociales;Institutos Profesionales;Ingeniería en Gestión Pública;2017;8.363636363636363;9.857142857142852
2018-2019;73;Administración y Comercio;Institutos Profesionales;Ingeniería en Logística;2017;8.044117647058824;9.338235294117647
2018-2019;74;Administración y Comercio;Institutos Profesionales;Ingeniería en Marketing;2017;8.01;9.26500000000001
2018-2019;75;Tecnología;Institutos Profesionales;Ingeniería en Mecánica Automotriz;2017;8.00344827586207;11.022988505747131
2018-2019;76;Tecnología;Institutos Profesionales;Ingeniería en Medio Ambiente;2017;8;9.52
2018-2019;77;Tecnología;Institutos Profesionales;Ingeniería en Minas y Metalurgia;2017;8;10.994444444444444
2018-2019;78;Tecnología;Institutos Profesionales;Ingeniería en Prevención de Riesgos;2017;8.02412221924417;10.081747520771911
2018-2019;79;Tecnología;Institutos Profesionales;Ingeniería en Química;2017;8;11.833333333333334
2018-2019;80;Administración y Comercio;Institutos Profesionales;Ingeniería en Recursos Humanos;2017;8.002439024390243;9.585365853658539
2018-2019;81;Tecnología;Institutos Profesionales;Ingeniería en Refrigeración y Climatización;2017;8;10.066666666666666
2018-2019;82;Tecnología;Institutos Profesionales;Ingeniería en Sonido;2017;8;10.349514563106798
2018-2019;83;Tecnología;Institutos Profesionales;Ingeniería en Telecomunicaciones;2017;8;10.80392156862744
2018-2019;84;Tecnología;Institutos Profesionales;Ingeniería Industrial;2017;8.323232323232324;10.303030303030308
2018-2019;85;Tecnología;Institutos Profesionales;Ingeniería Mecánica;2017;8;10.951807228915657
2018-2019;86;Salud;Institutos Profesionales;Kinesiología;2017;9.895652173913044;13.3304347826087
2018-2019;87;Arte y Arquitectura;Institutos Profesionales;Música, Canto o Danza;2017;9.4;12.210526315789476
2018-2019;88;Salud;Institutos Profesionales;Nutrición y Dietética;2017;9.560747663551401;11.710280373831797
2018-2019;89;Educación;Institutos Profesionales;Pedagogía en Educación Básica;2017;8.153846153846153;10.184615384615382
2018-2019;90;Educación;Institutos Profesionales;Pedagogía en Educación de Párvulos;2017;8.217353951890034;9.275773195876289
2018-2019;91;Educación;Institutos Profesionales;Pedagogía en Educación Diferencial;2017;8.008928571428571;8.678571428571427
2018-2019;92;Educación;Institutos Profesionales;Pedagogía en Idiomas;2017;9.137096774193548;12.532258064516116
2018-2019;93;Educación;Institutos Profesionales;Psicopedagogía;2017;8.082184225041368;9.353006067291778
2018-2019;94;Ciencias Sociales;Institutos Profesionales;Publicidad;2017;8.004854368932039;9.890776699029127
2018-2019;95;Ciencias Sociales;Institutos Profesionales;Relaciones Públicas;2017;8;9.372448979591836
2018-2019;96;Agropecuaria;Institutos Profesionales;Técnico Agropecuario;2017;5;6.07924528301887
2018-2019;97;Educación;Institutos Profesionales;Técnico Asistente del Educador de Párvulos;2017;4.693520886615516;5.491474850809889
2018-2019;98;Educación;Institutos Profesionales;Técnico Asistente del Educador Diferencial;2017;4.6367226061204345;5.450148075024679
2018-2019;99;Salud;Institutos Profesionales;Técnico Dental y Asistente de Odontología;2017;4.955357142857143;5.7023809523809526
2018-2019;100;Administración y Comercio;Institutos Profesionales;Técnico en Administración de Empresas;2017;4.862541993281075;5.948488241881299
2018-2019;101;Administración y Comercio;Institutos Profesionales;Técnico en Administración de Recursos Humanos y Personal;2017;4.997364953886693;5.695652173913044
2018-2019;102;Tecnología;Institutos Profesionales;Técnico en Administración de Redes y Soporte;2017;5.008241758241758;6.51923076923077
2018-2019;103;Administración y Comercio;Institutos Profesionales;Técnico en Administración de Ventas;2017;5;5.7250000000000005
2018-2019;104;Administración y Comercio;Institutos Profesionales;Técnico en Administración Financiera y Finanzas;2017;4.696215139442231;5.902390438247012
2018-2019;105;Humanidades;Institutos Profesionales;Técnico en Bibliotecas y Centros de Documentación;2017;5;6.69620253164557
2018-2019;106;Administración y Comercio;Institutos Profesionales;Técnico en Comercio Exterior;2017;4.912037037037037;6.055555555555555
2018-2019;107;Tecnología;Institutos Profesionales;Técnico en Computación e Informática;2017;5.144662921348314;7.037921348314606
2018-2019;108;Arte y Arquitectura;Institutos Profesionales;Técnico en Comunicación Audiovisual;2017;4.78021978021978;6.3809523809523805
2018-2019;109;Tecnología;Institutos Profesionales;Técnico en Construcción y Obras Civiles;2017;4.887278582930757;6.595008051529791
2018-2019;110;Administración y Comercio;Institutos Profesionales;Técnico en Contabilidad General;2017;4.828571428571428;6.218181818181818
2018-2019;111;Administración y Comercio;Institutos Profesionales;Técnico en Contabilidad Tributaria;2017;5;5.868421052631579
2018-2019;112;Educación;Institutos Profesionales;Técnico en Deporte, Recreación y Preparación Física;2017;5.005838198498749;6.317764804003336
2018-2019;113;Arte y Arquitectura;Institutos Profesionales;Técnico en Dibujo Arquitectónico;2017;5;6.53531598513011
2018-2019;114;Arte y Arquitectura;Institutos Profesionales;Técnico en Diseño Gráfico;2017;4.996047430830039;6.719367588932807
2018-2019;115;Tecnología;Institutos Profesionales;Técnico en Electricidad y Electricidad Industrial;2017;4.776070252469814;6.105378704720088
2018-2019;116;Tecnología;Institutos Profesionales;Técnico en Electromecánica;2017;4.870307167235495;5.901023890784983
2018-2019;117;Salud;Institutos Profesionales;Técnico en Enfermería;2017;5.00907470426187;5.979906011991574
2018-2019;118;Arte y Arquitectura;Institutos Profesionales;Técnico en Fotografía;2017;4.4;6.133333333333334
2018-2019;119;Administración y Comercio;Institutos Profesionales;Técnico en Gastronomía y Cocina;2017;5.04953560371517;6.616099071207429
2018-2019;120;Tecnología;Institutos Profesionales;Técnico en Instrumentación, Automatización y Control Industrial;2017;4.59349593495935;5.943089430894311
2018-2019;121;Salud;Institutos Profesionales;Técnico en Laboratorio Clínico;2017;5;5.821958456973294
2018-2019;122;Administración y Comercio;Institutos Profesionales;Técnico en Logística;2017;4.623853211009174;5.66360856269113
2018-2019;123;Salud;Institutos Profesionales;Técnico en Masoterapia;2017;4.980769230769231;5.805288461538461
2018-2019;124;Tecnología;Institutos Profesionales;Técnico en Mecánica Automotriz;2017;4.897590361445783;6.474899598393574
2018-2019;125;Arte y Arquitectura;Institutos Profesionales;Técnico en Peluquería y Estética;2017;5;5.729941291585127
2018-2019;126;Tecnología;Institutos Profesionales;Técnico en Prevención de Riesgos;2017;4.873831775700935;6.593847352024922
2018-2019;127;Ciencias Sociales;Institutos Profesionales;Técnico en Publicidad;2017;5;5.735849056603776
2018-2019;128;Salud;Institutos Profesionales;Técnico en Radiología y Radioterapia;2017;4.816793893129771;6.106870229007632
2018-2019;129;Ciencias Sociales;Institutos Profesionales;Técnico en Relaciones Públicas;2017;5;5.776699029126213
2018-2019;130;Ciencias Sociales;Institutos Profesionales;Técnico en Servicio Social;2017;4.999497234791352;5.8808446455505266
2018-2019;131;Tecnología;Institutos Profesionales;Técnico en Sonido;2017;4.926940639269406;6.634703196347032
2018-2019;132;Tecnología;Institutos Profesionales;Técnico en Telecomunicaciones;2017;5;6.59090909090909
2018-2019;133;Salud;Institutos Profesionales;Técnico en Terapias Naturales y Naturopatía;2017;5;6.928571428571429
2018-2019;134;Tecnología;Institutos Profesionales;Técnico en Topografía;2017;4.989051094890511;6.266423357664234
2018-2019;135;Humanidades;Institutos Profesionales;Técnico en Traducción e Interpretariado;2017;5.348623853211009;6.954128440366974
2018-2019;136;Administración y Comercio;Institutos Profesionales;Técnico en Turismo y Hotelería;2017;5.004705882352941;5.974117647058823
2018-2019;137;Derecho;Institutos Profesionales;Técnico Jurídico;2017;5;5.786624203821656
2018-2019;138;Salud;Institutos Profesionales;Técnico Laboratorista Dental;2017;5;5.5
2018-2019;139;Agropecuaria;Institutos Profesionales;Técnico Veterinario;2017;5;6.351190476190476
2018-2019;140;Ciencias Sociales;Institutos Profesionales;Trabajo Social;2017;8.005286701911347;9.496543310288736
2017-2018;1;Administración y Comercio;Centros de Formación Técnica;Secretariado Bilingüe;2016;6.125;7.07421875
2017-2018;2;Administración y Comercio;Centros de Formación Técnica;Secretariado Computacional;2016;5;6.499999999999999
2017-2018;3;Administración y Comercio;Centros de Formación Técnica;Secretariado Ejecutivo;2016;5;5.482758620689655
2017-2018;4;Salud;Centros de Formación Técnica;Técnico Agente o Visitador Médico;2016;5;6.976744186046509
2017-2018;5;Agropecuaria;Centros de Formación Técnica;Técnico Agropecuario;2016;4.983842010771993;6.737881508078995
2017-2018;6;Educación;Centros de Formación Técnica;Técnico Asistente del Educador de Párvulos;2016;5.248488512696493;6.2478839177750904
2017-2018;7;Educación;Centros de Formación Técnica;Técnico Asistente del Educador Diferencial;2016;5.037621359223301;6.327669902912621
2017-2018;8;Salud;Centros de Formación Técnica;Técnico Dental y Asistente de Odontología;2016;5.076502732240437;6.335154826958106
2017-2018;9;Agropecuaria;Centros de Formación Técnica;Técnico en Acuicultura y Pesca;2016;5;6.85714285714286
2017-2018;10;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración de Empresas;2016;4.638240574506284;5.988330341113106
2017-2018;11;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración de Recursos Humanos y Personal;2016;5;5.744500846023688
2017-2018;12;Tecnología;Centros de Formación Técnica;Técnico en Administración de Redes y Soporte;2016;5.042944785276074;6.552147239263802
2017-2018;13;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración de Ventas;2016;4.849056603773585;5.641509433962266
2017-2018;14;Administración y Comercio;Centros de Formación Técnica;Técnico en Administración Financiera y Finanzas;2016;5;5.675675675675675
2017-2018;15;Ciencias Sociales;Centros de Formación Técnica;Técnico en Administración Pública o Municipal;2016;5;6.065217391304347
2017-2018;16;Tecnología;Centros de Formación Técnica;Técnico en Alimentos;2016;5.62962962962963;7.018518518518518
2017-2018;17;Tecnología;Centros de Formación Técnica;Técnico en Análisis de Sistemas;2016;5.51063829787234;9.12765957446808
2017-2018;18;Tecnología;Centros de Formación Técnica;Técnico en Biotecnología Industrial;2016;4;8.000000000000002
2017-2018;19;Administración y Comercio;Centros de Formación Técnica;Técnico en Comercio Exterior;2016;4.7269736842105265;5.782894736842103
2017-2018;20;Tecnología;Centros de Formación Técnica;Técnico en Computación e Informática;2016;5.074404761904762;7.4375
2017-2018;21;Tecnología;Centros de Formación Técnica;Técnico en Construcción y Obras Civiles;2016;4.94188376753507;6.887775551102204
2017-2018;22;Administración y Comercio;Centros de Formación Técnica;Técnico en Contabilidad Computacional;2016;7;7.864864864864861
2017-2018;23;Administración y Comercio;Centros de Formación Técnica;Técnico en Contabilidad General;2016;4.743362831858407;5.984513274336283
2017-2018;24;Administración y Comercio;Centros de Formación Técnica;Técnico en Contabilidad Tributaria;2016;5;6.007692307692308
2017-2018;25;Educación;Centros de Formación Técnica;Técnico en Deporte, Recreación y Preparación Física;2016;4.952212389380531;6.964601769911504
2017-2018;26;Arte y Arquitectura;Centros de Formación Técnica;Técnico en Dibujo Arquitectónico;2016;4.015151515151516;7.287878787878787
2017-2018;27;Arte y Arquitectura;Centros de Formación Técnica;Técnico en Diseño Gráfico;2016;5;6.639999999999999
2017-2018;28;Tecnología;Centros de Formación Técnica;Técnico en Electricidad y Electricidad Industrial;2016;4.818443804034582;6.955331412103747
2017-2018;29;Tecnología;Centros de Formación Técnica;Técnico en Electrónica y Electrónica Industrial;2016;4.436507936507937;7.325396825396824
2017-2018;30;Salud;Centros de Formación Técnica;Técnico en Enfermería;2016;5.137212502457244;6.551405543542363
2017-2018;31;Salud;Centros de Formación Técnica;Técnico en Farmacia;2016;5.052631578947368;5.947368421052633
2017-2018;32;Administración y Comercio;Centros de Formación Técnica;Técnico en Gastronomía y Cocina;2016;4.39521800281294;6.668776371308017
2017-2018;33;Ciencias Básicas;Centros de Formación Técnica;Técnico en Geominería;2016;5.1454545454545455;7.76363636363636
2017-2018;34;Administración y Comercio;Centros de Formación Técnica;Técnico en Gestión y Control de Calidad;2016;4;7.071428571428576
2017-2018;35;Tecnología;Centros de Formación Técnica;Técnico en Instrumentación, Automatización y Control Industrial;2016;4.703804347826087;7.116847826086956
2017-2018;36;Salud;Centros de Formación Técnica;Técnico en Laboratorio Clínico;2016;4.76056338028169;6.338028169014085
2017-2018;37;Administración y Comercio;Centros de Formación Técnica;Técnico en Logística;2016;4.900662251655629;5.731788079470198
2017-2018;38;Tecnología;Centros de Formación Técnica;Técnico en Mantenimiento Industrial;2016;4.216459977452086;6.18489289740699
2017-2018;39;Tecnología;Centros de Formación Técnica;Técnico en Mecánica Automotriz;2016;4.06734534064213;6.825371965544244
2017-2018;40;Tecnología;Centros de Formación Técnica;Técnico en Mecánica Industrial;2016;5.083650190114068;7.269961977186313
2017-2018;41;Tecnología;Centros de Formación Técnica;Técnico en Minería y Metalurgia;2016;4.883333333333334;6.05
2017-2018;42;Salud;Centros de Formación Técnica;Técnico en Podología;2016;5;6.535885167464114
2017-2018;43;Tecnología;Centros de Formación Técnica;Técnico en Prevención de Riesgos;2016;4.732076741837765;6.757993941433861
2017-2018;44;Tecnología;Centros de Formación Técnica;Técnico en Procesos Industriales;2016;4.18348623853211;6.229357798165135
2017-2018;45;Arte y Arquitectura;Centros de Formación Técnica;Técnico en Producción Gráfica y Multimedia;2016;4.271604938271605;6.592592592592591
2017-2018;46;Ciencias Básicas;Centros de Formación Técnica;Técnico en Química (Análisis e Industrial);2016;5.235772357723577;7.707317073170735
2017-2018;47;Salud;Centros de Formación Técnica;Técnico en Radiología y Radioterapia;2016;6;5.632653061224486
2017-2018;48;Tecnología;Centros de Formación Técnica;Técnico en Refrigeración y Climatización;2016;4;6.249999999999999
2017-2018;49;Ciencias Sociales;Centros de Formación Técnica;Técnico en Servicio Social;2016;5.418367346938775;5.714285714285714
2017-2018;50;Tecnología;Centros de Formación Técnica;Técnico en Telecomunicaciones;2016;4.107491856677524;6.602605863192184
2017-2018;51;Salud;Centros de Formación Técnica;Técnico en Terapias Naturales y Naturopatía;2016;5;5.707317073170732
2017-2018;52;Tecnología;Centros de Formación Técnica;Técnico en Topografía;2016;4.889733840304182;6.737642585551331
2017-2018;53;Administración y Comercio;Centros de Formación Técnica;Técnico en Turismo y Hotelería;2016;4.611716621253406;6.377384196185286
2017-2018;54;Derecho;Centros de Formación Técnica;Técnico Jurídico;2016;5.045751633986928;6.9869281045751634
2017-2018;55;Salud;Centros de Formación Técnica;Técnico Laboratorista Dental;2016;5;6.661538461538462
2017-2018;56;Arte y Arquitectura;Institutos Profesionales;Actuación y Teatro;2016;8;9.78217821782179
2017-2018;57;Administración y Comercio;Institutos Profesionales;Administración de Empresas e Ing. Asociadas;2016;8.024147727272727;9.95028409090909
2017-2018;58;Administración y Comercio;Institutos Profesionales;Administración Gastronómica;2016;8.169491525423728;10.772397094431001
2017-2018;59;Ciencias Sociales;Institutos Profesionales;Administración Pública;2016;8;8.090047393364928
2017-2018;60;Administración y Comercio;Institutos Profesionales;Administración Turística y Hotelera;2016;8.127946127946128;9.946127946127943
2017-2018;61;Arte y Arquitectura;Institutos Profesionales;Comunicación Audiovisual y/o Multimedia;2016;8;10.04382470119522
2017-2018;62;Tecnología;Institutos Profesionales;Construcción Civil;2016;8.066129032258065;10.819354838709678
2017-2018;63;Administración y Comercio;Institutos Profesionales;Contador Auditor;2016;8.204563977180115;10.418092909535455
2017-2018;64;Arte y Arquitectura;Institutos Profesionales;Diseño de Ambientes e Interiores;2016;8;11.052631578947354
2017-2018;65;Arte y Arquitectura;Institutos Profesionales;Diseño de Vestuario;2016;7.828947368421052;10.842105263157906
2017-2018;66;Arte y Arquitectura;Institutos Profesionales;Diseño Gráfico;2016;8;10.873595505617981
2017-2018;67;Tecnología;Institutos Profesionales;Diseño Industrial;2016;8;12.298136645962733
2017-2018;68;Arte y Arquitectura;Institutos Profesionales;Fotografía;2016;8;10.095744680851071
2017-2018;69;Agropecuaria;Institutos Profesionales;Ingeniería Agrícola;2016;8;10.574468085106387
2017-2018;70;Agropecuaria;Institutos Profesionales;Ingeniería en Acuicultura y Pesca;2016;8.08;12.999999999999984
2017-2018;71;Tecnología;Institutos Profesionales;Ingeniería en Automatización, Instrumentación y Control;2016;8;12.5111111111111
2017-2018;72;Administración y Comercio;Institutos Profesionales;Ingeniería en Comercio Exterior;2016;8.020979020979022;10.265734265734267
2017-2018;73;Tecnología;Institutos Profesionales;Ingeniería en Computación e Informática;2016;8.055055055055055;11.353353353353352
2017-2018;74;Tecnología;Institutos Profesionales;Ingeniería en Conectividad y Redes;2016;8;11.04489795918367
2017-2018;75;Tecnología;Institutos Profesionales;Ingeniería en Construcción;2016;9.151193633952255;11.339522546419108
2017-2018;76;Tecnología;Institutos Profesionales;Ingeniería en Electricidad;2016;8.065693430656934;11.306569343065696
2017-2018;77;Administración y Comercio;Institutos Profesionales;Ingeniería en Finanzas;2016;8.25;9.416666666666657
2017-2018;78;Administración y Comercio;Institutos Profesionales;Ingeniería en Logística;2016;8.036363636363637;9.145454545454546
2017-2018;79;Administración y Comercio;Institutos Profesionales;Ingeniería en Marketing;2016;8.006493506493506;9.435064935064938
2017-2018;80;Tecnología;Institutos Profesionales;Ingeniería en Mecánica Automotriz;2016;8.001351351351351;11.002702702702708
2017-2018;81;Tecnología;Institutos Profesionales;Ingeniería en Medio Ambiente;2016;8;10.025
2017-2018;82;Tecnología;Institutos Profesionales;Ingeniería en Minas y Metalurgia;2016;8;11.258215962441298
2017-2018;83;Tecnología;Institutos Profesionales;Ingeniería en Prevención de Riesgos;2016;8.017040358744394;10.117488789237669
2017-2018;84;Tecnología;Institutos Profesionales;Ingeniería en Química;2016;8.179487179487179;11.53846153846155
2017-2018;85;Administración y Comercio;Institutos Profesionales;Ingeniería en Recursos Humanos;2016;8.003921568627451;9.292156862745099
2017-2018;86;Tecnología;Institutos Profesionales;Ingeniería en Sonido;2016;8;11.09722222222221
2017-2018;87;Tecnología;Institutos Profesionales;Ingeniería en Telecomunicaciones;2016;8;11.368794326241138
2017-2018;88;Tecnología;Institutos Profesionales;Ingeniería Industrial;2016;8.123595505617978;10.561797752808983
2017-2018;89;Tecnología;Institutos Profesionales;Ingeniería Mecánica;2016;8;10.995708154506442
2017-2018;90;Salud;Institutos Profesionales;Kinesiología;2016;9.794326241134751;12.248226950354637
2017-2018;91;Arte y Arquitectura;Institutos Profesionales;Música, Canto o Danza;2016;9.757575757575758;12.60606060606061
2017-2018;92;Salud;Institutos Profesionales;Nutrición y Dietética;2016;9.771428571428572;12.038095238095249
2017-2018;93;Educación;Institutos Profesionales;Pedagogía en Educación Básica;2016;8.167364016736402;10.092050209205022
2017-2018;94;Educación;Institutos Profesionales;Pedagogía en Educación de Párvulos;2016;8.18491921005386;9.16068222621185
2017-2018;95;Educación;Institutos Profesionales;Pedagogía en Educación Diferencial;2016;8.012738853503185;8.978768577494693
2017-2018;96;Educación;Institutos Profesionales;Pedagogía en Idiomas;2016;9.240963855421686;13.156626506024093
2017-2018;97;Educación;Institutos Profesionales;Psicopedagogía;2016;8.101568334578044;9.55190440627334
2017-2018;98;Ciencias Sociales;Institutos Profesionales;Publicidad;2016;8.009036144578314;10.512048192771086
2017-2018;99;Ciencias Sociales;Institutos Profesionales;Relaciones Públicas;2016;8;9.419811320754725
2017-2018;100;Agropecuaria;Institutos Profesionales;Técnico Agropecuario;2016;5;6.127118644067797
2017-2018;101;Educación;Institutos Profesionales;Técnico Asistente del Educador de Párvulos;2016;5;6.162000000000001
2017-2018;102;Educación;Institutos Profesionales;Técnico Asistente del Educador Diferencial;2016;4.733766233766234;5.5476190476190474
2017-2018;103;Salud;Institutos Profesionales;Técnico Dental y Asistente de Odontología;2016;4.95635305528613;5.740058195926286
2017-2018;104;Administración y Comercio;Institutos Profesionales;Técnico en Administración de Empresas;2016;4.92333984375;5.81982421875
2017-2018;105;Administración y Comercio;Institutos Profesionales;Técnico en Administración de Recursos Humanos y Personal;2016;5;5.75418060200669
2017-2018;106;Tecnología;Institutos Profesionales;Técnico en Administración de Redes y Soporte;2016;5.045766590389016;6.270022883295194
2017-2018;107;Administración y Comercio;Institutos Profesionales;Técnico en Administración de Ventas;2016;5;5.418181818181817
2017-2018;108;Administración y Comercio;Institutos Profesionales;Técnico en Administración Financiera y Finanzas;2016;4.774762550881954;5.896879240162822
2017-2018;109;Ciencias Sociales;Institutos Profesionales;Técnico en Administración Pública o Municipal;2016;5;6.6
2017-2018;110;Humanidades;Institutos Profesionales;Técnico en Bibliotecas y Centros de Documentación;2016;5;6.363636363636363
2017-2018;111;Administración y Comercio;Institutos Profesionales;Técnico en Comercio Exterior;2016;4.994219653179191;6.138728323699421
2017-2018;112;Tecnología;Institutos Profesionales;Técnico en Computación e Informática;2016;5.245679012345679;7.192592592592592
2017-2018;113;Arte y Arquitectura;Institutos Profesionales;Técnico en Comunicación Audiovisual;2016;4.883928571428571;6.544642857142857
2017-2018;114;Tecnología;Institutos Profesionales;Técnico en Construcción y Obras Civiles;2016;4.906622516556292;6.286092715231787
2017-2018;115;Administración y Comercio;Institutos Profesionales;Técnico en Contabilidad General;2016;4.895652173913043;5.906521739130435
2017-2018;116;Administración y Comercio;Institutos Profesionales;Técnico en Contabilidad Tributaria;2016;5;5.62549800796813
2017-2018;117;Educación;Institutos Profesionales;Técnico en Deporte, Recreación y Preparación Física;2016;4.953900709219858;6.221631205673759
2017-2018;118;Arte y Arquitectura;Institutos Profesionales;Técnico en Dibujo Arquitectónico;2016;5;6.4423076923076925
2017-2018;119;Arte y Arquitectura;Institutos Profesionales;Técnico en Diseño Gráfico;2016;5;6.29004329004329
2017-2018;120;Tecnología;Institutos Profesionales;Técnico en Electricidad y Electricidad Industrial;2016;4.801282051282051;6.097435897435897
2017-2018;121;Tecnología;Institutos Profesionales;Técnico en Electromecánica;2016;4.9245283018867925;5.60062893081761
2017-2018;122;Salud;Institutos Profesionales;Técnico en Enfermería;2016;5.0046134266624245;6.061883550747694
2017-2018;123;Arte y Arquitectura;Institutos Profesionales;Técnico en Fotografía;2016;4.313725490196078;6.156862745098038
2017-2018;124;Administración y Comercio;Institutos Profesionales;Técnico en Gastronomía y Cocina;2016;5.142372881355932;6.728813559322034
2017-2018;125;Tecnología;Institutos Profesionales;Técnico en Instrumentación, Automatización y Control Industrial;2016;4.651162790697675;6.302325581395348
2017-2018;126;Salud;Institutos Profesionales;Técnico en Laboratorio Clínico;2016;5;5.846153846153845
2017-2018;127;Administración y Comercio;Institutos Profesionales;Técnico en Logística;2016;4.711538461538462;5.480769230769228
2017-2018;128;Salud;Institutos Profesionales;Técnico en Masoterapia;2016;5;5.768072289156628
2017-2018;129;Tecnología;Institutos Profesionales;Técnico en Mecánica Automotriz;2016;4.923469387755102;6.272448979591837
2017-2018;130;Arte y Arquitectura;Institutos Profesionales;Técnico en Peluquería y Estética;2016;5;5.654368932038836
2017-2018;131;Tecnología;Institutos Profesionales;Técnico en Prevención de Riesgos;2016;4.917345750873109;6.141792782305006
2017-2018;132;Ciencias Sociales;Institutos Profesionales;Técnico en Publicidad;2016;5;5.976190476190473
2017-2018;133;Salud;Institutos Profesionales;Técnico en Radiología y Radioterapia;2016;4.82051282051282;6.017094017094017
2017-2018;134;Ciencias Sociales;Institutos Profesionales;Técnico en Relaciones Públicas;2016;4.99645390070922;5.982269503546101
2017-2018;135;Ciencias Sociales;Institutos Profesionales;Técnico en Servicio Social;2016;5;6.187902187902188
2017-2018;136;Tecnología;Institutos Profesionales;Técnico en Sonido;2016;4.981042654028436;6.3364928909952605
2017-2018;137;Tecnología;Institutos Profesionales;Técnico en Telecomunicaciones;2016;5;6.412213740458015
2017-2018;138;Tecnología;Institutos Profesionales;Técnico en Topografía;2016;5;6.4043715846994544
2017-2018;139;Humanidades;Institutos Profesionales;Técnico en Traducción e Interpretariado;2016;5.457446808510638;7.031914893617023
2017-2018;140;Administración y Comercio;Institutos Profesionales;Técnico en Turismo y Hotelería;2016;5.016483516483516;6.145604395604396
2017-2018;141;Derecho;Institutos Profesionales;Técnico Jurídico;2016;5;6.135048231511254
2017-2018;142;Salud;Institutos Profesionales;Técnico Laboratorista Dental;2016;5;5.8125
2017-2018;143;Agropecuaria;Institutos Profesionales;Técnico Veterinario;2016;5;6.65
2017-2018;144;Ciencias Sociales;Institutos Profesionales;Trabajo Social;2016;8.021717670286279;9.572063178677194
