per_sies;id_carr_gen;area_carr;tipo_inst;nom_carr_gen;anio_base_tit;dur_formal_carr;dur_real_carr
2022-2023;83;Educación;Institutos Profesionales;Técnico Asistente del Educador de Párvulos;2021;4.8159203980099505;5.653482587064676
2022-2023;84;Educación;Institutos Profesionales;Técnico Asistente del Educador Diferencial;2021;4.766262403528114;5.745865490628446
2022-2023;85;Salud;Institutos Profesionales;Técnico Dental y Asistente de Odontología;2021;4.955744680851064;6.067234042553191
2022-2023;86;Administración y Comercio;Institutos Profesionales;Técnico en Administración de Empresas;2021;4.911663385826771;6.266978346456693
2022-2023;87;Administración y Comercio;Institutos Profesionales;Técnico en Administración de Recursos Humanos y Personal;2021;4.924757281553398;6.740291262135922
2022-2023;88;Tecnología;Institutos Profesionales;Técnico en Administración de Redes y Soporte;2021;5.04270462633452;7.569395017793591
2022-2023;89;Administración y Comercio;Institutos Profesionales;Técnico en Administración de Ventas;2021;5;5.907407407407406
2022-2023;90;Administración y Comercio;Institutos Profesionales;Técnico en Administración Financiera y Finanzas;2021;4.739910313901345;6.7152466367713
2022-2023;91;Ciencias Sociales;Institutos Profesionales;Técnico en Administración Pública o Municipal;2021;4.66996699669967;5.877887788778878
2022-2023;92;Tecnología;Institutos Profesionales;Técnico en Alimentos;2021;4.644736842105263;6.276315789473686
2022-2023;93;Administración y Comercio;Institutos Profesionales;Técnico en Comercio Exterior;2021;4.843866171003717;6.762081784386617
2022-2023;94;Tecnología;Institutos Profesionales;Técnico en Computación e Informática;2021;5.1438492063492065;7.155753968253968
2022-2023;95;Arte y Arquitectura;Institutos Profesionales;Técnico en Comunicación Audiovisual;2021;4.842809364548495;7.113712374581938
2022-2023;96;Tecnología;Institutos Profesionales;Técnico en Construcción y Obras Civiles;2021;4.892355694227769;6.758190327613105
2022-2023;97;Administración y Comercio;Institutos Profesionales;Técnico en Contabilidad General;2021;4.984670874661857;6.580703336339042
2022-2023;98;Administración y Comercio;Institutos Profesionales;Técnico en Contabilidad Tributaria;2021;5;6.82
2022-2023;99;Educación;Institutos Profesionales;Técnico en Deporte, Recreación y Preparación Física;2021;5.0332986472424555;6.72528616024974
2022-2023;100;Arte y Arquitectura;Institutos Profesionales;Técnico en Dibujo Arquitectónico;2021;5;7.046610169491525
2022-2023;101;Arte y Arquitectura;Institutos Profesionales;Técnico en Diseño Gráfico;2021;5;6.820652173913044
2022-2023;102;Tecnología;Institutos Profesionales;Técnico en Electricidad y Electricidad Industrial;2021;4.695516162669447;6.752867570385819
2022-2023;103;Tecnología;Institutos Profesionales;Técnico en Electromecánica;2021;4.885;6.69
2022-2023;104;Salud;Institutos Profesionales;Técnico en Enfermería;2021;4.9546737506226135;6.37223974763407
2022-2023;105;Salud;Institutos Profesionales;Técnico en Farmacia;2021;4.984210526315789;5.878947368421053
2022-2023;106;Arte y Arquitectura;Institutos Profesionales;Técnico en Fotografía;2021;4.090909090909091;5.818181818181819
2022-2023;107;Administración y Comercio;Institutos Profesionales;Técnico en Gastronomía y Cocina;2021;4.995594713656388;6.671806167400882
2022-2023;108;Ciencias Básicas;Institutos Profesionales;Técnico en Geología;2021;5;8.224137931034486
2022-2023;109;Tecnología;Institutos Profesionales;Técnico en Instrumentación, Automatización y Control Industrial;2021;4.888675623800384;6.268714011516317
2022-2023;110;Salud;Institutos Profesionales;Técnico en Laboratorio Clínico;2021;5;6.153465346534652
2022-2023;111;Administración y Comercio;Institutos Profesionales;Técnico en Logística;2021;4.86752529898804;5.919963201471941
2022-2023;112;Tecnología;Institutos Profesionales;Técnico en Mantenimiento Industrial;2021;4.783333333333333;7.1066666666666665
2022-2023;113;Salud;Institutos Profesionales;Técnico en Masoterapia;2021;4.949275362318841;7.416666666666667
2022-2023;114;Tecnología;Institutos Profesionales;Técnico en Mecánica Automotriz;2021;4.9182083739045765;7.251217137293087
2022-2023;115;Tecnología;Institutos Profesionales;Técnico en Minería;2021;4.541666666666667;6.80392156862745
2022-2023;116;Arte y Arquitectura;Institutos Profesionales;Técnico en Peluquería y Estética;2021;5;5.773607748184018
2022-2023;117;Salud;Institutos Profesionales;Técnico en Podología;2021;4.99;6.280000000000001
2022-2023;118;Tecnología;Institutos Profesionales;Técnico en Prevención de Riesgos;2021;4.916071428571429;7.335714285714285
2022-2023;119;Salud;Institutos Profesionales;Técnico en Radiología y Radioterapia;2021;4.836158192090395;6.079096045197739
2022-2023;120;Ciencias Sociales;Institutos Profesionales;Técnico en Relaciones Públicas;2021;5;6.295302013422818
2022-2023;121;Ciencias Sociales;Institutos Profesionales;Técnico en Servicio Social;2021;4.937307297019527;5.948612538540596
2022-2023;122;Tecnología;Institutos Profesionales;Técnico en Sonido;2021;4.917808219178082;7.410958904109589
2022-2023;123;Tecnología;Institutos Profesionales;Técnico en Telecomunicaciones;2021;5;6.923497267759563
2022-2023;124;Tecnología;Institutos Profesionales;Técnico en Topografía;2021;4.918269230769231;7.423076923076922
2022-2023;125;Administración y Comercio;Institutos Profesionales;Técnico en Turismo y Hotelería;2021;5;6.717391304347826
2022-2023;126;Derecho;Institutos Profesionales;Técnico Jurídico;2021;5;5.9375
2022-2023;127;Salud;Institutos Profesionales;Técnico Laboratorista Dental;2021;5;6.972602739726028
2022-2023;128;Agropecuaria;Institutos Profesionales;Técnico Veterinario;2021;5;6.742081447963803
2022-2023;129;Salud;Institutos Profesionales;Terapia Ocupacional;2021;10;13.148936170212757
2022-2023;130;Ciencias Sociales;Institutos Profesionales;Trabajo Social;2021;8.025921658986174;9.233870967741936
2021-2022;1;Administración y Comercio;Centro de Formación Técnica;Secretariado Bilingüe;2020;6.442105263157894;7.663157894736844
2021-2022;2;Agropecuaria;Centro de Formación Técnica;Técnico Agropecuario;2020;4.795081967213115;6.665573770491804
2021-2022;3;Educación;Centro de Formación Técnica;Técnico Asistente del Educador de Párvulos;2020;5.130920464700625;5.956210902591599
2021-2022;4;Educación;Centro de Formación Técnica;Técnico Asistente del Educador Diferencial;2020;5.1361386138613865;6.381188118811882
2021-2022;5;Salud;Centro de Formación Técnica;Técnico Dental y Asistente de Odontología;2020;5.002583979328166;6.395348837209301
2021-2022;6;Administración y Comercio;Centro de Formación Técnica;Técnico en Administración de Empresas;2020;4.540950040950041;6.238738738738738
2021-2022;7;Administración y Comercio;Centro de Formación Técnica;Técnico en Administración de Recursos Humanos y Personal;2020;5.2368421052631575;6.46578947368421
2021-2022;8;Tecnología;Centro de Formación Técnica;Técnico en Administración de Redes y Soporte;2020;5.717948717948718;7.128205128205129
2021-2022;9;Administración y Comercio;Centro de Formación Técnica;Técnico en Administración de Ventas;2020;4.947368421052632;6.421052631578945
2021-2022;10;Administración y Comercio;Centro de Formación Técnica;Técnico en Administración Financiera y Finanzas;2020;s/i;s/i
2021-2022;11;Ciencias Sociales;Centro de Formación Técnica;Técnico en Administración Pública o Municipal;2020;5;5.549504950495049
2021-2022;12;Administración y Comercio;Centro de Formación Técnica;Técnico en Comercio Exterior;2020;4.621951219512195;6.060975609756097
2021-2022;13;Tecnología;Centro de Formación Técnica;Técnico en Computación e Informática;2020;5.006711409395973;7.355704697986576
2021-2022;14;Tecnología;Centro de Formación Técnica;Técnico en Construcción y Obras Civiles;2020;4.69051094890511;6.6540145985401455
2021-2022;15;Administración y Comercio;Centro de Formación Técnica;Técnico en Contabilidad General;2020;4.5860306643952296;6.427597955706987
2021-2022;16;Educación;Centro de Formación Técnica;Técnico en Deporte, Recreación y Preparación Física;2020;5.024734982332156;7.431095406360424
2021-2022;17;Tecnología;Centro de Formación Técnica;Técnico en Electricidad y Electricidad Industrial;2020;4.921367521367522;7.345299145299145
2021-2022;18;Tecnología;Centro de Formación Técnica;Técnico en Electrónica y Electrónica Industrial;2020;4;7.966666666666667
2021-2022;19;Salud;Centro de Formación Técnica;Técnico en Enfermería;2020;5.116383789400762;6.757533772081746
2021-2022;20;Salud;Centro de Formación Técnica;Técnico en Farmacia;2020;5;5.78723404255319
2021-2022;21;Administración y Comercio;Centro de Formación Técnica;Técnico en Gastronomía y Cocina;2020;4.363970588235294;6.6556372549019605
2021-2022;22;Tecnología;Centro de Formación Técnica;Técnico en Instrumentación, Automatización y Control Industrial;2020;4.257446808510639;6.910638297872341
2021-2022;23;Salud;Centro de Formación Técnica;Técnico en Laboratorio Clínico;2020;4.743243243243243;6.518018018018018
2021-2022;24;Administración y Comercio;Centro de Formación Técnica;Técnico en Logística;2020;4.513687600644122;6.123993558776167
2021-2022;25;Tecnología;Centro de Formación Técnica;Técnico en Mantenimiento Industrial;2020;4.210013908205841;6.809457579972183
2021-2022;26;Tecnología;Centro de Formación Técnica;Técnico en Mecánica Automotriz;2020;4.056768558951965;6.902838427947598
2021-2022;27;Tecnología;Centro de Formación Técnica;Técnico en Mecánica Industrial;2020;4.888888888888889;6.769230769230768
2021-2022;28;Tecnología;Centro de Formación Técnica;Técnico en Minería y Metalurgia;2020;4.339743589743589;7.788461538461537
2021-2022;29;Salud;Centro de Formación Técnica;Técnico en Podología;2020;5.033557046979865;6.590604026845638
2021-2022;30;Tecnología;Centro de Formación Técnica;Técnico en Prevención de Riesgos;2020;4.518337408312958;8.352078239608803
2021-2022;31;Tecnología;Centro de Formación Técnica;Técnico en Procesos Industriales;2020;4.525;5.8
2021-2022;32;Arte y Arquitectura;Centro de Formación Técnica;Técnico en Producción Gráfica y Multimedia;2020;4.12;6.72
2021-2022;33;Ciencias Básicas;Centro de Formación Técnica;Técnico en Química (Análisis e Industrial);2020;5.180555555555555;7.680555555555555
2021-2022;34;Salud;Centro de Formación Técnica;Técnico en Radiología y Radioterapia;2020;5.016393442622951;6.36065573770492
2021-2022;35;Tecnología;Centro de Formación Técnica;Técnico en Refrigeración y Climatización;2020;4.113207547169812;6.641509433962265
2021-2022;36;Ciencias Sociales;Centro de Formación Técnica;Técnico en Servicio Social;2020;5.241721854304636;6.043046357615894
2021-2022;37;Tecnología;Centro de Formación Técnica;Técnico en Telecomunicaciones;2020;4.110497237569061;6.486187845303867
2021-2022;38;Salud;Centro de Formación Técnica;Técnico en Terapias Naturales y Naturopatía;2020;5;6.181818181818182
2021-2022;39;Tecnología;Centro de Formación Técnica;Técnico en Topografía;2020;4.423868312757202;7.102880658436214
2021-2022;40;Administración y Comercio;Centro de Formación Técnica;Técnico en Turismo y Hotelería;2020;4.540051679586563;6.609819121447028
2021-2022;41;Derecho;Centro de Formación Técnica;Técnico Jurídico;2020;5;6.401869158878503
2021-2022;42;Salud;Centro de Formación Técnica;Técnico Laboratorista Dental;2020;5;6.708333333333336
2021-2022;43;Agropecuaria;Centro de Formación Técnica;Técnico Veterinario;2020;5;7.105882352941173
2021-2022;44;Administración y Comercio;Instituto Profesional;Administración de Empresas e Ing. Asociadas;2020;8.04718176060798;10.06871437618746
2021-2022;45;Administración y Comercio;Instituto Profesional;Administración Gastronómica;2020;8;10.704318936877083
2021-2022;46;Ciencias Sociales;Instituto Profesional;Administración Pública;2020;8;9.02842377260982
2021-2022;47;Administración y Comercio;Instituto Profesional;Administración Turística y Hotelera;2020;8.052631578947368;9.4093567251462
2021-2022;48;Arte y Arquitectura;Instituto Profesional;Comunicación Audiovisual y/o Multimedia;2020;8;9.768683274021353
2021-2022;49;Tecnología;Instituto Profesional;Construcción Civil;2020;8.117327117327118;10.876456876456869
2021-2022;50;Administración y Comercio;Instituto Profesional;Contador Auditor;2020;8.105045492142267;10.052109181141436
2021-2022;51;Arte y Arquitectura;Instituto Profesional;Diseño de Ambientes e Interiores;2020;8;9.847058823529409
2021-2022;52;Arte y Arquitectura;Instituto Profesional;Diseño de Vestuario;2020;7.833333333333333;10.638888888888877
2021-2022;53;Arte y Arquitectura;Instituto Profesional;Diseño Gráfico;2020;8;10.116239316239323
2021-2022;54;Tecnología;Instituto Profesional;Diseño Industrial;2020;8;10.180000000000026
2021-2022;55;Agropecuaria;Instituto Profesional;Ingeniería Agrícola;2020;8;10.049315068493152
2021-2022;56;Tecnología;Instituto Profesional;Ingeniería en Automatización, Instrumentación y Control;2020;s/i;s/i
2021-2022;57;Administración y Comercio;Instituto Profesional;Ingeniería en Comercio Exterior;2020;8.049261083743842;9.467980295566504
2021-2022;58;Tecnología;Instituto Profesional;Ingeniería en Computación e Informática;2020;8.00468603561387;10.175257731958757
2021-2022;59;Tecnología;Instituto Profesional;Ingeniería en Conectividad y Redes;2020;8.010362694300518;9.865284974093273
2021-2022;60;Tecnología;Instituto Profesional;Ingeniería en Construcción;2020;8.823817292006526;10.453507340946175
2021-2022;61;Tecnología;Instituto Profesional;Ingeniería en Electricidad;2020;8;10.015544041450774
2021-2022;62;Administración y Comercio;Instituto Profesional;Ingeniería en Finanzas;2020;8.619909502262443;10.923076923076929
2021-2022;63;Ciencias Sociales;Instituto Profesional;Ingeniería en Gestión Pública;2020;8.244444444444444;9.333333333333336
2021-2022;64;Administración y Comercio;Instituto Profesional;Ingeniería en Logística;2020;8.133333333333333;9.028571428571432
2021-2022;65;Administración y Comercio;Instituto Profesional;Ingeniería en Marketing;2020;8;9.064102564102562
2021-2022;66;Tecnología;Instituto Profesional;Ingeniería en Mecánica Automotriz;2020;8.004476275738586;10.69471799462847
2021-2022;67;Tecnología;Instituto Profesional;Ingeniería en Medio Ambiente;2020;8;10.044444444444455
2021-2022;68;Tecnología;Instituto Profesional;Ingeniería en Minas y Metalurgia;2020;8;11.608899297423884
2021-2022;69;Tecnología;Instituto Profesional;Ingeniería en Prevención de Riesgos;2020;8.040322580645162;11.194971537001898
2021-2022;70;Tecnología;Instituto Profesional;Ingeniería en Química;2020;8;10.76190476190476
2021-2022;71;Administración y Comercio;Instituto Profesional;Ingeniería en Recursos Humanos;2020;8.00738552437223;9.187592319054659
2021-2022;72;Tecnología;Instituto Profesional;Ingeniería en Refrigeración y Climatización;2020;8;11.828571428571431
2021-2022;73;Administración y Comercio;Instituto Profesional;Ingeniería en Seguridad Privada;2020;8;8.620437956204373
2021-2022;74;Tecnología;Instituto Profesional;Ingeniería en Telecomunicaciones;2020;8;11.527777777777775
2021-2022;75;Tecnología;Instituto Profesional;Ingeniería Industrial;2020;8.212903225806452;9.787096774193548
2021-2022;76;Tecnología;Instituto Profesional;Ingeniería Mecánica;2020;8;10.915611814346
2021-2022;77;Salud;Instituto Profesional;Kinesiología;2020;10;16.06249999999998
2021-2022;78;Educación;Instituto Profesional;Psicopedagogía;2020;8.111394557823129;9.444727891156461
2021-2022;79;Ciencias Sociales;Instituto Profesional;Publicidad;2020;8;9.308108108108112
2021-2022;80;Ciencias Sociales;Instituto Profesional;Relaciones Públicas;2020;8;9.852348993288597
2021-2022;81;Agropecuaria;Instituto Profesional;Técnico Agropecuario;2020;5;6.3468208092485545
2021-2022;82;Educación;Instituto Profesional;Técnico Asistente del Educador de Párvulos;2020;4.934281115879829;5.866148068669528
2021-2022;83;Educación;Instituto Profesional;Técnico Asistente del Educador Diferencial;2020;4.853102906520031;5.992930086410055
2021-2022;84;Salud;Instituto Profesional;Técnico Dental y Asistente de Odontología;2020;4.974710221285564;6.070600632244468
2021-2022;85;Administración y Comercio;Instituto Profesional;Técnico en Administración de Empresas;2020;4.973005255613951;6.246536072623029
2021-2022;86;Administración y Comercio;Instituto Profesional;Técnico en Administración de Recursos Humanos y Personal;2020;4.950684931506849;6.182191780821918
2021-2022;87;Tecnología;Instituto Profesional;Técnico en Administración de Redes y Soporte;2020;5.096273291925466;6.888198757763975
2021-2022;88;Administración y Comercio;Instituto Profesional;Técnico en Administración de Ventas;2020;5;6.195652173913045
2021-2022;89;Administración y Comercio;Instituto Profesional;Técnico en Administración Financiera y Finanzas;2020;4.803324099722992;6.227146814404432
2021-2022;90;Humanidades;Instituto Profesional;Técnico en Bibliotecas y Centros de Documentación;2020;s/i;s/i
2021-2022;91;Administración y Comercio;Instituto Profesional;Técnico en Comercio Exterior;2020;4.8816793893129775;6.282442748091603
2021-2022;92;Tecnología;Instituto Profesional;Técnico en Computación e Informática;2020;5.237704918032787;7.020491803278689
2021-2022;93;Arte y Arquitectura;Instituto Profesional;Técnico en Comunicación Audiovisual;2020;4.670103092783505;6.819587628865979
2021-2022;94;Tecnología;Instituto Profesional;Técnico en Construcción y Obras Civiles;2020;4.9208510638297875;6.542978723404255
2021-2022;95;Administración y Comercio;Instituto Profesional;Técnico en Contabilidad General;2020;4.985832349468713;6.498229043683588
2021-2022;96;Administración y Comercio;Instituto Profesional;Técnico en Contabilidad Tributaria;2020;5;6.0804597701149445
2021-2022;97;Educación;Instituto Profesional;Técnico en Deporte, Recreación y Preparación Física;2020;5.012228260869565;6.584239130434782
2021-2022;98;Arte y Arquitectura;Instituto Profesional;Técnico en Dibujo Arquitectónico;2020;5;6.44186046511628
2021-2022;99;Arte y Arquitectura;Instituto Profesional;Técnico en Diseño Gráfico;2020;5;6.472222222222222
2021-2022;100;Tecnología;Instituto Profesional;Técnico en Electricidad y Electricidad Industrial;2020;4.6830143540669855;6.47488038277512
2021-2022;101;Tecnología;Instituto Profesional;Técnico en Electromecánica;2020;4.595505617977528;6.269662921348314
2021-2022;102;Salud;Instituto Profesional;Técnico en Enfermería;2020;5.00767099936075;5.98934583422118
2021-2022;103;Administración y Comercio;Instituto Profesional;Técnico en Gastronomía y Cocina;2020;5.01628664495114;6.495114006514659
2021-2022;104;Tecnología;Instituto Profesional;Técnico en Instrumentación, Automatización y Control Industrial;2020;4.845188284518828;6.112970711297071
2021-2022;105;Salud;Instituto Profesional;Técnico en Laboratorio Clínico;2020;5;5.762195121951221
2021-2022;106;Administración y Comercio;Instituto Profesional;Técnico en Logística;2020;4.880573248407643;5.850318471337579
2021-2022;107;Tecnología;Instituto Profesional;Técnico en Mantenimiento Industrial;2020;4.782805429864253;6.330316742081448
2021-2022;108;Salud;Instituto Profesional;Técnico en Masoterapia;2020;4.961538461538462;6.355769230769231
2021-2022;109;Tecnología;Instituto Profesional;Técnico en Mecánica Automotriz;2020;4.856687898089172;6.872611464968153
2021-2022;110;Tecnología;Instituto Profesional;Técnico en Minería y Metalurgia;2020;4.524934383202099;7.152230971128608
2021-2022;111;Salud;Instituto Profesional;Técnico en Nutrición y Dietética;2020;5;6.806451612903227
2021-2022;112;Arte y Arquitectura;Instituto Profesional;Técnico en Peluquería y Estética;2020;5;5.890995260663508
2021-2022;113;Salud;Instituto Profesional;Técnico en Podología;2020;5;5.458333333333331
2021-2022;114;Tecnología;Instituto Profesional;Técnico en Prevención de Riesgos;2020;4.937402190923318;7.416275430359938
2021-2022;115;Salud;Instituto Profesional;Técnico en Radiología y Radioterapia;2020;4.813559322033898;5.525423728813561
2021-2022;116;Ciencias Sociales;Instituto Profesional;Técnico en Relaciones Públicas;2020;5;6.386666666666667
2021-2022;117;Ciencias Sociales;Instituto Profesional;Técnico en Servicio Social;2020;4.97169373549884;6.190719257540604
2021-2022;118;Tecnología;Instituto Profesional;Técnico en Sonido;2020;4.930232558139535;7.108527131782945
2021-2022;119;Tecnología;Instituto Profesional;Técnico en Telecomunicaciones;2020;5;6.8775510204081645
2021-2022;120;Tecnología;Instituto Profesional;Técnico en Topografía;2020;4.911458333333333;6.979166666666667
2021-2022;121;Administración y Comercio;Instituto Profesional;Técnico en Turismo y Hotelería;2020;5.0343698854337156;5.973813420621932
2021-2022;122;Derecho;Instituto Profesional;Técnico Jurídico;2020;5;6.193939393939395
2021-2022;123;Salud;Instituto Profesional;Técnico Laboratorista Dental;2020;5;5.988636363636361
2021-2022;124;Agropecuaria;Instituto Profesional;Técnico Veterinario;2020;5;6.8738738738738725
2021-2022;125;Salud;Instituto Profesional;Terapia Ocupacional;2020;10;12.205882352941167
2021-2022;126;Ciencias Sociales;Instituto Profesional;Trabajo Social;2020;8.02127659574468;9.707446808510637
2020-2021;1;Administración y Comercio;Centro de Formación Técnica;Secretariado Bilingüe;2019;6.53;7.2
2020-2021;2;Salud;Centro de Formación Técnica;Técnico Agente o Visitador Médico;2019;s/i;s/i
2020-2021;3;Agropecuaria;Centro de Formación Técnica;Técnico Agropecuario;2019;4.82;6.64
2020-2021;4;Educación;Centro de Formación Técnica;Técnico Asistente del Educador de Párvulos;2019;5.07;5.84
2020-2021;5;Educación;Centro de Formación Técnica;Técnico Asistente del Educador Diferencial;2019;5.07;6.2
2020-2021;6;Salud;Centro de Formación Técnica;Técnico Dental y Asistente de Odontología;2019;5.14;6.18
2020-2021;7;Administración y Comercio;Centro de Formación Técnica;Técnico en Administración de Empresas;2019;4.47;6.31
2020-2021;8;Administración y Comercio;Centro de Formación Técnica;Técnico en Administración de Recursos Humanos y Personal;2019;5.2;6.11
2020-2021;9;Tecnología;Centro de Formación Técnica;Técnico en Administración de Redes y Soporte;2019;5.66;7.78
2020-2021;10;Administración y Comercio;Centro de Formación Técnica;Técnico en Administración de Ventas;2019;4.94;5.53
2020-2021;11;Administración y Comercio;Centro de Formación Técnica;Técnico en Administración Financiera y Finanzas;2019;5;5.15
2020-2021;12;Ciencias Sociales;Centro de Formación Técnica;Técnico en Administración Pública o Municipal;2019;5;5.57
2020-2021;13;Administración y Comercio;Centro de Formación Técnica;Técnico en Comercio Exterior;2019;4.49;6.35
2020-2021;14;Tecnología;Centro de Formación Técnica;Técnico en Computación e Informática;2019;5.02;7.52
2020-2021;15;Tecnología;Centro de Formación Técnica;Técnico en Construcción y Obras Civiles;2019;4.61;6.84
2020-2021;16;Administración y Comercio;Centro de Formación Técnica;Técnico en Contabilidad General;2019;4.49;6.35
2020-2021;17;Educación;Centro de Formación Técnica;Técnico en Deporte, Recreación y Preparación Física;2019;5.02;6.57
2020-2021;18;Tecnología;Centro de Formación Técnica;Técnico en Electricidad y Electricidad Industrial;2019;4.8;7.1
2020-2021;19;Tecnología;Centro de Formación Técnica;Técnico en Electrónica y Electrónica Industrial;2019;4.15;7.42
2020-2021;20;Salud;Centro de Formación Técnica;Técnico en Enfermería;2019;5.1;6.43
2020-2021;21;Salud;Centro de Formación Técnica;Técnico en Farmacia;2019;5.28;5.92
2020-2021;22;Administración y Comercio;Centro de Formación Técnica;Técnico en Gastronomía y Cocina;2019;4.28;6.33
2020-2021;23;Ciencias Básicas;Centro de Formación Técnica;Técnico en Geominería;2019;5;8.14
2020-2021;24;Tecnología;Centro de Formación Técnica;Técnico en Instrumentación, Automatización y Control Industrial;2019;4.27;6.76
2020-2021;25;Salud;Centro de Formación Técnica;Técnico en Laboratorio Clínico;2019;4.85;6.34
2020-2021;26;Administración y Comercio;Centro de Formación Técnica;Técnico en Logística;2019;4.38;6.04
2020-2021;27;Tecnología;Centro de Formación Técnica;Técnico en Mantenimiento Industrial;2019;4.16;6.64
2020-2021;28;Tecnología;Centro de Formación Técnica;Técnico en Mecánica Automotriz;2019;4.02;6.96
2020-2021;29;Tecnología;Centro de Formación Técnica;Técnico en Mecánica Industrial;2019;4.87;6.76
2020-2021;30;Tecnología;Centro de Formación Técnica;Técnico en Minería y Metalurgia;2019;4.42;8.41
2020-2021;31;Salud;Centro de Formación Técnica;Técnico en Podología;2019;5.18;6.31
2020-2021;32;Tecnología;Centro de Formación Técnica;Técnico en Prevención de Riesgos;2019;4.49;8.43
2020-2021;33;Tecnología;Centro de Formación Técnica;Técnico en Procesos Industriales;2019;4.38;6.01
2020-2021;34;Arte y Arquitectura;Centro de Formación Técnica;Técnico en Producción Gráfica y Multimedia;2019;4;7.25
2020-2021;35;Ciencias Básicas;Centro de Formación Técnica;Técnico en Química (Análisis e Industrial);2019;5.22;7.92
2020-2021;36;Salud;Centro de Formación Técnica;Técnico en Radiología y Radioterapia;2019;6;6.9
2020-2021;37;Tecnología;Centro de Formación Técnica;Técnico en Refrigeración y Climatización;2019;4.01;6.51
2020-2021;38;Ciencias Sociales;Centro de Formación Técnica;Técnico en Servicio Social;2019;5.2;5.95
2020-2021;39;Tecnología;Centro de Formación Técnica;Técnico en Telecomunicaciones;2019;4.11;6.96
2020-2021;40;Salud;Centro de Formación Técnica;Técnico en Terapias Naturales y Naturopatía;2019;5.15;6.26
2020-2021;41;Tecnología;Centro de Formación Técnica;Técnico en Topografía;2019;4.48;6.99
2020-2021;42;Administración y Comercio;Centro de Formación Técnica;Técnico en Turismo y Hotelería;2019;4.39;6.44
2020-2021;43;Derecho;Centro de Formación Técnica;Técnico Jurídico;2019;5;6.35
2020-2021;44;Salud;Centro de Formación Técnica;Técnico Laboratorista Dental;2019;5;6.1
2020-2021;45;Agropecuaria;Centro de Formación Técnica;Técnico Veterinario;2019;5;6.71
2020-2021;46;Administración y Comercio;Instituto Profesional;Administración de Empresas e Ing. Asociadas;2019;8.06;9.99
2020-2021;47;Administración y Comercio;Instituto Profesional;Administración Gastronómica;2019;8;10.47
2020-2021;48;Ciencias Sociales;Instituto Profesional;Administración Pública;2019;8;9.53
2020-2021;49;Administración y Comercio;Instituto Profesional;Administración Turística y Hotelera;2019;8.05;9.58
2020-2021;50;Arte y Arquitectura;Instituto Profesional;Comunicación Audiovisual y/o Multimedia;2019;8;10
2020-2021;51;Tecnología;Instituto Profesional;Construcción Civil;2019;8.1;10.75
2020-2021;52;Administración y Comercio;Instituto Profesional;Contador Auditor;2019;8.24;10.51
2020-2021;53;Arte y Arquitectura;Instituto Profesional;Diseño de Ambientes e Interiores;2019;8;10.9
2020-2021;54;Arte y Arquitectura;Instituto Profesional;Diseño de Vestuario;2019;7.86;10.44
2020-2021;55;Arte y Arquitectura;Instituto Profesional;Diseño Gráfico;2019;8;10.44
2020-2021;56;Tecnología;Instituto Profesional;Diseño Industrial;2019;8;12.64
2020-2021;57;Arte y Arquitectura;Instituto Profesional;Fotografía;2019;8;9.61
2020-2021;58;Agropecuaria;Instituto Profesional;Ingeniería Agrícola;2019;8;10.4
2020-2021;59;Administración y Comercio;Instituto Profesional;Ingeniería en Comercio Exterior;2019;8.06;9.62
2020-2021;60;Tecnología;Instituto Profesional;Ingeniería en Computación e Informática;2019;8;11.13
2020-2021;61;Tecnología;Instituto Profesional;Ingeniería en Conectividad y Redes;2019;8;11.33
2020-2021;62;Tecnología;Instituto Profesional;Ingeniería en Construcción;2019;8.96;11.91
2020-2021;63;Tecnología;Instituto Profesional;Ingeniería en Electricidad;2019;8;10.84
2020-2021;64;Administración y Comercio;Instituto Profesional;Ingeniería en Finanzas;2019;8.68;10.85
2020-2021;65;Ciencias Sociales;Instituto Profesional;Ingeniería en Gestión Pública;2019;8.26;9.42
2020-2021;66;Administración y Comercio;Instituto Profesional;Ingeniería en Logística;2019;8.04;9.61
2020-2021;67;Administración y Comercio;Instituto Profesional;Ingeniería en Marketing;2019;8;9.58
2020-2021;68;Tecnología;Instituto Profesional;Ingeniería en Mecánica Automotriz;2019;8.01;11.29
2020-2021;69;Tecnología;Instituto Profesional;Ingeniería en Medio Ambiente;2019;8;9.8
2020-2021;70;Tecnología;Instituto Profesional;Ingeniería en Minas y Metalurgia;2019;8;11.4
2020-2021;71;Tecnología;Instituto Profesional;Ingeniería en Prevención de Riesgos;2019;8.03;10.79
2020-2021;72;Tecnología;Instituto Profesional;Ingeniería en Química;2019;8.03;10.69
2020-2021;73;Administración y Comercio;Instituto Profesional;Ingeniería en Recursos Humanos;2019;8.01;9.61
2020-2021;74;Tecnología;Instituto Profesional;Ingeniería en Refrigeración y Climatización;2019;8;9.46
2020-2021;75;Tecnología;Instituto Profesional;Ingeniería en Sonido;2019;8;10.01
2020-2021;76;Tecnología;Instituto Profesional;Ingeniería en Telecomunicaciones;2019;8;11.98
2020-2021;77;Tecnología;Instituto Profesional;Ingeniería Industrial;2019;8.42;10.46
2020-2021;78;Tecnología;Instituto Profesional;Ingeniería Mecánica;2019;8;10.89
2020-2021;79;Salud;Instituto Profesional;Kinesiología;2019;10;13.89
2020-2021;80;Arte y Arquitectura;Instituto Profesional;Música, Canto o Danza;2019;9.14;10.8
