cod_sies;acred_inst;area_carr;nom_carr_gen;nom_carr_tit;porc_tit_cont_est;ret_1er_anio;dur_real_carr_sem;emp_1er_anio_tit_carr;emp_2do_anio_tit_carr;ing_prom_4to_anio_tit;arancel_anual_carr;per_sies
367.0;5 años;Tecnología;Técnico en Instrumentación, Automatización y Control Industrial;Técnico en Automatización y Control Industrial;0.1968503937007874;0.5806451612903226;s/i;0.675;0.6710526315789473;s/i;;2024-2025
367.0;5 años;Tecnología;Técnico en Mecánica Automotriz;Técnico en Mecánica Automotriz y Autotrónica;0.021052631578947368;0.5280898876404494;5.66666666666667;0.4925373134328358;0.48333333333333334;s/i;;2024-2025
367.0;5 años;Tecnología;Técnico en Prevención de Riesgos;Técnico en Prevención de Riesgos;0.18333333333333332;0.5714285714285714;s/i;0.34210526315789475;0.3387096774193548;De $700 mil a $800 mil;;2024-2025
367.0;5 años;Ciencias Sociales;Técnico en Servicio Social;Técnico en Trabajo Social;0.2795031055900621;0.6366782006920415;5.460093896713614;0.2647058823529412;0.3785488958990536;De $600 mil a $700 mil;;2024-2025
367.0;5 años;Administración y Comercio;Técnico en Turismo y Hotelería;Técnico en Turismo;0.06666666666666667;0.5641025641025641;s/i;0.2553191489361702;;s/i;;2024-2025
260.0;5 años;Agropecuaria;Técnico Agropecuario;Técnico Agrícola y Ganadero;0.39918533604887985;0.7044247787610619;6.396396396396397;0.4182825484764543;0.5083333333333333;De $700 mil a $800 mil;;2024-2025
260.0;5 años;Educación;Técnico Asistente del Educador de Párvulos;Técnico en Educación Parvularia;0.09065040650406504;0.777319587628866;6.406719717064544;0.20687679083094557;0.30197723187537445;De $500 mil a $600 mil;;2024-2025
260.0;5 años;Educación;Técnico Asistente del Educador Diferencial;Técnico en Educación Especial;0.17690631808278867;0.7620452310717798;6.486373165618447;0.23118603251053582;0.3168771526980482;De $500 mil a $600 mil;;2024-2025
260.0;5 años;Salud;Técnico Dental y Asistente de Odontología;Técnico en Odontología;0.05217391304347826;0.7614213197969543;6.690104166666668;0.503382949932341;0.548480463096961;De $600 mil a $700 mil;;2024-2025
260.0;5 años;Agropecuaria;Técnico en Acuicultura y Pesca;Técnico en Producción Acuícola;0.042735042735042736;0.8369565217391305;7.137931034482761;0.872093023255814;0.8625;De $1 millón 200 mil a $1 millón 300 mil;;2024-2025
